,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,WASHINGTON_ACTION,LA CLIPPERS_SCORE,WASHINGTON_SCORE
45,1,5:27.0,C. Paul misses 2-pt layup from 2 ft,,19,6
46,1,5:26.0,,Defensive rebound by M. Gortat,19,6
47,1,5:22.0,,Turnover by J. Wall (bad pass; steal by L. Mbah a Moute),19,6
48,1,5:17.0,C. Paul makes 2-pt dunk at rim (assist by L. Mbah a Moute),,21,6
49,1,4:53.0,,M. Gortat misses 2-pt jump shot from 16 ft,21,6
50,1,4:52.0,,Offensive rebound by G. Temple,21,6
51,1,4:45.0,,J. Wall misses 2-pt jump shot from 10 ft,21,6
52,1,4:44.0,Defensive rebound by D. Jordan,,21,6
53,1,4:33.0,Turnover by D. Jordan (bad pass),,21,6
54,1,4:33.0,J. Crawford enters the game for J. Redick,,21,6
55,1,4:33.0,,R. Sessions enters the game for J. Dudley,21,6
56,1,4:19.0,,G. Temple misses 3-pt jump shot from 24 ft,21,6
57,1,4:18.0,,Offensive rebound by J. Wall,21,6
58,1,4:15.0,,J. Wall misses 2-pt layup at rim,21,6
59,1,4:14.0,,Offensive rebound by G. Temple,21,6
60,1,4:11.0,,J. Wall makes 2-pt layup from 1 ft,21,8
61,1,4:02.0,Turnover by C. Paul (bad pass; steal by R. Sessions),,21,8
62,1,3:59.0,,Shooting block foul by J. Crawford (drawn by R. Sessions),21,8
63,1,3:59.0,,R. Sessions makes free throw 1 of 2,21,9
64,1,3:59.0,,R. Sessions misses free throw 2 of 2,21,9
65,1,3:58.0,Defensive rebound by D. Jordan,,21,9
66,1,3:44.0,C. Paul makes 2-pt layup from 1 ft,,23,9
67,1,3:38.0,,J. Wall makes 2-pt layup at rim (assist by R. Sessions),23,11
68,1,3:38.0,,Shooting foul by L. Mbah a Moute (drawn by J. Wall),23,11
69,1,3:38.0,Technical foul by C. Paul,,23,11
70,1,3:38.0,,J. Wall misses technical free throw,23,11
71,1,3:38.0,,Offensive rebound by Team,23,11
72,1,3:38.0,,J. Eddie enters the game for G. Temple,23,11
73,1,3:38.0,A. Rivers enters the game for L. Mbah a Moute,,23,11
74,1,3:38.0,,J. Wall makes free throw 1 of 1,23,12
75,1,3:22.0,C. Paul misses 2-pt jump shot from 16 ft,,23,12
76,1,3:21.0,,Defensive rebound by M. Gortat,23,12
77,1,3:14.0,,R. Sessions misses 2-pt layup at rim,23,12
78,1,3:13.0,,Offensive rebound by Team,23,12
79,1,3:13.0,P. Prigioni enters the game for C. Paul,,23,12
80,1,3:06.0,,J. Eddie makes 3-pt jump shot from 27 ft (assist by J. Wall),23,15
81,1,2:53.0,Turnover by D. Jordan (bad pass; steal by M. Gortat),,23,15
82,1,2:49.0,,Shooting foul by D. Jordan (drawn by O. Porter),23,15
83,1,2:49.0,LA Clippers full timeout,,23,15
84,1,2:49.0,C. Aldrich enters the game for D. Jordan,,23,15
85,1,2:49.0,,O. Porter makes free throw 1 of 2,23,16
86,1,2:49.0,,O. Porter misses free throw 2 of 2,23,16
87,1,2:48.0,Defensive rebound by W. Johnson,,23,16
88,1,2:33.0,J. Crawford makes 2-pt jump shot from 16 ft,,25,16
89,1,2:19.0,,Turnover by J. Wall (bad pass; steal by C. Aldrich),25,16
90,1,2:12.0,J. Crawford misses 3-pt jump shot from 27 ft,,25,16
91,1,2:11.0,,Defensive rebound by R. Sessions,25,16
92,1,2:02.0,,J. Wall misses 2-pt jump shot from 8 ft,25,16
93,1,2:01.0,,Offensive rebound by J. Wall,25,16
94,1,1:58.0,,R. Sessions misses 3-pt jump shot from 27 ft,25,16
95,1,1:57.0,Defensive rebound by Team,,25,16
96,1,1:57.0,,Loose ball foul by M. Gortat (drawn by C. Aldrich),25,16
97,1,1:57.0,,K. Humphries enters the game for M. Gortat,25,16
98,1,1:57.0,,K. Oubre enters the game for J. Wall,25,16
99,1,1:39.0,J. Crawford makes 2-pt layup from 1 ft,,27,16
100,1,1:24.0,,R. Sessions misses 2-pt jump shot from 3 ft (block by C. Aldrich),27,16
101,1,1:22.0,Defensive rebound by P. Prigioni,,27,16
102,1,1:20.0,Shooting foul by K. Humphries (drawn by W. Johnson),,27,16
103,1,1:20.0,W. Johnson makes free throw 1 of 2,,28,16
104,1,1:20.0,W. Johnson makes free throw 2 of 2,,29,16
105,1,1:05.0,,K. Humphries misses 2-pt jump shot from 18 ft,29,16
106,1,1:04.0,,Offensive rebound by O. Porter,29,16
107,1,1:04.0,,O. Porter makes 2-pt layup from 1 ft,29,18
108,1,0:56.0,C. Aldrich makes 2-pt layup from 2 ft (assist by J. Crawford),,31,18
109,1,0:42.0,,Shooting foul by C. Aldrich (drawn by O. Porter),31,18
110,1,0:42.0,,O. Porter misses free throw 1 of 2,31,18
111,1,0:42.0,,Offensive rebound by Team,31,18
112,1,0:42.0,,O. Porter makes free throw 2 of 2,31,19
113,1,0:35.0,A. Rivers makes 2-pt layup at rim,,33,19
114,1,0:35.0,Shooting foul by K. Oubre (drawn by A. Rivers),,33,19
115,1,0:35.0,A. Rivers makes free throw 1 of 1,,34,19
116,1,0:25.0,,Shooting foul by C. Aldrich (drawn by R. Sessions),34,19
117,1,0:25.0,,R. Sessions misses free throw 1 of 2,34,19
118,1,0:25.0,,Offensive rebound by Team,34,19
119,1,0:25.0,,G. Temple enters the game for J. Eddie,34,19
120,1,0:25.0,,R. Sessions makes free throw 2 of 2,34,20
121,1,0:06.0,Turnover by J. Crawford (bad pass; steal by R. Sessions),,34,20
122,1,0:02.0,,Turnover by R. Sessions (bad pass),34,20
123,1,0:01.0,J. Crawford misses 3-pt jump shot from 65 ft,,34,20
124,1,0:00.0,Offensive rebound by Team,,34,20
125,2,11:48.0,Shooting foul by K. Humphries (drawn by C. Aldrich),,34,20
126,2,11:48.0,C. Aldrich makes free throw 1 of 2,,35,20
127,2,11:48.0,C. Aldrich misses free throw 2 of 2,,35,20
128,2,11:47.0,,Defensive rebound by O. Porter,35,20
129,2,11:35.0,,Turnover by K. Humphries (step out of bounds),35,20
130,2,11:17.0,A. Rivers misses 3-pt jump shot from 28 ft,,35,20
131,2,11:16.0,,Defensive rebound by J. Eddie,35,20
132,2,11:09.0,,J. Eddie misses 3-pt jump shot from 29 ft,35,20
133,2,11:08.0,Defensive rebound by C. Aldrich,,35,20
134,2,10:50.0,Shooting foul by O. Porter (drawn by C. Aldrich),,35,20
135,2,10:50.0,C. Aldrich makes free throw 1 of 2,,36,20
136,2,10:50.0,,M. Gortat enters the game for K. Humphries,36,20
137,2,10:50.0,,J. Wall enters the game for J. Eddie,36,20
138,2,10:50.0,C. Aldrich makes free throw 2 of 2,,37,20
139,2,10:45.0,,Personal block foul by A. Rivers (drawn by J. Wall),37,20
140,2,10:36.0,,R. Sessions makes 2-pt layup from 1 ft (assist by J. Wall),37,22
141,2,10:26.0,C. Aldrich misses 2-pt layup at rim,,37,22
142,2,10:25.0,,Defensive rebound by M. Gortat,37,22
143,2,10:14.0,,Turnover by O. Porter (lost ball),37,22
144,2,10:14.0,C. Paul enters the game for A. Rivers,,37,22
145,2,10:14.0,P. Pierce enters the game for W. Johnson,,37,22
146,2,10:03.0,,J. Dudley enters the game for O. Porter,37,22
147,2,10:03.0,J. Redick enters the game for P. Prigioni,,37,22
148,2,9:54.0,Turnover by J. Redick (lost ball),,37,22
149,2,9:43.0,,J. Wall makes 2-pt jump shot from 17 ft,37,24
150,2,9:26.0,Personal foul by G. Temple (drawn by J. Redick),,37,24
151,2,9:26.0,D. Jordan enters the game for C. Aldrich,,37,24
152,2,9:18.0,P. Pierce makes 2-pt jump shot from 17 ft (assist by J. Redick),,39,24
153,2,9:02.0,,Turnover by G. Temple (lost ball; steal by J. Redick),39,24
154,2,8:57.0,J. Crawford makes 2-pt jump shot from 10 ft (assist by J. Redick),,41,24
155,2,8:45.0,,M. Gortat misses 2-pt jump shot from 5 ft,41,24
156,2,8:44.0,Defensive rebound by D. Jordan,,41,24
157,2,8:36.0,C. Paul misses 2-pt layup from 1 ft,,41,24
158,2,8:35.0,,Defensive rebound by Team,41,24
159,2,8:35.0,Official timeout,,41,24
160,2,8:21.0,,Turnover by J. Dudley (lost ball; steal by P. Pierce),41,24
161,2,8:00.0,Turnover by P. Pierce (bad pass),,41,24
162,2,7:41.0,,J. Wall makes 2-pt jump shot from 19 ft,41,26
163,2,7:16.0,P. Pierce misses 2-pt jump shot from 16 ft,,41,26
164,2,7:15.0,,Defensive rebound by M. Gortat,41,26
165,2,7:03.0,,J. Wall misses 2-pt jump shot from 12 ft,41,26
166,2,7:01.0,Defensive rebound by P. Pierce,,41,26
167,2,6:42.0,C. Paul misses 2-pt jump shot from 4 ft (block by J. Wall),,41,26
168,2,6:40.0,,Defensive rebound by M. Gortat,41,26
169,2,6:40.0,,Personal take foul by P. Pierce (drawn by R. Sessions),41,26
170,2,6:40.0,L. Mbah a Moute enters the game for J. Crawford,,41,26
171,2,6:40.0,,K. Oubre enters the game for R. Sessions,41,26
172,2,6:25.0,,K. Oubre misses 2-pt layup from 2 ft (block by D. Jordan),41,26
173,2,6:24.0,Defensive rebound by P. Pierce,,41,26
174,2,6:18.0,D. Jordan makes 2-pt dunk at rim (assist by L. Mbah a Moute),,43,26
175,2,6:11.0,,Washington full timeout,43,26
176,2,6:11.0,,O. Porter enters the game for J. Dudley,43,26
177,2,6:04.0,,Turnover by J. Wall (bad pass; steal by L. Mbah a Moute),43,26
178,2,5:55.0,P. Pierce makes 2-pt jump shot from 18 ft,,45,26
179,2,5:42.0,,K. Oubre makes 3-pt jump shot from 26 ft (assist by J. Wall),45,29
180,2,5:25.0,J. Redick misses 2-pt jump shot from 21 ft,,45,29
181,2,5:24.0,,Defensive rebound by M. Gortat,45,29
182,2,5:14.0,,J. Wall misses 2-pt layup from 1 ft,45,29
183,2,5:13.0,Defensive rebound by D. Jordan,,45,29
184,2,5:07.0,P. Pierce misses 3-pt jump shot from 26 ft,,45,29
185,2,5:05.0,Offensive rebound by L. Mbah a Moute,,45,29
186,2,5:00.0,P. Pierce makes 3-pt jump shot from 26 ft (assist by D. Jordan),,48,29
187,2,4:45.0,,O. Porter makes 3-pt jump shot from 27 ft (assist by J. Wall),48,32
188,2,4:20.0,C. Paul misses 3-pt jump shot from 32 ft,,48,32
189,2,4:18.0,,Defensive rebound by M. Gortat,48,32
190,2,4:02.0,,J. Wall misses 2-pt layup from 1 ft,48,32
191,2,4:01.0,Defensive rebound by D. Jordan,,48,32
192,2,3:54.0,LA Clippers full timeout,,48,32
193,2,3:54.0,W. Johnson enters the game for P. Pierce,,48,32
194,2,3:47.0,C. Paul makes 2-pt jump shot from 3 ft (assist by D. Jordan),,50,32
195,2,3:31.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),50,34
196,2,3:14.0,C. Paul makes 2-pt dunk at rim,,52,34
197,2,3:14.0,Shooting foul by K. Oubre (drawn by C. Paul),,52,34
198,2,3:14.0,C. Paul makes free throw 1 of 1,,53,34
199,2,3:06.0,,Shooting foul by W. Johnson (drawn by M. Gortat),53,34
200,2,3:06.0,,M. Gortat makes free throw 1 of 2,53,35
201,2,3:06.0,,M. Gortat makes free throw 2 of 2,53,36
202,2,2:51.0,J. Redick misses 3-pt jump shot from 27 ft,,53,36
203,2,2:50.0,Offensive rebound by Team,,53,36
204,2,2:50.0,,Loose ball foul by M. Gortat (drawn by D. Jordan),53,36
205,2,2:50.0,D. Jordan misses free throw 1 of 2,,53,36
206,2,2:50.0,Offensive rebound by Team,,53,36
207,2,2:50.0,D. Jordan misses free throw 2 of 2,,53,36
208,2,2:49.0,,Defensive rebound by O. Porter,53,36
209,2,2:36.0,,M. Gortat misses 2-pt jump shot from 9 ft,53,36
210,2,2:35.0,Defensive rebound by L. Mbah a Moute,,53,36
211,2,2:24.0,C. Paul misses 3-pt jump shot from 29 ft,,53,36
212,2,2:23.0,,Defensive rebound by O. Porter,53,36
213,2,2:17.0,,G. Temple misses 3-pt jump shot from 24 ft,53,36
214,2,2:15.0,Defensive rebound by Team,,53,36
215,2,2:15.0,,J. Eddie enters the game for G. Temple,53,36
216,2,2:00.0,C. Paul misses 2-pt jump shot from 18 ft,,53,36
217,2,1:58.0,Offensive rebound by D. Jordan,,53,36
218,2,1:56.0,Turnover by D. Jordan (bad pass; steal by O. Porter),,53,36
219,2,1:54.0,,Personal foul by C. Paul (drawn by J. Wall),53,36
220,2,1:54.0,,K. Humphries enters the game for M. Gortat,53,36
221,2,1:44.0,,J. Wall makes 2-pt jump shot from 18 ft,53,38
222,2,1:26.0,J. Redick misses 2-pt jump shot from 17 ft,,53,38
223,2,1:25.0,,Defensive rebound by O. Porter,53,38
224,2,1:16.0,,O. Porter makes 3-pt jump shot from 27 ft (assist by J. Eddie),53,41
225,2,0:51.0,W. Johnson makes 2-pt jump shot from 22 ft,,55,41
226,2,0:42.0,,K. Humphries misses 3-pt jump shot from 27 ft,55,41
227,2,0:41.0,Defensive rebound by C. Paul,,55,41
228,2,0:41.0,Personal foul by J. Wall (drawn by C. Paul),,55,41
229,2,0:41.0,C. Paul makes free throw 1 of 2,,56,41
230,2,0:41.0,,R. Sessions enters the game for K. Oubre,56,41
231,2,0:41.0,C. Paul makes free throw 2 of 2,,57,41
232,2,0:17.0,,J. Wall makes 2-pt jump shot from 18 ft,57,43
233,2,0:17.0,LA Clippers full timeout,,57,43
234,2,0:17.0,J. Crawford enters the game for L. Mbah a Moute,,57,43
235,2,0:17.0,,K. Oubre enters the game for K. Humphries,57,43
236,2,0:13.0,Personal take foul by J. Eddie (drawn by D. Jordan),,57,43
237,2,0:13.0,D. Jordan makes free throw 1 of 2,,58,43
238,2,0:13.0,,K. Humphries enters the game for K. Oubre,58,43
239,2,0:13.0,A. Rivers enters the game for J. Crawford,,58,43
240,2,0:13.0,L. Mbah a Moute enters the game for J. Redick,,58,43
241,2,0:13.0,D. Jordan makes free throw 2 of 2,,59,43
242,2,0:01.0,,J. Eddie makes 3-pt jump shot from 27 ft (assist by J. Wall),59,46
243,3,12:00.0,Violation by Team (delay of game),,59,46
244,3,11:47.0,L. Mbah a Moute misses 2-pt jump shot from 17 ft,,59,46
245,3,11:45.0,,Defensive rebound by M. Gortat,59,46
246,3,11:30.0,,G. Temple misses 3-pt jump shot from 26 ft,59,46
247,3,11:28.0,,Offensive rebound by J. Wall,59,46
248,3,11:24.0,,J. Wall misses 3-pt jump shot from 26 ft,59,46
249,3,11:23.0,Defensive rebound by D. Jordan,,59,46
250,3,11:15.0,C. Paul makes 2-pt layup from 2 ft,,61,46
251,3,11:02.0,,G. Temple makes 2-pt jump shot from 19 ft (assist by J. Wall),61,48
252,3,10:47.0,J. Redick makes 2-pt jump shot from 5 ft (assist by C. Paul),,63,48
253,3,10:38.0,,J. Dudley misses 2-pt jump shot from 17 ft,63,48
254,3,10:37.0,Defensive rebound by C. Paul,,63,48
255,3,10:28.0,C. Paul makes 2-pt jump shot from 18 ft,,65,48
256,3,10:16.0,,M. Gortat misses 2-pt jump shot from 12 ft,65,48
257,3,10:15.0,Defensive rebound by D. Jordan,,65,48
258,3,10:05.0,C. Paul makes 2-pt jump shot from 14 ft,,67,48
259,3,10:04.0,,Washington full timeout,67,48
260,3,10:04.0,,O. Porter enters the game for J. Dudley,67,48
261,3,9:45.0,,O. Porter makes 2-pt jump shot from 20 ft (assist by J. Wall),67,50
262,3,9:27.0,P. Pierce misses 3-pt jump shot from 28 ft,,67,50
263,3,9:26.0,,Defensive rebound by M. Gortat,67,50
264,3,9:21.0,,O. Porter misses 2-pt layup at rim,67,50
265,3,9:19.0,,Offensive rebound by O. Porter,67,50
266,3,9:19.0,,O. Porter makes 2-pt layup at rim,67,52
267,3,8:59.0,C. Paul misses 3-pt jump shot from 27 ft,,67,52
268,3,8:57.0,,Defensive rebound by K. Oubre,67,52
269,3,8:54.0,,J. Wall makes 2-pt layup from 1 ft (assist by K. Oubre),67,54
270,3,8:29.0,Turnover by L. Mbah a Moute (lost ball; steal by G. Temple),,67,54
271,3,8:19.0,,Def 3 sec tech foul by D. Jordan,67,54
272,3,8:19.0,,J. Wall makes technical free throw,67,55
273,3,8:19.0,J. Crawford enters the game for L. Mbah a Moute,,67,55
274,3,8:07.0,,J. Wall makes 2-pt jump shot from 17 ft,67,57
275,3,7:39.0,J. Redick makes 3-pt jump shot from 23 ft (assist by P. Pierce),,70,57
276,3,7:28.0,,G. Temple misses 2-pt jump shot from 4 ft,70,57
277,3,7:27.0,Defensive rebound by Team,,70,57
278,3,7:03.0,J. Crawford makes 3-pt jump shot from 26 ft (assist by C. Paul),,73,57
279,3,6:40.0,,M. Gortat misses 2-pt jump shot from 8 ft,73,57
280,3,6:39.0,Defensive rebound by P. Pierce,,73,57
281,3,6:29.0,Shooting foul by G. Temple (drawn by D. Jordan),,73,57
282,3,6:29.0,D. Jordan misses free throw 1 of 2,,73,57
283,3,6:29.0,Offensive rebound by Team,,73,57
284,3,6:29.0,W. Johnson enters the game for P. Pierce,,73,57
285,3,6:29.0,,R. Sessions enters the game for K. Oubre,73,57
286,3,6:29.0,D. Jordan makes free throw 2 of 2,,74,57
287,3,6:14.0,,O. Porter misses 3-pt jump shot from 26 ft,74,57
288,3,6:12.0,,Offensive rebound by Team,74,57
289,3,6:02.0,,J. Wall makes 2-pt jump shot from 18 ft,74,59
290,3,5:43.0,J. Crawford misses 2-pt jump shot from 15 ft,,74,59
291,3,5:42.0,,Defensive rebound by M. Gortat,74,59
292,3,5:33.0,,J. Wall misses 2-pt jump shot from 18 ft,74,59
293,3,5:32.0,Defensive rebound by D. Jordan,,74,59
294,3,5:27.0,Shooting foul by O. Porter (drawn by W. Johnson),,74,59
295,3,5:27.0,W. Johnson makes free throw 1 of 2,,75,59
296,3,5:27.0,W. Johnson misses free throw 2 of 2,,75,59
297,3,5:26.0,,Defensive rebound by M. Gortat,75,59
298,3,5:10.0,,Shooting foul by W. Johnson (drawn by R. Sessions),75,59
299,3,5:10.0,,R. Sessions misses free throw 1 of 2,75,59
300,3,5:10.0,,Offensive rebound by Team,75,59
301,3,5:10.0,,R. Sessions makes free throw 2 of 2,75,60
302,3,4:58.0,Turnover by C. Paul (bad pass; steal by O. Porter),,75,60
303,3,4:55.0,Violation by J. Crawford (kicked ball),,75,60
304,3,4:55.0,A. Rivers enters the game for J. Redick,,75,60
305,3,4:40.0,,J. Wall makes 3-pt jump shot from 27 ft (assist by G. Temple),75,63
306,3,4:11.0,C. Paul misses 3-pt jump shot from 26 ft,,75,63
307,3,4:10.0,,Defensive rebound by R. Sessions,75,63
308,3,4:00.0,,M. Gortat misses 2-pt jump shot from 13 ft,75,63
309,3,3:59.0,Defensive rebound by D. Jordan,,75,63
310,3,3:45.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,77,63
311,3,3:34.0,,Washington full timeout,77,63
312,3,3:34.0,P. Prigioni enters the game for C. Paul,,77,63
313,3,3:17.0,,J. Wall misses 2-pt jump shot from 16 ft,77,63
314,3,3:16.0,,Offensive rebound by M. Gortat,77,63
315,3,3:15.0,,M. Gortat makes 2-pt layup at rim,77,65
316,3,3:00.0,D. Jordan makes 2-pt dunk at rim (assist by J. Crawford),,79,65
317,3,2:45.0,,O. Porter misses 2-pt jump shot from 19 ft,79,65
318,3,2:44.0,Defensive rebound by W. Johnson,,79,65
319,3,2:34.0,W. Johnson misses 3-pt jump shot from 24 ft,,79,65
320,3,2:33.0,,Defensive rebound by R. Sessions,79,65
321,3,2:32.0,,Personal take foul by P. Prigioni (drawn by R. Sessions),79,65
322,3,2:32.0,,J. Eddie enters the game for J. Wall,79,65
323,3,2:32.0,,K. Humphries enters the game for M. Gortat,79,65
324,3,2:32.0,C. Aldrich enters the game for D. Jordan,,79,65
325,3,2:16.0,,R. Sessions makes 2-pt jump shot from 6 ft,79,67
326,3,2:00.0,A. Rivers misses 3-pt jump shot from 24 ft,,79,67
327,3,1:59.0,Offensive rebound by Team,,79,67
328,3,1:56.0,W. Johnson makes 2-pt jump shot from 18 ft (assist by P. Prigioni),,81,67
329,3,1:47.0,,Shooting foul by C. Aldrich (drawn by K. Humphries),81,67
330,3,1:47.0,,K. Humphries makes free throw 1 of 2,81,68
331,3,1:47.0,,K. Humphries makes free throw 2 of 2,81,69
332,3,1:31.0,A. Rivers misses 2-pt layup from 1 ft,,81,69
333,3,1:30.0,,Defensive rebound by J. Eddie,81,69
334,3,1:20.0,,R. Sessions misses 2-pt jump shot from 18 ft,81,69
335,3,1:18.0,Defensive rebound by C. Aldrich,,81,69
336,3,1:07.0,C. Aldrich misses 2-pt jump shot from 4 ft,,81,69
337,3,1:06.0,,Defensive rebound by K. Humphries,81,69
338,3,0:59.0,,K. Humphries misses 3-pt jump shot from 24 ft,81,69
339,3,0:58.0,Defensive rebound by W. Johnson,,81,69
340,3,0:40.0,J. Crawford makes 3-pt jump shot from 23 ft (assist by C. Aldrich),,84,69
341,3,0:30.0,,R. Sessions makes 2-pt jump shot from 3 ft,84,71
342,3,0:11.0,J. Crawford makes 2-pt jump shot from 21 ft,,86,71
343,3,0:01.0,,Turnover by R. Sessions (bad pass; steal by A. Rivers),86,71
344,4,11:40.0,,J. Eddie misses 3-pt jump shot from 23 ft,86,71
345,4,11:38.0,,Offensive rebound by O. Porter,86,71
346,4,11:36.0,,O. Porter makes 2-pt jump shot from 7 ft,86,73
347,4,11:11.0,Shooting foul by O. Porter (drawn by C. Aldrich),,86,73
348,4,11:11.0,C. Aldrich makes free throw 1 of 2,,87,73
349,4,11:11.0,C. Aldrich makes free throw 2 of 2,,88,73
350,4,10:47.0,,J. Eddie misses 3-pt jump shot from 23 ft,88,73
351,4,10:46.0,,Offensive rebound by O. Porter,88,73
352,4,10:42.0,,K. Humphries makes 2-pt layup from 1 ft (assist by O. Porter),88,75
353,4,10:22.0,Shooting foul by K. Humphries (drawn by C. Aldrich),,88,75
354,4,10:22.0,C. Aldrich makes free throw 1 of 2,,89,75
355,4,10:22.0,C. Aldrich makes free throw 2 of 2,,90,75
356,4,10:07.0,,Turnover by K. Humphries (bad pass; steal by A. Rivers),90,75
357,4,10:04.0,Flagrant foul type 1 by R. Sessions (drawn by A. Rivers),,90,75
358,4,10:04.0,A. Rivers misses flagrant free throw 1 of 2,,90,75
359,4,10:04.0,Offensive rebound by Team,,90,75
360,4,10:04.0,A. Rivers makes flagrant free throw 2 of 2,,91,75
361,4,9:54.0,J. Crawford makes 3-pt jump shot from 27 ft (assist by C. Aldrich),,94,75
362,4,9:41.0,,Personal foul by P. Prigioni (drawn by R. Sessions),94,75
363,4,9:41.0,,J. Wall enters the game for K. Oubre,94,75
364,4,9:41.0,,M. Gortat enters the game for K. Humphries,94,75
365,4,9:28.0,,J. Wall misses 2-pt layup from 2 ft,94,75
366,4,9:27.0,,Offensive rebound by M. Gortat,94,75
367,4,9:26.0,,Turnover by Team (shot clock),94,75
368,4,9:17.0,Turnover by J. Crawford (lost ball; steal by J. Eddie),,94,75
369,4,9:10.0,,J. Eddie misses 3-pt jump shot from 27 ft,94,75
370,4,9:09.0,Defensive rebound by C. Aldrich,,94,75
371,4,8:53.0,C. Aldrich makes 2-pt hook shot from 3 ft,,96,75
372,4,8:42.0,Official timeout,,96,75
373,4,8:42.0,,G. Temple enters the game for J. Eddie,96,75
374,4,8:35.0,,Turnover by M. Gortat (lost ball; steal by C. Aldrich),96,75
375,4,8:30.0,Turnover by A. Rivers (lost ball),,96,75
376,4,8:22.0,,Turnover by J. Wall (bad pass; steal by C. Aldrich),96,75
377,4,8:15.0,Turnover by A. Rivers (bad pass; steal by J. Wall),,96,75
378,4,8:07.0,,J. Wall misses 2-pt jump shot from 18 ft,96,75
379,4,8:06.0,Defensive rebound by Team,,96,75
380,4,7:52.0,C. Aldrich misses 2-pt jump shot from 7 ft,,96,75
381,4,7:51.0,,Defensive rebound by M. Gortat,96,75
382,4,7:38.0,,R. Sessions misses 2-pt jump shot from 12 ft,96,75
383,4,7:37.0,Defensive rebound by Team,,96,75
384,4,7:23.0,C. Aldrich makes 2-pt jump shot from 4 ft (assist by A. Rivers),,98,75
385,4,7:09.0,,O. Porter makes 3-pt jump shot from 25 ft (assist by J. Wall),98,78
386,4,6:50.0,W. Johnson misses 3-pt jump shot from 24 ft,,98,78
387,4,6:49.0,,Defensive rebound by J. Wall,98,78
388,4,6:43.0,,O. Porter misses 3-pt jump shot from 25 ft,98,78
