,QUARTER,TIME_REMAINING,CHICAGO_ACTION,TORONTO_ACTION,CHICAGO_SCORE,TORONTO_SCORE
129,2,6:41.0,Defensive rebound by A. Brooks,,33,40
130,2,6:20.0,T. Gibson makes 2-pt jump shot from 15 ft (assist by B. Portis),,35,40
131,2,6:01.0,,C. Joseph makes 2-pt layup from 2 ft,35,42
132,2,5:52.0,A. Brooks misses 3-pt jump shot from 24 ft,,35,42
133,2,5:51.0,,Defensive rebound by B. Biyombo,35,42
134,2,5:40.0,,C. Joseph misses 2-pt layup from 2 ft (block by T. Gibson),35,42
135,2,5:40.0,,Offensive rebound by B. Biyombo,35,42
136,2,5:40.0,,Personal foul by B. Portis (drawn by B. Biyombo),35,42
137,2,5:40.0,,D. Carroll enters the game for T. Ross,35,42
138,2,5:40.0,,D. DeRozan enters the game for C. Joseph,35,42
139,2,5:40.0,K. Hinrich enters the game for A. Brooks,,35,42
140,2,5:40.0,N. Mirotić enters the game for B. Portis,,35,42
141,2,5:28.0,,D. DeRozan makes 2-pt layup from 1 ft,35,44
142,2,5:14.0,N. Mirotić makes 3-pt jump shot from 24 ft (assist by T. Gibson),,38,44
143,2,4:56.0,,B. Biyombo makes 2-pt layup from 1 ft (assist by K. Lowry),38,46
144,2,4:41.0,Turnover by N. Mirotić (lost ball; steal by K. Lowry),,38,46
145,2,4:36.0,,D. Carroll makes 2-pt layup from 1 ft (assist by K. Lowry),38,48
146,2,4:36.0,Chicago full timeout,,38,48
147,2,4:36.0,,J. Valančiūnas enters the game for B. Biyombo,38,48
148,2,4:36.0,P. Gasol enters the game for T. Gibson,,38,48
149,2,4:36.0,D. McDermott enters the game for J. Butler,,38,48
150,2,4:22.0,E. Moore misses 2-pt jump shot from 15 ft,,38,48
151,2,4:21.0,,Defensive rebound by K. Lowry,38,48
152,2,4:17.0,,Turnover by K. Lowry (lost ball; steal by E. Moore),38,48
153,2,4:08.0,D. McDermott misses 3-pt jump shot from 23 ft,,38,48
154,2,4:08.0,,Defensive rebound by D. Carroll,38,48
155,2,3:50.0,,Shooting foul by D. McDermott (drawn by K. Lowry),38,48
156,2,3:50.0,,K. Lowry misses free throw 1 of 3,38,48
157,2,3:50.0,,Offensive rebound by Team,38,48
158,2,3:50.0,,K. Lowry makes free throw 2 of 3,38,49
159,2,3:50.0,,L. Scola enters the game for P. Patterson,38,49
160,2,3:50.0,,K. Lowry makes free throw 3 of 3,38,50
161,2,3:41.0,Shooting foul by D. Carroll (drawn by N. Mirotić),,38,50
162,2,3:41.0,N. Mirotić makes free throw 1 of 2,,39,50
163,2,3:41.0,N. Mirotić makes free throw 2 of 2,,40,50
164,2,3:16.0,,D. DeRozan misses 3-pt jump shot from 25 ft,40,50
165,2,3:16.0,,Offensive rebound by Team,40,50
166,2,3:16.0,,Turnover by Team (shot clock),40,50
167,2,2:58.0,P. Gasol makes 2-pt jump shot from 19 ft (assist by K. Hinrich),,42,50
168,2,2:41.0,,L. Scola makes 2-pt layup from 2 ft (assist by K. Lowry),42,52
169,2,2:27.0,E. Moore makes 2-pt layup from 1 ft (assist by P. Gasol),,44,52
170,2,2:23.0,,Toronto full timeout,44,52
171,2,2:23.0,,C. Joseph enters the game for K. Lowry,44,52
172,2,2:12.0,,D. DeRozan misses 2-pt jump shot from 20 ft,44,52
173,2,2:11.0,Defensive rebound by K. Hinrich,,44,52
174,2,1:57.0,E. Moore misses 2-pt jump shot from 5 ft (block by J. Valančiūnas),,44,52
175,2,1:57.0,,Defensive rebound by Team,44,52
176,2,1:44.0,,C. Joseph makes 3-pt jump shot from 24 ft (assist by D. DeRozan),44,55
177,2,1:31.0,Shooting foul by L. Scola (drawn by N. Mirotić),,44,55
178,2,1:31.0,N. Mirotić makes free throw 1 of 2,,45,55
179,2,1:31.0,N. Mirotić makes free throw 2 of 2,,46,55
180,2,1:12.0,,D. DeRozan misses 2-pt jump shot from 7 ft,46,55
181,2,1:11.0,,Offensive rebound by D. DeRozan,46,55
182,2,1:08.0,,D. DeRozan makes 2-pt layup from 1 ft,46,57
183,2,0:49.0,P. Gasol misses 2-pt jump shot from 8 ft (block by J. Valančiūnas),,46,57
184,2,0:47.0,Offensive rebound by K. Hinrich,,46,57
185,2,0:43.0,K. Hinrich misses 3-pt jump shot from 24 ft,,46,57
186,2,0:43.0,,Defensive rebound by J. Valančiūnas,46,57
187,2,0:38.0,,D. DeRozan makes 2-pt jump shot from 14 ft (assist by C. Joseph),46,59
188,2,0:38.0,,Shooting foul by K. Hinrich (drawn by D. DeRozan),46,59
189,2,0:38.0,,D. DeRozan makes free throw 1 of 1,46,60
190,2,0:29.0,P. Gasol misses 2-pt jump shot from 1 ft,,46,60
191,2,0:28.0,Offensive rebound by Team,,46,60
192,2,0:28.0,,Loose ball foul by L. Scola (drawn by P. Gasol),46,60
193,2,0:28.0,P. Gasol makes free throw 1 of 2,,47,60
194,2,0:28.0,T. Snell enters the game for D. McDermott,,47,60
195,2,0:28.0,P. Gasol makes free throw 2 of 2,,48,60
196,2,0:06.0,,Turnover by J. Valančiūnas (offensive goaltending),48,60
197,2,0:06.0,D. McDermott enters the game for E. Moore,,48,60
198,2,0:06.0,J. Butler enters the game for T. Snell,,48,60
199,2,0:00.0,J. Butler misses 2-pt jump shot from 20 ft,,48,60
200,2,0:00.0,Offensive rebound by Team,,48,60
201,3,11:47.0,J. Butler makes 2-pt layup from 1 ft,,50,60
202,3,11:22.0,,L. Scola misses 2-pt jump shot from 6 ft,50,60
203,3,11:21.0,,Offensive rebound by L. Scola,50,60
204,3,11:19.0,,L. Scola misses 2-pt jump shot from 3 ft (block by P. Gasol),50,60
205,3,11:18.0,,Offensive rebound by L. Scola,50,60
206,3,11:08.0,,K. Lowry misses 3-pt jump shot from 24 ft,50,60
207,3,11:08.0,Defensive rebound by T. Gibson,,50,60
208,3,10:46.0,P. Gasol misses 2-pt jump shot from 10 ft (block by J. Valančiūnas),,50,60
209,3,10:46.0,Offensive rebound by Team,,50,60
210,3,10:43.0,P. Gasol misses 2-pt jump shot from 15 ft,,50,60
211,3,10:42.0,,Defensive rebound by J. Valančiūnas,50,60
212,3,10:33.0,,Shooting foul by N. Mirotić (drawn by D. DeRozan),50,60
213,3,10:33.0,,D. DeRozan makes free throw 1 of 2,50,61
214,3,10:33.0,,D. DeRozan makes free throw 2 of 2,50,62
215,3,10:21.0,P. Gasol makes 2-pt jump shot from 16 ft (assist by J. Butler),,52,62
216,3,10:00.0,,K. Lowry makes 3-pt jump shot from 24 ft (assist by L. Scola),52,65
217,3,9:47.0,J. Butler makes 2-pt jump shot from 2 ft,,54,65
218,3,9:31.0,,L. Scola makes 2-pt jump shot from 2 ft,54,67
219,3,9:19.0,J. Butler makes 2-pt jump shot from 15 ft (assist by P. Gasol),,56,67
220,3,8:52.0,,L. Scola misses 2-pt layup from 1 ft,56,67
221,3,8:52.0,Defensive rebound by P. Gasol,,56,67
222,3,8:44.0,K. Hinrich makes 2-pt jump shot from 18 ft,,58,67
223,3,8:29.0,,D. Carroll misses 3-pt jump shot from 25 ft,58,67
224,3,8:28.0,,Offensive rebound by L. Scola,58,67
225,3,8:25.0,,L. Scola makes 2-pt jump shot from 6 ft,58,69
226,3,8:25.0,,Shooting foul by J. Butler (drawn by L. Scola),58,69
227,3,8:25.0,,L. Scola makes free throw 1 of 1,58,70
228,3,8:13.0,Shooting foul by D. DeRozan (drawn by J. Butler),,58,70
229,3,8:13.0,J. Butler makes free throw 1 of 2,,59,70
230,3,8:13.0,J. Butler makes free throw 2 of 2,,60,70
231,3,8:02.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by K. Lowry),60,73
232,3,7:41.0,J. Butler makes 2-pt jump shot from 13 ft,,62,73
233,3,7:24.0,,D. DeRozan makes 3-pt jump shot from 22 ft (assist by K. Lowry),62,76
234,3,7:11.0,P. Gasol misses 2-pt jump shot from 18 ft,,62,76
235,3,7:11.0,,Defensive rebound by D. Carroll,62,76
236,3,7:03.0,,K. Lowry misses 2-pt jump shot from 23 ft,62,76
237,3,7:02.0,,Offensive rebound by J. Valančiūnas,62,76
238,3,6:57.0,,J. Valančiūnas misses 2-pt layup from 1 ft (block by J. Butler),62,76
239,3,6:55.0,Defensive rebound by P. Gasol,,62,76
240,3,6:49.0,N. Mirotić misses 3-pt jump shot from 25 ft,,62,76
241,3,6:49.0,,Defensive rebound by D. DeRozan,62,76
242,3,6:39.0,,D. Carroll misses 2-pt jump shot from 7 ft,62,76
243,3,6:39.0,Defensive rebound by P. Gasol,,62,76
244,3,6:24.0,N. Mirotić misses 3-pt jump shot from 24 ft,,62,76
245,3,6:23.0,,Defensive rebound by J. Valančiūnas,62,76
246,3,6:18.0,,Shooting foul by K. Hinrich (drawn by L. Scola),62,76
247,3,6:18.0,,L. Scola misses free throw 1 of 2,62,76
248,3,6:18.0,,Offensive rebound by Team,62,76
249,3,6:18.0,T. Snell enters the game for N. Mirotić,,62,76
250,3,6:18.0,,L. Scola makes free throw 2 of 2,62,77
251,3,6:06.0,J. Butler makes 2-pt jump shot from 6 ft,,64,77
252,3,5:51.0,,D. Carroll misses 3-pt jump shot from 25 ft,64,77
253,3,5:50.0,Defensive rebound by P. Gasol,,64,77
254,3,5:35.0,T. Gibson makes 2-pt dunk at rim (assist by K. Hinrich),,66,77
255,3,5:27.0,,Toronto full timeout,66,77
256,3,5:27.0,,B. Biyombo enters the game for J. Valančiūnas,66,77
257,3,5:27.0,B. Portis enters the game for T. Gibson,,66,77
258,3,5:17.0,,K. Lowry misses 2-pt hook shot from 8 ft,66,77
259,3,5:17.0,Defensive rebound by B. Portis,,66,77
260,3,5:06.0,Shooting foul by B. Biyombo (drawn by J. Butler),,66,77
261,3,5:06.0,J. Butler makes free throw 1 of 2,,67,77
262,3,5:06.0,J. Butler makes free throw 2 of 2,,68,77
263,3,4:41.0,,K. Lowry makes 2-pt hook shot from 3 ft,68,79
264,3,4:26.0,T. Snell misses 3-pt jump shot from 24 ft,,68,79
265,3,4:26.0,Offensive rebound by Team,,68,79
266,3,4:26.0,,C. Joseph enters the game for D. Carroll,68,79
267,3,4:24.0,Shooting foul by B. Biyombo (drawn by P. Gasol),,68,79
268,3,4:24.0,P. Gasol makes free throw 1 of 2,,69,79
269,3,4:24.0,A. Brooks enters the game for K. Hinrich,,69,79
270,3,4:24.0,,P. Patterson enters the game for L. Scola,69,79
271,3,4:24.0,P. Gasol makes free throw 2 of 2,,70,79
272,3,4:13.0,,Turnover by K. Lowry (bad pass; steal by J. Butler),70,79
273,3,4:08.0,J. Butler misses 2-pt jump shot from 2 ft,,70,79
274,3,4:08.0,,Defensive rebound by Team,70,79
275,3,4:08.0,Loose ball foul by B. Portis (drawn by P. Patterson),,70,79
276,3,3:45.0,,K. Lowry misses 3-pt jump shot from 24 ft,70,79
277,3,3:45.0,Defensive rebound by P. Gasol,,70,79
278,3,3:33.0,J. Butler makes 2-pt layup from 2 ft,,72,79
279,3,3:33.0,Shooting foul by B. Biyombo (drawn by J. Butler),,72,79
280,3,3:33.0,J. Butler makes free throw 1 of 1,,73,79
281,3,3:13.0,,C. Joseph misses 3-pt jump shot from 25 ft,73,79
282,3,3:13.0,Defensive rebound by A. Brooks,,73,79
283,3,3:06.0,Personal block foul by D. DeRozan (drawn by J. Butler),,73,79
284,3,3:06.0,J. Butler makes free throw 1 of 2,,74,79
285,3,3:06.0,,T. Ross enters the game for K. Lowry,74,79
286,3,3:06.0,J. Butler makes free throw 2 of 2,,75,79
287,3,2:54.0,,P. Patterson makes 3-pt jump shot from 24 ft (assist by D. DeRozan),75,82
288,3,2:39.0,J. Butler misses 2-pt jump shot from 20 ft,,75,82
289,3,2:38.0,,Defensive rebound by T. Ross,75,82
290,3,2:28.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by D. DeRozan),75,85
291,3,2:28.0,Chicago full timeout,,75,85
292,3,2:11.0,T. Snell makes 2-pt jump shot from 8 ft,,77,85
293,3,1:51.0,,P. Patterson misses 2-pt jump shot from 11 ft,77,85
294,3,1:50.0,Defensive rebound by A. Brooks,,77,85
295,3,1:40.0,B. Portis misses 2-pt hook shot from 6 ft,,77,85
296,3,1:39.0,,Defensive rebound by B. Biyombo,77,85
297,3,1:29.0,,Turnover by C. Joseph (bad pass),77,85
298,3,1:07.0,T. Snell makes 2-pt jump shot from 4 ft (assist by P. Gasol),,79,85
299,3,0:45.0,,C. Joseph makes 2-pt jump shot from 5 ft,79,87
300,3,0:32.0,J. Butler makes 2-pt jump shot from 14 ft (assist by P. Gasol),,81,87
301,3,0:11.0,,T. Ross misses 3-pt jump shot from 25 ft,81,87
302,3,0:11.0,Defensive rebound by A. Brooks,,81,87
303,3,0:00.0,T. Snell misses 3-pt jump shot from 24 ft (block by T. Ross),,81,87
304,3,0:00.0,Offensive rebound by Team,,81,87
305,4,11:39.0,,L. Scola makes 2-pt hook shot from 8 ft,81,89
306,4,11:21.0,T. Gibson makes 2-pt jump shot from 17 ft (assist by T. Snell),,83,89
307,4,11:04.0,,L. Scola misses 2-pt jump shot from 19 ft,83,89
308,4,11:04.0,Defensive rebound by B. Portis,,83,89
309,4,10:50.0,J. Butler misses 2-pt jump shot from 3 ft (block by T. Ross),,83,89
310,4,10:49.0,Offensive rebound by J. Butler,,83,89
311,4,10:45.0,A. Brooks misses 3-pt jump shot from 25 ft,,83,89
312,4,10:45.0,,Defensive rebound by Team,83,89
313,4,10:45.0,Loose ball foul by T. Gibson (drawn by K. Lowry),,83,89
314,4,10:32.0,,L. Scola misses 2-pt layup from 1 ft (block by B. Portis),83,89
315,4,10:31.0,,Offensive rebound by L. Scola,83,89
316,4,10:27.0,,L. Scola misses 2-pt layup from 1 ft,83,89
317,4,10:27.0,Defensive rebound by B. Portis,,83,89
318,4,10:17.0,B. Portis makes 2-pt layup from 2 ft (assist by J. Butler),,85,89
319,4,9:51.0,,C. Joseph misses 2-pt layup from 1 ft (block by T. Gibson),85,89
320,4,9:51.0,,Offensive rebound by Team,85,89
321,4,9:48.0,,L. Scola makes 2-pt jump shot from 16 ft (assist by C. Joseph),85,91
322,4,9:29.0,Turnover by B. Portis (3 sec),,85,91
323,4,9:17.0,,K. Lowry makes 2-pt layup from 2 ft,85,93
324,4,9:17.0,,Shooting foul by B. Portis (drawn by K. Lowry),85,93
325,4,9:17.0,,K. Lowry makes free throw 1 of 1,85,94
326,4,9:02.0,E. Moore enters the game for T. Snell,,85,94
327,4,9:02.0,Turnover by J. Butler (lost ball; steal by T. Ross),,85,94
328,4,8:45.0,,K. Lowry misses 2-pt jump shot from 3 ft,85,94
329,4,8:45.0,Defensive rebound by T. Gibson,,85,94
330,4,8:35.0,Turnover by E. Moore (bad pass; steal by L. Scola),,85,94
331,4,8:29.0,,K. Lowry makes 2-pt layup from 2 ft (assist by L. Scola),85,96
332,4,8:28.0,Chicago full timeout,,85,96
333,4,8:28.0,N. Mirotić enters the game for B. Portis,,85,96
334,4,8:22.0,Personal foul by T. Ross (drawn by J. Butler),,85,96
335,4,8:12.0,T. Gibson misses 2-pt layup from 2 ft (block by L. Scola),,85,96
336,4,8:11.0,Offensive rebound by A. Brooks,,85,96
337,4,8:03.0,J. Butler makes 2-pt jump shot from 9 ft,,87,96
338,4,7:44.0,,C. Joseph makes 2-pt jump shot from 3 ft,87,98
339,4,7:24.0,J. Butler makes 2-pt layup from 1 ft,,89,98
340,4,6:57.0,,Turnover by C. Joseph (bad pass; steal by N. Mirotić),89,98
341,4,6:52.0,Personal foul by C. Joseph (drawn by N. Mirotić),,89,98
342,4,6:52.0,D. McDermott enters the game for A. Brooks,,89,98
343,4,6:47.0,D. McDermott misses 2-pt layup from 2 ft (block by K. Lowry),,89,98
344,4,6:45.0,,Defensive rebound by P. Patterson,89,98
345,4,6:37.0,,K. Lowry makes 2-pt layup from 2 ft,89,100
346,4,6:24.0,Shooting foul by T. Ross (drawn by J. Butler),,89,100
347,4,6:24.0,J. Butler makes free throw 1 of 2,,90,100
348,4,6:24.0,J. Butler makes free throw 2 of 2,,91,100
349,4,6:12.0,,Personal foul by E. Moore (drawn by K. Lowry),91,100
350,4,6:00.0,,L. Scola makes 3-pt jump shot from 23 ft (assist by K. Lowry),91,103
351,4,5:45.0,J. Butler misses 3-pt jump shot from 25 ft,,91,103
352,4,5:45.0,Offensive rebound by Team,,91,103
353,4,5:45.0,,Loose ball foul by L. Scola (drawn by N. Mirotić),91,103
354,4,5:45.0,Official timeout,,91,103
355,4,5:45.0,,D. DeRozan enters the game for T. Ross,91,103
356,4,5:39.0,J. Butler makes 2-pt layup from 1 ft (assist by N. Mirotić),,93,103
357,4,5:19.0,,K. Lowry misses 2-pt jump shot from 20 ft,93,103
358,4,5:18.0,Defensive rebound by T. Gibson,,93,103
359,4,5:08.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by J. Butler),,96,103
360,4,4:55.0,A. Brooks enters the game for D. McDermott,,96,103
361,4,4:55.0,P. Gasol enters the game for T. Gibson,,96,103
362,4,4:47.0,,P. Patterson misses 3-pt jump shot from 23 ft,96,103
363,4,4:46.0,Defensive rebound by P. Gasol,,96,103
364,4,4:34.0,J. Butler makes 2-pt jump shot from 13 ft,,98,103
365,4,4:12.0,,C. Joseph misses 3-pt jump shot from 25 ft,98,103
366,4,4:12.0,Defensive rebound by P. Gasol,,98,103
367,4,3:55.0,N. Mirotić misses 3-pt jump shot from 23 ft,,98,103
368,4,3:55.0,,Defensive rebound by K. Lowry,98,103
369,4,3:48.0,,L. Scola misses 2-pt jump shot from 3 ft (block by P. Gasol),98,103
370,4,3:46.0,,Offensive rebound by L. Scola,98,103
371,4,3:43.0,,L. Scola makes 2-pt layup from 1 ft,98,105
372,4,3:31.0,P. Gasol makes 2-pt jump shot from 13 ft (assist by J. Butler),,100,105
373,4,3:12.0,,Personal foul by A. Brooks (drawn by C. Joseph),100,105
374,4,3:12.0,,D. Carroll enters the game for P. Patterson,100,105
375,4,3:12.0,,Toronto full timeout,100,105
376,4,3:12.0,,J. Valančiūnas enters the game for L. Scola,100,105
377,4,2:58.0,,K. Lowry misses 2-pt hook shot from 3 ft,100,105
