,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHOENIX_ACTION,BROOKLYN_SCORE,PHOENIX_SCORE
105,1,0:01.0,,P. Pressey makes free throw 2 of 2,34,29
106,2,11:34.0,,M. Teletović misses 3-pt jump shot from 25 ft,34,29
107,2,11:34.0,Defensive rebound by T. Robinson,,34,29
108,2,11:22.0,Turnover by S. Larkin (bad pass),,34,29
109,2,11:12.0,,M. Teletović misses 3-pt jump shot from 24 ft,34,29
110,2,11:12.0,Defensive rebound by Team,,34,29
111,2,10:58.0,S. Larkin makes 2-pt layup at rim,,36,29
112,2,10:49.0,,Turnover by P. Pressey (bad pass),36,29
113,2,10:37.0,Personal foul by A. Len (drawn by M. Brown),,36,29
114,2,10:37.0,,R. Price enters the game for P. Pressey,36,29
115,2,10:27.0,S. Larkin makes 2-pt jump shot from 21 ft (assist by T. Robinson),,38,29
116,2,10:10.0,,A. Len makes 2-pt dunk at rim,38,31
117,2,9:52.0,T. Robinson makes 2-pt layup at rim,,40,31
118,2,9:40.0,,Personal foul by T. Robinson (drawn by A. Len),40,31
119,2,9:40.0,,T. Chandler enters the game for A. Len,40,31
120,2,9:35.0,,Offensive foul by T. Chandler (drawn by T. Robinson),40,31
121,2,9:35.0,,Turnover by T. Chandler (offensive foul),40,31
122,2,9:29.0,Offensive foul by T. Robinson (drawn by A. Goodwin),,40,31
123,2,9:29.0,Turnover by T. Robinson (offensive foul),,40,31
124,2,9:29.0,W. Reed enters the game for T. Robinson,,40,31
125,2,9:18.0,,M. Teletović makes 3-pt jump shot from 26 ft (assist by A. Goodwin),40,34
126,2,9:02.0,C. McCullough misses 2-pt jump shot from 7 ft (block by S. Weems),,40,34
127,2,9:00.0,Offensive rebound by M. Brown,,40,34
128,2,8:53.0,Shooting foul by M. Teletović (drawn by M. Brown),,40,34
129,2,8:53.0,Official timeout,,40,34
130,2,8:53.0,,D. Booker enters the game for S. Weems,40,34
131,2,8:53.0,M. Brown makes free throw 1 of 2,,41,34
132,2,8:53.0,M. Brown misses free throw 2 of 2,,41,34
133,2,8:52.0,,Defensive rebound by T. Chandler,41,34
134,2,8:39.0,,M. Teletović misses 3-pt jump shot from 27 ft,41,34
135,2,8:38.0,Defensive rebound by M. Brown,,41,34
136,2,8:28.0,Turnover by S. Larkin (lost ball),,41,34
137,2,8:15.0,,A. Goodwin misses 2-pt jump shot from 19 ft,41,34
138,2,8:12.0,Defensive rebound by W. Reed,,41,34
139,2,8:02.0,C. McCullough misses 2-pt jump shot from 19 ft,,41,34
140,2,8:02.0,,Defensive rebound by A. Goodwin,41,34
141,2,7:45.0,,T. Chandler makes 2-pt hook shot from 7 ft,41,36
142,2,7:32.0,Turnover by W. Reed (bad pass),,41,36
143,2,7:32.0,T. Young enters the game for C. McCullough,,41,36
144,2,7:18.0,,R. Price misses 3-pt jump shot from 26 ft,41,36
145,2,7:17.0,Defensive rebound by W. Reed,,41,36
146,2,7:04.0,S. Larkin makes 3-pt jump shot from 25 ft,,44,36
147,2,6:52.0,,Personal foul by W. Reed (drawn by T. Chandler),44,36
148,2,6:52.0,,P. Tucker enters the game for A. Goodwin,44,36
149,2,6:52.0,,K. Humphries enters the game for M. Teletović,44,36
150,2,6:50.0,B. Bogdanović enters the game for S. Karasev,,44,36
151,2,6:43.0,,K. Humphries misses 2-pt layup from 1 ft (block by T. Young),44,36
152,2,6:42.0,,Offensive rebound by K. Humphries,44,36
153,2,6:41.0,,K. Humphries misses 2-pt layup from 5 ft (block by W. Reed),44,36
154,2,6:40.0,,Offensive rebound by K. Humphries,44,36
155,2,6:40.0,,K. Humphries misses 2-pt hook shot from 5 ft,44,36
156,2,6:38.0,,Offensive rebound by T. Chandler,44,36
157,2,6:36.0,,T. Chandler makes 2-pt layup from 1 ft,44,38
158,2,6:18.0,M. Brown misses 2-pt jump shot from 15 ft,,44,38
159,2,6:17.0,Offensive rebound by T. Young,,44,38
160,2,6:12.0,M. Brown makes 2-pt dunk from 3 ft (assist by T. Young),,46,38
161,2,5:55.0,,R. Price misses 2-pt jump shot from 5 ft (block by W. Reed),46,38
162,2,5:55.0,,Offensive rebound by Team,46,38
163,2,5:55.0,,Phoenix full timeout,46,38
164,2,5:42.0,,P. Tucker makes 3-pt jump shot from 22 ft (assist by R. Price),46,41
165,2,5:23.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,46,41
166,2,5:21.0,Offensive rebound by M. Brown,,46,41
167,2,5:18.0,M. Brown misses 2-pt layup at rim,,46,41
168,2,5:17.0,,Defensive rebound by K. Humphries,46,41
169,2,5:08.0,,Shooting foul by W. Reed (drawn by T. Chandler),46,41
170,2,5:08.0,,T. Chandler makes free throw 1 of 2,46,42
171,2,5:08.0,D. Sloan enters the game for S. Larkin,,46,42
172,2,5:08.0,B. Lopez enters the game for W. Reed,,46,42
173,2,5:08.0,,T. Chandler misses free throw 2 of 2,46,42
174,2,5:07.0,,Offensive rebound by K. Humphries,46,42
175,2,5:02.0,,D. Booker misses 3-pt jump shot from 25 ft,46,42
176,2,5:02.0,Defensive rebound by D. Sloan,,46,42
177,2,4:52.0,Shooting foul by R. Price (drawn by D. Sloan),,46,42
178,2,4:52.0,D. Sloan makes free throw 1 of 2,,47,42
179,2,4:52.0,D. Sloan makes free throw 2 of 2,,48,42
180,2,4:37.0,Offensive charge foul by K. Humphries (drawn by T. Young),,48,42
181,2,4:37.0,,Turnover by K. Humphries (offensive foul),48,42
182,2,4:37.0,W. Ellington enters the game for M. Brown,,48,42
183,2,4:16.0,B. Lopez makes 2-pt jump shot from 4 ft,,50,42
184,2,3:53.0,,T. Chandler makes 2-pt dunk at rim (assist by R. Price),50,44
185,2,3:36.0,B. Bogdanović makes 2-pt layup from 1 ft,,52,44
186,2,3:20.0,,T. Chandler misses 2-pt layup at rim,52,44
187,2,3:19.0,,Offensive rebound by K. Humphries,52,44
188,2,3:18.0,,Personal foul by B. Bogdanović (drawn by K. Humphries),52,44
189,2,3:04.0,,K. Humphries misses 2-pt jump shot from 21 ft,52,44
190,2,3:04.0,Defensive rebound by W. Ellington,,52,44
191,2,2:47.0,D. Sloan misses 3-pt jump shot from 27 ft,,52,44
192,2,2:46.0,,Defensive rebound by K. Humphries,52,44
193,2,2:42.0,,Turnover by K. Humphries (back court),52,44
194,2,2:42.0,Brooklyn full timeout,,52,44
195,2,2:42.0,,A. Len enters the game for K. Humphries,52,44
196,2,2:28.0,Turnover by B. Lopez (lost ball; steal by T. Chandler),,52,44
197,2,2:21.0,Technical foul by B. Lopez,,52,44
198,2,2:21.0,,D. Booker makes technical free throw,52,45
199,2,2:12.0,,Turnover by A. Len (bad pass; steal by T. Young),52,45
200,2,2:09.0,Shooting foul by D. Booker (drawn by D. Sloan),,52,45
201,2,2:09.0,D. Sloan makes free throw 1 of 2,,53,45
202,2,2:09.0,D. Sloan makes free throw 2 of 2,,54,45
203,2,1:57.0,,T. Chandler misses 2-pt layup at rim (block by T. Young),54,45
204,2,1:56.0,,Offensive rebound by Team,54,45
205,2,1:49.0,,D. Booker misses 2-pt jump shot from 16 ft,54,45
206,2,1:47.0,Defensive rebound by D. Sloan,,54,45
207,2,1:47.0,Personal block foul by P. Tucker (drawn by D. Sloan),,54,45
208,2,1:47.0,D. Sloan makes free throw 1 of 2,,55,45
209,2,1:47.0,D. Sloan makes free throw 2 of 2,,56,45
210,2,1:29.0,,A. Len misses 2-pt layup at rim,56,45
211,2,1:29.0,,Offensive rebound by A. Len,56,45
212,2,1:23.0,,Turnover by Team (shot clock),56,45
213,2,1:16.0,Personal foul by A. Len (drawn by T. Young),,56,45
214,2,1:16.0,T. Young makes free throw 1 of 2,,57,45
215,2,1:16.0,T. Robinson enters the game for B. Lopez,,57,45
216,2,1:16.0,,K. Humphries enters the game for A. Len,57,45
217,2,1:16.0,T. Young makes free throw 2 of 2,,58,45
218,2,0:58.0,,K. Humphries misses 2-pt jump shot from 20 ft,58,45
219,2,0:57.0,,Offensive rebound by P. Tucker,58,45
220,2,0:48.0,,K. Humphries misses 2-pt jump shot from 5 ft,58,45
221,2,0:46.0,Defensive rebound by T. Young,,58,45
222,2,0:41.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by D. Sloan),,61,45
223,2,0:29.0,,D. Booker misses 2-pt jump shot from 20 ft,61,45
224,2,0:28.0,Defensive rebound by D. Sloan,,61,45
225,2,0:22.0,W. Ellington makes 3-pt jump shot from 22 ft (assist by D. Sloan),,64,45
226,2,0:07.0,,D. Booker misses 2-pt layup from 1 ft,64,45
227,2,0:06.0,Defensive rebound by T. Young,,64,45
228,2,0:02.0,B. Bogdanović makes 2-pt layup at rim (assist by W. Ellington),,66,45
229,2,0:02.0,,Phoenix full timeout,66,45
230,2,0:02.0,M. Brown enters the game for T. Robinson,,66,45
231,2,0:02.0,,A. Goodwin enters the game for P. Tucker,66,45
232,2,0:01.0,,D. Booker misses 3-pt jump shot from 60 ft,66,45
233,2,0:00.0,,Offensive rebound by Team,66,45
234,3,11:48.0,,P. Tucker misses 2-pt hook shot at rim,66,45
235,3,11:46.0,Defensive rebound by B. Lopez,,66,45
236,3,11:30.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,66,45
237,3,11:30.0,,Defensive rebound by M. Teletović,66,45
238,3,11:20.0,,Turnover by M. Teletović (lost ball; steal by T. Young),66,45
239,3,11:16.0,Turnover by T. Young (lost ball; steal by P. Tucker),,66,45
240,3,11:08.0,,R. Price misses 3-pt jump shot from 26 ft,66,45
241,3,11:04.0,,Offensive rebound by M. Teletović,66,45
242,3,11:04.0,,M. Teletović makes 2-pt layup at rim,66,47
243,3,10:51.0,D. Sloan misses 2-pt layup at rim (block by R. Price),,66,47
244,3,10:51.0,Offensive rebound by Team,,66,47
245,3,10:48.0,W. Ellington misses 3-pt jump shot from 24 ft,,66,47
246,3,10:47.0,,Defensive rebound by M. Teletović,66,47
247,3,10:42.0,,D. Booker misses 2-pt layup at rim,66,47
248,3,10:39.0,Defensive rebound by W. Ellington,,66,47
249,3,10:34.0,D. Sloan makes 2-pt layup at rim,,68,47
250,3,10:24.0,,R. Price makes 2-pt jump shot from 8 ft,68,49
251,3,10:05.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,68,49
252,3,10:04.0,,Defensive rebound by T. Chandler,68,49
253,3,9:52.0,,M. Teletović makes 3-pt jump shot from 25 ft (assist by P. Tucker),68,52
254,3,9:34.0,T. Young misses 2-pt jump shot from 6 ft,,68,52
255,3,9:33.0,,Defensive rebound by M. Teletović,68,52
256,3,9:26.0,,Turnover by M. Teletović (bad pass; steal by T. Young),68,52
257,3,9:23.0,Personal block foul by M. Teletović (drawn by B. Bogdanović),,68,52
258,3,9:02.0,Turnover by Team (shot clock),,68,52
259,3,8:47.0,,M. Teletović makes 3-pt jump shot from 24 ft (assist by D. Booker),68,55
260,3,8:27.0,Personal foul by M. Teletović (drawn by T. Young),,68,55
261,3,8:19.0,W. Ellington makes 2-pt jump shot from 8 ft (assist by D. Sloan),,70,55
262,3,8:08.0,,P. Tucker makes 2-pt layup at rim,70,57
263,3,7:42.0,B. Lopez misses 2-pt jump shot from 20 ft,,70,57
264,3,7:41.0,,Defensive rebound by P. Tucker,70,57
265,3,7:37.0,,Turnover by R. Price (bad pass; steal by T. Young),70,57
266,3,7:33.0,Shooting foul by D. Booker (drawn by D. Sloan),,70,57
267,3,7:33.0,D. Sloan misses free throw 1 of 2,,70,57
268,3,7:33.0,Offensive rebound by Team,,70,57
269,3,7:33.0,D. Sloan misses free throw 2 of 2,,70,57
270,3,7:31.0,,Defensive rebound by P. Tucker,70,57
271,3,7:15.0,,M. Teletović makes 2-pt jump shot from 17 ft,70,59
272,3,7:13.0,Brooklyn full timeout,,70,59
273,3,6:58.0,Shooting foul by T. Chandler (drawn by B. Lopez),,70,59
274,3,6:58.0,B. Lopez makes free throw 1 of 2,,71,59
275,3,6:58.0,B. Lopez makes free throw 2 of 2,,72,59
276,3,6:47.0,,M. Teletović misses 3-pt jump shot from 24 ft,72,59
277,3,6:46.0,Defensive rebound by D. Sloan,,72,59
278,3,6:34.0,T. Young makes 2-pt jump shot from 5 ft (assist by D. Sloan),,74,59
279,3,6:15.0,,Personal foul by W. Ellington (drawn by D. Booker),74,59
280,3,6:06.0,,T. Chandler misses 2-pt layup from 1 ft,74,59
281,3,6:05.0,Defensive rebound by D. Sloan,,74,59
282,3,5:53.0,Shooting foul by T. Chandler (drawn by B. Lopez),,74,59
283,3,5:53.0,,Technical foul by T. Chandler,74,59
284,3,5:53.0,W. Ellington makes technical free throw,,75,59
285,3,5:53.0,,A. Len enters the game for T. Chandler,75,59
286,3,5:53.0,B. Lopez makes free throw 1 of 2,,76,59
287,3,5:53.0,,A. Goodwin enters the game for D. Booker,76,59
288,3,5:53.0,B. Lopez makes free throw 2 of 2,,77,59
289,3,5:31.0,,A. Len makes 2-pt jump shot from 5 ft,77,61
290,3,5:13.0,T. Young makes 2-pt hook shot from 4 ft (assist by B. Lopez),,79,61
291,3,4:57.0,,A. Goodwin misses 2-pt layup from 4 ft,79,61
292,3,4:55.0,Defensive rebound by D. Sloan,,79,61
293,3,4:50.0,W. Ellington misses 2-pt layup at rim,,79,61
294,3,4:47.0,,Defensive rebound by A. Len,79,61
295,3,4:39.0,,A. Goodwin misses 2-pt jump shot from 6 ft,79,61
296,3,4:37.0,,Offensive rebound by A. Len,79,61
297,3,4:37.0,,A. Len misses 2-pt layup from 2 ft,79,61
298,3,4:36.0,Defensive rebound by T. Young,,79,61
299,3,4:33.0,D. Sloan makes 2-pt layup at rim,,81,61
300,3,4:26.0,,Phoenix full timeout,81,61
301,3,4:26.0,,J. Jenkins enters the game for P. Tucker,81,61
302,3,4:26.0,,P. Pressey enters the game for R. Price,81,61
303,3,4:26.0,,J. Leuer enters the game for M. Teletović,81,61
304,3,4:12.0,,Personal foul by T. Young (drawn by A. Goodwin),81,61
305,3,4:06.0,,Turnover by J. Jenkins (bad pass; steal by B. Lopez),81,61
306,3,4:01.0,W. Ellington misses 2-pt layup at rim,,81,61
307,3,4:00.0,Offensive rebound by B. Bogdanović,,81,61
308,3,3:55.0,B. Bogdanović makes 2-pt layup from 1 ft,,83,61
309,3,3:50.0,,J. Leuer misses 2-pt jump shot from 18 ft,83,61
310,3,3:49.0,Defensive rebound by T. Young,,83,61
311,3,3:31.0,T. Young misses 2-pt layup from 1 ft,,83,61
312,3,3:29.0,Offensive rebound by B. Lopez,,83,61
313,3,3:27.0,B. Lopez makes 2-pt layup at rim,,85,61
314,3,3:13.0,,J. Leuer makes 2-pt jump shot from 7 ft,85,63
315,3,3:04.0,Personal foul by A. Len (drawn by B. Lopez),,85,63
316,3,3:04.0,B. Lopez misses free throw 1 of 2,,85,63
317,3,3:04.0,Offensive rebound by Team,,85,63
318,3,3:04.0,T. Robinson enters the game for T. Young,,85,63
319,3,3:04.0,B. Lopez misses free throw 2 of 2,,85,63
320,3,3:03.0,,Defensive rebound by A. Len,85,63
321,3,2:54.0,,P. Pressey makes 2-pt jump shot from 10 ft,85,65
322,3,2:36.0,W. Ellington misses 2-pt layup from 1 ft,,85,65
323,3,2:35.0,,Defensive rebound by A. Len,85,65
324,3,2:35.0,,Personal foul by T. Robinson (drawn by A. Len),85,65
325,3,2:35.0,M. Brown enters the game for B. Lopez,,85,65
326,3,2:35.0,W. Reed enters the game for W. Ellington,,85,65
327,3,2:25.0,,J. Leuer misses 3-pt jump shot from 26 ft,85,65
328,3,2:24.0,Defensive rebound by D. Sloan,,85,65
329,3,2:16.0,D. Sloan makes 2-pt jump shot from 10 ft,,87,65
330,3,2:10.0,,Turnover by P. Pressey (bad pass),87,65
331,3,2:10.0,S. Larkin enters the game for D. Sloan,,87,65
332,3,1:50.0,B. Bogdanović misses 2-pt jump shot from 11 ft,,87,65
333,3,1:48.0,,Defensive rebound by A. Goodwin,87,65
334,3,1:45.0,,Turnover by A. Goodwin (bad pass; steal by M. Brown),87,65
335,3,1:40.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,87,65
336,3,1:35.0,Offensive rebound by W. Reed,,87,65
337,3,1:35.0,W. Reed misses 2-pt dunk at rim,,87,65
338,3,1:33.0,,Defensive rebound by J. Jenkins,87,65
339,3,1:24.0,,J. Jenkins makes 2-pt layup at rim,87,67
340,3,1:24.0,Brooklyn full timeout,,87,67
341,3,1:18.0,S. Larkin misses 2-pt jump shot from 13 ft,,87,67
342,3,1:17.0,Offensive rebound by W. Reed,,87,67
343,3,1:16.0,Shooting foul by J. Leuer (drawn by W. Reed),,87,67
344,3,1:16.0,W. Reed misses free throw 1 of 2,,87,67
345,3,1:16.0,Offensive rebound by Team,,87,67
346,3,1:16.0,W. Reed makes free throw 2 of 2,,88,67
347,3,1:00.0,,A. Len makes 2-pt jump shot from 6 ft,88,69
348,3,0:45.0,Turnover by B. Bogdanović (bad pass),,88,69
349,3,0:32.0,,Shooting foul by B. Bogdanović (drawn by A. Len),88,69
350,3,0:32.0,,A. Len misses free throw 1 of 2,88,69
351,3,0:32.0,,Offensive rebound by Team,88,69
352,3,0:32.0,,A. Len misses free throw 2 of 2,88,69
353,3,0:31.0,,Offensive rebound by J. Leuer,88,69
354,3,0:12.0,,P. Pressey misses 2-pt jump shot from 19 ft,88,69
355,3,0:12.0,Defensive rebound by Team,,88,69
356,3,0:12.0,,Loose ball foul by A. Len (drawn by B. Bogdanović),88,69
357,3,0:12.0,B. Bogdanović makes free throw 1 of 2,,89,69
358,3,0:12.0,,K. Humphries enters the game for A. Len,89,69
359,3,0:12.0,C. McCullough enters the game for W. Reed,,89,69
360,3,0:12.0,B. Bogdanović makes free throw 2 of 2,,90,69
361,3,0:02.0,,J. Jenkins misses 2-pt jump shot from 10 ft,90,69
362,3,0:01.0,,Offensive rebound by J. Leuer,90,69
363,3,0:01.0,,J. Leuer makes 2-pt layup at rim,90,71
364,3,0:01.0,,Shooting foul by C. McCullough (drawn by J. Leuer),90,71
365,3,0:01.0,,J. Leuer misses free throw 1 of 1,90,71
366,3,0:00.0,,Offensive rebound by Team,90,71
367,4,11:47.0,M. Brown misses 2-pt jump shot from 19 ft,,90,71
368,4,11:46.0,,Defensive rebound by A. Goodwin,90,71
369,4,11:29.0,,Turnover by T. Chandler (bad pass; steal by C. McCullough),90,71
370,4,11:19.0,T. Robinson misses 2-pt jump shot from 8 ft,,90,71
371,4,11:19.0,,Defensive rebound by M. Teletović,90,71
372,4,11:12.0,,Personal foul by M. Brown (drawn by D. Booker),90,71
373,4,11:05.0,,D. Booker makes 2-pt jump shot from 7 ft,90,73
374,4,10:45.0,S. Karasev makes 3-pt jump shot from 25 ft (assist by S. Larkin),,93,73
375,4,10:27.0,,R. Price misses 3-pt jump shot from 25 ft,93,73
376,4,10:25.0,Defensive rebound by C. McCullough,,93,73
377,4,10:18.0,M. Brown makes 3-pt jump shot from 24 ft (assist by S. Karasev),,96,73
378,4,10:16.0,,Phoenix full timeout,96,73
379,4,10:03.0,,D. Booker misses 2-pt jump shot from 4 ft,96,73
380,4,10:02.0,Defensive rebound by S. Karasev,,96,73
381,4,9:50.0,Shooting foul by M. Teletović (drawn by C. McCullough),,96,73
382,4,9:50.0,C. McCullough makes free throw 1 of 2,,97,73
383,4,9:50.0,C. McCullough makes free throw 2 of 2,,98,73
384,4,9:42.0,,Shooting foul by S. Karasev (drawn by A. Goodwin),98,73
385,4,9:42.0,,A. Goodwin misses free throw 1 of 2,98,73
386,4,9:42.0,,Offensive rebound by Team,98,73
387,4,9:42.0,,P. Tucker enters the game for D. Booker,98,73
388,4,9:42.0,,A. Goodwin misses free throw 2 of 2,98,73
389,4,9:41.0,,Offensive rebound by M. Teletović,98,73
390,4,9:38.0,,M. Teletović makes 2-pt layup at rim,98,75
391,4,9:38.0,,Shooting foul by C. McCullough (drawn by M. Teletović),98,75
392,4,9:38.0,,P. Pressey enters the game for A. Goodwin,98,75
393,4,9:38.0,,M. Teletović makes free throw 1 of 1,98,76
394,4,9:21.0,T. Robinson misses 2-pt layup from 2 ft,,98,76
395,4,9:21.0,,Defensive rebound by T. Chandler,98,76
