,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,TORONTO_ACTION,MEMPHIS_SCORE,TORONTO_SCORE
389,4,6:20.0,,Turnover by C. Joseph (lost ball; steal by J. Green),74,84
390,4,6:04.0,M. Chalmers misses 2-pt jump shot from 9 ft,,74,84
391,4,6:04.0,Offensive rebound by M. Chalmers,,74,84
392,4,5:59.0,L. Stephenson makes 2-pt jump shot from 20 ft,,76,84
393,4,5:50.0,,Toronto full timeout,76,84
394,4,5:50.0,Z. Randolph enters the game for C. Andersen,,76,84
395,4,5:50.0,,D. DeRozan enters the game for T. Ross,76,84
396,4,5:42.0,,K. Lowry misses 3-pt jump shot from 25 ft,76,84
397,4,5:42.0,Defensive rebound by L. Stephenson,,76,84
398,4,5:26.0,L. Stephenson makes 2-pt layup from 2 ft (assist by V. Carter),,78,84
399,4,4:58.0,,C. Joseph misses 2-pt layup from 2 ft,78,84
400,4,4:58.0,,Offensive rebound by P. Patterson,78,84
401,4,4:58.0,,Shooting foul by J. Green (drawn by P. Patterson),78,84
402,4,4:58.0,,P. Patterson makes free throw 1 of 2,78,85
403,4,4:58.0,,P. Patterson misses free throw 2 of 2,78,85
404,4,4:58.0,Defensive rebound by J. Green,,78,85
405,4,4:40.0,L. Stephenson makes 2-pt hook shot from 7 ft,,80,85
406,4,4:23.0,,D. DeRozan makes 2-pt layup from 2 ft,80,87
407,4,4:07.0,Personal foul by P. Patterson (drawn by J. Green),,80,87
408,4,4:07.0,M. Barnes enters the game for J. Green,,80,87
409,4,4:07.0,M. Conley enters the game for M. Chalmers,,80,87
410,4,3:54.0,M. Conley misses 3-pt jump shot from 23 ft,,80,87
411,4,3:54.0,,Defensive rebound by P. Patterson,80,87
412,4,3:40.0,,J. Valančiūnas misses 2-pt jump shot from 18 ft,80,87
413,4,3:39.0,Defensive rebound by M. Conley,,80,87
414,4,3:31.0,Personal foul by D. DeRozan (drawn by Z. Randolph),,80,87
415,4,3:31.0,Z. Randolph makes free throw 1 of 2,,81,87
416,4,3:31.0,Z. Randolph makes free throw 2 of 2,,82,87
417,4,3:14.0,,D. DeRozan makes 2-pt jump shot from 5 ft,82,89
418,4,3:14.0,,Shooting foul by M. Barnes (drawn by D. DeRozan),82,89
419,4,3:14.0,,D. DeRozan makes free throw 1 of 1,82,90
420,4,2:51.0,Shooting foul by D. DeRozan (drawn by L. Stephenson),,82,90
421,4,2:51.0,Official timeout,,82,90
422,4,2:51.0,L. Stephenson makes free throw 1 of 2,,83,90
423,4,2:51.0,L. Stephenson makes free throw 2 of 2,,84,90
424,4,2:29.0,,K. Lowry misses 2-pt jump shot from 13 ft,84,90
425,4,2:28.0,Defensive rebound by V. Carter,,84,90
426,4,2:27.0,Personal foul by K. Lowry (drawn by V. Carter),,84,90
427,4,2:27.0,V. Carter misses free throw 1 of 2,,84,90
428,4,2:27.0,Offensive rebound by Team,,84,90
429,4,2:27.0,V. Carter makes free throw 2 of 2,,85,90
430,4,2:07.0,,D. DeRozan misses 2-pt jump shot from 11 ft,85,90
431,4,2:07.0,Defensive rebound by V. Carter,,85,90
432,4,1:58.0,L. Stephenson misses 2-pt layup at rim,,85,90
433,4,1:58.0,,Defensive rebound by P. Patterson,85,90
434,4,1:50.0,Violation by M. Barnes (kicked ball),,85,90
435,4,1:44.0,,Personal foul by L. Stephenson (drawn by D. DeRozan),85,90
436,4,1:44.0,,D. DeRozan makes free throw 1 of 2,85,91
437,4,1:44.0,,B. Biyombo enters the game for J. Valančiūnas,85,91
438,4,1:44.0,,D. DeRozan makes free throw 2 of 2,85,92
439,4,1:24.0,V. Carter misses 2-pt jump shot from 19 ft,,85,92
440,4,1:24.0,,Defensive rebound by P. Patterson,85,92
441,4,1:09.0,,C. Joseph makes 3-pt jump shot from 24 ft (assist by K. Lowry),85,95
442,4,1:09.0,Memphis full timeout,,85,95
443,4,0:57.0,M. Conley misses 2-pt jump shot from 21 ft,,85,95
444,4,0:56.0,,Defensive rebound by P. Patterson,85,95
445,4,0:53.0,,Personal foul by M. Barnes (drawn by B. Biyombo),85,95
446,4,0:53.0,,B. Biyombo misses free throw 1 of 2,85,95
447,4,0:53.0,,Offensive rebound by Team,85,95
448,4,0:53.0,M. Chalmers enters the game for L. Stephenson,,85,95
449,4,0:53.0,,B. Biyombo makes free throw 2 of 2,85,96
450,4,0:44.0,Memphis full timeout,,85,96
451,4,0:40.0,M. Chalmers misses 3-pt jump shot from 24 ft,,85,96
452,4,0:39.0,Offensive rebound by M. Barnes,,85,96
453,4,0:35.0,M. Barnes misses 3-pt jump shot from 22 ft,,85,96
454,4,0:35.0,,Defensive rebound by P. Patterson,85,96
455,4,0:34.0,,Personal foul by V. Carter (drawn by P. Patterson),85,96
456,4,0:34.0,,P. Patterson makes free throw 1 of 2,85,97
457,4,0:34.0,,P. Patterson makes free throw 2 of 2,85,98
458,4,0:27.0,M. Conley misses 2-pt layup from 1 ft,,85,98
459,4,0:26.0,,Defensive rebound by D. DeRozan,85,98
460,4,0:03.0,,Turnover by Team (shot clock),85,98
