,QUARTER,TIME_REMAINING,DETROIT_ACTION,DALLAS_ACTION,DETROIT_SCORE,DALLAS_SCORE
197,2,1:25.0,,Defensive rebound by D. Nowitzki,53,47
198,2,1:06.0,,D. Nowitzki makes 2-pt jump shot from 20 ft (assist by C. Parsons),53,49
199,2,0:59.0,Personal take foul by W. Matthews,,53,49
200,2,0:59.0,A. Drummond misses free throw 1 of 2,,53,49
201,2,0:59.0,Offensive rebound by Team,,53,49
202,2,0:59.0,A. Drummond makes free throw 2 of 2,,54,49
203,2,0:52.0,,Personal foul by A. Drummond,54,49
204,2,0:52.0,A. Baynes enters the game for A. Drummond,,54,49
205,2,0:45.0,,D. Williams misses 2-pt jump shot from 5 ft (block by A. Baynes),54,49
206,2,0:43.0,,Offensive rebound by D. Williams,54,49
207,2,0:41.0,,C. Parsons makes 3-pt jump shot from 23 ft (assist by D. Williams),54,52
208,2,0:29.0,Turnover by M. Morris (lost ball),,54,52
209,2,0:06.0,,C. Parsons misses 3-pt jump shot from 25 ft,54,52
210,2,0:05.0,,Offensive rebound by Team,54,52
211,2,0:05.0,,Turnover by Team (shot clock),54,52
212,2,0:05.0,,R. Felton enters the game for D. Nowitzki,54,52
213,2,0:00.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,54,52
214,2,0:00.0,Offensive rebound by Team,,54,52
215,3,11:47.0,,Z. Pachulia misses 2-pt jump shot from 14 ft,54,52
216,3,11:46.0,Defensive rebound by M. Morris,,54,52
217,3,11:33.0,A. Drummond makes 2-pt hook shot from 10 ft,,56,52
218,3,11:20.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by D. Williams),56,54
219,3,10:55.0,Turnover by A. Drummond (lost ball),,56,54
220,3,10:38.0,,Def 3 sec tech foul by T. Harris,56,54
221,3,10:38.0,,D. Nowitzki makes technical free throw,56,55
222,3,10:26.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,56,55
223,3,10:25.0,,Offensive rebound by Z. Pachulia,56,55
224,3,10:19.0,,D. Williams makes 2-pt jump shot from 17 ft,56,57
225,3,10:02.0,M. Morris makes 2-pt dunk at rim,,58,57
226,3,9:34.0,,D. Williams misses 3-pt jump shot from 24 ft,58,57
227,3,9:33.0,Defensive rebound by T. Harris,,58,57
228,3,9:25.0,T. Harris misses 3-pt jump shot from 23 ft,,58,57
229,3,9:24.0,,Defensive rebound by D. Nowitzki,58,57
230,3,9:12.0,,Z. Pachulia misses 2-pt jump shot from 10 ft,58,57
231,3,9:11.0,Defensive rebound by A. Drummond,,58,57
232,3,9:00.0,R. Jackson makes 3-pt jump shot from 25 ft,,61,57
233,3,8:45.0,,D. Williams misses 2-pt jump shot from 8 ft,61,57
234,3,8:44.0,Defensive rebound by A. Drummond,,61,57
235,3,8:33.0,A. Drummond misses 2-pt jump shot from 5 ft,,61,57
236,3,8:30.0,,Defensive rebound by Z. Pachulia,61,57
237,3,8:17.0,,Shooting foul by A. Drummond (drawn by Z. Pachulia),61,57
238,3,8:17.0,,Z. Pachulia misses free throw 1 of 2,61,57
239,3,8:17.0,,Offensive rebound by Team,61,57
240,3,8:17.0,,Z. Pachulia makes free throw 2 of 2,61,58
241,3,7:58.0,R. Jackson misses 2-pt jump shot from 5 ft (block by D. Williams),,61,58
242,3,7:54.0,Offensive rebound by R. Jackson,,61,58
243,3,7:51.0,M. Morris makes 2-pt jump shot from 17 ft,,63,58
244,3,7:41.0,,W. Matthews misses 3-pt jump shot from 24 ft,63,58
245,3,7:40.0,Defensive rebound by A. Drummond,,63,58
246,3,7:33.0,T. Harris makes 2-pt jump shot from 7 ft,,65,58
247,3,7:33.0,,Dallas full timeout,65,58
248,3,7:33.0,,Technical foul by D. Williams,65,58
249,3,7:33.0,R. Jackson misses technical free throw,,65,58
250,3,7:33.0,,Offensive rebound by Team,65,58
251,3,7:21.0,,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by C. Parsons),65,60
252,3,6:59.0,R. Jackson misses 2-pt jump shot from 4 ft,,65,60
253,3,6:58.0,,Defensive rebound by Z. Pachulia,65,60
254,3,6:51.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by D. Williams),65,63
255,3,6:30.0,T. Harris misses 3-pt jump shot from 24 ft,,65,63
256,3,6:29.0,,Defensive rebound by D. Williams,65,63
257,3,6:17.0,,D. Nowitzki misses 2-pt jump shot from 10 ft,65,63
258,3,6:16.0,Defensive rebound by A. Drummond,,65,63
259,3,5:59.0,A. Drummond misses 2-pt hook shot from 7 ft,,65,63
260,3,5:58.0,,Defensive rebound by D. Williams,65,63
261,3,5:38.0,,C. Parsons misses 3-pt jump shot from 24 ft,65,63
262,3,5:36.0,Defensive rebound by A. Drummond,,65,63
263,3,5:27.0,M. Morris makes 2-pt jump shot from 17 ft (assist by T. Harris),,67,63
264,3,5:14.0,,D. Williams misses 2-pt jump shot from 18 ft,67,63
265,3,5:13.0,Defensive rebound by K. Caldwell-Pope,,67,63
266,3,5:05.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,67,63
267,3,5:04.0,,Defensive rebound by Z. Pachulia,67,63
268,3,4:53.0,,C. Parsons makes 2-pt jump shot from 9 ft,67,65
269,3,4:36.0,T. Harris makes 3-pt jump shot from 24 ft (assist by R. Jackson),,70,65
270,3,4:31.0,,Dallas full timeout,70,65
271,3,4:31.0,,R. Felton enters the game for D. Nowitzki,70,65
272,3,4:31.0,R. Bullock enters the game for M. Morris,,70,65
273,3,4:11.0,,C. Parsons makes 2-pt layup from 1 ft (assist by Z. Pachulia),70,67
274,3,3:46.0,R. Bullock misses 3-pt jump shot from 25 ft,,70,67
275,3,3:46.0,,Defensive rebound by Z. Pachulia,70,67
276,3,3:36.0,,C. Parsons makes 2-pt jump shot from 18 ft,70,69
277,3,3:17.0,R. Jackson misses 2-pt jump shot from 17 ft,,70,69
278,3,3:16.0,Offensive rebound by A. Drummond,,70,69
279,3,3:13.0,A. Drummond misses 2-pt hook shot from 4 ft,,70,69
280,3,3:13.0,,Defensive rebound by D. Williams,70,69
281,3,3:13.0,Loose ball foul by A. Drummond,,70,69
282,3,2:59.0,,C. Parsons misses 2-pt jump shot from 16 ft,70,69
283,3,2:58.0,Defensive rebound by T. Harris,,70,69
284,3,2:46.0,R. Jackson misses 2-pt layup from 4 ft,,70,69
285,3,2:46.0,Offensive rebound by K. Caldwell-Pope,,70,69
286,3,2:44.0,K. Caldwell-Pope misses 2-pt layup from 2 ft,,70,69
287,3,2:43.0,Offensive rebound by R. Jackson,,70,69
288,3,2:43.0,R. Jackson makes 2-pt layup from 1 ft,,72,69
289,3,2:16.0,,D. Williams makes 3-pt jump shot from 26 ft (assist by C. Parsons),72,72
290,3,2:00.0,T. Harris misses 3-pt jump shot from 24 ft,,72,72
291,3,1:59.0,,Defensive rebound by C. Parsons,72,72
292,3,1:47.0,,R. Felton misses 2-pt jump shot from 20 ft,72,72
293,3,1:46.0,Defensive rebound by A. Drummond,,72,72
294,3,1:40.0,Detroit full timeout,,72,72
295,3,1:40.0,S. Blake enters the game for R. Jackson,,72,72
296,3,1:24.0,A. Drummond misses 2-pt layup at rim,,72,72
297,3,1:22.0,Offensive rebound by A. Drummond,,72,72
298,3,1:22.0,Turnover by T. Harris (lost ball),,72,72
299,3,1:00.0,,W. Matthews misses 3-pt jump shot from 25 ft,72,72
300,3,0:58.0,Defensive rebound by T. Harris,,72,72
301,3,0:39.0,T. Harris makes 2-pt jump shot from 6 ft (assist by S. Blake),,74,72
302,3,0:28.0,,R. Felton makes 2-pt jump shot from 12 ft (assist by D. Williams),74,74
303,3,0:08.0,A. Drummond makes 2-pt layup at rim (assist by K. Caldwell-Pope),,76,74
304,3,0:08.0,Shooting foul by C. Parsons (drawn by A. Drummond),,76,74
305,3,0:08.0,,D. Nowitzki enters the game for C. Parsons,76,74
306,3,0:08.0,,J. Barea enters the game for W. Matthews,76,74
307,3,0:08.0,A. Drummond misses free throw 1 of 1,,76,74
308,3,0:08.0,,Defensive rebound by J. Barea,76,74
309,3,0:03.0,,D. Williams misses 3-pt jump shot from 28 ft,76,74
310,3,0:00.0,,Offensive rebound by Team,76,74
311,4,11:46.0,M. Morris misses 2-pt jump shot from 15 ft,,76,74
312,4,11:45.0,,Defensive rebound by D. Lee,76,74
313,4,11:29.0,,Shooting block foul by A. Baynes (drawn by D. Williams),76,74
314,4,11:29.0,,D. Williams misses free throw 1 of 2,76,74
315,4,11:29.0,,Offensive rebound by Team,76,74
316,4,11:29.0,,D. Williams makes free throw 2 of 2,76,75
317,4,11:11.0,S. Blake makes 3-pt jump shot from 23 ft (assist by K. Caldwell-Pope),,79,75
318,4,10:56.0,,J. Barea makes 2-pt jump shot from 6 ft,79,77
319,4,10:38.0,R. Bullock misses 3-pt jump shot from 24 ft,,79,77
320,4,10:38.0,,Defensive rebound by D. Lee,79,77
321,4,10:38.0,Loose ball foul by A. Baynes,,79,77
322,4,10:24.0,,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by D. Williams),79,79
323,4,10:07.0,Turnover by R. Bullock (bad pass; steal by J. Barea),,79,79
324,4,9:58.0,,D. Williams misses 3-pt jump shot from 23 ft,79,79
325,4,9:58.0,Defensive rebound by K. Caldwell-Pope,,79,79
326,4,9:45.0,M. Morris misses 2-pt jump shot from 8 ft,,79,79
327,4,9:45.0,Offensive rebound by A. Baynes,,79,79
328,4,9:45.0,Shooting foul by R. Felton (drawn by A. Baynes),,79,79
329,4,9:45.0,A. Baynes makes free throw 1 of 2,,80,79
330,4,9:45.0,,D. Harris enters the game for D. Williams,80,79
331,4,9:45.0,A. Baynes misses free throw 2 of 2,,80,79
332,4,9:45.0,,Defensive rebound by D. Nowitzki,80,79
333,4,9:31.0,,D. Lee makes 2-pt dunk at rim (assist by D. Harris),80,81
334,4,9:09.0,K. Caldwell-Pope misses 2-pt jump shot from 16 ft,,80,81
335,4,9:08.0,,Defensive rebound by D. Nowitzki,80,81
336,4,8:58.0,,R. Felton misses 3-pt jump shot from 23 ft,80,81
337,4,8:57.0,Defensive rebound by M. Morris,,80,81
338,4,8:47.0,M. Morris misses 2-pt jump shot from 7 ft,,80,81
339,4,8:46.0,,Defensive rebound by D. Nowitzki,80,81
340,4,8:33.0,,Turnover by R. Felton (bad pass; steal by K. Caldwell-Pope),80,81
341,4,8:29.0,K. Caldwell-Pope makes 2-pt layup at rim,,82,81
342,4,8:03.0,,D. Harris misses 3-pt jump shot from 24 ft,82,81
343,4,8:02.0,Defensive rebound by A. Baynes,,82,81
344,4,7:41.0,M. Morris makes 3-pt jump shot from 23 ft (assist by S. Blake),,85,81
345,4,7:40.0,,Dallas full timeout,85,81
346,4,7:40.0,T. Harris enters the game for K. Caldwell-Pope,,85,81
347,4,7:40.0,,C. Parsons enters the game for D. Harris,85,81
348,4,7:30.0,,D. Nowitzki misses 2-pt jump shot from 8 ft,85,81
349,4,7:29.0,Defensive rebound by A. Baynes,,85,81
350,4,7:16.0,S. Blake makes 2-pt layup from 3 ft,,87,81
351,4,7:04.0,,J. Barea misses 2-pt jump shot from 10 ft,87,81
352,4,7:03.0,Defensive rebound by M. Morris,,87,81
353,4,6:55.0,S. Blake makes 2-pt jump shot from 22 ft,,89,81
354,4,6:39.0,,D. Nowitzki misses 2-pt jump shot from 10 ft,89,81
355,4,6:38.0,Defensive rebound by R. Bullock,,89,81
356,4,6:30.0,Turnover by S. Blake (bad pass),,89,81
357,4,6:30.0,,Z. Pachulia enters the game for R. Felton,89,81
358,4,6:30.0,,W. Matthews enters the game for D. Lee,89,81
359,4,6:30.0,,D. Williams enters the game for J. Barea,89,81
360,4,6:30.0,A. Drummond enters the game for S. Blake,,89,81
361,4,6:30.0,R. Jackson enters the game for A. Baynes,,89,81
362,4,6:07.0,,W. Matthews makes 2-pt jump shot from 10 ft,89,83
363,4,5:47.0,A. Drummond misses 2-pt layup from 2 ft,,89,83
364,4,5:46.0,,Defensive rebound by Z. Pachulia,89,83
365,4,5:34.0,,W. Matthews misses 3-pt jump shot from 24 ft,89,83
366,4,5:33.0,Defensive rebound by M. Morris,,89,83
367,4,5:21.0,M. Morris makes 3-pt jump shot from 24 ft (assist by R. Jackson),,92,83
368,4,5:11.0,,D. Nowitzki makes 2-pt layup at rim (assist by D. Williams),92,85
369,4,4:53.0,Shooting foul by W. Matthews (drawn by A. Drummond),,92,85
370,4,4:53.0,Official timeout,,92,85
371,4,4:53.0,,R. Felton enters the game for D. Nowitzki,92,85
372,4,4:53.0,K. Caldwell-Pope enters the game for R. Bullock,,92,85
373,4,4:53.0,A. Drummond misses free throw 1 of 2,,92,85
374,4,4:53.0,Offensive rebound by Team,,92,85
375,4,4:53.0,A. Drummond makes free throw 2 of 2,,93,85
376,4,4:35.0,,Turnover by W. Matthews (bad pass; steal by K. Caldwell-Pope),93,85
377,4,4:32.0,,Offensive charge foul by K. Caldwell-Pope (drawn by D. Williams),93,85
378,4,4:32.0,Turnover by K. Caldwell-Pope (offensive foul),,93,85
379,4,4:32.0,,D. Nowitzki enters the game for W. Matthews,93,85
380,4,4:24.0,,Personal foul by T. Harris,93,85
381,4,4:10.0,,D. Nowitzki makes 2-pt jump shot from 10 ft,93,87
382,4,3:51.0,R. Jackson misses 2-pt jump shot from 7 ft,,93,87
383,4,3:49.0,Offensive rebound by R. Jackson,,93,87
384,4,3:35.0,A. Drummond misses 2-pt hook shot from 6 ft,,93,87
385,4,3:33.0,,Defensive rebound by D. Nowitzki,93,87
