,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,PHILADELPHIA_ACTION,CHARLOTTE_SCORE,PHILADELPHIA_SCORE
153,2,6:59.0,C. Zeller enters the game for A. Jefferson,,33,22
154,2,6:59.0,,H. Thompson enters the game for K. Marshall,33,22
155,2,6:48.0,,H. Thompson makes 3-pt jump shot from 26 ft (assist by I. Canaan),33,25
156,2,6:33.0,Shooting foul by I. Canaan (drawn by J. Lamb),,33,25
157,2,6:33.0,J. Lamb misses free throw 1 of 2,,33,25
158,2,6:33.0,Offensive rebound by Team,,33,25
159,2,6:33.0,J. Lamb makes free throw 2 of 2,,34,25
160,2,6:10.0,,I. Canaan makes 3-pt jump shot from 24 ft (assist by C. Landry),34,28
161,2,5:49.0,C. Zeller makes 2-pt dunk at rim (assist by J. Lamb),,36,28
162,2,5:34.0,,C. Landry misses 2-pt jump shot from 15 ft,36,28
163,2,5:33.0,Defensive rebound by J. Lamb,,36,28
164,2,5:25.0,Turnover by N. Batum (back court),,36,28
165,2,5:25.0,C. Lee enters the game for J. Lamb,,36,28
166,2,5:25.0,K. Walker enters the game for J. Gutiérrez,,36,28
167,2,5:14.0,,I. Smith makes 2-pt layup at rim,36,30
168,2,4:59.0,C. Lee misses 2-pt layup from 2 ft,,36,30
169,2,4:58.0,,Defensive rebound by H. Thompson,36,30
170,2,4:52.0,,Turnover by H. Thompson (bad pass; steal by K. Walker),36,30
171,2,4:47.0,Turnover by K. Walker (lost ball),,36,30
172,2,4:33.0,,C. Landry makes 2-pt jump shot from 9 ft (assist by R. Covington),36,32
173,2,4:19.0,N. Batum makes 2-pt layup from 1 ft,,38,32
174,2,4:07.0,,C. Landry misses 2-pt jump shot from 3 ft (block by C. Lee),38,32
175,2,4:04.0,Defensive rebound by F. Kaminsky,,38,32
176,2,4:02.0,,Offensive charge foul by C. Zeller (drawn by I. Canaan),38,32
177,2,4:02.0,Turnover by C. Zeller (offensive foul),,38,32
178,2,4:02.0,M. Williams enters the game for F. Kaminsky,,38,32
179,2,3:50.0,,I. Smith misses 2-pt jump shot from 15 ft,38,32
180,2,3:49.0,Defensive rebound by C. Zeller,,38,32
181,2,3:29.0,N. Batum makes 3-pt jump shot from 23 ft,,41,32
182,2,3:09.0,,I. Smith misses 2-pt layup at rim,41,32
183,2,3:07.0,,Offensive rebound by C. Landry,41,32
184,2,3:07.0,,C. Landry makes 2-pt layup from 1 ft,41,34
185,2,2:47.0,C. Zeller makes 2-pt jump shot from 15 ft (assist by N. Batum),,43,34
186,2,2:43.0,,H. Thompson misses 3-pt jump shot from 24 ft,43,34
187,2,2:42.0,Defensive rebound by C. Zeller,,43,34
188,2,2:37.0,Shooting foul by R. Covington (drawn by C. Zeller),,43,34
189,2,2:37.0,Charlotte full timeout,,43,34
190,2,2:37.0,,E. Brand enters the game for R. Covington,43,34
191,2,2:37.0,,N. Stauskas enters the game for C. Landry,43,34
192,2,2:37.0,C. Zeller makes free throw 1 of 2,,44,34
193,2,2:37.0,,T. McConnell enters the game for I. Canaan,44,34
194,2,2:37.0,C. Zeller makes free throw 2 of 2,,45,34
195,2,2:12.0,,T. McConnell misses 2-pt jump shot from 17 ft,45,34
196,2,2:11.0,Defensive rebound by N. Batum,,45,34
197,2,2:04.0,Turnover by C. Zeller (lost ball),,45,34
198,2,2:04.0,A. Jefferson enters the game for C. Zeller,,45,34
199,2,1:49.0,,H. Thompson misses 2-pt jump shot from 7 ft,45,34
200,2,1:46.0,Defensive rebound by N. Batum,,45,34
201,2,1:36.0,A. Jefferson misses 2-pt jump shot from 11 ft,,45,34
202,2,1:34.0,,Defensive rebound by E. Brand,45,34
203,2,1:23.0,,Shooting foul by N. Batum (drawn by N. Stauskas),45,34
204,2,1:23.0,,N. Stauskas makes free throw 1 of 2,45,35
205,2,1:23.0,,I. Canaan enters the game for H. Thompson,45,35
206,2,1:23.0,,N. Stauskas makes free throw 2 of 2,45,36
207,2,1:11.0,Personal foul by I. Canaan,,45,36
208,2,1:00.0,N. Batum misses 3-pt jump shot from 26 ft,,45,36
209,2,0:58.0,Offensive rebound by M. Williams,,45,36
210,2,0:58.0,M. Williams makes 2-pt layup at rim,,47,36
211,2,0:46.0,,Turnover by I. Smith (lost ball; steal by C. Lee),47,36
212,2,0:40.0,K. Walker makes 2-pt layup from 1 ft (assist by N. Batum),,49,36
213,2,0:40.0,,Philadelphia full timeout,49,36
214,2,0:25.0,,E. Brand misses 2-pt jump shot from 12 ft,49,36
215,2,0:24.0,Defensive rebound by M. Williams,,49,36
216,2,0:04.0,K. Walker misses 3-pt jump shot from 25 ft,,49,36
217,2,0:03.0,Offensive rebound by M. Williams,,49,36
218,2,0:01.0,K. Walker makes 3-pt jump shot from 25 ft (assist by M. Williams),,52,36
219,3,11:44.0,M. Williams misses 2-pt layup from 2 ft,,52,36
220,3,11:42.0,Offensive rebound by N. Batum,,52,36
221,3,11:42.0,N. Batum makes 2-pt layup from 1 ft,,54,36
222,3,11:31.0,,I. Canaan makes 3-pt jump shot from 25 ft (assist by C. Landry),54,39
223,3,11:13.0,C. Zeller makes 2-pt jump shot from 4 ft (assist by N. Batum),,56,39
224,3,10:56.0,,Turnover by I. Smith (step out of bounds),56,39
225,3,10:39.0,Shooting foul by I. Smith (drawn by C. Zeller),,56,39
226,3,10:39.0,C. Zeller makes free throw 1 of 2,,57,39
227,3,10:39.0,C. Zeller makes free throw 2 of 2,,58,39
228,3,10:14.0,,C. Landry makes 2-pt dunk at rim (assist by H. Thompson),58,41
229,3,9:56.0,C. Lee makes 2-pt jump shot from 10 ft (assist by N. Batum),,60,41
230,3,9:45.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by I. Smith),60,44
231,3,9:21.0,K. Walker misses 2-pt jump shot from 19 ft,,60,44
232,3,9:20.0,,Defensive rebound by I. Canaan,60,44
233,3,9:02.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by H. Thompson),60,47
234,3,8:44.0,M. Williams misses 2-pt layup from 2 ft (block by I. Smith),,60,47
235,3,8:42.0,,Defensive rebound by R. Covington,60,47
236,3,8:35.0,,R. Covington misses 3-pt jump shot from 25 ft,60,47
237,3,8:34.0,,Offensive rebound by R. Covington,60,47
238,3,8:28.0,,I. Smith makes 3-pt jump shot from 24 ft (assist by H. Thompson),60,50
239,3,8:27.0,Charlotte full timeout,,60,50
240,3,8:08.0,Shooting foul by R. Covington (drawn by M. Williams),,60,50
241,3,8:08.0,M. Williams makes free throw 1 of 2,,61,50
242,3,8:08.0,,N. Stauskas enters the game for R. Covington,61,50
243,3,8:08.0,M. Williams makes free throw 2 of 2,,62,50
244,3,7:54.0,,I. Canaan misses 3-pt jump shot from 29 ft,62,50
245,3,7:53.0,Defensive rebound by M. Williams,,62,50
246,3,7:46.0,K. Walker misses 2-pt jump shot from 15 ft (block by I. Smith),,62,50
247,3,7:45.0,,Defensive rebound by I. Canaan,62,50
248,3,7:41.0,,Turnover by N. Stauskas (lost ball),62,50
249,3,7:31.0,N. Batum makes 2-pt jump shot from 17 ft,,64,50
250,3,7:21.0,,Turnover by C. Landry (lost ball),64,50
251,3,7:09.0,N. Batum makes 2-pt jump shot from 18 ft,,66,50
252,3,7:03.0,,Philadelphia full timeout,66,50
253,3,7:03.0,,C. Wood enters the game for C. Landry,66,50
254,3,6:52.0,,C. Wood misses 2-pt jump shot from 5 ft (block by C. Zeller),66,50
255,3,6:50.0,,Offensive rebound by H. Thompson,66,50
256,3,6:43.0,,N. Stauskas misses 2-pt jump shot from 18 ft,66,50
257,3,6:42.0,Defensive rebound by M. Williams,,66,50
258,3,6:33.0,Personal foul by N. Stauskas,,66,50
259,3,6:25.0,C. Lee misses 2-pt jump shot from 18 ft,,66,50
260,3,6:23.0,,Defensive rebound by I. Canaan,66,50
261,3,6:15.0,,C. Wood misses 2-pt jump shot from 18 ft,66,50
262,3,6:14.0,Defensive rebound by N. Batum,,66,50
263,3,6:08.0,K. Walker misses 3-pt jump shot from 25 ft,,66,50
264,3,6:07.0,Offensive rebound by Team,,66,50
265,3,6:01.0,C. Zeller makes 2-pt jump shot from 4 ft (assist by C. Lee),,68,50
266,3,5:47.0,,I. Canaan makes 3-pt jump shot from 25 ft (assist by I. Smith),68,53
267,3,5:30.0,Turnover by C. Lee (traveling),,68,53
268,3,5:13.0,,N. Stauskas misses 3-pt jump shot from 29 ft,68,53
269,3,5:10.0,Defensive rebound by C. Lee,,68,53
270,3,4:57.0,M. Williams misses 3-pt jump shot from 23 ft,,68,53
271,3,4:56.0,,Defensive rebound by N. Stauskas,68,53
272,3,4:47.0,,H. Thompson misses 2-pt jump shot from 4 ft,68,53
273,3,4:46.0,Defensive rebound by C. Zeller,,68,53
274,3,4:38.0,C. Zeller makes 2-pt jump shot from 6 ft (assist by N. Batum),,70,53
275,3,4:23.0,,H. Thompson misses 3-pt jump shot from 24 ft,70,53
276,3,4:21.0,Defensive rebound by C. Zeller,,70,53
277,3,4:16.0,Turnover by N. Batum (bad pass),,70,53
278,3,4:16.0,A. Jefferson enters the game for C. Zeller,,70,53
279,3,4:16.0,J. Lamb enters the game for N. Batum,,70,53
280,3,4:06.0,,N. Stauskas misses 3-pt jump shot from 23 ft,70,53
281,3,4:05.0,Defensive rebound by C. Lee,,70,53
282,3,3:53.0,M. Williams misses 3-pt jump shot from 23 ft,,70,53
283,3,3:52.0,Offensive rebound by A. Jefferson,,70,53
284,3,3:38.0,Turnover by J. Lamb (bad pass; steal by I. Canaan),,70,53
285,3,3:33.0,,I. Canaan misses 3-pt jump shot from 25 ft,70,53
286,3,3:33.0,Defensive rebound by K. Walker,,70,53
287,3,3:33.0,Personal foul by H. Thompson,,70,53
288,3,3:18.0,A. Jefferson misses 2-pt jump shot from 5 ft,,70,53
289,3,3:17.0,Offensive rebound by M. Williams,,70,53
290,3,3:17.0,M. Williams makes 2-pt layup from 1 ft,,72,53
291,3,2:58.0,,I. Smith misses 2-pt jump shot from 6 ft,72,53
292,3,2:56.0,,Offensive rebound by H. Thompson,72,53
293,3,2:55.0,,H. Thompson misses 2-pt layup from 2 ft,72,53
294,3,2:53.0,Defensive rebound by A. Jefferson,,72,53
295,3,2:39.0,Personal block foul by I. Canaan,,72,53
296,3,2:39.0,,T. McConnell enters the game for I. Canaan,72,53
297,3,2:39.0,,K. Marshall enters the game for H. Thompson,72,53
298,3,2:39.0,F. Kaminsky enters the game for M. Williams,,72,53
299,3,2:39.0,J. Lamb makes free throw 1 of 2,,73,53
300,3,2:39.0,,E. Brand enters the game for C. Wood,73,53
301,3,2:39.0,J. Lamb makes free throw 2 of 2,,74,53
302,3,2:30.0,,I. Smith makes 2-pt jump shot from 15 ft,74,55
303,3,2:10.0,F. Kaminsky misses 2-pt jump shot from 4 ft,,74,55
304,3,2:08.0,,Defensive rebound by I. Smith,74,55
305,3,2:01.0,,I. Smith makes 2-pt layup from 1 ft,74,57
306,3,1:41.0,A. Jefferson misses 2-pt jump shot from 17 ft,,74,57
307,3,1:39.0,,Defensive rebound by N. Stauskas,74,57
308,3,1:31.0,,I. Smith misses 2-pt jump shot from 4 ft,74,57
309,3,1:29.0,Defensive rebound by C. Lee,,74,57
310,3,1:13.0,Turnover by C. Lee (bad pass; steal by E. Brand),,74,57
311,3,1:02.0,,E. Brand makes 2-pt jump shot from 16 ft (assist by K. Marshall),74,59
312,3,0:43.0,K. Walker makes 3-pt jump shot from 25 ft,,77,59
313,3,0:35.0,,I. Smith misses 2-pt jump shot from 16 ft,77,59
314,3,0:33.0,Defensive rebound by J. Lamb,,77,59
315,3,0:26.0,J. Lamb misses 3-pt jump shot from 24 ft,,77,59
316,3,0:25.0,,Defensive rebound by T. McConnell,77,59
317,3,0:03.0,,I. Smith makes 3-pt jump shot from 24 ft,77,62
318,3,0:00.0,K. Walker misses 3-pt jump shot from 47 ft,,77,62
319,3,0:00.0,Offensive rebound by Team,,77,62
320,4,11:42.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by I. Smith),77,65
321,4,11:26.0,N. Batum makes 2-pt jump shot from 18 ft (assist by J. Gutiérrez),,79,65
322,4,11:14.0,,R. Covington misses 2-pt jump shot from 3 ft,79,65
323,4,11:13.0,Defensive rebound by J. Lamb,,79,65
324,4,11:03.0,A. Jefferson makes 2-pt jump shot from 7 ft (assist by J. Lamb),,81,65
325,4,10:46.0,,E. Brand misses 2-pt jump shot from 11 ft,81,65
326,4,10:44.0,Defensive rebound by J. Lamb,,81,65
327,4,10:35.0,A. Jefferson makes 2-pt layup at rim (assist by J. Gutiérrez),,83,65
328,4,10:35.0,Shooting foul by N. Stauskas (drawn by A. Jefferson),,83,65
329,4,10:35.0,A. Jefferson makes free throw 1 of 1,,84,65
330,4,10:22.0,,I. Smith misses 3-pt jump shot from 24 ft,84,65
331,4,10:16.0,,Offensive rebound by E. Brand,84,65
332,4,10:11.0,,T. McConnell makes 2-pt jump shot from 3 ft,84,67
333,4,9:57.0,N. Batum misses 2-pt jump shot from 18 ft,,84,67
334,4,9:56.0,,Defensive rebound by T. McConnell,84,67
335,4,9:49.0,,T. McConnell misses 2-pt layup from 1 ft,84,67
336,4,9:46.0,Defensive rebound by F. Kaminsky,,84,67
337,4,9:37.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,84,67
338,4,9:36.0,,Defensive rebound by E. Brand,84,67
339,4,9:20.0,,N. Stauskas misses 2-pt layup from 1 ft (block by J. Lamb),84,67
340,4,9:19.0,Defensive rebound by A. Jefferson,,84,67
341,4,9:08.0,J. Lamb misses 3-pt jump shot from 26 ft,,84,67
342,4,9:07.0,,Defensive rebound by Team,84,67
343,4,9:07.0,,Philadelphia full timeout,84,67
344,4,8:56.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by N. Stauskas),84,70
345,4,8:39.0,A. Jefferson misses 2-pt jump shot from 11 ft,,84,70
346,4,8:35.0,,Defensive rebound by E. Brand,84,70
347,4,8:30.0,Violation by A. Jefferson (kicked ball),,84,70
348,4,8:30.0,M. Williams enters the game for F. Kaminsky,,84,70
349,4,8:16.0,,T. McConnell misses 3-pt jump shot from 23 ft,84,70
350,4,8:14.0,Defensive rebound by A. Jefferson,,84,70
351,4,8:03.0,Turnover by A. Jefferson (lost ball; steal by R. Covington),,84,70
352,4,7:58.0,,N. Stauskas misses 2-pt layup from 2 ft,84,70
353,4,7:54.0,,Offensive rebound by N. Stauskas,84,70
354,4,7:51.0,,T. McConnell misses 3-pt jump shot from 26 ft,84,70
355,4,7:50.0,Defensive rebound by A. Jefferson,,84,70
356,4,7:32.0,Personal foul by E. Brand,,84,70
357,4,7:32.0,C. Lee enters the game for J. Lamb,,84,70
358,4,7:32.0,K. Walker enters the game for J. Gutiérrez,,84,70
359,4,7:32.0,,H. Thompson enters the game for T. McConnell,84,70
360,4,7:24.0,K. Walker misses 3-pt jump shot from 25 ft,,84,70
361,4,7:22.0,,Defensive rebound by H. Thompson,84,70
362,4,7:13.0,,E. Brand misses 2-pt layup from 2 ft,84,70
363,4,7:12.0,,Offensive rebound by E. Brand,84,70
364,4,7:12.0,,E. Brand makes 2-pt layup from 2 ft,84,72
365,4,7:12.0,,Shooting foul by A. Jefferson (drawn by E. Brand),84,72
366,4,7:12.0,C. Zeller enters the game for A. Jefferson,,84,72
367,4,7:12.0,,E. Brand makes free throw 1 of 1,84,73
368,4,7:00.0,Personal foul by R. Covington,,84,73
369,4,6:54.0,N. Batum makes 2-pt jump shot from 12 ft (assist by K. Walker),,86,73
370,4,6:32.0,,R. Covington misses 3-pt jump shot from 25 ft,86,73
371,4,6:31.0,Defensive rebound by K. Walker,,86,73
372,4,6:21.0,K. Walker misses 3-pt jump shot from 24 ft,,86,73
373,4,6:20.0,,Defensive rebound by R. Covington,86,73
374,4,6:11.0,,I. Smith makes 3-pt jump shot from 26 ft,86,76
375,4,5:53.0,N. Batum misses 2-pt jump shot from 11 ft,,86,76
376,4,5:52.0,,Defensive rebound by H. Thompson,86,76
377,4,5:35.0,,I. Smith misses 3-pt jump shot from 23 ft,86,76
378,4,5:34.0,Defensive rebound by C. Lee,,86,76
379,4,5:26.0,C. Lee makes 2-pt layup at rim,,88,76
380,4,5:07.0,,N. Stauskas misses 2-pt layup from 1 ft (block by C. Zeller),88,76
381,4,5:05.0,Defensive rebound by C. Lee,,88,76
382,4,4:58.0,C. Lee misses 2-pt jump shot from 14 ft,,88,76
383,4,4:56.0,,Defensive rebound by R. Covington,88,76
384,4,4:47.0,,R. Covington misses 3-pt jump shot from 24 ft,88,76
385,4,4:45.0,Defensive rebound by C. Zeller,,88,76
386,4,4:32.0,K. Walker misses 2-pt jump shot from 6 ft,,88,76
387,4,4:29.0,,Defensive rebound by H. Thompson,88,76
388,4,4:20.0,,E. Brand misses 2-pt jump shot from 10 ft,88,76
389,4,4:18.0,Defensive rebound by N. Batum,,88,76
