,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,TORONTO_ACTION,LA CLIPPERS_SCORE,TORONTO_SCORE
57,1,5:18.0,,K. Lowry misses 2-pt jump shot from 20 ft,21,13
58,1,5:18.0,,Offensive rebound by J. Valančiūnas,21,13
59,1,5:13.0,,J. Valančiūnas makes 2-pt layup from 2 ft,21,15
60,1,4:54.0,L. Mbah a Moute misses 2-pt hook shot from 2 ft,,21,15
61,1,4:54.0,,Defensive rebound by J. Valančiūnas,21,15
62,1,4:45.0,,J. Valančiūnas misses 2-pt jump shot from 17 ft,21,15
63,1,4:45.0,Defensive rebound by J. Redick,,21,15
64,1,4:32.0,L. Mbah a Moute misses 2-pt layup from 2 ft (block by J. Valančiūnas),,21,15
65,1,4:31.0,Offensive rebound by D. Jordan,,21,15
66,1,4:30.0,D. Jordan misses 2-pt layup from 1 ft,,21,15
67,1,4:29.0,Offensive rebound by L. Mbah a Moute,,21,15
68,1,4:28.0,L. Mbah a Moute misses 2-pt layup from 1 ft,,21,15
69,1,4:27.0,Offensive rebound by D. Jordan,,21,15
70,1,4:25.0,Shooting foul by P. Patterson (drawn by D. Jordan),,21,15
71,1,4:25.0,D. Jordan misses free throw 1 of 2,,21,15
72,1,4:25.0,Offensive rebound by Team,,21,15
73,1,4:25.0,D. Jordan makes free throw 2 of 2,,22,15
74,1,4:07.0,,K. Lowry misses 2-pt layup from 2 ft,22,15
75,1,4:06.0,Defensive rebound by C. Paul,,22,15
76,1,3:55.0,W. Johnson makes 3-pt jump shot from 24 ft (assist by C. Paul),,25,15
77,1,3:32.0,,K. Lowry makes 2-pt jump shot from 8 ft,25,17
78,1,3:28.0,C. Paul makes 2-pt layup from 2 ft,,27,17
79,1,3:28.0,Shooting foul by T. Ross (drawn by C. Paul),,27,17
80,1,3:28.0,J. Crawford enters the game for J. Redick,,27,17
81,1,3:28.0,C. Paul makes free throw 1 of 1,,28,17
82,1,3:17.0,,Shooting foul by D. Jordan (drawn by D. DeRozan),28,17
83,1,3:17.0,,D. DeRozan makes free throw 1 of 2,28,18
84,1,3:17.0,,B. Biyombo enters the game for J. Valančiūnas,28,18
85,1,3:17.0,,C. Joseph enters the game for K. Lowry,28,18
86,1,3:17.0,,D. DeRozan makes free throw 2 of 2,28,19
87,1,3:04.0,D. Jordan makes 2-pt layup from 1 ft (assist by C. Paul),,30,19
88,1,2:41.0,,C. Joseph misses 2-pt layup from 2 ft (block by C. Paul),30,19
89,1,2:40.0,,Offensive rebound by Team,30,19
90,1,2:40.0,LA Clippers full timeout,,30,19
91,1,2:40.0,A. Rivers enters the game for C. Paul,,30,19
92,1,2:34.0,,Turnover by C. Joseph (bad pass; steal by L. Mbah a Moute),30,19
93,1,2:22.0,D. Jordan misses 2-pt dunk from 1 ft,,30,19
94,1,2:21.0,,Defensive rebound by B. Biyombo,30,19
95,1,2:14.0,,C. Joseph misses 2-pt jump shot from 15 ft,30,19
96,1,2:12.0,Defensive rebound by D. Jordan,,30,19
97,1,2:02.0,W. Johnson misses 3-pt jump shot from 25 ft,,30,19
98,1,2:00.0,Offensive rebound by Team,,30,19
99,1,1:55.0,A. Rivers makes 2-pt layup from 3 ft,,32,19
100,1,1:31.0,,D. DeRozan makes 2-pt jump shot from 18 ft,32,21
101,1,1:15.0,J. Crawford misses 2-pt jump shot from 19 ft,,32,21
102,1,1:15.0,,Defensive rebound by D. DeRozan,32,21
103,1,1:02.0,,T. Ross misses 3-pt jump shot from 23 ft,32,21
104,1,1:02.0,,Offensive rebound by B. Biyombo,32,21
105,1,1:00.0,,B. Biyombo makes 2-pt layup from 2 ft,32,23
106,1,1:00.0,,Shooting foul by D. Jordan (drawn by B. Biyombo),32,23
107,1,1:00.0,C. Aldrich enters the game for D. Jordan,,32,23
108,1,1:00.0,,B. Biyombo makes free throw 1 of 1,32,24
109,1,0:46.0,A. Rivers misses 3-pt jump shot from 23 ft,,32,24
110,1,0:46.0,,Defensive rebound by C. Joseph,32,24
111,1,0:38.0,P. Prigioni enters the game for L. Mbah a Moute,,32,24
112,1,0:29.0,,Personal foul by P. Prigioni (drawn by C. Joseph),32,24
113,1,0:29.0,,C. Joseph makes free throw 1 of 2,32,25
114,1,0:29.0,,C. Joseph makes free throw 2 of 2,32,26
115,1,0:07.0,J. Crawford makes 2-pt jump shot from 16 ft,,34,26
116,1,0:01.0,,Shooting foul by C. Aldrich (drawn by B. Biyombo),34,26
117,1,0:01.0,,B. Biyombo misses free throw 1 of 2,34,26
118,1,0:01.0,,Offensive rebound by Team,34,26
119,1,0:01.0,,B. Biyombo makes free throw 2 of 2,34,27
120,2,11:43.0,,T. Ross misses 2-pt jump shot from 20 ft,34,27
121,2,11:42.0,,Offensive rebound by P. Patterson,34,27
122,2,11:40.0,,P. Patterson makes 2-pt layup from 2 ft,34,29
123,2,11:19.0,C. Aldrich misses 2-pt jump shot from 2 ft (block by P. Patterson),,34,29
124,2,11:18.0,,Defensive rebound by B. Biyombo,34,29
125,2,11:06.0,,T. Ross makes 3-pt jump shot from 23 ft (assist by K. Lowry),34,32
126,2,10:47.0,J. Crawford misses 2-pt jump shot from 8 ft,,34,32
127,2,10:47.0,,Defensive rebound by P. Patterson,34,32
128,2,10:33.0,,P. Patterson misses 2-pt layup from 1 ft,34,32
129,2,10:33.0,Defensive rebound by C. Aldrich,,34,32
130,2,10:25.0,Turnover by P. Prigioni (lost ball; steal by C. Joseph),,34,32
131,2,10:19.0,,P. Patterson misses 3-pt jump shot from 22 ft,34,32
132,2,10:19.0,,Offensive rebound by B. Biyombo,34,32
133,2,10:17.0,,B. Biyombo makes 2-pt dunk at rim,34,34
134,2,9:58.0,Def 3 sec tech foul by K. Lowry,,34,34
135,2,9:58.0,J. Crawford makes technical free throw,,35,34
136,2,9:55.0,Personal foul by T. Ross (drawn by A. Rivers),,35,34
137,2,9:49.0,Turnover by A. Rivers (bad pass),,35,34
138,2,9:38.0,,Turnover by C. Joseph (bad pass; steal by W. Johnson),35,34
139,2,9:26.0,Turnover by P. Prigioni (bad pass; steal by C. Joseph),,35,34
140,2,9:19.0,,B. Biyombo makes 2-pt dunk at rim (assist by T. Ross),35,36
141,2,9:16.0,LA Clippers full timeout,,35,36
142,2,9:05.0,Offensive foul by C. Aldrich (drawn by B. Biyombo),,35,36
143,2,9:05.0,Turnover by C. Aldrich (offensive foul),,35,36
144,2,8:51.0,,T. Ross makes 2-pt jump shot from 17 ft (assist by P. Patterson),35,38
145,2,8:39.0,Turnover by A. Rivers (bad pass; steal by T. Ross),,35,38
146,2,8:35.0,,Turnover by T. Ross (bad pass),35,38
147,2,8:21.0,J. Crawford misses 3-pt jump shot from 24 ft,,35,38
148,2,8:21.0,,Defensive rebound by P. Patterson,35,38
149,2,8:09.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by P. Patterson),35,41
150,2,7:55.0,Turnover by P. Prigioni (lost ball; steal by P. Patterson),,35,41
151,2,7:45.0,,P. Patterson makes 3-pt jump shot from 22 ft (assist by K. Lowry),35,44
152,2,7:42.0,LA Clippers full timeout,,35,44
153,2,7:42.0,J. Redick enters the game for A. Rivers,,35,44
154,2,7:42.0,D. Jordan enters the game for C. Aldrich,,35,44
155,2,7:42.0,C. Paul enters the game for P. Prigioni,,35,44
156,2,7:25.0,C. Paul makes 2-pt jump shot from 4 ft,,37,44
157,2,7:16.0,,C. Joseph makes 2-pt layup from 2 ft,37,46
158,2,7:13.0,Turnover by J. Crawford (lost ball),,37,46
159,2,7:13.0,,Technical foul by P. Patterson,37,46
160,2,7:13.0,Technical foul by J. Crawford,,37,46
161,2,7:00.0,,C. Joseph makes 2-pt jump shot from 21 ft,37,48
162,2,6:36.0,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),,40,48
163,2,6:20.0,,P. Patterson makes 3-pt jump shot from 23 ft (assist by C. Joseph),40,51
164,2,6:04.0,Personal foul by P. Patterson (drawn by D. Jordan),,40,51
165,2,6:04.0,L. Mbah a Moute enters the game for W. Johnson,,40,51
166,2,6:04.0,P. Pierce enters the game for J. Crawford,,40,51
167,2,6:04.0,,L. Scola enters the game for P. Patterson,40,51
168,2,6:04.0,,D. DeRozan enters the game for C. Joseph,40,51
169,2,5:59.0,J. Redick misses 3-pt jump shot from 25 ft,,40,51
170,2,5:59.0,,Defensive rebound by L. Scola,40,51
171,2,5:47.0,,K. Lowry makes 3-pt jump shot from 24 ft (assist by L. Scola),40,54
172,2,5:20.0,C. Paul misses 3-pt jump shot from 25 ft,,40,54
173,2,5:20.0,Offensive rebound by D. Jordan,,40,54
174,2,5:15.0,D. Jordan makes 2-pt layup from 1 ft,,42,54
175,2,5:04.0,,D. DeRozan misses 2-pt layup from 3 ft,42,54
176,2,5:04.0,Defensive rebound by P. Pierce,,42,54
177,2,4:52.0,C. Paul misses 3-pt jump shot from 24 ft,,42,54
178,2,4:52.0,,Defensive rebound by D. DeRozan,42,54
179,2,4:39.0,,K. Lowry misses 3-pt jump shot from 25 ft,42,54
180,2,4:37.0,,Offensive rebound by Team,42,54
181,2,4:37.0,Loose ball foul by P. Pierce (drawn by B. Biyombo),,42,54
182,2,4:37.0,Official timeout,,42,54
183,2,4:37.0,,J. Valančiūnas enters the game for T. Ross,42,54
184,2,4:37.0,,J. Johnson enters the game for B. Biyombo,42,54
185,2,4:27.0,,K. Lowry makes 2-pt jump shot from 16 ft,42,56
186,2,4:09.0,C. Paul makes 3-pt jump shot from 24 ft (assist by J. Redick),,45,56
187,2,3:57.0,,D. DeRozan misses 2-pt layup from 2 ft,45,56
188,2,3:56.0,,Offensive rebound by Team,45,56
189,2,3:56.0,Loose ball foul by L. Mbah a Moute (drawn by J. Valančiūnas),,45,56
190,2,3:46.0,,Personal block foul by J. Redick (drawn by K. Lowry),45,56
191,2,3:33.0,,D. DeRozan misses 2-pt jump shot from 19 ft,45,56
192,2,3:32.0,Defensive rebound by P. Pierce,,45,56
193,2,3:20.0,C. Paul misses 2-pt jump shot from 18 ft (block by L. Scola),,45,56
194,2,3:19.0,,Defensive rebound by J. Johnson,45,56
195,2,3:09.0,,L. Scola misses 2-pt hook shot from 10 ft,45,56
196,2,3:09.0,Defensive rebound by D. Jordan,,45,56
197,2,2:54.0,P. Pierce misses 3-pt jump shot from 25 ft,,45,56
198,2,2:53.0,Offensive rebound by Team,,45,56
199,2,2:53.0,,Loose ball foul by J. Valančiūnas (drawn by D. Jordan),45,56
200,2,2:53.0,,Toronto full timeout,45,56
201,2,2:53.0,,C. Joseph enters the game for K. Lowry,45,56
202,2,2:43.0,J. Redick misses 2-pt jump shot from 22 ft,,45,56
203,2,2:43.0,,Defensive rebound by L. Scola,45,56
204,2,2:33.0,,D. DeRozan makes 2-pt layup from 2 ft,45,58
205,2,2:17.0,Shooting foul by L. Scola (drawn by L. Mbah a Moute),,45,58
206,2,2:17.0,L. Mbah a Moute misses free throw 1 of 2,,45,58
207,2,2:17.0,Offensive rebound by Team,,45,58
208,2,2:17.0,W. Johnson enters the game for P. Pierce,,45,58
209,2,2:17.0,L. Mbah a Moute makes free throw 2 of 2,,46,58
210,2,2:06.0,,D. DeRozan misses 2-pt jump shot from 21 ft,46,58
211,2,2:06.0,Defensive rebound by W. Johnson,,46,58
212,2,1:52.0,,Offensive charge foul by C. Paul (drawn by D. DeRozan),46,58
213,2,1:52.0,Turnover by C. Paul (offensive foul),,46,58
214,2,1:31.0,,J. Valančiūnas makes 2-pt hook shot from 2 ft (assist by J. Johnson),46,60
215,2,1:14.0,C. Paul misses 2-pt jump shot from 17 ft,,46,60
216,2,1:14.0,,Defensive rebound by L. Scola,46,60
217,2,1:07.0,,Turnover by J. Valančiūnas (lost ball; steal by C. Paul),46,60
218,2,1:02.0,Shooting foul by J. Valančiūnas (drawn by L. Mbah a Moute),,46,60
219,2,1:02.0,L. Mbah a Moute makes free throw 1 of 2,,47,60
220,2,1:02.0,,B. Biyombo enters the game for J. Valančiūnas,47,60
221,2,1:02.0,L. Mbah a Moute makes free throw 2 of 2,,48,60
222,2,0:39.0,,C. Joseph makes 2-pt jump shot from 18 ft,48,62
223,2,0:34.0,Personal foul by C. Joseph (drawn by D. Jordan),,48,62
224,2,0:34.0,D. Jordan makes free throw 1 of 2,,49,62
225,2,0:34.0,D. Jordan misses free throw 2 of 2,,49,62
226,2,0:34.0,Offensive rebound by W. Johnson,,49,62
227,2,0:27.0,J. Redick misses 3-pt jump shot from 24 ft,,49,62
228,2,0:27.0,,Defensive rebound by B. Biyombo,49,62
229,2,0:01.0,,D. DeRozan misses 2-pt jump shot from 18 ft,49,62
230,2,0:01.0,Defensive rebound by D. Jordan,,49,62
231,3,11:41.0,,D. DeRozan misses 2-pt jump shot from 21 ft,49,62
232,3,11:40.0,Defensive rebound by D. Jordan,,49,62
233,3,11:33.0,Turnover by C. Paul (bad pass; steal by L. Scola),,49,62
234,3,11:27.0,,D. DeRozan misses 2-pt jump shot from 1 ft (block by L. Mbah a Moute),49,62
235,3,11:27.0,,Offensive rebound by Team,49,62
236,3,11:09.0,,J. Valančiūnas makes 2-pt jump shot from 16 ft (assist by J. Johnson),49,64
237,3,10:52.0,J. Redick misses 2-pt jump shot from 12 ft,,49,64
238,3,10:51.0,,Defensive rebound by D. DeRozan,49,64
239,3,10:32.0,,Personal foul by D. Jordan (drawn by J. Valančiūnas),49,64
240,3,10:27.0,,Personal foul by J. Redick (drawn by J. Johnson),49,64
241,3,10:27.0,LA Clippers full timeout,,49,64
242,3,10:12.0,,J. Valančiūnas misses 2-pt hook shot from 5 ft,49,64
243,3,10:12.0,Defensive rebound by J. Redick,,49,64
244,3,9:57.0,Shooting foul by K. Lowry (drawn by P. Pierce),,49,64
245,3,9:57.0,P. Pierce makes free throw 1 of 2,,50,64
246,3,9:57.0,P. Pierce misses free throw 2 of 2,,50,64
247,3,9:56.0,,Defensive rebound by L. Scola,50,64
248,3,9:48.0,,Personal foul by L. Mbah a Moute (drawn by D. DeRozan),50,64
249,3,9:36.0,,J. Valančiūnas makes 2-pt hook shot from 4 ft,50,66
250,3,9:27.0,Personal foul by J. Johnson (drawn by C. Paul),,50,66
251,3,9:21.0,J. Redick misses 3-pt jump shot from 24 ft,,50,66
252,3,9:20.0,Offensive rebound by C. Paul,,50,66
253,3,9:15.0,C. Paul makes 3-pt jump shot from 24 ft,,53,66
254,3,8:57.0,,Turnover by J. Johnson (traveling),53,66
255,3,8:45.0,Shooting foul by J. Valančiūnas (drawn by J. Redick),,53,66
256,3,8:45.0,J. Redick misses free throw 1 of 2,,53,66
257,3,8:45.0,Offensive rebound by Team,,53,66
258,3,8:45.0,,B. Biyombo enters the game for J. Valančiūnas,53,66
259,3,8:45.0,J. Redick makes free throw 2 of 2,,54,66
260,3,8:31.0,,L. Scola misses 2-pt jump shot from 6 ft,54,66
261,3,8:30.0,,Offensive rebound by B. Biyombo,54,66
262,3,8:25.0,,Turnover by B. Biyombo (dbl dribble),54,66
263,3,8:14.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,56,66
264,3,7:58.0,,J. Johnson misses 2-pt jump shot from 6 ft,56,66
265,3,7:57.0,Defensive rebound by P. Pierce,,56,66
266,3,7:39.0,P. Pierce misses 2-pt jump shot from 9 ft,,56,66
267,3,7:38.0,Offensive rebound by D. Jordan,,56,66
268,3,7:24.0,P. Pierce misses 2-pt jump shot from 16 ft,,56,66
269,3,7:23.0,,Defensive rebound by D. DeRozan,56,66
270,3,7:16.0,,L. Scola misses 2-pt layup from 2 ft,56,66
271,3,7:14.0,Defensive rebound by P. Pierce,,56,66
272,3,7:12.0,Shooting foul by J. Johnson (drawn by C. Paul),,56,66
273,3,7:12.0,C. Paul misses free throw 1 of 2,,56,66
274,3,7:12.0,Offensive rebound by Team,,56,66
275,3,7:12.0,,T. Ross enters the game for J. Johnson,56,66
276,3,7:12.0,C. Paul makes free throw 2 of 2,,57,66
277,3,6:56.0,,B. Biyombo makes 2-pt dunk at rim (assist by D. DeRozan),57,68
278,3,6:33.0,J. Redick makes 2-pt jump shot from 15 ft (assist by C. Paul),,59,68
279,3,6:19.0,,K. Lowry misses 3-pt jump shot from 24 ft,59,68
280,3,6:19.0,Defensive rebound by P. Pierce,,59,68
281,3,6:07.0,P. Pierce makes 3-pt jump shot from 24 ft (assist by C. Paul),,62,68
282,3,6:06.0,,Toronto full timeout,62,68
283,3,6:06.0,,P. Patterson enters the game for L. Scola,62,68
284,3,5:47.0,,Turnover by D. DeRozan (bad pass),62,68
285,3,5:35.0,D. Jordan makes 2-pt layup from 2 ft (assist by P. Pierce),,64,68
286,3,5:35.0,Shooting foul by D. DeRozan (drawn by D. Jordan),,64,68
287,3,5:35.0,D. Jordan misses free throw 1 of 1,,64,68
288,3,5:34.0,,Defensive rebound by B. Biyombo,64,68
289,3,5:11.0,,Turnover by K. Lowry (lost ball; steal by C. Paul),64,68
290,3,5:05.0,P. Pierce misses 3-pt jump shot from 24 ft,,64,68
291,3,5:04.0,,Defensive rebound by T. Ross,64,68
292,3,4:52.0,,P. Patterson makes 2-pt jump shot from 4 ft,64,70
293,3,4:36.0,Personal foul by D. DeRozan (drawn by J. Redick),,64,70
294,3,4:36.0,J. Redick makes free throw 1 of 2,,65,70
295,3,4:36.0,W. Johnson enters the game for P. Pierce,,65,70
296,3,4:36.0,J. Redick makes free throw 2 of 2,,66,70
297,3,4:28.0,,Personal foul by C. Paul (drawn by K. Lowry),66,70
298,3,4:19.0,,K. Lowry makes 3-pt jump shot from 24 ft (assist by D. DeRozan),66,73
299,3,3:55.0,C. Paul misses 3-pt jump shot from 29 ft,,66,73
300,3,3:54.0,,Defensive rebound by K. Lowry,66,73
301,3,3:36.0,,Turnover by B. Biyombo (3 sec),66,73
302,3,3:36.0,A. Rivers enters the game for J. Redick,,66,73
303,3,3:18.0,Turnover by C. Paul (bad pass; steal by T. Ross),,66,73
304,3,3:11.0,,K. Lowry makes 2-pt layup from 2 ft,66,75
305,3,3:03.0,Personal take foul by B. Biyombo (drawn by D. Jordan),,66,75
306,3,3:03.0,D. Jordan misses free throw 1 of 2,,66,75
307,3,3:03.0,Offensive rebound by Team,,66,75
308,3,3:03.0,D. Jordan makes free throw 2 of 2,,67,75
309,3,2:47.0,,B. Biyombo misses 2-pt layup from 1 ft,67,75
310,3,2:46.0,Defensive rebound by D. Jordan,,67,75
311,3,2:40.0,W. Johnson misses 3-pt jump shot from 24 ft,,67,75
312,3,2:39.0,,Defensive rebound by K. Lowry,67,75
313,3,2:27.0,,Personal foul by C. Paul (drawn by K. Lowry),67,75
314,3,2:27.0,,K. Lowry makes free throw 1 of 2,67,76
315,3,2:27.0,J. Crawford enters the game for W. Johnson,,67,76
316,3,2:27.0,,K. Lowry makes free throw 2 of 2,67,77
317,3,2:09.0,C. Paul makes 2-pt jump shot from 5 ft,,69,77
318,3,1:59.0,,Shooting foul by A. Rivers (drawn by K. Lowry),69,77
319,3,1:59.0,,K. Lowry misses free throw 1 of 2,69,77
320,3,1:59.0,,Offensive rebound by Team,69,77
321,3,1:59.0,C. Aldrich enters the game for D. Jordan,,69,77
322,3,1:59.0,,K. Lowry makes free throw 2 of 2,69,78
323,3,1:48.0,C. Paul makes 2-pt jump shot from 18 ft,,71,78
324,3,1:36.0,,K. Lowry misses 2-pt layup from 2 ft (block by C. Aldrich),71,78
325,3,1:36.0,,Offensive rebound by Team,71,78
326,3,1:36.0,,C. Joseph enters the game for K. Lowry,71,78
327,3,1:36.0,W. Johnson enters the game for C. Paul,,71,78
328,3,1:28.0,,D. DeRozan misses 2-pt jump shot from 17 ft,71,78
329,3,1:28.0,Defensive rebound by W. Johnson,,71,78
330,3,1:07.0,J. Crawford misses 2-pt jump shot from 19 ft,,71,78
331,3,1:06.0,,Defensive rebound by P. Patterson,71,78
332,3,0:46.0,,C. Joseph makes 2-pt layup from 2 ft,71,80
333,3,0:33.0,A. Rivers misses 2-pt jump shot from 20 ft,,71,80
334,3,0:32.0,,Defensive rebound by B. Biyombo,71,80
335,3,0:23.0,,D. DeRozan makes 3-pt jump shot from 24 ft (assist by P. Patterson),71,83
336,3,0:02.0,W. Johnson misses 3-pt jump shot from 24 ft,,71,83
337,3,0:02.0,,Defensive rebound by B. Biyombo,71,83
338,4,11:47.0,W. Johnson misses 3-pt jump shot from 24 ft,,71,83
339,4,11:47.0,,Defensive rebound by P. Patterson,71,83
340,4,11:33.0,,C. Joseph misses 2-pt jump shot from 7 ft,71,83
341,4,11:33.0,,Offensive rebound by Team,71,83
342,4,11:33.0,Loose ball foul by W. Johnson (drawn by P. Patterson),,71,83
343,4,11:22.0,,T. Ross misses 2-pt jump shot from 21 ft,71,83
344,4,11:21.0,,Offensive rebound by T. Ross,71,83
345,4,11:15.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by T. Ross),71,86
346,4,10:56.0,C. Aldrich makes 2-pt layup from 2 ft (assist by W. Johnson),,73,86
347,4,10:48.0,,K. Lowry makes 2-pt layup at rim,73,88
348,4,10:48.0,,Shooting foul by C. Aldrich (drawn by K. Lowry),73,88
349,4,10:48.0,,K. Lowry makes free throw 1 of 1,73,89
350,4,10:36.0,J. Crawford misses 2-pt jump shot from 15 ft,,73,89
351,4,10:36.0,,Defensive rebound by T. Ross,73,89
352,4,10:28.0,,Turnover by T. Ross (bad pass; steal by P. Prigioni),73,89
353,4,10:23.0,A. Rivers makes 2-pt layup from 2 ft (assist by P. Prigioni),,75,89
354,4,10:12.0,Violation by J. Crawford (kicked ball),,75,89
355,4,10:06.0,,Personal foul by W. Johnson (drawn by T. Ross),75,89
356,4,10:06.0,,Turnover by K. Lowry (bad pass; steal by P. Prigioni),75,89
357,4,10:00.0,P. Prigioni misses 3-pt jump shot from 24 ft,,75,89
358,4,9:59.0,,Defensive rebound by P. Patterson,75,89
359,4,9:35.0,,B. Biyombo misses 2-pt jump shot from 16 ft,75,89
360,4,9:35.0,,Offensive rebound by K. Lowry,75,89
361,4,9:30.0,,T. Ross misses 3-pt jump shot from 25 ft,75,89
362,4,9:30.0,,Offensive rebound by Team,75,89
363,4,9:30.0,Loose ball foul by J. Crawford (drawn by P. Patterson),,75,89
364,4,9:30.0,,J. Valančiūnas enters the game for B. Biyombo,75,89
365,4,9:19.0,,Shooting foul by W. Johnson (drawn by J. Valančiūnas),75,89
366,4,9:19.0,,J. Valančiūnas misses free throw 1 of 2,75,89
367,4,9:19.0,,Offensive rebound by Team,75,89
368,4,9:19.0,,J. Valančiūnas makes free throw 2 of 2,75,90
369,4,9:02.0,Turnover by A. Rivers (bad pass; steal by T. Ross),,75,90
370,4,8:48.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by C. Joseph),75,93
371,4,8:37.0,Personal foul by K. Lowry (drawn by J. Crawford),,75,93
372,4,8:37.0,Official timeout,,75,93
373,4,8:37.0,D. Jordan enters the game for A. Rivers,,75,93
374,4,8:37.0,J. Redick enters the game for C. Aldrich,,75,93
375,4,8:37.0,C. Paul enters the game for P. Prigioni,,75,93
376,4,8:21.0,C. Paul misses 2-pt jump shot from 17 ft,,75,93
377,4,8:20.0,,Defensive rebound by T. Ross,75,93
378,4,8:04.0,,J. Valančiūnas makes 2-pt hook shot from 6 ft,75,95
379,4,7:44.0,W. Johnson makes 3-pt jump shot from 22 ft (assist by J. Redick),,78,95
380,4,7:31.0,Violation by W. Johnson (kicked ball),,78,95
381,4,7:31.0,L. Stephenson enters the game for W. Johnson,,78,95
