,QUARTER,TIME_REMAINING,MIAMI_ACTION,HOUSTON_ACTION,MIAMI_SCORE,HOUSTON_SCORE
388,4,4:55.0,,P. Beverley enters the game for T. Lawson,90,104
389,4,4:55.0,J. Winslow makes free throw 2 of 2,,91,104
390,4,4:41.0,,M. Thornton makes 3-pt jump shot from 25 ft (assist by J. Harden),91,107
391,4,4:29.0,Turnover by J. Winslow (lost ball; steal by M. Thornton),,91,107
392,4,4:16.0,,J. Harden misses 2-pt jump shot from 17 ft,91,107
393,4,4:15.0,Defensive rebound by J. Winslow,,91,107
394,4,4:03.0,Personal foul by P. Beverley (drawn by D. Wade),,91,107
395,4,4:03.0,D. Wade misses free throw 1 of 2,,91,107
396,4,4:03.0,Offensive rebound by Team,,91,107
397,4,4:03.0,D. Wade makes free throw 2 of 2,,92,107
398,4,3:36.0,,J. Harden misses 2-pt jump shot from 21 ft,92,107
399,4,3:36.0,Defensive rebound by J. Winslow,,92,107
400,4,3:30.0,Personal block foul by M. Thornton (drawn by L. Deng),,92,107
401,4,3:30.0,L. Deng makes free throw 1 of 2,,93,107
402,4,3:30.0,L. Deng misses free throw 2 of 2,,93,107
403,4,3:30.0,,Defensive rebound by J. Harden,93,107
404,4,3:18.0,,J. Harden makes 3-pt jump shot from 25 ft (assist by T. Ariza),93,110
405,4,3:16.0,Miami full timeout,,93,110
406,4,3:16.0,U. Haslem enters the game for L. Deng,,93,110
407,4,3:16.0,J. Stokes enters the game for C. Bosh,,93,110
408,4,3:16.0,J. Richardson enters the game for D. Wade,,93,110
409,4,3:16.0,B. Udrih enters the game for J. Winslow,,93,110
410,4,3:07.0,Turnover by G. Green (bad pass; steal by T. Ariza),,93,110
411,4,3:07.0,,Personal foul by U. Haslem (drawn by T. Ariza),93,110
412,4,3:07.0,,K. McDaniels enters the game for T. Ariza,93,110
413,4,3:07.0,,C. Brewer enters the game for J. Harden,93,110
414,4,2:58.0,,T. Jones misses 2-pt layup from 3 ft,93,110
415,4,2:57.0,Defensive rebound by U. Haslem,,93,110
416,4,2:47.0,G. Green makes 2-pt jump shot from 19 ft (assist by B. Udrih),,95,110
417,4,2:21.0,,M. Thornton misses 3-pt jump shot from 25 ft,95,110
418,4,2:20.0,Defensive rebound by B. Udrih,,95,110
419,4,2:06.0,Personal block foul by C. Brewer (drawn by G. Green),,95,110
420,4,2:06.0,G. Green makes free throw 1 of 2,,96,110
421,4,2:06.0,G. Green makes free throw 2 of 2,,97,110
422,4,1:54.0,,P. Beverley misses 3-pt jump shot from 25 ft,97,110
423,4,1:53.0,Defensive rebound by G. Green,,97,110
424,4,1:43.0,B. Udrih makes 2-pt jump shot from 13 ft (assist by G. Green),,99,110
425,4,1:25.0,,Shooting foul by U. Haslem (drawn by K. McDaniels),99,110
426,4,1:25.0,,K. McDaniels makes free throw 1 of 2,99,111
427,4,1:25.0,,K. McDaniels makes free throw 2 of 2,99,112
428,4,1:12.0,J. Richardson misses 3-pt jump shot from 24 ft,,99,112
429,4,1:11.0,,Defensive rebound by T. Jones,99,112
430,4,1:05.0,,P. Beverley makes 2-pt layup from 2 ft (assist by T. Jones),99,114
431,4,0:46.0,G. Green makes 3-pt jump shot from 24 ft (assist by J. Stokes),,102,114
432,4,0:35.0,,Shooting foul by J. Richardson (drawn by K. McDaniels),102,114
433,4,0:35.0,,K. McDaniels makes free throw 1 of 2,102,115
434,4,0:35.0,,K. McDaniels misses free throw 2 of 2,102,115
435,4,0:33.0,,Offensive rebound by Team,102,115
436,4,0:20.0,,K. McDaniels misses 2-pt layup from 2 ft,102,115
437,4,0:20.0,Defensive rebound by J. Richardson,,102,115
438,4,0:04.0,U. Haslem misses 3-pt jump shot from 24 ft,,102,115
439,4,0:03.0,,Defensive rebound by P. Beverley,102,115
