,QUARTER,TIME_REMAINING,TORONTO_ACTION,UTAH_ACTION,TORONTO_SCORE,UTAH_SCORE
159,2,3:12.0,,T. Burke enters the game for R. Hood,36,42
160,2,2:57.0,K. Lowry misses 2-pt jump shot from 22 ft,,36,42
161,2,2:56.0,,Defensive rebound by G. Hayward,36,42
162,2,2:45.0,,G. Hayward misses 2-pt jump shot from 16 ft,36,42
163,2,2:44.0,Defensive rebound by D. DeRozan,,36,42
164,2,2:30.0,L. Scola makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,39,42
165,2,2:12.0,,Turnover by A. Burks (bad pass; steal by D. Carroll),39,42
166,2,2:02.0,Personal foul by T. Burke (drawn by L. Scola),,39,42
167,2,2:02.0,,R. Hood enters the game for T. Burke,39,42
168,2,1:52.0,L. Scola misses 2-pt hook shot from 7 ft,,39,42
169,2,1:50.0,,Defensive rebound by R. Hood,39,42
170,2,1:45.0,,Turnover by A. Burks (traveling),39,42
171,2,1:24.0,D. DeRozan misses 2-pt jump shot from 17 ft,,39,42
172,2,1:23.0,Offensive rebound by L. Scola,,39,42
173,2,1:14.0,K. Lowry misses 2-pt jump shot from 3 ft,,39,42
174,2,1:14.0,Offensive rebound by J. Valančiūnas,,39,42
175,2,1:09.0,J. Valančiūnas makes 2-pt layup from 1 ft,,41,42
176,2,0:53.0,,A. Burks misses 3-pt jump shot from 25 ft,41,42
177,2,0:52.0,Defensive rebound by J. Valančiūnas,,41,42
178,2,0:46.0,L. Scola makes 2-pt layup from 2 ft (assist by K. Lowry),,43,42
179,2,0:32.0,,Utah full timeout,43,42
180,2,0:32.0,,D. Favors enters the game for T. Booker,43,42
181,2,0:32.0,C. Joseph enters the game for D. DeRozan,,43,42
182,2,0:27.0,,G. Hayward misses 3-pt jump shot from 24 ft,43,42
183,2,0:26.0,Defensive rebound by L. Scola,,43,42
184,2,0:07.0,Personal foul by A. Burks (drawn by K. Lowry),,43,42
185,2,0:07.0,D. DeRozan enters the game for J. Valančiūnas,,43,42
186,2,0:02.0,K. Lowry makes 2-pt layup from 1 ft,,45,42
187,2,0:01.0,,A. Burks misses 3-pt jump shot from 45 ft,45,42
188,2,0:00.0,,Offensive rebound by Team,45,42
189,3,11:43.0,J. Valančiūnas makes 2-pt hook shot from 3 ft (assist by D. DeRozan),,47,42
190,3,11:21.0,,D. Favors makes 2-pt jump shot from 8 ft,47,44
191,3,11:04.0,Turnover by J. Valančiūnas (3 sec),,47,44
192,3,10:45.0,,D. Favors misses 2-pt jump shot from 18 ft,47,44
193,3,10:44.0,Defensive rebound by J. Valančiūnas,,47,44
194,3,10:33.0,D. Carroll misses 3-pt jump shot from 24 ft,,47,44
195,3,10:32.0,,Defensive rebound by D. Favors,47,44
196,3,10:22.0,,Shooting foul by D. Carroll (drawn by R. Gobert),47,44
197,3,10:22.0,,R. Gobert makes free throw 1 of 2,47,45
198,3,10:22.0,,R. Gobert misses free throw 2 of 2,47,45
199,3,10:22.0,Defensive rebound by J. Valančiūnas,,47,45
200,3,10:03.0,K. Lowry misses 2-pt jump shot from 12 ft,,47,45
201,3,10:02.0,,Defensive rebound by R. Hood,47,45
202,3,9:52.0,,R. Neto misses 2-pt jump shot from 8 ft,47,45
203,3,9:52.0,,Offensive rebound by Team,47,45
204,3,9:52.0,,Turnover by R. Neto (traveling),47,45
205,3,9:39.0,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),,49,45
206,3,9:39.0,Shooting foul by R. Hood (drawn by J. Valančiūnas),,49,45
207,3,9:39.0,J. Valančiūnas makes free throw 1 of 1,,50,45
208,3,9:23.0,,Turnover by R. Hood (bad pass; steal by K. Lowry),50,45
209,3,9:17.0,D. Carroll misses 3-pt jump shot from 24 ft,,50,45
210,3,9:16.0,,Defensive rebound by D. Favors,50,45
211,3,9:04.0,,Shooting foul by L. Scola (drawn by D. Favors),50,45
212,3,9:04.0,,D. Favors misses free throw 1 of 2,50,45
213,3,9:04.0,,Offensive rebound by Team,50,45
214,3,9:04.0,,D. Favors makes free throw 2 of 2,50,46
215,3,8:41.0,L. Scola makes 2-pt jump shot from 12 ft,,52,46
216,3,8:29.0,,Personal foul by D. Carroll (drawn by G. Hayward),52,46
217,3,8:20.0,,Shooting foul by D. DeRozan (drawn by R. Hood),52,46
218,3,8:20.0,,R. Hood makes free throw 1 of 2,52,47
219,3,8:20.0,,R. Hood makes free throw 2 of 2,52,48
220,3,7:56.0,D. DeRozan misses 3-pt jump shot from 23 ft,,52,48
221,3,7:55.0,,Defensive rebound by D. Favors,52,48
222,3,7:36.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by D. Favors),52,51
223,3,7:10.0,K. Lowry makes 2-pt jump shot from 4 ft,,54,51
224,3,6:49.0,,D. Favors misses 2-pt jump shot from 15 ft,54,51
225,3,6:49.0,Defensive rebound by D. Carroll,,54,51
226,3,6:26.0,D. Carroll misses 3-pt jump shot from 24 ft,,54,51
227,3,6:25.0,,Defensive rebound by G. Hayward,54,51
228,3,6:08.0,,D. Favors makes 2-pt dunk at rim,54,53
229,3,5:50.0,Personal foul by G. Hayward (drawn by D. DeRozan),,54,53
230,3,5:50.0,,Utah full timeout,54,53
231,3,5:50.0,C. Joseph enters the game for D. DeRozan,,54,53
232,3,5:50.0,,T. Burke enters the game for R. Neto,54,53
233,3,5:50.0,,A. Burks enters the game for R. Hood,54,53
234,3,5:42.0,Shooting foul by T. Burke (drawn by K. Lowry),,54,53
235,3,5:42.0,K. Lowry makes free throw 1 of 2,,55,53
236,3,5:42.0,K. Lowry makes free throw 2 of 2,,56,53
237,3,5:19.0,,G. Hayward misses 2-pt jump shot from 15 ft (block by D. Carroll),56,53
238,3,5:18.0,Defensive rebound by J. Valančiūnas,,56,53
239,3,5:16.0,Turnover by K. Lowry (bad pass),,56,53
240,3,5:03.0,Offensive charge foul by R. Gobert (drawn by K. Lowry),,56,53
241,3,5:03.0,,Turnover by R. Gobert (offensive foul),56,53
242,3,4:42.0,C. Joseph misses 2-pt jump shot from 5 ft,,56,53
243,3,4:42.0,Offensive rebound by C. Joseph,,56,53
244,3,4:37.0,D. Carroll misses 2-pt jump shot from 22 ft,,56,53
245,3,4:36.0,Offensive rebound by J. Valančiūnas,,56,53
246,3,4:32.0,J. Valančiūnas misses 2-pt jump shot from 1 ft,,56,53
247,3,4:30.0,,Defensive rebound by G. Hayward,56,53
248,3,4:09.0,,T. Burke misses 2-pt jump shot from 18 ft,56,53
249,3,4:08.0,,Offensive rebound by D. Favors,56,53
250,3,4:08.0,,Personal foul by L. Scola (drawn by D. Favors),56,53
251,3,4:08.0,,D. Favors makes free throw 1 of 2,56,54
252,3,4:08.0,P. Patterson enters the game for L. Scola,,56,54
253,3,4:08.0,,T. Booker enters the game for R. Gobert,56,54
254,3,4:08.0,B. Biyombo enters the game for J. Valančiūnas,,56,54
255,3,4:08.0,,D. Favors misses free throw 2 of 2,56,54
256,3,4:07.0,Defensive rebound by P. Patterson,,56,54
257,3,3:45.0,D. Carroll misses 2-pt jump shot from 22 ft,,56,54
258,3,3:44.0,,Defensive rebound by G. Hayward,56,54
259,3,3:38.0,,G. Hayward misses 2-pt jump shot from 6 ft,56,54
260,3,3:37.0,,Offensive rebound by G. Hayward,56,54
261,3,3:35.0,,G. Hayward misses 2-pt jump shot from 1 ft,56,54
262,3,3:34.0,Defensive rebound by P. Patterson,,56,54
263,3,3:20.0,Turnover by K. Lowry (bad pass; steal by T. Burke),,56,54
264,3,3:16.0,,Shooting foul by K. Lowry (drawn by T. Burke),56,54
265,3,3:16.0,,T. Burke makes free throw 1 of 2,56,55
266,3,3:16.0,,J. Ingles enters the game for G. Hayward,56,55
267,3,3:16.0,Toronto full timeout,,56,55
268,3,3:16.0,J. Johnson enters the game for D. Carroll,,56,55
269,3,3:16.0,,T. Burke misses free throw 2 of 2,56,55
270,3,3:16.0,Defensive rebound by P. Patterson,,56,55
271,3,3:01.0,Shooting foul by A. Burks (drawn by K. Lowry),,56,55
272,3,3:01.0,K. Lowry makes free throw 1 of 2,,57,55
273,3,3:01.0,,J. Withey enters the game for D. Favors,57,55
274,3,3:01.0,K. Lowry makes free throw 2 of 2,,58,55
275,3,2:41.0,,J. Ingles misses 2-pt jump shot from 5 ft,58,55
276,3,2:40.0,Defensive rebound by P. Patterson,,58,55
277,3,2:30.0,K. Lowry makes 2-pt layup from 1 ft,,60,55
278,3,2:30.0,Shooting foul by J. Withey (drawn by K. Lowry),,60,55
279,3,2:30.0,K. Lowry makes free throw 1 of 1,,61,55
280,3,2:04.0,,T. Booker misses 3-pt jump shot from 24 ft,61,55
281,3,2:04.0,,Offensive rebound by Team,61,55
282,3,2:04.0,,Turnover by Team (shot clock),61,55
283,3,1:49.0,Shooting foul by T. Burke (drawn by B. Biyombo),,61,55
284,3,1:49.0,B. Biyombo misses free throw 1 of 2,,61,55
285,3,1:49.0,Offensive rebound by Team,,61,55
286,3,1:49.0,,C. Johnson enters the game for T. Burke,61,55
287,3,1:49.0,B. Biyombo makes free throw 2 of 2,,62,55
288,3,1:29.0,,A. Burks misses 3-pt jump shot from 24 ft,62,55
289,3,1:28.0,Defensive rebound by J. Johnson,,62,55
290,3,1:13.0,Turnover by C. Joseph (lost ball; steal by A. Burks),,62,55
291,3,1:06.0,,J. Ingles misses 3-pt jump shot from 24 ft,62,55
292,3,1:05.0,,Offensive rebound by T. Booker,62,55
293,3,1:01.0,,T. Booker misses 2-pt layup from 2 ft,62,55
294,3,1:00.0,Defensive rebound by B. Biyombo,,62,55
295,3,1:00.0,Turnover by B. Biyombo (bad pass),,62,55
296,3,0:50.0,,A. Burks misses 2-pt jump shot from 15 ft,62,55
297,3,0:50.0,Defensive rebound by K. Lowry,,62,55
298,3,0:40.0,K. Lowry misses 3-pt jump shot from 24 ft,,62,55
299,3,0:39.0,,Defensive rebound by J. Ingles,62,55
300,3,0:34.0,Violation by B. Biyombo (def goaltending),,62,55
301,3,0:34.0,,A. Burks makes 2-pt jump shot from 3 ft,62,57
302,3,0:27.0,P. Patterson misses 3-pt jump shot from 24 ft,,62,57
303,3,0:26.0,,Defensive rebound by J. Ingles,62,57
304,3,0:06.0,,A. Burks makes 2-pt jump shot from 11 ft,62,59
305,3,0:04.0,Turnover by P. Patterson (bad pass; steal by J. Ingles),,62,59
306,3,0:02.0,,Turnover by J. Ingles (bad pass; steal by K. Lowry),62,59
307,3,0:00.0,K. Lowry makes 2-pt jump shot from 20 ft,,64,59
308,4,11:41.0,,A. Burks makes 3-pt jump shot from 24 ft,64,62
309,4,11:11.0,C. Joseph misses 2-pt jump shot from 10 ft,,64,62
310,4,11:11.0,,Defensive rebound by T. Booker,64,62
311,4,11:00.0,,T. Booker misses 2-pt jump shot from 4 ft,64,62
312,4,10:59.0,Defensive rebound by D. DeRozan,,64,62
313,4,10:44.0,Shooting foul by C. Johnson (drawn by C. Joseph),,64,62
314,4,10:44.0,C. Joseph makes free throw 1 of 2,,65,62
315,4,10:44.0,C. Joseph makes free throw 2 of 2,,66,62
316,4,10:44.0,,Offensive foul by R. Hood (drawn by P. Patterson),66,62
317,4,10:44.0,,Turnover by R. Hood (offensive foul),66,62
318,4,10:33.0,B. Biyombo makes 2-pt layup from 1 ft (assist by J. Johnson),,68,62
319,4,10:08.0,,R. Hood misses 2-pt jump shot from 9 ft,68,62
320,4,10:07.0,,Offensive rebound by R. Hood,68,62
321,4,9:51.0,,Shooting foul by J. Johnson (drawn by A. Burks),68,62
322,4,9:51.0,,A. Burks makes free throw 1 of 2,68,63
323,4,9:51.0,,G. Hayward enters the game for T. Booker,68,63
324,4,9:51.0,,A. Burks makes free throw 2 of 2,68,64
325,4,9:34.0,D. DeRozan misses 2-pt jump shot from 19 ft,,68,64
326,4,9:32.0,Offensive rebound by C. Joseph,,68,64
327,4,9:26.0,D. DeRozan makes 2-pt layup from 1 ft,,70,64
328,4,9:12.0,,G. Hayward makes 2-pt layup from 1 ft,70,66
329,4,9:12.0,,Shooting foul by B. Biyombo (drawn by G. Hayward),70,66
330,4,9:12.0,D. Carroll enters the game for B. Biyombo,,70,66
331,4,9:12.0,J. Valančiūnas enters the game for P. Patterson,,70,66
332,4,9:12.0,,T. Burke enters the game for C. Johnson,70,66
333,4,9:12.0,,G. Hayward makes free throw 1 of 1,70,67
334,4,8:51.0,D. DeRozan makes 2-pt jump shot from 6 ft,,72,67
335,4,8:42.0,,T. Burke misses 3-pt jump shot from 25 ft,72,67
336,4,8:41.0,Defensive rebound by D. Carroll,,72,67
337,4,8:25.0,D. DeRozan misses 2-pt jump shot from 15 ft,,72,67
338,4,8:24.0,,Defensive rebound by R. Gobert,72,67
339,4,8:18.0,,A. Burks makes 2-pt layup from 2 ft,72,69
340,4,7:48.0,D. DeRozan makes 2-pt jump shot from 9 ft,,74,69
341,4,7:35.0,,R. Hood misses 3-pt jump shot from 22 ft (block by J. Johnson),74,69
342,4,7:35.0,,Offensive rebound by Team,74,69
343,4,7:35.0,Official timeout,,74,69
344,4,7:35.0,,D. Favors enters the game for A. Burks,74,69
345,4,7:35.0,K. Lowry enters the game for J. Johnson,,74,69
346,4,7:27.0,,Shooting foul by C. Joseph (drawn by R. Hood),74,69
347,4,7:27.0,,R. Hood makes free throw 1 of 2,74,70
348,4,7:27.0,L. Scola enters the game for C. Joseph,,74,70
349,4,7:27.0,,R. Hood makes free throw 2 of 2,74,71
350,4,7:07.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,77,71
351,4,6:43.0,,G. Hayward makes 3-pt jump shot from 23 ft (assist by T. Burke),77,74
352,4,6:26.0,Shooting foul by G. Hayward (drawn by D. DeRozan),,77,74
353,4,6:26.0,D. DeRozan makes free throw 1 of 2,,78,74
354,4,6:26.0,D. DeRozan makes free throw 2 of 2,,79,74
355,4,6:22.0,,Utah full timeout,79,74
356,4,6:15.0,,T. Burke makes 3-pt jump shot from 25 ft (assist by G. Hayward),79,77
357,4,5:57.0,L. Scola misses 2-pt jump shot from 18 ft,,79,77
358,4,5:56.0,,Defensive rebound by G. Hayward,79,77
359,4,5:36.0,,R. Hood makes 2-pt jump shot from 6 ft,79,79
360,4,5:15.0,D. DeRozan misses 2-pt jump shot from 17 ft,,79,79
361,4,5:14.0,,Defensive rebound by D. Favors,79,79
362,4,4:54.0,,G. Hayward makes 3-pt jump shot from 23 ft (assist by R. Gobert),79,82
363,4,4:35.0,D. DeRozan makes 2-pt layup from 1 ft,,81,82
364,4,4:25.0,,Offensive foul by G. Hayward (drawn by D. Carroll),81,82
365,4,4:25.0,,Turnover by G. Hayward (offensive foul),81,82
366,4,4:25.0,,A. Burks enters the game for T. Burke,81,82
367,4,4:16.0,D. DeRozan makes 2-pt dunk at rim,,83,82
368,4,4:00.0,,Personal foul by K. Lowry (drawn by R. Hood),83,82
369,4,3:51.0,,G. Hayward misses 3-pt jump shot from 23 ft,83,82
370,4,3:50.0,Defensive rebound by L. Scola,,83,82
371,4,3:46.0,Turnover by K. Lowry (lost ball; steal by R. Hood),,83,82
372,4,3:41.0,,Turnover by R. Hood (lost ball; steal by D. DeRozan),83,82
373,4,3:29.0,J. Valančiūnas misses 2-pt jump shot from 3 ft (block by G. Hayward),,83,82
374,4,3:29.0,,Defensive rebound by Team,83,82
375,4,3:17.0,,D. Favors makes 2-pt jump shot from 14 ft (assist by A. Burks),83,84
376,4,3:09.0,Toronto full timeout,,83,84
377,4,2:55.0,K. Lowry misses 2-pt jump shot from 3 ft,,83,84
378,4,2:54.0,,Defensive rebound by D. Favors,83,84
379,4,2:31.0,,A. Burks misses 2-pt jump shot from 9 ft,83,84
380,4,2:30.0,Defensive rebound by D. Carroll,,83,84
381,4,2:06.0,K. Lowry misses 3-pt jump shot from 24 ft,,83,84
382,4,2:03.0,,Defensive rebound by A. Burks,83,84
383,4,1:43.0,,G. Hayward misses 2-pt jump shot from 9 ft,83,84
384,4,1:42.0,Defensive rebound by D. Carroll,,83,84
385,4,1:21.0,D. DeRozan misses 2-pt jump shot from 6 ft,,83,84
386,4,1:21.0,Offensive rebound by J. Valančiūnas,,83,84
387,4,1:21.0,J. Valančiūnas makes 2-pt layup from 1 ft,,85,84
388,4,1:21.0,,Utah full timeout,85,84
