,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,PHOENIX_ACTION,PHILADELPHIA_SCORE,PHOENIX_SCORE
27,1,7:46.0,,J. Leuer makes 2-pt jump shot from 13 ft (assist by P. Tucker),7,6
28,1,7:35.0,N. Noel makes 2-pt jump shot from 16 ft (assist by I. Smith),,9,6
29,1,7:27.0,Offensive charge foul by E. Bledsoe (drawn by I. Smith),,9,6
30,1,7:27.0,,Turnover by E. Bledsoe (offensive foul),9,6
31,1,7:27.0,Philadelphia full timeout,,9,6
32,1,7:09.0,I. Smith misses 2-pt jump shot from 12 ft,,9,6
33,1,7:07.0,Offensive rebound by Team,,9,6
34,1,6:53.0,N. Noel misses 2-pt jump shot from 17 ft,,9,6
35,1,6:52.0,,Defensive rebound by E. Bledsoe,9,6
36,1,6:46.0,,J. Leuer misses 3-pt jump shot from 25 ft,9,6
37,1,6:41.0,Defensive rebound by N. Noel,,9,6
38,1,6:34.0,R. Covington misses 2-pt jump shot from 12 ft,,9,6
39,1,6:31.0,Offensive rebound by R. Covington,,9,6
40,1,6:17.0,I. Smith makes 2-pt jump shot from 4 ft,,11,6
41,1,6:03.0,,E. Bledsoe misses 3-pt jump shot from 23 ft,11,6
42,1,6:01.0,Defensive rebound by J. Grant,,11,6
43,1,5:51.0,Turnover by R. Covington (lost ball; steal by P. Tucker),,11,6
44,1,5:45.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by B. Knight),11,8
45,1,5:34.0,Personal foul by A. Len (drawn by N. Noel),,11,8
46,1,5:34.0,,R. Price enters the game for B. Knight,11,8
47,1,5:34.0,C. Landry enters the game for R. Covington,,11,8
48,1,5:34.0,H. Thompson enters the game for J. Grant,,11,8
49,1,5:22.0,C. Landry makes 2-pt jump shot from 17 ft (assist by H. Thompson),,13,8
50,1,5:06.0,,Turnover by E. Bledsoe (bad pass; steal by I. Canaan),13,8
51,1,4:59.0,I. Canaan misses 3-pt jump shot from 26 ft,,13,8
52,1,4:57.0,,Defensive rebound by E. Bledsoe,13,8
53,1,4:54.0,,E. Bledsoe misses 2-pt jump shot from 16 ft,13,8
54,1,4:50.0,Defensive rebound by H. Thompson,,13,8
55,1,4:47.0,Shooting foul by E. Bledsoe (drawn by I. Canaan),,13,8
56,1,4:47.0,I. Canaan makes free throw 1 of 2,,14,8
57,1,4:47.0,,B. Knight enters the game for E. Bledsoe,14,8
58,1,4:47.0,K. Marshall enters the game for I. Smith,,14,8
59,1,4:47.0,,M. Teletović enters the game for J. Leuer,14,8
60,1,4:47.0,I. Canaan makes free throw 2 of 2,,15,8
61,1,4:35.0,,B. Knight misses 2-pt jump shot from 7 ft,15,8
62,1,4:32.0,Defensive rebound by H. Thompson,,15,8
63,1,4:25.0,I. Canaan makes 2-pt layup at rim,,17,8
64,1,4:11.0,J. Grant enters the game for N. Noel,,17,8
65,1,4:11.0,J. Sampson enters the game for I. Canaan,,17,8
66,1,4:11.0,,T. Chandler enters the game for A. Len,17,8
67,1,4:11.0,,Inbound foul by J. Grant,17,8
68,1,4:11.0,,M. Teletović misses free throw 1 of 2,17,8
69,1,4:11.0,,Offensive rebound by Team,17,8
70,1,4:11.0,,M. Teletović misses free throw 2 of 2,17,8
71,1,4:11.0,Defensive rebound by J. Grant,,17,8
72,1,3:58.0,Shooting foul by R. Price (drawn by K. Marshall),,17,8
73,1,3:58.0,K. Marshall makes free throw 1 of 2,,18,8
74,1,3:58.0,K. Marshall makes free throw 2 of 2,,19,8
75,1,3:43.0,,Personal foul by J. Sampson (drawn by M. Teletović),19,8
76,1,3:37.0,,R. Price misses 3-pt jump shot from 24 ft,19,8
77,1,3:37.0,,Offensive rebound by Team,19,8
78,1,3:37.0,Loose ball foul by C. Landry (drawn by T. Chandler),,19,8
79,1,3:37.0,,Phoenix full timeout,19,8
80,1,3:27.0,,M. Teletović misses 3-pt jump shot from 26 ft,19,8
81,1,3:25.0,Defensive rebound by J. Sampson,,19,8
82,1,3:21.0,H. Thompson makes 3-pt jump shot from 24 ft (assist by J. Sampson),,22,8
83,1,3:03.0,,Shooting foul by J. Sampson (drawn by T. Chandler),22,8
84,1,3:03.0,,T. Chandler makes free throw 1 of 2,22,9
85,1,3:03.0,,T. Warren enters the game for P. Tucker,22,9
86,1,3:03.0,,T. Chandler makes free throw 2 of 2,22,10
87,1,2:52.0,Shooting foul by M. Teletović (drawn by J. Sampson),,22,10
88,1,2:52.0,J. Sampson makes free throw 1 of 2,,23,10
89,1,2:52.0,J. Sampson makes free throw 2 of 2,,24,10
90,1,2:45.0,,Turnover by B. Knight (lost ball; steal by C. Landry),24,10
91,1,2:45.0,Personal foul by B. Knight (drawn by C. Landry),,24,10
92,1,2:45.0,C. Landry makes free throw 1 of 2,,25,10
93,1,2:45.0,C. Landry makes free throw 2 of 2,,26,10
94,1,2:36.0,,Personal block foul by J. Grant (drawn by M. Teletović),26,10
95,1,2:36.0,,M. Teletović makes free throw 1 of 2,26,11
96,1,2:36.0,R. Holmes enters the game for J. Grant,,26,11
97,1,2:36.0,,M. Teletović makes free throw 2 of 2,26,12
98,1,2:29.0,Personal foul by T. Chandler (drawn by J. Sampson),,26,12
99,1,2:29.0,J. Sampson makes free throw 1 of 2,,27,12
100,1,2:29.0,J. Sampson misses free throw 2 of 2,,27,12
101,1,2:28.0,,Defensive rebound by T. Chandler,27,12
102,1,2:18.0,,B. Knight misses 2-pt layup from 2 ft,27,12
103,1,2:17.0,,Offensive rebound by T. Chandler,27,12
104,1,2:17.0,,T. Chandler misses 2-pt layup from 1 ft,27,12
105,1,2:17.0,,Offensive rebound by T. Chandler,27,12
106,1,2:17.0,,T. Chandler makes 2-pt layup from 1 ft,27,14
107,1,2:17.0,,Shooting foul by J. Sampson (drawn by T. Chandler),27,14
108,1,2:17.0,,T. Chandler makes free throw 1 of 1,27,15
109,1,1:55.0,C. Landry misses 2-pt jump shot from 13 ft,,27,15
110,1,1:54.0,,Defensive rebound by T. Chandler,27,15
111,1,1:45.0,N. Stauskas enters the game for J. Sampson,,27,15
112,1,1:43.0,,M. Teletović misses 3-pt jump shot from 25 ft,27,15
113,1,1:41.0,Defensive rebound by C. Landry,,27,15
114,1,1:31.0,K. Marshall misses 2-pt jump shot from 9 ft,,27,15
115,1,1:29.0,,Defensive rebound by T. Chandler,27,15
116,1,1:23.0,,Turnover by M. Teletović (step out of bounds),27,15
117,1,1:16.0,Offensive foul by K. Marshall (drawn by R. Price),,27,15
118,1,1:16.0,Turnover by K. Marshall (offensive foul),,27,15
119,1,1:06.0,,T. Warren misses 2-pt jump shot from 17 ft,27,15
120,1,1:04.0,Defensive rebound by R. Holmes,,27,15
121,1,0:57.0,K. Marshall misses 2-pt jump shot from 5 ft,,27,15
122,1,0:54.0,Offensive rebound by C. Landry,,27,15
123,1,0:54.0,C. Landry makes 2-pt layup from 2 ft,,29,15
124,1,0:38.0,,M. Teletović misses 2-pt jump shot from 8 ft (block by N. Stauskas),29,15
125,1,0:36.0,Defensive rebound by N. Stauskas,,29,15
126,1,0:29.0,R. Holmes misses 2-pt jump shot from 14 ft,,29,15
127,1,0:27.0,,Defensive rebound by T. Chandler,29,15
128,1,0:02.0,,Turnover by Team (shot clock),29,15
129,1,0:00.0,K. Marshall misses 3-pt jump shot from 53 ft,,29,15
130,1,0:00.0,Offensive rebound by Team,,29,15
131,2,11:47.0,Turnover by R. Holmes (lost ball; steal by B. Knight),,29,15
132,2,11:45.0,,B. Knight makes 2-pt layup at rim,29,17
133,2,11:27.0,R. Holmes makes 2-pt layup from 1 ft (assist by N. Stauskas),,31,17
134,2,11:11.0,,S. Weems misses 2-pt jump shot from 4 ft (block by R. Holmes),31,17
135,2,11:11.0,,Offensive rebound by Team,31,17
136,2,11:08.0,,Personal foul by R. Holmes (drawn by J. Leuer),31,17
137,2,11:01.0,,S. Weems makes 3-pt jump shot from 22 ft (assist by M. Teletović),31,20
138,2,11:00.0,Philadelphia full timeout,,31,20
139,2,10:42.0,R. Covington misses 2-pt jump shot from 15 ft,,31,20
140,2,10:40.0,,Defensive rebound by M. Teletović,31,20
141,2,10:24.0,,T. Warren makes 3-pt jump shot from 24 ft (assist by S. Weems),31,23
142,2,10:04.0,R. Holmes makes 2-pt dunk at rim (assist by R. Covington),,33,23
143,2,9:59.0,I. Smith enters the game for T. McConnell,,33,23
144,2,9:55.0,,B. Knight makes 2-pt jump shot from 17 ft,33,25
145,2,9:42.0,N. Stauskas makes 2-pt layup from 1 ft,,35,25
146,2,9:35.0,,Turnover by B. Knight (lost ball),35,25
147,2,9:22.0,I. Smith makes 2-pt jump shot from 11 ft,,37,25
148,2,9:09.0,,B. Knight misses 3-pt jump shot from 24 ft,37,25
149,2,9:07.0,Defensive rebound by H. Thompson,,37,25
150,2,8:55.0,Turnover by N. Stauskas (bad pass; steal by S. Weems),,37,25
151,2,8:40.0,,Turnover by M. Teletović (bad pass; steal by R. Covington),37,25
152,2,8:36.0,Personal foul by S. Weems (drawn by N. Stauskas),,37,25
153,2,8:36.0,,E. Bledsoe enters the game for M. Teletović,37,25
154,2,8:36.0,N. Noel enters the game for H. Thompson,,37,25
155,2,8:36.0,I. Canaan enters the game for R. Holmes,,37,25
156,2,8:24.0,Turnover by N. Noel (lost ball; steal by T. Warren),,37,25
157,2,8:15.0,,T. Warren misses 2-pt jump shot from 8 ft,37,25
158,2,8:13.0,Defensive rebound by N. Noel,,37,25
159,2,8:13.0,,Loose ball foul by T. Warren (drawn by N. Noel),37,25
160,2,7:58.0,Turnover by N. Noel (lost ball; steal by B. Knight),,37,25
161,2,7:45.0,,T. Warren misses 3-pt jump shot from 23 ft,37,25
162,2,7:43.0,Defensive rebound by N. Noel,,37,25
163,2,7:40.0,Personal foul by J. Leuer (drawn by I. Canaan),,37,25
164,2,7:40.0,,Phoenix full timeout,37,25
165,2,7:40.0,,D. Booker enters the game for E. Bledsoe,37,25
166,2,7:40.0,,P. Tucker enters the game for T. Warren,37,25
167,2,7:30.0,I. Canaan misses 3-pt jump shot from 23 ft,,37,25
168,2,7:28.0,,Defensive rebound by P. Tucker,37,25
169,2,7:14.0,,B. Knight misses 2-pt jump shot from 16 ft,37,25
170,2,7:12.0,Defensive rebound by N. Stauskas,,37,25
171,2,6:56.0,R. Covington misses 3-pt jump shot from 23 ft,,37,25
172,2,6:54.0,,Defensive rebound by P. Tucker,37,25
173,2,6:50.0,H. Thompson enters the game for R. Covington,,37,25
174,2,6:48.0,,D. Booker makes 2-pt layup from 3 ft (assist by S. Weems),37,27
175,2,6:30.0,N. Stauskas misses 3-pt jump shot from 23 ft,,37,27
176,2,6:27.0,,Defensive rebound by B. Knight,37,27
177,2,6:16.0,,J. Leuer makes 2-pt jump shot from 12 ft (assist by B. Knight),37,29
178,2,6:07.0,Def 3 sec tech foul by J. Leuer,,37,29
179,2,6:07.0,I. Canaan makes technical free throw,,38,29
180,2,5:56.0,I. Smith misses 2-pt jump shot from 18 ft,,38,29
181,2,5:54.0,,Defensive rebound by J. Leuer,38,29
182,2,5:48.0,,S. Weems misses 2-pt layup from 2 ft (block by N. Noel),38,29
183,2,5:46.0,Defensive rebound by I. Smith,,38,29
184,2,5:28.0,I. Canaan misses 2-pt layup at rim,,38,29
185,2,5:26.0,Offensive rebound by N. Noel,,38,29
186,2,5:26.0,N. Noel makes 2-pt dunk at rim,,40,29
187,2,5:13.0,,J. Leuer misses 2-pt jump shot from 8 ft (block by I. Smith),40,29
188,2,5:10.0,,Offensive rebound by D. Booker,40,29
189,2,5:09.0,,D. Booker makes 3-pt jump shot from 24 ft,40,32
190,2,4:59.0,Turnover by I. Canaan (bad pass),,40,32
191,2,4:53.0,,D. Booker makes 3-pt jump shot from 22 ft (assist by B. Knight),40,35
192,2,4:31.0,H. Thompson misses 3-pt jump shot from 22 ft,,40,35
193,2,4:30.0,,Defensive rebound by J. Leuer,40,35
194,2,4:24.0,,Shooting foul by N. Noel (drawn by D. Booker),40,35
195,2,4:24.0,,D. Booker misses free throw 1 of 2,40,35
196,2,4:24.0,,Offensive rebound by Team,40,35
197,2,4:24.0,,D. Booker makes free throw 2 of 2,40,36
198,2,4:15.0,I. Canaan misses 3-pt jump shot from 24 ft,,40,36
199,2,4:15.0,,Defensive rebound by Team,40,36
200,2,3:55.0,,Turnover by J. Leuer (bad pass; steal by N. Stauskas),40,36
201,2,3:45.0,I. Canaan makes 3-pt jump shot from 23 ft (assist by N. Stauskas),,43,36
202,2,3:20.0,,P. Tucker misses 2-pt jump shot from 7 ft,43,36
203,2,3:18.0,Defensive rebound by I. Smith,,43,36
204,2,3:12.0,Personal foul by D. Booker (drawn by I. Canaan),,43,36
205,2,3:12.0,C. Landry enters the game for N. Stauskas,,43,36
206,2,3:12.0,,A. Len enters the game for J. Leuer,43,36
207,2,3:03.0,Shooting foul by D. Booker (drawn by N. Noel),,43,36
208,2,3:03.0,N. Noel misses free throw 1 of 2,,43,36
209,2,3:03.0,Offensive rebound by Team,,43,36
210,2,3:03.0,N. Noel makes free throw 2 of 2,,44,36
211,2,2:51.0,,D. Booker misses 2-pt jump shot from 8 ft,44,36
212,2,2:49.0,,Offensive rebound by A. Len,44,36
213,2,2:48.0,,A. Len makes 2-pt layup from 2 ft,44,38
214,2,2:25.0,Turnover by C. Landry (3 sec),,44,38
215,2,2:25.0,Official timeout,,44,38
216,2,2:25.0,,R. Price enters the game for B. Knight,44,38
217,2,2:08.0,,A. Len makes 2-pt jump shot from 3 ft,44,40
218,2,2:00.0,,Technical foul by Team,44,40
219,2,2:00.0,I. Canaan makes technical free throw,,45,40
220,2,1:43.0,I. Canaan makes 2-pt jump shot from 6 ft,,47,40
221,2,1:25.0,,Shooting foul by I. Canaan (drawn by D. Booker),47,40
222,2,1:25.0,,D. Booker makes free throw 1 of 2,47,41
223,2,1:25.0,,D. Booker makes free throw 2 of 2,47,42
224,2,1:15.0,I. Canaan misses 3-pt jump shot from 23 ft,,47,42
225,2,1:13.0,,Defensive rebound by A. Len,47,42
226,2,1:00.0,,R. Price misses 2-pt jump shot from 17 ft,47,42
227,2,0:58.0,Defensive rebound by I. Canaan,,47,42
228,2,0:53.0,Philadelphia full timeout,,47,42
229,2,0:38.0,I. Smith makes 3-pt jump shot from 24 ft,,50,42
230,2,0:38.0,Shooting foul by R. Price (drawn by I. Smith),,50,42
231,2,0:38.0,I. Smith makes free throw 1 of 1,,51,42
232,2,0:31.0,,D. Booker misses 2-pt jump shot from 15 ft,51,42
233,2,0:29.0,,Offensive rebound by A. Len,51,42
234,2,0:17.0,,R. Price makes 3-pt jump shot from 24 ft,51,45
235,2,0:02.0,I. Smith misses 2-pt layup from 1 ft,,51,45
236,2,0:00.0,Offensive rebound by C. Landry,,51,45
237,2,0:00.0,C. Landry misses 2-pt jump shot from 19 ft,,51,45
238,2,0:00.0,Offensive rebound by Team,,51,45
239,3,11:44.0,I. Canaan makes 3-pt jump shot from 23 ft (assist by J. Grant),,54,45
240,3,11:27.0,,J. Leuer misses 2-pt jump shot from 15 ft,54,45
241,3,11:26.0,,Offensive rebound by A. Len,54,45
242,3,11:20.0,,B. Knight makes 2-pt jump shot from 16 ft,54,47
243,3,11:17.0,Turnover by N. Noel (bad pass; steal by B. Knight),,54,47
244,3,11:17.0,,Shooting foul by N. Noel (drawn by B. Knight),54,47
245,3,11:17.0,,B. Knight makes 2-pt layup at rim,54,49
246,3,11:17.0,,B. Knight makes free throw 1 of 1,54,50
247,3,10:59.0,H. Thompson misses 3-pt jump shot from 23 ft,,54,50
248,3,10:57.0,,Defensive rebound by A. Len,54,50
249,3,10:54.0,,Shooting block foul by J. Grant (drawn by P. Tucker),54,50
250,3,10:54.0,,P. Tucker makes free throw 1 of 2,54,51
251,3,10:54.0,C. Landry enters the game for J. Grant,,54,51
252,3,10:54.0,,P. Tucker makes free throw 2 of 2,54,52
253,3,10:39.0,C. Landry makes 2-pt jump shot from 15 ft (assist by I. Smith),,56,52
254,3,10:22.0,,P. Tucker misses 2-pt jump shot from 4 ft,56,52
255,3,10:20.0,,Offensive rebound by J. Leuer,56,52
256,3,10:20.0,,J. Leuer makes 2-pt layup at rim,56,54
257,3,10:02.0,C. Landry makes 2-pt jump shot from 20 ft (assist by I. Canaan),,58,54
258,3,9:55.0,,B. Knight misses 2-pt jump shot from 20 ft,58,54
259,3,9:54.0,Defensive rebound by I. Canaan,,58,54
260,3,9:35.0,Turnover by I. Smith (lost ball),,58,54
261,3,9:27.0,,Turnover by B. Knight (bad pass; steal by N. Noel),58,54
262,3,9:16.0,I. Smith misses 2-pt jump shot from 4 ft (block by A. Len),,58,54
263,3,9:16.0,Offensive rebound by Team,,58,54
264,3,9:16.0,Offensive foul by C. Landry (drawn by D. Booker),,58,54
265,3,9:16.0,Turnover by C. Landry (offensive foul),,58,54
266,3,9:03.0,,D. Booker misses 2-pt jump shot from 5 ft (block by N. Noel),58,54
267,3,9:03.0,,Offensive rebound by Team,58,54
268,3,8:59.0,,D. Booker makes 2-pt layup from 1 ft (assist by A. Len),58,56
269,3,8:59.0,,Shooting foul by H. Thompson (drawn by D. Booker),58,56
270,3,8:59.0,,D. Booker misses free throw 1 of 1,58,56
271,3,8:57.0,Defensive rebound by C. Landry,,58,56
272,3,8:35.0,Turnover by Team (shot clock),,58,56
273,3,8:24.0,,Shooting foul by H. Thompson (drawn by A. Len),58,56
274,3,8:24.0,,A. Len makes free throw 1 of 2,58,57
275,3,8:24.0,,A. Len makes free throw 2 of 2,58,58
276,3,8:14.0,I. Smith misses 2-pt jump shot from 15 ft,,58,58
277,3,8:13.0,,Defensive rebound by J. Leuer,58,58
278,3,8:00.0,,B. Knight makes 2-pt jump shot from 21 ft,58,60
279,3,7:42.0,I. Canaan makes 3-pt jump shot from 25 ft,,61,60
280,3,7:30.0,,B. Knight misses 2-pt jump shot from 14 ft,61,60
281,3,7:28.0,Defensive rebound by H. Thompson,,61,60
282,3,7:19.0,Turnover by I. Smith (bad pass; steal by P. Tucker),,61,60
283,3,7:19.0,,Personal foul by C. Landry (drawn by B. Knight),61,60
284,3,7:19.0,,B. Knight makes free throw 1 of 2,61,61
285,3,7:19.0,,T. Chandler enters the game for J. Leuer,61,61
286,3,7:19.0,,M. Teletović enters the game for A. Len,61,61
287,3,7:19.0,R. Holmes enters the game for N. Noel,,61,61
288,3,7:19.0,R. Covington enters the game for C. Landry,,61,61
289,3,7:19.0,,B. Knight makes free throw 2 of 2,61,62
290,3,7:11.0,Personal block foul by B. Knight (drawn by I. Smith),,61,62
291,3,6:57.0,R. Covington misses 2-pt jump shot from 10 ft,,61,62
292,3,6:56.0,,Defensive rebound by P. Tucker,61,62
293,3,6:49.0,,T. Chandler makes 2-pt dunk at rim (assist by B. Knight),61,64
294,3,6:39.0,Personal foul by T. Chandler (drawn by I. Smith),,61,64
295,3,6:39.0,C. Landry enters the game for R. Holmes,,61,64
296,3,6:39.0,,R. Price enters the game for B. Knight,61,64
297,3,6:32.0,I. Smith misses 2-pt jump shot from 6 ft,,61,64
298,3,6:31.0,,Defensive rebound by P. Tucker,61,64
299,3,6:25.0,,D. Booker misses 2-pt jump shot from 6 ft (block by H. Thompson),61,64
300,3,6:25.0,Defensive rebound by Team,,61,64
301,3,6:13.0,R. Covington misses 3-pt jump shot from 25 ft,,61,64
302,3,6:10.0,,Defensive rebound by P. Tucker,61,64
303,3,6:01.0,,P. Tucker misses 2-pt jump shot from 5 ft,61,64
304,3,6:01.0,,Offensive rebound by Team,61,64
305,3,6:01.0,Loose ball foul by H. Thompson (drawn by T. Chandler),,61,64
306,3,6:01.0,,T. Chandler makes free throw 1 of 2,61,65
307,3,6:01.0,J. Sampson enters the game for R. Covington,,61,65
308,3,6:01.0,,T. Chandler misses free throw 2 of 2,61,65
309,3,5:59.0,Defensive rebound by C. Landry,,61,65
310,3,5:49.0,H. Thompson makes 3-pt jump shot from 24 ft (assist by I. Canaan),,64,65
311,3,5:49.0,Shooting foul by P. Tucker (drawn by H. Thompson),,64,65
312,3,5:49.0,,Phoenix full timeout,64,65
313,3,5:49.0,K. Marshall enters the game for I. Smith,,64,65
314,3,5:49.0,H. Thompson misses free throw 1 of 1,,64,65
315,3,5:49.0,,Defensive rebound by P. Tucker,64,65
316,3,5:26.0,,M. Teletović misses 3-pt jump shot from 25 ft,64,65
317,3,5:24.0,Defensive rebound by Team,,64,65
318,3,5:03.0,C. Landry makes 2-pt jump shot from 19 ft (assist by H. Thompson),,66,65
319,3,4:50.0,,Shooting block foul by J. Sampson (drawn by M. Teletović),66,65
320,3,4:50.0,,M. Teletović misses free throw 1 of 2,66,65
321,3,4:50.0,,Offensive rebound by Team,66,65
322,3,4:50.0,N. Stauskas enters the game for I. Canaan,,66,65
323,3,4:50.0,,S. Weems enters the game for D. Booker,66,65
324,3,4:50.0,,M. Teletović makes free throw 2 of 2,66,66
325,3,4:33.0,K. Marshall misses 2-pt jump shot from 10 ft,,66,66
326,3,4:31.0,,Defensive rebound by M. Teletović,66,66
327,3,4:26.0,,M. Teletović makes 2-pt layup from 1 ft (assist by S. Weems),66,68
328,3,4:11.0,C. Landry makes 2-pt jump shot from 19 ft (assist by K. Marshall),,68,68
329,3,3:57.0,,Personal foul by K. Marshall (drawn by M. Teletović),68,68
330,3,3:57.0,,M. Teletović makes free throw 1 of 2,68,69
331,3,3:57.0,,J. Leuer enters the game for T. Chandler,68,69
332,3,3:57.0,,M. Teletović makes free throw 2 of 2,68,70
333,3,3:44.0,C. Landry makes 2-pt dunk at rim (assist by K. Marshall),,70,70
334,3,3:27.0,,P. Tucker makes 2-pt layup from 1 ft (assist by J. Leuer),70,72
335,3,3:27.0,,Shooting foul by H. Thompson (drawn by P. Tucker),70,72
336,3,3:27.0,,P. Tucker makes free throw 1 of 1,70,73
337,3,3:12.0,Personal foul by S. Weems (drawn by N. Stauskas),,70,73
338,3,3:03.0,Turnover by H. Thompson (lost ball; steal by R. Price),,70,73
339,3,2:58.0,,M. Teletović misses 2-pt jump shot from 4 ft,70,73
340,3,2:57.0,Defensive rebound by J. Sampson,,70,73
341,3,2:57.0,Personal foul by M. Teletović (drawn by J. Sampson),,70,73
342,3,2:57.0,Philadelphia full timeout,,70,73
343,3,2:57.0,J. Grant enters the game for H. Thompson,,70,73
344,3,2:57.0,J. Sampson makes free throw 1 of 2,,71,73
345,3,2:57.0,Violation by Team (delay of game),,71,73
346,3,2:57.0,J. Sampson makes free throw 2 of 2,,72,73
347,3,2:42.0,,R. Price misses 2-pt jump shot from 15 ft,72,73
348,3,2:41.0,Defensive rebound by K. Marshall,,72,73
349,3,2:36.0,Turnover by J. Sampson (traveling),,72,73
350,3,2:24.0,,S. Weems misses 2-pt jump shot from 16 ft,72,73
351,3,2:22.0,Defensive rebound by J. Sampson,,72,73
352,3,2:09.0,Shooting foul by R. Price (drawn by J. Grant),,72,73
353,3,2:09.0,J. Grant makes free throw 1 of 2,,73,73
354,3,2:09.0,J. Grant makes free throw 2 of 2,,74,73
355,3,1:54.0,,M. Teletović makes 2-pt jump shot from 20 ft,74,75
356,3,1:38.0,N. Stauskas makes 3-pt jump shot from 23 ft (assist by J. Sampson),,77,75
357,3,1:17.0,,Turnover by S. Weems (bad pass),77,75
358,3,1:04.0,N. Stauskas makes 2-pt jump shot from 23 ft,,79,75
359,3,0:53.0,,P. Tucker misses 2-pt layup from 1 ft,79,75
360,3,0:50.0,Defensive rebound by K. Marshall,,79,75
361,3,0:40.0,N. Stauskas makes 3-pt jump shot from 23 ft (assist by K. Marshall),,82,75
362,3,0:31.0,,R. Price misses 2-pt layup from 2 ft (block by J. Sampson),82,75
363,3,0:30.0,,Offensive rebound by Team,82,75
364,3,0:27.0,,M. Teletović misses 2-pt jump shot from 4 ft,82,75
365,3,0:23.0,Defensive rebound by C. Landry,,82,75
366,3,0:01.0,K. Marshall makes 3-pt jump shot from 24 ft,,85,75
367,4,11:38.0,,B. Knight misses 2-pt jump shot from 5 ft,85,75
368,4,11:36.0,,Offensive rebound by A. Len,85,75
369,4,11:34.0,,T. Warren misses 3-pt jump shot from 25 ft,85,75
370,4,11:32.0,,Offensive rebound by T. Warren,85,75
371,4,11:29.0,,Shooting foul by N. Noel (drawn by D. Booker),85,75
372,4,11:29.0,,Phoenix full timeout,85,75
373,4,11:29.0,,D. Booker makes free throw 1 of 2,85,76
374,4,11:29.0,,D. Booker misses free throw 2 of 2,85,76
375,4,11:27.0,Defensive rebound by N. Noel,,85,76
376,4,11:08.0,K. Marshall misses 3-pt jump shot from 26 ft,,85,76
377,4,11:07.0,,Defensive rebound by Team,85,76
378,4,10:43.0,,D. Booker makes 3-pt jump shot from 23 ft (assist by A. Len),85,79
379,4,10:23.0,Shooting foul by A. Len (drawn by J. Grant),,85,79
380,4,10:23.0,J. Grant makes free throw 1 of 2,,86,79
381,4,10:23.0,H. Thompson enters the game for J. Sampson,,86,79
382,4,10:23.0,J. Grant makes free throw 2 of 2,,87,79
383,4,10:01.0,,B. Knight misses 2-pt jump shot from 14 ft,87,79
384,4,9:59.0,Defensive rebound by K. Marshall,,87,79
385,4,9:43.0,J. Grant misses 2-pt jump shot from 7 ft (block by J. Leuer),,87,79
386,4,9:42.0,Offensive rebound by N. Noel,,87,79
387,4,9:39.0,N. Noel makes 2-pt dunk at rim,,89,79
388,4,9:10.0,,B. Knight misses 3-pt jump shot from 37 ft,89,79
389,4,9:08.0,Defensive rebound by N. Stauskas,,89,79
390,4,8:59.0,N. Stauskas misses 2-pt layup from 2 ft (block by T. Warren),,89,79
391,4,8:57.0,,Defensive rebound by B. Knight,89,79
392,4,8:54.0,,Turnover by B. Knight (bad pass; steal by H. Thompson),89,79
393,4,8:54.0,Personal foul by D. Booker (drawn by H. Thompson),,89,79
