,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,PORTLAND_ACTION,CHARLOTTE_SCORE,PORTLAND_SCORE
60,1,4:13.0,,Turnover by M. Plumlee (lost ball; steal by K. Walker),12,13
61,1,4:08.0,N. Batum makes 3-pt jump shot from 24 ft (assist by K. Walker),,15,13
62,1,3:50.0,,A. Crabbe makes 2-pt jump shot from 11 ft,15,15
63,1,3:26.0,N. Batum misses 3-pt jump shot from 25 ft,,15,15
64,1,3:26.0,T. Daniels enters the game for N. Batum,,15,15
65,1,3:26.0,,M. Leonard enters the game for N. Vonleh,15,15
66,1,3:26.0,,E. Davis enters the game for M. Plumlee,15,15
67,1,3:26.0,,Defensive rebound by Team,15,15
68,1,3:01.0,,A. Crabbe misses 2-pt jump shot from 22 ft,15,15
69,1,2:59.0,,Offensive rebound by A. Aminu,15,15
70,1,2:48.0,,M. Leonard makes 2-pt jump shot from 15 ft (assist by D. Lillard),15,17
71,1,2:42.0,Charlotte full timeout,,15,17
72,1,2:42.0,T. Hansbrough enters the game for S. Hawes,,15,17
73,1,2:42.0,,G. Henderson enters the game for A. Aminu,15,17
74,1,2:35.0,K. Walker misses 2-pt jump shot from 19 ft,,15,17
75,1,2:34.0,,Defensive rebound by E. Davis,15,17
76,1,2:09.0,,G. Henderson makes 2-pt layup from 1 ft (assist by M. Leonard),15,19
77,1,1:54.0,T. Daniels makes 3-pt jump shot from 27 ft (assist by K. Walker),,18,19
78,1,1:35.0,,Turnover by D. Lillard (bad pass; steal by T. Hansbrough),18,19
79,1,1:32.0,Shooting foul by A. Crabbe (drawn by K. Walker),,18,19
80,1,1:32.0,K. Walker makes free throw 1 of 2,,19,19
81,1,1:32.0,K. Walker makes free throw 2 of 2,,20,19
82,1,1:19.0,,D. Lillard makes 2-pt dunk at rim,20,21
83,1,1:04.0,K. Walker makes 3-pt jump shot from 24 ft,,23,21
84,1,0:43.0,,M. Leonard misses 3-pt jump shot from 24 ft,23,21
85,1,0:42.0,Defensive rebound by T. Hansbrough,,23,21
86,1,0:20.0,F. Kaminsky makes 2-pt jump shot from 7 ft,,25,21
87,1,0:08.0,,Turnover by M. Leonard (bad pass),25,21
88,1,0:02.0,K. Walker misses 2-pt jump shot from 22 ft,,25,21
89,1,0:01.0,,Defensive rebound by E. Davis,25,21
90,2,11:36.0,Turnover by N. Batum (bad pass; steal by G. Henderson),,25,21
91,2,11:29.0,,G. Henderson misses 2-pt jump shot from 20 ft,25,21
92,2,11:28.0,Defensive rebound by N. Batum,,25,21
93,2,11:20.0,B. Roberts makes 2-pt jump shot from 17 ft,,27,21
94,2,11:04.0,,G. Henderson misses 2-pt jump shot from 21 ft,27,21
95,2,11:04.0,Defensive rebound by T. Hansbrough,,27,21
96,2,10:46.0,F. Kaminsky misses 3-pt jump shot from 22 ft,,27,21
97,2,10:45.0,,Defensive rebound by C. McCollum,27,21
98,2,10:36.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by C. McCollum),27,24
99,2,10:12.0,B. Roberts misses 2-pt jump shot from 19 ft,,27,24
100,2,10:11.0,,Defensive rebound by G. Henderson,27,24
101,2,9:59.0,,Personal foul by T. Hansbrough (drawn by C. McCollum),27,24
102,2,9:51.0,,M. Leonard makes 2-pt jump shot from 16 ft (assist by C. McCollum),27,26
103,2,9:34.0,Turnover by P. Hairston (lost ball),,27,26
104,2,9:18.0,,E. Davis makes 2-pt jump shot from 5 ft (assist by A. Crabbe),27,28
105,2,9:05.0,N. Batum misses 3-pt jump shot from 24 ft,,27,28
106,2,9:04.0,,Defensive rebound by M. Leonard,27,28
107,2,8:55.0,,C. McCollum makes 3-pt jump shot from 24 ft,27,31
108,2,8:48.0,Charlotte full timeout,,27,31
109,2,8:45.0,Personal foul by A. Crabbe (drawn by N. Batum),,27,31
110,2,8:39.0,N. Batum misses 2-pt jump shot from 18 ft,,27,31
111,2,8:38.0,,Defensive rebound by G. Henderson,27,31
112,2,8:28.0,,C. McCollum makes 2-pt layup from 2 ft,27,33
113,2,8:11.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,27,33
114,2,8:10.0,Offensive rebound by N. Batum,,27,33
115,2,8:10.0,Personal foul by E. Davis (drawn by N. Batum),,27,33
116,2,8:10.0,M. Kidd-Gilchrist enters the game for F. Kaminsky,,27,33
117,2,8:10.0,M. Williams enters the game for P. Hairston,,27,33
118,2,8:01.0,B. Roberts misses 2-pt jump shot from 15 ft,,27,33
119,2,7:59.0,Offensive rebound by T. Hansbrough,,27,33
120,2,7:56.0,T. Hansbrough misses 2-pt layup at rim (block by G. Henderson),,27,33
121,2,7:55.0,Offensive rebound by T. Hansbrough,,27,33
122,2,7:54.0,T. Hansbrough makes 2-pt layup at rim,,29,33
123,2,7:29.0,,C. McCollum misses 2-pt layup from 1 ft,29,33
124,2,7:29.0,Defensive rebound by Team,,29,33
125,2,7:29.0,,Loose ball foul by E. Davis (drawn by M. Kidd-Gilchrist),29,33
126,2,7:12.0,M. Williams misses 3-pt jump shot from 24 ft,,29,33
127,2,7:11.0,,Defensive rebound by Team,29,33
128,2,6:59.0,,C. McCollum misses 2-pt jump shot from 21 ft,29,33
129,2,6:58.0,Defensive rebound by T. Hansbrough,,29,33
130,2,6:50.0,Personal foul by C. McCollum (drawn by B. Roberts),,29,33
131,2,6:38.0,B. Roberts makes 2-pt jump shot from 17 ft,,31,33
132,2,6:28.0,,A. Crabbe misses 3-pt jump shot from 24 ft,31,33
133,2,6:27.0,,Offensive rebound by Team,31,33
134,2,6:20.0,,M. Leonard misses 3-pt jump shot from 24 ft,31,33
135,2,6:18.0,Defensive rebound by B. Roberts,,31,33
136,2,6:12.0,M. Williams makes 2-pt layup at rim (assist by N. Batum),,33,33
137,2,6:12.0,,Portland full timeout,33,33
138,2,6:12.0,,M. Plumlee enters the game for A. Crabbe,33,33
139,2,6:12.0,,A. Aminu enters the game for M. Leonard,33,33
140,2,6:12.0,,N. Vonleh enters the game for E. Davis,33,33
141,2,5:48.0,,N. Vonleh misses 2-pt jump shot from 5 ft,33,33
142,2,5:48.0,Defensive rebound by N. Batum,,33,33
143,2,5:30.0,Turnover by M. Kidd-Gilchrist (dbl dribble),,33,33
144,2,5:18.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by C. McCollum),33,35
145,2,4:58.0,Shooting foul by M. Plumlee (drawn by T. Hansbrough),,33,35
146,2,4:58.0,T. Hansbrough misses free throw 1 of 2,,33,35
147,2,4:58.0,Offensive rebound by Team,,33,35
148,2,4:58.0,K. Walker enters the game for B. Roberts,,33,35
149,2,4:58.0,,D. Lillard enters the game for C. McCollum,33,35
150,2,4:58.0,,A. Crabbe enters the game for G. Henderson,33,35
151,2,4:58.0,T. Hansbrough makes free throw 2 of 2,,34,35
152,2,4:43.0,,M. Plumlee misses 2-pt jump shot from 3 ft,34,35
153,2,4:42.0,Defensive rebound by M. Kidd-Gilchrist,,34,35
154,2,4:36.0,M. Williams makes 3-pt jump shot from 24 ft (assist by M. Kidd-Gilchrist),,37,35
155,2,4:20.0,,A. Aminu makes 3-pt jump shot from 23 ft (assist by D. Lillard),37,38
156,2,4:07.0,N. Batum misses 2-pt layup from 1 ft (block by M. Plumlee),,37,38
157,2,4:07.0,Offensive rebound by T. Hansbrough,,37,38
158,2,4:07.0,Shooting foul by A. Aminu (drawn by T. Hansbrough),,37,38
159,2,4:07.0,T. Hansbrough makes free throw 1 of 2,,38,38
160,2,4:07.0,T. Hansbrough makes free throw 2 of 2,,39,38
161,2,3:55.0,,Turnover by N. Vonleh (traveling),39,38
162,2,3:55.0,S. Hawes enters the game for T. Hansbrough,,39,38
163,2,3:40.0,Turnover by M. Williams (lost ball; steal by M. Plumlee),,39,38
164,2,3:34.0,,N. Vonleh makes 2-pt dunk at rim (assist by M. Plumlee),39,40
165,2,3:26.0,Charlotte full timeout,,39,40
166,2,3:19.0,K. Walker makes 2-pt layup at rim (assist by S. Hawes),,41,40
167,2,3:03.0,,A. Crabbe makes 2-pt jump shot from 17 ft (assist by M. Plumlee),41,42
168,2,2:45.0,K. Walker misses 3-pt jump shot from 25 ft,,41,42
169,2,2:44.0,,Defensive rebound by A. Aminu,41,42
170,2,2:37.0,,D. Lillard makes 3-pt jump shot from 25 ft,41,45
171,2,2:13.0,Turnover by N. Batum (bad pass; steal by D. Lillard),,41,45
172,2,2:06.0,,A. Crabbe misses 3-pt jump shot from 24 ft,41,45
173,2,2:06.0,Defensive rebound by M. Kidd-Gilchrist,,41,45
174,2,1:40.0,K. Walker misses 2-pt jump shot from 11 ft,,41,45
175,2,1:38.0,,Defensive rebound by A. Crabbe,41,45
176,2,1:32.0,,A. Crabbe makes 2-pt layup from 1 ft (assist by M. Plumlee),41,47
177,2,1:31.0,Charlotte full timeout,,41,47
178,2,1:31.0,T. Daniels enters the game for N. Batum,,41,47
179,2,1:19.0,Turnover by T. Daniels (bad pass; steal by D. Lillard),,41,47
180,2,1:14.0,,Turnover by A. Crabbe (lost ball; steal by K. Walker),41,47
181,2,1:08.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by K. Walker),,43,47
182,2,1:08.0,Shooting foul by N. Vonleh (drawn by M. Kidd-Gilchrist),,43,47
183,2,1:08.0,M. Kidd-Gilchrist misses free throw 1 of 1,,43,47
184,2,1:05.0,,Defensive rebound by N. Vonleh,43,47
185,2,0:53.0,Violation by S. Hawes (kicked ball),,43,47
186,2,0:53.0,,C. McCollum enters the game for N. Vonleh,43,47
187,2,0:44.0,,A. Crabbe misses 3-pt jump shot from 23 ft,43,47
188,2,0:43.0,Defensive rebound by K. Walker,,43,47
189,2,0:33.0,K. Walker misses 2-pt jump shot from 17 ft,,43,47
190,2,0:32.0,,Defensive rebound by A. Aminu,43,47
191,2,0:24.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by D. Lillard),43,49
192,2,0:24.0,,Shooting foul by S. Hawes (drawn by M. Plumlee),43,49
193,2,0:24.0,,M. Plumlee makes free throw 1 of 1,43,50
194,2,0:02.0,Shooting foul by A. Aminu (drawn by K. Walker),,43,50
195,2,0:02.0,K. Walker makes free throw 1 of 2,,44,50
196,2,0:02.0,,Portland full timeout,44,50
197,2,0:02.0,,M. Leonard enters the game for A. Crabbe,44,50
198,2,0:02.0,K. Walker makes free throw 2 of 2,,45,50
199,3,11:48.0,N. Batum misses 2-pt jump shot from 12 ft,,45,50
200,3,11:46.0,,Defensive rebound by A. Aminu,45,50
201,3,11:32.0,,A. Aminu misses 2-pt layup from 1 ft,45,50
202,3,11:31.0,,Offensive rebound by M. Plumlee,45,50
203,3,11:30.0,,M. Plumlee misses 2-pt layup from 2 ft,45,50
204,3,11:28.0,Defensive rebound by M. Williams,,45,50
205,3,11:21.0,K. Walker misses 3-pt jump shot from 25 ft,,45,50
206,3,11:20.0,Offensive rebound by M. Kidd-Gilchrist,,45,50
207,3,11:16.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,,47,50
208,3,10:52.0,,C. McCollum makes 2-pt jump shot from 10 ft,47,52
209,3,10:38.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by S. Hawes),,49,52
210,3,10:19.0,,Turnover by M. Plumlee (bad pass; steal by K. Walker),49,52
211,3,10:18.0,Turnover by K. Walker (dbl dribble),,49,52
212,3,10:05.0,,A. Aminu misses 2-pt jump shot from 9 ft,49,52
213,3,10:04.0,,Offensive rebound by N. Vonleh,49,52
214,3,10:04.0,,N. Vonleh makes 2-pt dunk at rim,49,54
215,3,9:50.0,M. Williams makes 3-pt jump shot from 25 ft (assist by N. Batum),,52,54
216,3,9:26.0,,C. McCollum makes 2-pt jump shot from 19 ft,52,56
217,3,9:04.0,N. Batum misses 2-pt jump shot from 13 ft,,52,56
218,3,9:04.0,,Defensive rebound by A. Aminu,52,56
219,3,8:48.0,,D. Lillard misses 3-pt jump shot from 26 ft,52,56
220,3,8:48.0,Defensive rebound by S. Hawes,,52,56
221,3,8:38.0,M. Kidd-Gilchrist misses 2-pt jump shot from 14 ft,,52,56
222,3,8:37.0,,Defensive rebound by D. Lillard,52,56
223,3,8:29.0,,Turnover by D. Lillard (bad pass; steal by K. Walker),52,56
224,3,8:23.0,M. Williams makes 2-pt jump shot from 6 ft (assist by K. Walker),,54,56
225,3,8:02.0,,N. Vonleh misses 3-pt jump shot from 24 ft,54,56
226,3,8:01.0,Defensive rebound by K. Walker,,54,56
227,3,7:48.0,Personal foul by N. Vonleh (drawn by S. Hawes),,54,56
228,3,7:48.0,P. Hairston enters the game for M. Kidd-Gilchrist,,54,56
229,3,7:38.0,M. Williams makes 3-pt jump shot from 26 ft (assist by N. Batum),,57,56
230,3,7:22.0,,C. McCollum makes 2-pt layup from 1 ft,57,58
231,3,6:57.0,K. Walker misses 3-pt jump shot from 24 ft,,57,58
232,3,6:55.0,,Defensive rebound by A. Aminu,57,58
233,3,6:52.0,,M. Plumlee makes 2-pt dunk at rim (assist by A. Aminu),57,60
234,3,6:52.0,Charlotte full timeout,,57,60
235,3,6:52.0,,A. Crabbe enters the game for N. Vonleh,57,60
236,3,6:43.0,Turnover by K. Walker (bad pass; steal by M. Plumlee),,57,60
237,3,6:38.0,,Turnover by M. Plumlee (lost ball; steal by M. Williams),57,60
238,3,6:23.0,N. Batum misses 2-pt jump shot from 4 ft,,57,60
239,3,6:23.0,,Defensive rebound by M. Plumlee,57,60
240,3,6:17.0,,C. McCollum makes 2-pt jump shot from 12 ft,57,62
241,3,6:02.0,N. Batum misses 2-pt jump shot from 13 ft,,57,62
242,3,6:01.0,,Defensive rebound by M. Plumlee,57,62
243,3,5:52.0,,C. McCollum misses 2-pt jump shot from 22 ft,57,62
244,3,5:52.0,Defensive rebound by S. Hawes,,57,62
245,3,5:39.0,Turnover by N. Batum (bad pass; steal by A. Aminu),,57,62
246,3,5:32.0,,A. Crabbe misses 3-pt jump shot from 22 ft,57,62
247,3,5:31.0,Defensive rebound by N. Batum,,57,62
248,3,5:21.0,K. Walker makes 2-pt jump shot from 18 ft,,59,62
249,3,5:06.0,,M. Plumlee misses 2-pt jump shot from 6 ft (block by N. Batum),59,62
250,3,5:05.0,,Offensive rebound by M. Plumlee,59,62
251,3,5:03.0,,M. Plumlee makes 2-pt jump shot from 14 ft,59,64
252,3,4:47.0,S. Hawes misses 2-pt layup from 2 ft,,59,64
253,3,4:47.0,,Defensive rebound by M. Plumlee,59,64
254,3,4:39.0,,A. Aminu makes 2-pt layup from 1 ft (assist by C. McCollum),59,66
255,3,4:39.0,,Shooting foul by N. Batum (drawn by A. Aminu),59,66
256,3,4:39.0,B. Roberts enters the game for K. Walker,,59,66
257,3,4:39.0,,E. Davis enters the game for M. Plumlee,59,66
258,3,4:39.0,,A. Aminu makes free throw 1 of 1,59,67
259,3,4:27.0,Shooting block foul by D. Lillard (drawn by B. Roberts),,59,67
260,3,4:27.0,B. Roberts makes free throw 1 of 2,,60,67
261,3,4:27.0,B. Roberts makes free throw 2 of 2,,61,67
262,3,4:16.0,,Shooting foul by S. Hawes (drawn by C. McCollum),61,67
263,3,4:16.0,,C. McCollum makes free throw 1 of 2,61,68
264,3,4:16.0,,C. McCollum makes free throw 2 of 2,61,69
265,3,3:57.0,B. Roberts misses 2-pt jump shot from 19 ft,,61,69
266,3,3:57.0,,Defensive rebound by A. Aminu,61,69
267,3,3:46.0,,D. Lillard misses 3-pt jump shot from 25 ft,61,69
268,3,3:45.0,,Offensive rebound by A. Aminu,61,69
269,3,3:44.0,,A. Aminu misses 2-pt layup from 1 ft,61,69
270,3,3:42.0,,Offensive rebound by A. Aminu,61,69
271,3,3:42.0,,A. Aminu misses 2-pt layup at rim,61,69
272,3,3:41.0,Defensive rebound by P. Hairston,,61,69
273,3,3:33.0,M. Williams misses 3-pt jump shot from 24 ft,,61,69
274,3,3:32.0,Offensive rebound by B. Roberts,,61,69
275,3,3:23.0,Turnover by B. Roberts (bad pass; steal by D. Lillard),,61,69
276,3,3:16.0,,D. Lillard misses 2-pt layup from 2 ft (block by P. Hairston),61,69
277,3,3:15.0,Defensive rebound by P. Hairston,,61,69
278,3,3:05.0,B. Roberts makes 2-pt layup from 1 ft,,63,69
279,3,3:05.0,Shooting foul by A. Aminu (drawn by B. Roberts),,63,69
280,3,3:05.0,,Portland full timeout,63,69
281,3,3:05.0,,G. Henderson enters the game for A. Aminu,63,69
282,3,3:05.0,,M. Leonard enters the game for C. McCollum,63,69
283,3,3:05.0,T. Daniels enters the game for M. Williams,,63,69
284,3,3:05.0,F. Kaminsky enters the game for N. Batum,,63,69
285,3,3:05.0,B. Roberts makes free throw 1 of 1,,64,69
286,3,2:46.0,,D. Lillard makes 3-pt jump shot from 24 ft (assist by M. Leonard),64,72
287,3,2:31.0,B. Roberts misses 3-pt jump shot from 24 ft,,64,72
288,3,2:29.0,Offensive rebound by F. Kaminsky,,64,72
289,3,2:25.0,P. Hairston misses 3-pt jump shot from 24 ft,,64,72
290,3,2:24.0,,Defensive rebound by D. Lillard,64,72
291,3,2:08.0,,Shooting foul by T. Daniels (drawn by A. Crabbe),64,72
292,3,2:08.0,,A. Crabbe makes free throw 1 of 3,64,73
293,3,2:08.0,,A. Crabbe makes free throw 2 of 3,64,74
294,3,2:08.0,M. Kidd-Gilchrist enters the game for P. Hairston,,64,74
295,3,2:08.0,,A. Crabbe makes free throw 3 of 3,64,75
296,3,1:53.0,Turnover by T. Daniels (step out of bounds),,64,75
297,3,1:37.0,,A. Crabbe makes 2-pt layup from 1 ft (assist by M. Leonard),64,77
298,3,1:37.0,,Shooting foul by T. Daniels (drawn by A. Crabbe),64,77
299,3,1:37.0,,A. Crabbe makes free throw 1 of 1,64,78
300,3,1:24.0,T. Daniels makes 2-pt jump shot from 14 ft (assist by S. Hawes),,66,78
301,3,1:16.0,,Shooting foul by B. Roberts (drawn by D. Lillard),66,78
302,3,1:16.0,,D. Lillard makes free throw 1 of 2,66,79
303,3,1:16.0,,D. Lillard misses free throw 2 of 2,66,79
304,3,1:16.0,Defensive rebound by M. Kidd-Gilchrist,,66,79
305,3,1:00.0,S. Hawes misses 3-pt jump shot from 25 ft,,66,79
306,3,0:59.0,,Defensive rebound by E. Davis,66,79
307,3,0:51.0,,D. Lillard makes 2-pt jump shot from 12 ft,66,81
308,3,0:32.0,B. Roberts makes 3-pt jump shot from 24 ft,,69,81
309,3,0:29.0,,D. Lillard makes 2-pt layup from 2 ft,69,83
310,3,0:29.0,,Shooting foul by S. Hawes (drawn by D. Lillard),69,83
311,3,0:29.0,,D. Lillard misses free throw 1 of 1,69,83
312,3,0:28.0,Defensive rebound by S. Hawes,,69,83
313,3,0:08.0,B. Roberts misses 3-pt jump shot from 24 ft,,69,83
314,3,0:07.0,,Defensive rebound by Team,69,83
315,4,11:43.0,,Shooting foul by T. Hansbrough (drawn by E. Davis),69,83
316,4,11:43.0,,E. Davis misses free throw 1 of 2,69,83
317,4,11:43.0,,Offensive rebound by Team,69,83
318,4,11:43.0,,E. Davis makes free throw 2 of 2,69,84
319,4,11:28.0,T. Hansbrough misses 2-pt hook shot from 5 ft,,69,84
320,4,11:28.0,,Defensive rebound by M. Leonard,69,84
321,4,11:13.0,,M. Leonard makes 3-pt jump shot from 24 ft (assist by G. Henderson),69,87
322,4,10:53.0,B. Roberts makes 2-pt jump shot from 21 ft (assist by N. Batum),,71,87
323,4,10:34.0,,A. Crabbe makes 2-pt jump shot from 19 ft (assist by M. Leonard),71,89
324,4,10:18.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,71,89
325,4,10:17.0,,Defensive rebound by C. McCollum,71,89
326,4,10:11.0,,C. McCollum makes 2-pt jump shot from 15 ft,71,91
327,4,10:11.0,Charlotte full timeout,,71,91
328,4,10:11.0,M. Williams enters the game for F. Kaminsky,,71,91
329,4,9:59.0,Shooting foul by G. Henderson (drawn by M. Kidd-Gilchrist),,71,91
330,4,9:59.0,M. Kidd-Gilchrist makes free throw 1 of 2,,72,91
331,4,9:59.0,M. Kidd-Gilchrist misses free throw 2 of 2,,72,91
332,4,9:57.0,,Defensive rebound by A. Crabbe,72,91
333,4,9:38.0,,G. Henderson misses 2-pt jump shot from 8 ft,72,91
334,4,9:37.0,Defensive rebound by T. Hansbrough,,72,91
335,4,9:20.0,Shooting foul by M. Leonard (drawn by B. Roberts),,72,91
336,4,9:20.0,B. Roberts misses free throw 1 of 2,,72,91
337,4,9:20.0,Offensive rebound by Team,,72,91
338,4,9:20.0,B. Roberts makes free throw 2 of 2,,73,91
339,4,9:01.0,,M. Leonard makes 2-pt jump shot from 7 ft (assist by C. McCollum),73,93
340,4,8:39.0,Inbound foul by M. Leonard,,73,93
341,4,8:39.0,T. Hansbrough makes free throw 1 of 2,,74,93
342,4,8:39.0,T. Hansbrough makes free throw 2 of 2,,75,93
343,4,8:24.0,,A. Crabbe misses 2-pt jump shot from 12 ft,75,93
344,4,8:23.0,Defensive rebound by M. Williams,,75,93
345,4,8:08.0,B. Roberts misses 2-pt jump shot from 6 ft,,75,93
346,4,8:06.0,Offensive rebound by T. Hansbrough,,75,93
347,4,8:06.0,T. Hansbrough makes 2-pt layup from 1 ft,,77,93
348,4,7:43.0,,G. Henderson misses 2-pt jump shot from 20 ft,77,93
349,4,7:43.0,Defensive rebound by M. Kidd-Gilchrist,,77,93
350,4,7:39.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,,79,93
351,4,7:39.0,Shooting foul by M. Leonard (drawn by M. Kidd-Gilchrist),,79,93
352,4,7:39.0,,D. Lillard enters the game for C. McCollum,79,93
353,4,7:39.0,,A. Aminu enters the game for M. Leonard,79,93
354,4,7:39.0,M. Kidd-Gilchrist misses free throw 1 of 1,,79,93
355,4,7:38.0,,Defensive rebound by E. Davis,79,93
356,4,7:19.0,,Turnover by A. Crabbe (lost ball; steal by T. Hansbrough),79,93
357,4,7:18.0,Shooting foul by A. Crabbe (drawn by T. Hansbrough),,79,93
358,4,7:18.0,T. Hansbrough makes free throw 1 of 2,,80,93
359,4,7:18.0,T. Hansbrough makes free throw 2 of 2,,81,93
360,4,6:59.0,,A. Crabbe misses 2-pt jump shot from 14 ft,81,93
361,4,6:58.0,Defensive rebound by M. Williams,,81,93
362,4,6:53.0,Turnover by M. Kidd-Gilchrist (lost ball),,81,93
363,4,6:43.0,,D. Lillard makes 2-pt jump shot from 5 ft,81,95
364,4,6:43.0,,Shooting foul by B. Roberts (drawn by D. Lillard),81,95
365,4,6:43.0,,M. Plumlee enters the game for E. Davis,81,95
366,4,6:43.0,,D. Lillard misses free throw 1 of 1,81,95
367,4,6:42.0,Defensive rebound by T. Hansbrough,,81,95
368,4,6:29.0,M. Williams makes 2-pt jump shot from 8 ft,,83,95
369,4,6:29.0,Shooting foul by A. Aminu (drawn by M. Williams),,83,95
370,4,6:29.0,M. Williams misses free throw 1 of 1,,83,95
371,4,6:28.0,,Defensive rebound by A. Aminu,83,95
372,4,6:09.0,,A. Crabbe misses 2-pt jump shot from 16 ft,83,95
373,4,6:08.0,,Offensive rebound by M. Plumlee,83,95
374,4,5:59.0,,D. Lillard misses 2-pt layup from 2 ft (block by T. Hansbrough),83,95
375,4,5:57.0,Defensive rebound by T. Hansbrough,,83,95
376,4,5:52.0,B. Roberts misses 2-pt layup from 2 ft,,83,95
