,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,ATLANTA_ACTION,MINNESOTA_SCORE,ATLANTA_SCORE
376,4,2:37.0,T. Prince misses 2-pt jump shot from 19 ft,,109,107
377,4,2:35.0,,Defensive rebound by P. Millsap,109,107
378,4,2:28.0,,Atlanta full timeout,109,107
379,4,2:21.0,,P. Millsap misses 2-pt layup from 2 ft,109,107
380,4,2:18.0,Defensive rebound by K. Towns,,109,107
381,4,2:00.0,A. Wiggins makes 2-pt jump shot from 19 ft,,111,107
382,4,1:54.0,,J. Teague misses 2-pt jump shot from 7 ft (block by K. Towns),111,107
383,4,1:51.0,Defensive rebound by T. Prince,,111,107
384,4,1:30.0,Shooting foul by K. Bazemore (drawn by A. Wiggins),,111,107
385,4,1:30.0,A. Wiggins makes 2-pt jump shot from 16 ft (assist by R. Rubio),,113,107
386,4,1:30.0,A. Wiggins misses free throw 1 of 1,,113,107
387,4,1:29.0,,Defensive rebound by A. Horford,113,107
388,4,1:22.0,,J. Teague misses 2-pt jump shot from 5 ft (block by K. Towns),113,107
389,4,1:22.0,,Offensive rebound by Team,113,107
390,4,1:17.0,,J. Teague misses 2-pt layup from 1 ft (block by K. Towns),113,107
391,4,1:15.0,Defensive rebound by N. Bjelica,,113,107
392,4,0:54.0,A. Wiggins misses 2-pt jump shot from 21 ft,,113,107
393,4,0:52.0,,Defensive rebound by K. Bazemore,113,107
394,4,0:47.0,Offensive charge foul by K. Bazemore (drawn by R. Rubio),,113,107
395,4,0:47.0,,Turnover by K. Bazemore (offensive foul),113,107
396,4,0:47.0,Minnesota full timeout,,113,107
397,4,0:47.0,,T. Sefolosha enters the game for K. Bazemore,113,107
398,4,0:47.0,,J. Holiday enters the game for K. Korver,113,107
399,4,0:43.0,Personal take foul by J. Teague (drawn by R. Rubio),,113,107
400,4,0:43.0,R. Rubio makes free throw 1 of 2,,114,107
401,4,0:43.0,R. Rubio makes free throw 2 of 2,,115,107
402,4,0:43.0,,Atlanta full timeout,115,107
403,4,0:43.0,,K. Korver enters the game for T. Sefolosha,115,107
404,4,0:43.0,,D. Schröder enters the game for J. Holiday,115,107
405,4,0:37.0,,A. Horford misses 3-pt jump shot from 25 ft,115,107
406,4,0:35.0,,Offensive rebound by P. Millsap,115,107
407,4,0:30.0,,D. Schröder misses 3-pt jump shot from 24 ft,115,107
408,4,0:29.0,Defensive rebound by K. Towns,,115,107
409,4,0:29.0,Personal foul by A. Horford (drawn by K. Towns),,115,107
410,4,0:29.0,K. Towns makes free throw 1 of 2,,116,107
411,4,0:29.0,K. Towns makes free throw 2 of 2,,117,107
412,4,0:22.0,,P. Millsap misses 3-pt jump shot from 25 ft,117,107
413,4,0:20.0,Defensive rebound by A. Wiggins,,117,107
