,QUARTER,TIME_REMAINING,BOSTON_ACTION,PHOENIX_ACTION,BOSTON_SCORE,PHOENIX_SCORE
117,1,1:26.0,,A. Goodwin makes 2-pt layup from 1 ft,25,20
118,1,1:10.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by I. Thomas),,28,20
119,1,0:56.0,,A. Goodwin misses 2-pt jump shot from 4 ft,28,20
120,1,0:55.0,,Offensive rebound by Team,28,20
121,1,0:47.0,,R. Price misses 2-pt jump shot from 17 ft,28,20
122,1,0:45.0,,Offensive rebound by C. Budinger,28,20
123,1,0:43.0,,C. Budinger misses 2-pt layup from 2 ft,28,20
124,1,0:43.0,Defensive rebound by Team,,28,20
125,1,0:43.0,,Loose ball foul by B. Knight,28,20
126,1,0:43.0,M. Smart makes free throw 1 of 2,,29,20
127,1,0:43.0,M. Smart makes free throw 2 of 2,,30,20
128,1,0:36.0,,M. Teletović misses 2-pt layup from 2 ft,30,20
129,1,0:35.0,,Offensive rebound by C. Budinger,30,20
130,1,0:35.0,,C. Budinger makes 2-pt layup from 1 ft,30,22
131,1,0:30.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by M. Smart),,33,22
132,1,0:06.0,,M. Teletović misses 3-pt jump shot from 25 ft,33,22
133,1,0:03.0,Defensive rebound by I. Thomas,,33,22
134,1,0:00.0,I. Thomas makes 2-pt jump shot from 3 ft,,35,22
135,2,11:43.0,T. Rozier misses 2-pt jump shot from 18 ft,,35,22
136,2,11:41.0,,Defensive rebound by A. Len,35,22
137,2,11:18.0,,C. Budinger misses 3-pt jump shot from 25 ft,35,22
138,2,11:16.0,Defensive rebound by J. Jerebko,,35,22
139,2,11:07.0,E. Turner misses 2-pt jump shot from 17 ft,,35,22
140,2,11:05.0,,Defensive rebound by D. Booker,35,22
141,2,11:03.0,,Turnover by A. Goodwin (step out of bounds),35,22
142,2,10:47.0,E. Turner makes 2-pt jump shot from 16 ft,,37,22
143,2,10:34.0,,Turnover by A. Len (3 sec),37,22
144,2,10:24.0,T. Rozier misses 2-pt jump shot from 4 ft,,37,22
145,2,10:20.0,,Defensive rebound by R. Price,37,22
146,2,10:18.0,,A. Goodwin makes 2-pt dunk at rim (assist by R. Price),37,24
147,2,9:57.0,E. Turner misses 2-pt jump shot from 15 ft,,37,24
148,2,9:55.0,,Defensive rebound by C. Budinger,37,24
149,2,9:43.0,,A. Goodwin makes 2-pt jump shot from 18 ft (assist by D. Booker),37,26
150,2,9:28.0,K. Olynyk misses 2-pt jump shot from 5 ft,,37,26
151,2,9:24.0,,Defensive rebound by A. Len,37,26
152,2,9:20.0,,C. Budinger makes 2-pt layup from 1 ft (assist by D. Booker),37,28
153,2,9:03.0,J. Jerebko misses 3-pt jump shot from 25 ft,,37,28
154,2,9:01.0,Offensive rebound by E. Turner,,37,28
155,2,8:51.0,M. Smart makes 2-pt jump shot from 8 ft,,39,28
156,2,8:41.0,,D. Booker misses 2-pt jump shot from 14 ft,39,28
157,2,8:38.0,Defensive rebound by E. Turner,,39,28
158,2,8:33.0,M. Smart misses 3-pt jump shot from 25 ft,,39,28
159,2,8:30.0,Offensive rebound by J. Jerebko,,39,28
160,2,8:18.0,J. Jerebko makes 3-pt jump shot from 24 ft (assist by E. Turner),,42,28
161,2,7:59.0,,A. Len makes 2-pt hook shot from 5 ft (assist by C. Budinger),42,30
162,2,7:46.0,K. Olynyk misses 3-pt jump shot from 28 ft,,42,30
163,2,7:43.0,,Defensive rebound by A. Goodwin,42,30
164,2,7:37.0,,A. Len makes 2-pt dunk at rim (assist by A. Goodwin),42,32
165,2,7:18.0,Turnover by E. Turner (lost ball; steal by A. Goodwin),,42,32
166,2,7:15.0,Official timeout,,42,32
167,2,7:13.0,,Turnover by D. Booker (bad pass; steal by M. Smart),42,32
168,2,7:04.0,K. Olynyk misses 3-pt jump shot from 26 ft,,42,32
169,2,7:01.0,Offensive rebound by J. Jerebko,,42,32
170,2,6:49.0,T. Rozier makes 2-pt layup from 2 ft (assist by J. Jerebko),,44,32
171,2,6:37.0,,Shooting foul by M. Smart (drawn by D. Booker),44,32
172,2,6:37.0,,D. Booker makes free throw 1 of 2,44,33
173,2,6:37.0,,D. Booker makes free throw 2 of 2,44,34
174,2,6:16.0,E. Turner makes 2-pt layup from 1 ft,,46,34
175,2,6:01.0,,Offensive foul by C. Budinger (drawn by M. Smart),46,34
176,2,6:01.0,,Turnover by C. Budinger (offensive foul),46,34
177,2,5:45.0,K. Olynyk makes 2-pt jump shot from 7 ft (assist by M. Smart),,48,34
178,2,5:40.0,,Offensive foul by D. Booker (drawn by M. Smart),48,34
179,2,5:40.0,,Turnover by D. Booker (offensive foul),48,34
180,2,5:40.0,,Phoenix full timeout,48,34
181,2,5:40.0,,J. Jenkins enters the game for D. Booker,48,34
182,2,5:40.0,,P. Tucker enters the game for A. Goodwin,48,34
183,2,5:40.0,,B. Knight enters the game for C. Budinger,48,34
184,2,5:24.0,Turnover by J. Jerebko (3 sec),,48,34
185,2,5:24.0,J. Sullinger enters the game for K. Olynyk,,48,34
186,2,5:10.0,,Turnover by A. Len (traveling),48,34
187,2,5:10.0,A. Bradley enters the game for T. Rozier,,48,34
188,2,4:51.0,A. Bradley misses 3-pt jump shot from 24 ft,,48,34
189,2,4:48.0,,Defensive rebound by R. Price,48,34
190,2,4:33.0,,Turnover by R. Price (bad pass),48,34
191,2,4:19.0,E. Turner misses 2-pt jump shot from 13 ft,,48,34
192,2,4:16.0,Offensive rebound by M. Smart,,48,34
193,2,4:11.0,A. Bradley makes 2-pt jump shot from 19 ft,,50,34
194,2,3:54.0,,P. Tucker misses 3-pt jump shot from 23 ft,50,34
195,2,3:52.0,Defensive rebound by E. Turner,,50,34
196,2,3:36.0,E. Turner makes 2-pt jump shot from 17 ft,,52,34
197,2,3:25.0,,R. Price misses 3-pt jump shot from 25 ft,52,34
198,2,3:23.0,Defensive rebound by A. Bradley,,52,34
199,2,3:11.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by J. Sullinger),,55,34
200,2,3:04.0,,Phoenix full timeout,55,34
201,2,3:04.0,I. Thomas enters the game for M. Smart,,55,34
202,2,3:04.0,A. Johnson enters the game for J. Jerebko,,55,34
203,2,3:04.0,,M. Teletović enters the game for A. Len,55,34
204,2,2:51.0,,B. Knight misses 3-pt jump shot from 24 ft,55,34
205,2,2:48.0,,Offensive rebound by M. Teletović,55,34
206,2,2:48.0,,M. Teletović makes 2-pt layup from 1 ft,55,36
207,2,2:31.0,I. Thomas misses 2-pt jump shot from 3 ft (block by R. Price),,55,36
208,2,2:31.0,Offensive rebound by Team,,55,36
209,2,2:31.0,Boston full timeout,,55,36
210,2,2:28.0,A. Bradley misses 3-pt jump shot from 23 ft,,55,36
211,2,2:27.0,,Defensive rebound by B. Knight,55,36
212,2,2:14.0,,M. Teletović makes 2-pt layup from 2 ft (assist by B. Knight),55,38
213,2,1:57.0,Turnover by J. Sullinger (lost ball),,55,38
214,2,1:38.0,,M. Teletović misses 2-pt jump shot from 15 ft,55,38
215,2,1:35.0,Defensive rebound by A. Johnson,,55,38
216,2,1:25.0,Turnover by J. Sullinger (offensive foul),,55,38
217,2,1:25.0,Offensive foul by J. Sullinger (drawn by B. Knight),,55,38
218,2,1:21.0,,Turnover by P. Tucker (offensive foul),55,38
219,2,1:21.0,,Offensive foul by P. Tucker (drawn by A. Bradley),55,38
220,2,1:08.0,Personal foul by B. Knight,,55,38
221,2,0:58.0,A. Bradley misses 3-pt jump shot from 23 ft,,55,38
222,2,0:56.0,Offensive rebound by J. Sullinger,,55,38
223,2,0:56.0,Turnover by J. Sullinger (lost ball),,55,38
224,2,0:41.0,,B. Knight misses 3-pt jump shot from 24 ft,55,38
225,2,0:38.0,Defensive rebound by E. Turner,,55,38
226,2,0:37.0,Personal foul by R. Price,,55,38
227,2,0:37.0,E. Turner makes free throw 1 of 2,,56,38
228,2,0:37.0,M. Smart enters the game for J. Sullinger,,56,38
229,2,0:37.0,E. Turner misses free throw 2 of 2,,56,38
230,2,0:36.0,,Defensive rebound by M. Teletović,56,38
231,2,0:18.0,,J. Jenkins makes 3-pt jump shot from 24 ft (assist by P. Tucker),56,41
232,2,0:03.0,Personal foul by M. Teletović,,56,41
233,2,0:03.0,E. Turner makes free throw 1 of 2,,57,41
234,2,0:03.0,E. Turner makes free throw 2 of 2,,58,41
235,2,0:00.0,,Personal block foul by M. Smart,58,41
236,3,11:50.0,Turnover by E. Turner (bad pass; steal by P. Tucker),,58,41
237,3,11:45.0,,D. Booker makes 3-pt jump shot from 23 ft (assist by B. Knight),58,44
238,3,11:31.0,J. Sullinger misses 2-pt jump shot from 17 ft,,58,44
239,3,11:29.0,,Defensive rebound by P. Tucker,58,44
240,3,11:21.0,,D. Booker misses 3-pt jump shot from 24 ft,58,44
241,3,11:18.0,Defensive rebound by J. Sullinger,,58,44
242,3,11:14.0,I. Thomas makes 2-pt layup from 1 ft,,60,44
243,3,11:03.0,,M. Teletović misses 3-pt jump shot from 24 ft,60,44
244,3,11:01.0,Defensive rebound by J. Sullinger,,60,44
245,3,10:53.0,I. Thomas makes 2-pt layup from 1 ft,,62,44
246,3,10:45.0,,Phoenix full timeout,62,44
247,3,10:40.0,,Personal foul by A. Johnson,62,44
248,3,10:29.0,,Turnover by B. Knight (lost ball; steal by J. Sullinger),62,44
249,3,10:25.0,A. Bradley misses 2-pt layup from 1 ft,,62,44
250,3,10:20.0,,Defensive rebound by M. Teletović,62,44
251,3,10:19.0,,Turnover by M. Teletović (lost ball; steal by A. Bradley),62,44
252,3,10:12.0,E. Turner makes 2-pt jump shot from 7 ft,,64,44
253,3,9:58.0,,Turnover by A. Len (step out of bounds),64,44
254,3,9:45.0,Turnover by A. Johnson (bad pass; steal by M. Teletović),,64,44
255,3,9:40.0,,P. Tucker makes 2-pt layup from 1 ft (assist by M. Teletović),64,46
256,3,9:40.0,,Shooting foul by A. Johnson (drawn by P. Tucker),64,46
257,3,9:40.0,,P. Tucker makes free throw 1 of 1,64,47
258,3,9:24.0,Shooting foul by A. Len (drawn by I. Thomas),,64,47
259,3,9:24.0,I. Thomas makes free throw 1 of 2,,65,47
260,3,9:24.0,I. Thomas makes free throw 2 of 2,,66,47
261,3,9:01.0,,M. Teletović makes 2-pt jump shot from 12 ft,66,49
262,3,8:39.0,J. Sullinger makes 2-pt hook shot from 7 ft,,68,49
263,3,8:27.0,,B. Knight makes 2-pt jump shot from 14 ft,68,51
264,3,8:27.0,,Shooting foul by I. Thomas (drawn by B. Knight),68,51
265,3,8:27.0,,B. Knight makes free throw 1 of 1,68,52
266,3,8:14.0,I. Thomas misses 3-pt jump shot from 23 ft,,68,52
267,3,8:12.0,,Defensive rebound by A. Len,68,52
268,3,8:01.0,,P. Tucker makes 2-pt layup from 1 ft,68,54
269,3,7:48.0,Offensive foul by A. Johnson (drawn by P. Tucker),,68,54
270,3,7:48.0,Turnover by A. Johnson (offensive foul),,68,54
271,3,7:42.0,,Personal foul by A. Bradley,68,54
272,3,7:35.0,,D. Booker makes 2-pt jump shot from 14 ft (assist by B. Knight),68,56
273,3,7:35.0,Boston full timeout,,68,56
274,3,7:22.0,Turnover by J. Sullinger (bad pass),,68,56
275,3,7:06.0,,B. Knight makes 2-pt jump shot from 21 ft (assist by A. Len),68,58
276,3,6:51.0,,Offensive charge foul by I. Thomas (drawn by B. Knight),68,58
277,3,6:51.0,Turnover by I. Thomas (offensive foul),,68,58
278,3,6:51.0,K. Olynyk enters the game for J. Sullinger,,68,58
279,3,6:51.0,M. Smart enters the game for I. Thomas,,68,58
280,3,6:44.0,,Shooting foul by A. Bradley (drawn by B. Knight),68,58
281,3,6:44.0,,B. Knight makes free throw 1 of 2,68,59
282,3,6:44.0,,B. Knight makes free throw 2 of 2,68,60
283,3,6:29.0,A. Bradley misses 3-pt jump shot from 24 ft,,68,60
284,3,6:27.0,,Defensive rebound by P. Tucker,68,60
285,3,6:18.0,,B. Knight misses 3-pt jump shot from 25 ft,68,60
286,3,6:16.0,Defensive rebound by A. Johnson,,68,60
287,3,6:04.0,A. Johnson makes 2-pt hook shot from 5 ft (assist by E. Turner),,70,60
288,3,5:54.0,,M. Teletović makes 2-pt jump shot from 5 ft,70,62
289,3,5:42.0,M. Smart misses 3-pt jump shot from 24 ft,,70,62
290,3,5:40.0,,Defensive rebound by M. Teletović,70,62
291,3,5:23.0,,A. Len misses 2-pt layup from 2 ft (block by A. Johnson),70,62
292,3,5:21.0,Defensive rebound by M. Smart,,70,62
293,3,5:18.0,Turnover by M. Smart (bad pass; steal by M. Teletović),,70,62
294,3,5:10.0,,A. Len makes 2-pt dunk at rim (assist by P. Tucker),70,64
295,3,4:48.0,E. Turner misses 3-pt jump shot from 24 ft,,70,64
296,3,4:46.0,,Defensive rebound by M. Teletović,70,64
297,3,4:40.0,,Shooting foul by K. Olynyk (drawn by M. Teletović),70,64
298,3,4:40.0,,M. Teletović makes free throw 1 of 2,70,65
299,3,4:40.0,I. Thomas enters the game for E. Turner,,70,65
300,3,4:40.0,,M. Teletović misses free throw 2 of 2,70,65
301,3,4:39.0,Defensive rebound by Team,,70,65
302,3,4:28.0,Shooting foul by A. Len (drawn by I. Thomas),,70,65
303,3,4:28.0,I. Thomas makes free throw 1 of 2,,71,65
304,3,4:28.0,,C. Budinger enters the game for A. Len,71,65
305,3,4:28.0,I. Thomas makes free throw 2 of 2,,72,65
306,3,4:07.0,,D. Booker misses 2-pt jump shot from 10 ft,72,65
307,3,4:03.0,,Offensive rebound by C. Budinger,72,65
308,3,4:03.0,,C. Budinger makes 2-pt layup from 1 ft,72,67
309,3,3:54.0,A. Bradley misses 2-pt layup from 2 ft,,72,67
310,3,3:51.0,,Defensive rebound by Team,72,67
311,3,3:44.0,,Personal foul by A. Bradley,72,67
312,3,3:44.0,,B. Knight makes free throw 1 of 2,72,68
313,3,3:44.0,,B. Knight makes free throw 2 of 2,72,69
314,3,3:19.0,K. Olynyk makes 2-pt jump shot from 10 ft (assist by A. Bradley),,74,69
315,3,3:09.0,,M. Teletović makes 2-pt jump shot from 10 ft,74,71
316,3,2:52.0,A. Bradley misses 2-pt jump shot from 15 ft,,74,71
317,3,2:49.0,,Defensive rebound by P. Tucker,74,71
318,3,2:43.0,,D. Booker makes 2-pt dunk at rim (assist by P. Tucker),74,73
319,3,2:21.0,I. Thomas makes 2-pt jump shot from 6 ft,,76,73
320,3,2:07.0,,B. Knight misses 2-pt jump shot from 17 ft,76,73
321,3,2:04.0,Defensive rebound by M. Smart,,76,73
322,3,1:49.0,M. Smart misses 3-pt jump shot from 23 ft,,76,73
323,3,1:47.0,,Defensive rebound by M. Teletović,76,73
324,3,1:35.0,,Turnover by C. Budinger (bad pass),76,73
325,3,1:35.0,,Phoenix full timeout,76,73
326,3,1:35.0,J. Jerebko enters the game for A. Johnson,,76,73
327,3,1:17.0,I. Thomas makes 3-pt jump shot from 24 ft (assist by M. Smart),,79,73
328,3,0:55.0,,M. Teletović misses 2-pt jump shot from 7 ft (block by M. Smart),79,73
329,3,0:46.0,,Offensive rebound by P. Tucker,79,73
330,3,0:32.0,,M. Teletović misses 3-pt jump shot from 26 ft,79,73
331,3,0:30.0,Defensive rebound by I. Thomas,,79,73
332,3,0:14.0,I. Thomas misses 2-pt jump shot from 5 ft,,79,73
333,3,0:12.0,Offensive rebound by I. Thomas,,79,73
334,3,0:12.0,Shooting foul by D. Booker (drawn by I. Thomas),,79,73
335,3,0:12.0,I. Thomas makes free throw 1 of 2,,80,73
336,3,0:12.0,T. Rozier enters the game for A. Bradley,,80,73
337,3,0:12.0,I. Thomas makes free throw 2 of 2,,81,73
338,3,0:00.0,,D. Booker makes 2-pt jump shot from 3 ft (assist by P. Tucker),81,75
339,4,11:46.0,,Personal foul by M. Smart,81,75
340,4,11:44.0,,Offensive foul by M. Teletović (drawn by M. Smart),81,75
341,4,11:44.0,,Turnover by M. Teletović (offensive foul),81,75
342,4,11:27.0,I. Thomas makes 3-pt jump shot from 24 ft (assist by E. Turner),,84,75
343,4,11:15.0,,Shooting foul by J. Jerebko (drawn by M. Teletović),84,75
344,4,11:15.0,,M. Teletović makes free throw 1 of 2,84,76
345,4,11:15.0,,M. Teletović misses free throw 2 of 2,84,76
346,4,11:15.0,Defensive rebound by K. Olynyk,,84,76
347,4,11:00.0,I. Thomas misses 3-pt jump shot from 24 ft,,84,76
348,4,10:58.0,Offensive rebound by K. Olynyk,,84,76
349,4,10:56.0,K. Olynyk makes 2-pt layup from 1 ft,,86,76
350,4,10:47.0,,Personal block foul by M. Smart,86,76
351,4,10:42.0,,P. Tucker misses 3-pt jump shot from 23 ft,86,76
352,4,10:40.0,Defensive rebound by E. Turner,,86,76
353,4,10:36.0,Turnover by I. Thomas (traveling),,86,76
354,4,10:13.0,,M. Teletović misses 2-pt jump shot from 7 ft,86,76
355,4,10:13.0,,Offensive rebound by Team,86,76
356,4,10:13.0,Loose ball foul by E. Turner,,86,76
357,4,10:09.0,,D. Booker misses 2-pt jump shot from 19 ft,86,76
358,4,10:07.0,,Offensive rebound by P. Tucker,86,76
359,4,10:05.0,,P. Tucker makes 2-pt layup from 2 ft,86,78
360,4,9:42.0,Personal foul by P. Tucker,,86,78
361,4,9:37.0,K. Olynyk makes 2-pt jump shot from 11 ft (assist by I. Thomas),,88,78
362,4,9:14.0,,R. Price misses 3-pt jump shot from 24 ft,88,78
363,4,9:12.0,Defensive rebound by E. Turner,,88,78
364,4,9:07.0,Personal foul by C. Budinger,,88,78
365,4,8:58.0,Turnover by K. Olynyk (3 sec),,88,78
366,4,8:58.0,Official timeout,,88,78
367,4,8:58.0,,J. Jenkins enters the game for D. Booker,88,78
368,4,8:58.0,,B. Knight enters the game for C. Budinger,88,78
369,4,8:58.0,T. Rozier enters the game for I. Thomas,,88,78
370,4,8:36.0,,Turnover by R. Price (bad pass; steal by T. Rozier),88,78
371,4,8:25.0,E. Turner misses 2-pt jump shot from 17 ft,,88,78
372,4,8:23.0,,Defensive rebound by J. Jenkins,88,78
373,4,7:59.0,,R. Price misses 2-pt jump shot from 4 ft,88,78
374,4,7:57.0,Defensive rebound by J. Jerebko,,88,78
375,4,7:44.0,M. Smart misses 3-pt jump shot from 24 ft,,88,78
376,4,7:42.0,,Defensive rebound by P. Tucker,88,78
377,4,7:28.0,,B. Knight misses 3-pt jump shot from 24 ft,88,78
378,4,7:27.0,,Offensive rebound by Team,88,78
379,4,7:27.0,Loose ball foul by E. Turner,,88,78
380,4,7:27.0,,P. Tucker makes free throw 1 of 2,88,79
381,4,7:27.0,,A. Len enters the game for M. Teletović,88,79
382,4,7:27.0,,D. Booker enters the game for R. Price,88,79
383,4,7:27.0,J. Sullinger enters the game for K. Olynyk,,88,79
384,4,7:27.0,,P. Tucker makes free throw 2 of 2,88,80
385,4,7:18.0,Turnover by J. Sullinger (traveling),,88,80
386,4,7:02.0,,B. Knight makes 2-pt jump shot from 19 ft,88,82
387,4,6:43.0,E. Turner misses 2-pt jump shot from 16 ft,,88,82
388,4,6:41.0,Offensive rebound by M. Smart,,88,82
389,4,6:34.0,J. Jerebko makes 3-pt jump shot from 24 ft (assist by M. Smart),,91,82
390,4,6:16.0,,B. Knight misses 3-pt jump shot from 24 ft,91,82
391,4,6:12.0,Defensive rebound by J. Sullinger,,91,82
392,4,6:03.0,J. Sullinger misses 2-pt jump shot from 19 ft,,91,82
393,4,6:01.0,,Defensive rebound by D. Booker,91,82
394,4,5:55.0,,A. Len makes 2-pt dunk at rim (assist by D. Booker),91,84
395,4,5:33.0,J. Sullinger misses 2-pt layup from 2 ft (block by P. Tucker),,91,84
