,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,CHICAGO_ACTION,NEW ORLEANS_SCORE,CHICAGO_SCORE
389,4,3:52.0,,J. Noah makes 2-pt layup from 2 ft,86,87
390,4,3:47.0,E. Gordon makes 3-pt jump shot from 24 ft (assist by T. Evans),,89,87
391,4,3:33.0,,A. Brooks makes 2-pt jump shot from 4 ft,89,89
392,4,3:22.0,Shooting foul by J. Butler (drawn by A. Davis),,89,89
393,4,3:22.0,A. Davis misses free throw 1 of 2,,89,89
394,4,3:22.0,Offensive rebound by Team,,89,89
395,4,3:22.0,,P. Gasol enters the game for N. Mirotić,89,89
396,4,3:22.0,D. Cunningham enters the game for A. Ajinça,,89,89
397,4,3:22.0,A. Davis misses free throw 2 of 2,,89,89
398,4,3:20.0,,Defensive rebound by A. Brooks,89,89
399,4,3:04.0,,Turnover by A. Brooks (bad pass; steal by E. Gordon),89,89
400,4,3:01.0,E. Gordon makes 2-pt layup from 2 ft (assist by T. Evans),,91,89
401,4,2:42.0,,A. Brooks makes 3-pt jump shot from 24 ft (assist by P. Gasol),91,92
402,4,2:20.0,Turnover by A. Davis (bad pass; steal by J. Butler),,91,92
403,4,2:05.0,,P. Gasol makes 2-pt jump shot from 18 ft (assist by D. Rose),91,94
404,4,2:05.0,New Orleans full timeout,,91,94
405,4,1:48.0,A. Davis makes 2-pt hook shot from 5 ft (assist by E. Gordon),,93,94
406,4,1:48.0,Shooting foul by J. Noah (drawn by A. Davis),,93,94
407,4,1:48.0,A. Davis makes free throw 1 of 1,,94,94
408,4,1:27.0,,Personal foul by D. Cunningham (drawn by D. Rose),94,94
409,4,1:13.0,,P. Gasol misses 2-pt jump shot from 13 ft,94,94
410,4,1:13.0,,Offensive rebound by Team,94,94
411,4,1:13.0,,Turnover by Team (shot clock),94,94
412,4,0:58.0,A. Davis misses 2-pt hook shot from 5 ft,,94,94
413,4,0:57.0,,Defensive rebound by P. Gasol,94,94
414,4,0:40.0,,A. Brooks makes 2-pt layup from 2 ft,94,96
415,4,0:40.0,New Orleans full timeout,,94,96
416,4,0:40.0,,K. Hinrich enters the game for A. Brooks,94,96
417,4,0:31.0,E. Gordon misses 3-pt jump shot from 27 ft,,94,96
418,4,0:30.0,,Defensive rebound by P. Gasol,94,96
419,4,0:12.0,,D. Rose makes 2-pt jump shot from 15 ft,94,98
420,4,0:12.0,New Orleans full timeout,,94,98
421,4,0:12.0,N. Cole enters the game for A. Gee,,94,98
422,4,0:02.0,T. Evans misses 3-pt jump shot from 25 ft,,94,98
423,4,0:00.0,,Defensive rebound by D. Rose,94,98
