,QUARTER,TIME_REMAINING,DENVER_ACTION,DALLAS_ACTION,DENVER_SCORE,DALLAS_SCORE
58,1,3:52.0,,D. Williams makes 3-pt jump shot from 24 ft (assist by C. Parsons),15,14
59,1,3:37.0,Turnover by D. Gallinari (bad pass),,15,14
60,1,3:37.0,J. Nelson enters the game for R. Foye,,15,14
61,1,3:26.0,,D. Williams misses 3-pt jump shot from 25 ft,15,14
62,1,3:25.0,Defensive rebound by W. Barton,,15,14
63,1,3:15.0,E. Mudiay makes 2-pt jump shot from 22 ft,,17,14
64,1,3:05.0,,Turnover by D. Williams (lost ball; steal by E. Mudiay),17,14
65,1,2:47.0,Shooting foul by D. Williams (drawn by W. Barton),,17,14
66,1,2:47.0,W. Barton makes free throw 1 of 2,,18,14
67,1,2:47.0,,D. Nowitzki enters the game for Z. Pachulia,18,14
68,1,2:47.0,,D. Harris enters the game for D. Williams,18,14
69,1,2:47.0,W. Barton makes free throw 2 of 2,,19,14
70,1,2:31.0,,C. Parsons makes 2-pt jump shot from 2 ft,19,16
71,1,2:09.0,Turnover by J. Lauvergne (lost ball; steal by C. Parsons),,19,16
72,1,1:55.0,,Shooting foul by J. Lauvergne (drawn by D. Nowitzki),19,16
73,1,1:55.0,,D. Nowitzki makes free throw 1 of 2,19,17
74,1,1:55.0,K. Faried enters the game for J. Lauvergne,,19,17
75,1,1:55.0,,W. Matthews enters the game for C. Parsons,19,17
76,1,1:55.0,,D. Nowitzki makes free throw 2 of 2,19,18
77,1,1:43.0,E. Mudiay misses 2-pt jump shot from 16 ft (block by D. Powell),,19,18
78,1,1:41.0,Offensive rebound by W. Barton,,19,18
79,1,1:38.0,D. Gallinari makes 3-pt jump shot from 23 ft (assist by W. Barton),,22,18
80,1,1:22.0,,D. Harris misses 2-pt layup at rim (block by K. Faried),22,18
81,1,1:20.0,Defensive rebound by D. Gallinari,,22,18
82,1,1:12.0,W. Barton misses 3-pt jump shot from 25 ft,,22,18
83,1,1:11.0,Offensive rebound by K. Faried,,22,18
84,1,1:11.0,M. Miller enters the game for E. Mudiay,,22,18
85,1,1:06.0,Personal foul by D. Powell (drawn by D. Gallinari),,22,18
86,1,0:54.0,D. Gallinari makes 3-pt jump shot from 24 ft (assist by J. Nelson),,25,18
87,1,0:40.0,,R. Felton makes 2-pt jump shot from 4 ft,25,20
88,1,0:24.0,K. Faried misses 2-pt jump shot from 19 ft,,25,20
89,1,0:23.0,,Defensive rebound by Team,25,20
90,1,0:01.0,,D. Harris makes 2-pt layup at rim,25,22
91,2,11:48.0,K. Faried makes 2-pt jump shot from 4 ft (assist by J. Nelson),,27,22
92,2,11:48.0,Shooting foul by D. Nowitzki (drawn by K. Faried),,27,22
93,2,11:48.0,K. Faried misses free throw 1 of 1,,27,22
94,2,11:47.0,,Defensive rebound by R. Felton,27,22
95,2,11:37.0,,Personal foul by M. Miller (drawn by D. Nowitzki),27,22
96,2,11:24.0,,D. Nowitzki makes 2-pt layup from 1 ft,27,24
97,2,11:12.0,K. Faried makes 2-pt layup at rim (assist by W. Barton),,29,24
98,2,10:57.0,,Personal foul by M. Miller (drawn by D. Nowitzki),29,24
99,2,10:46.0,D. Arthur enters the game for M. Miller,,29,24
100,2,10:42.0,,R. Felton misses 3-pt jump shot from 25 ft,29,24
101,2,10:41.0,,Offensive rebound by J. McGee,29,24
102,2,10:28.0,,R. Felton makes 2-pt layup from 1 ft,29,26
103,2,10:15.0,D. Arthur misses 2-pt jump shot from 15 ft,,29,26
104,2,10:14.0,,Defensive rebound by J. McGee,29,26
105,2,10:10.0,,Shooting foul by W. Barton (drawn by J. Anderson),29,26
106,2,10:10.0,,J. Anderson misses free throw 1 of 2,29,26
107,2,10:10.0,,Offensive rebound by Team,29,26
108,2,10:10.0,,J. Anderson misses free throw 2 of 2,29,26
109,2,10:09.0,Defensive rebound by W. Barton,,29,26
110,2,9:51.0,W. Barton misses 2-pt jump shot from 7 ft,,29,26
111,2,9:50.0,Offensive rebound by Team,,29,26
112,2,9:37.0,D. Arthur makes 2-pt jump shot from 18 ft (assist by R. Foye),,31,26
113,2,9:18.0,,R. Felton makes 2-pt jump shot from 2 ft (assist by D. Nowitzki),31,28
114,2,9:18.0,,Shooting foul by K. Faried (drawn by R. Felton),31,28
115,2,9:18.0,,R. Felton misses free throw 1 of 1,31,28
116,2,9:17.0,Defensive rebound by W. Barton,,31,28
117,2,9:14.0,Denver full timeout,,31,28
118,2,9:05.0,J. Nelson misses 2-pt jump shot from 20 ft,,31,28
119,2,9:04.0,,Defensive rebound by J. Anderson,31,28
120,2,8:50.0,,J. McGee misses 2-pt hook shot from 6 ft,31,28
121,2,8:49.0,Defensive rebound by K. Faried,,31,28
122,2,8:34.0,J. Nelson misses 3-pt jump shot from 24 ft,,31,28
123,2,8:33.0,Offensive rebound by Team,,31,28
124,2,8:33.0,Official timeout,,31,28
125,2,8:33.0,,C. Villanueva enters the game for D. Nowitzki,31,28
126,2,8:33.0,N. Jokić enters the game for K. Faried,,31,28
127,2,8:20.0,R. Foye misses 2-pt jump shot from 21 ft,,31,28
128,2,8:19.0,,Defensive rebound by J. McGee,31,28
129,2,8:08.0,,Shooting foul by R. Foye (drawn by J. McGee),31,28
130,2,8:08.0,,J. McGee makes free throw 1 of 2,31,29
131,2,8:08.0,,D. Williams enters the game for R. Felton,31,29
132,2,8:08.0,,J. McGee misses free throw 2 of 2,31,29
133,2,8:07.0,Defensive rebound by W. Barton,,31,29
134,2,7:58.0,R. Foye misses 3-pt jump shot from 25 ft,,31,29
135,2,7:57.0,,Defensive rebound by J. McGee,31,29
136,2,7:36.0,,J. McGee makes 2-pt layup from 2 ft (assist by C. Villanueva),31,31
137,2,7:22.0,J. Nelson makes 2-pt jump shot from 20 ft,,33,31
138,2,7:08.0,D. Gallinari enters the game for R. Foye,,33,31
139,2,7:03.0,,J. Anderson misses 3-pt jump shot from 26 ft,33,31
140,2,7:02.0,Defensive rebound by W. Barton,,33,31
141,2,6:58.0,Shooting foul by J. McGee (drawn by N. Jokić),,33,31
142,2,6:58.0,N. Jokić makes free throw 1 of 2,,34,31
143,2,6:58.0,,C. Parsons enters the game for J. Anderson,34,31
144,2,6:58.0,,W. Matthews enters the game for D. Harris,34,31
145,2,6:58.0,E. Mudiay enters the game for J. Nelson,,34,31
146,2,6:58.0,N. Jokić misses free throw 2 of 2,,34,31
147,2,6:58.0,,Defensive rebound by C. Parsons,34,31
148,2,6:42.0,,Turnover by C. Parsons (bad pass; steal by W. Barton),34,31
149,2,6:38.0,W. Barton misses 2-pt layup at rim,,34,31
150,2,6:37.0,Offensive rebound by D. Gallinari,,34,31
151,2,6:37.0,D. Gallinari makes 2-pt dunk at rim,,36,31
152,2,6:32.0,,Dallas full timeout,36,31
153,2,6:32.0,,Z. Pachulia enters the game for J. McGee,36,31
154,2,6:21.0,,D. Williams makes 2-pt jump shot from 16 ft,36,33
155,2,6:04.0,Shooting foul by C. Villanueva (drawn by E. Mudiay),,36,33
156,2,6:04.0,E. Mudiay misses free throw 1 of 2,,36,33
157,2,6:04.0,Offensive rebound by Team,,36,33
158,2,6:04.0,E. Mudiay makes free throw 2 of 2,,37,33
159,2,5:52.0,,Shooting foul by E. Mudiay (drawn by D. Williams),37,33
160,2,5:52.0,,D. Williams makes free throw 1 of 2,37,34
161,2,5:52.0,,D. Williams makes free throw 2 of 2,37,35
162,2,5:44.0,Personal foul by Z. Pachulia (drawn by N. Jokić),,37,35
163,2,5:34.0,E. Mudiay misses 2-pt jump shot from 18 ft,,37,35
164,2,5:33.0,,Defensive rebound by C. Villanueva,37,35
165,2,5:15.0,,W. Matthews misses 2-pt jump shot from 10 ft,37,35
166,2,5:14.0,Defensive rebound by Team,,37,35
167,2,5:00.0,E. Mudiay makes 2-pt layup from 1 ft,,39,35
168,2,4:37.0,,D. Williams misses 3-pt jump shot from 24 ft,39,35
169,2,4:36.0,Defensive rebound by E. Mudiay,,39,35
170,2,4:31.0,E. Mudiay misses 2-pt layup from 1 ft,,39,35
171,2,4:28.0,,Defensive rebound by C. Villanueva,39,35
172,2,4:21.0,,W. Matthews makes 3-pt jump shot from 22 ft (assist by D. Williams),39,38
173,2,4:03.0,Turnover by W. Barton (traveling),,39,38
174,2,4:03.0,R. Foye enters the game for W. Barton,,39,38
175,2,4:03.0,,D. Nowitzki enters the game for C. Villanueva,39,38
176,2,3:48.0,,C. Parsons makes 2-pt jump shot from 11 ft,39,40
177,2,3:33.0,N. Jokić makes 3-pt jump shot from 24 ft (assist by E. Mudiay),,42,40
178,2,3:19.0,,D. Williams makes 2-pt jump shot from 8 ft,42,42
179,2,3:10.0,,Violation by C. Parsons (kicked ball),42,42
180,2,3:01.0,Personal foul by W. Matthews (drawn by D. Gallinari),,42,42
181,2,3:01.0,D. Gallinari makes free throw 1 of 2,,43,42
182,2,3:01.0,D. Gallinari makes free throw 2 of 2,,44,42
183,2,2:52.0,,Z. Pachulia misses 2-pt jump shot from 6 ft,44,42
184,2,2:52.0,Defensive rebound by N. Jokić,,44,42
185,2,2:52.0,,Loose ball foul by Z. Pachulia (drawn by N. Jokić),44,42
186,2,2:52.0,Denver full timeout,,44,42
187,2,2:52.0,N. Jokić makes free throw 1 of 2,,45,42
188,2,2:52.0,N. Jokić makes free throw 2 of 2,,46,42
189,2,2:44.0,,D. Williams makes 3-pt jump shot from 24 ft (assist by W. Matthews),46,45
190,2,2:21.0,E. Mudiay misses 2-pt jump shot from 12 ft,,46,45
191,2,2:20.0,,Defensive rebound by D. Nowitzki,46,45
192,2,2:03.0,,D. Williams misses 2-pt layup from 3 ft,46,45
193,2,2:03.0,,Offensive rebound by Z. Pachulia,46,45
194,2,2:03.0,,Shooting foul by N. Jokić (drawn by Z. Pachulia),46,45
195,2,2:03.0,,Z. Pachulia misses free throw 1 of 2,46,45
196,2,2:03.0,,Offensive rebound by Team,46,45
197,2,2:03.0,J. Lauvergne enters the game for N. Jokić,,46,45
198,2,2:03.0,,Z. Pachulia makes free throw 2 of 2,46,46
199,2,1:46.0,E. Mudiay makes 2-pt layup from 1 ft,,48,46
200,2,1:37.0,,D. Williams misses 2-pt hook shot from 7 ft,48,46
201,2,1:36.0,Defensive rebound by J. Lauvergne,,48,46
202,2,1:30.0,D. Arthur makes 2-pt dunk at rim (assist by E. Mudiay),,50,46
203,2,1:07.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,50,46
204,2,1:07.0,Defensive rebound by E. Mudiay,,50,46
205,2,1:01.0,Turnover by E. Mudiay (palming),,50,46
206,2,0:54.0,,W. Matthews makes 2-pt layup at rim,50,48
207,2,0:35.0,D. Arthur makes 2-pt jump shot from 16 ft (assist by E. Mudiay),,52,48
208,2,0:24.0,,D. Williams misses 2-pt jump shot from 7 ft,52,48
209,2,0:22.0,Defensive rebound by D. Gallinari,,52,48
210,2,0:03.0,Turnover by D. Arthur (lost ball; steal by Z. Pachulia),,52,48
211,3,11:43.0,D. Arthur misses 2-pt jump shot from 21 ft,,52,48
212,3,11:42.0,,Defensive rebound by D. Williams,52,48
213,3,11:27.0,,D. Nowitzki makes 2-pt jump shot from 14 ft,52,50
214,3,11:10.0,Turnover by N. Jokić (bad pass; steal by W. Matthews),,52,50
215,3,11:09.0,,Personal take foul by N. Jokić (drawn by W. Matthews),52,50
216,3,10:52.0,,C. Parsons misses 2-pt jump shot from 18 ft,52,50
217,3,10:51.0,Defensive rebound by D. Gallinari,,52,50
218,3,10:39.0,Turnover by N. Jokić (bad pass; steal by D. Nowitzki),,52,50
219,3,10:32.0,,W. Matthews makes 2-pt jump shot from 5 ft,52,52
220,3,10:12.0,E. Mudiay misses 2-pt jump shot from 6 ft,,52,52
221,3,10:11.0,Offensive rebound by N. Jokić,,52,52
222,3,9:56.0,R. Foye misses 2-pt layup from 2 ft (block by C. Parsons),,52,52
223,3,9:56.0,Offensive rebound by Team,,52,52
224,3,9:47.0,R. Foye misses 2-pt jump shot from 7 ft,,52,52
225,3,9:46.0,Offensive rebound by R. Foye,,52,52
226,3,9:33.0,D. Gallinari misses 3-pt jump shot from 26 ft,,52,52
227,3,9:32.0,,Defensive rebound by D. Williams,52,52
228,3,9:22.0,,Z. Pachulia makes 2-pt layup at rim (assist by W. Matthews),52,54
229,3,9:22.0,Denver full timeout,,52,54
230,3,8:57.0,D. Arthur misses 2-pt jump shot from 11 ft,,52,54
231,3,8:56.0,,Defensive rebound by Z. Pachulia,52,54
232,3,8:36.0,,Shooting foul by N. Jokić (drawn by Z. Pachulia),52,54
233,3,8:36.0,,Z. Pachulia makes free throw 1 of 2,52,55
234,3,8:36.0,,R. Felton enters the game for C. Parsons,52,55
235,3,8:36.0,,Z. Pachulia makes free throw 2 of 2,52,56
236,3,8:11.0,D. Gallinari misses 3-pt jump shot from 25 ft,,52,56
237,3,8:11.0,Offensive rebound by Team,,52,56
238,3,8:11.0,Turnover by Team (shot clock),,52,56
239,3,7:50.0,,R. Felton misses 2-pt jump shot from 7 ft,52,56
240,3,7:49.0,Defensive rebound by N. Jokić,,52,56
241,3,7:43.0,Personal block foul by W. Matthews (drawn by D. Gallinari),,52,56
242,3,7:43.0,J. Lauvergne enters the game for N. Jokić,,52,56
243,3,7:30.0,R. Foye misses 3-pt jump shot from 24 ft,,52,56
244,3,7:29.0,,Defensive rebound by Z. Pachulia,52,56
245,3,7:15.0,,Turnover by Z. Pachulia (lost ball),52,56
246,3,7:00.0,Personal block foul by D. Williams (drawn by D. Gallinari),,52,56
247,3,6:53.0,E. Mudiay misses 2-pt jump shot from 14 ft,,52,56
248,3,6:53.0,Offensive rebound by D. Arthur,,52,56
249,3,6:43.0,J. Lauvergne misses 3-pt jump shot from 23 ft,,52,56
250,3,6:42.0,,Defensive rebound by D. Nowitzki,52,56
251,3,6:33.0,,W. Matthews misses 3-pt jump shot from 22 ft,52,56
252,3,6:32.0,Defensive rebound by J. Lauvergne,,52,56
253,3,6:25.0,R. Foye misses 2-pt layup from 1 ft,,52,56
254,3,6:24.0,,Defensive rebound by Z. Pachulia,52,56
255,3,6:20.0,,Shooting block foul by D. Arthur (drawn by D. Williams),52,56
256,3,6:20.0,,D. Williams makes free throw 1 of 2,52,57
257,3,6:20.0,,D. Powell enters the game for D. Nowitzki,52,57
258,3,6:20.0,,D. Williams makes free throw 2 of 2,52,58
259,3,6:10.0,Turnover by D. Arthur (bad pass; steal by D. Powell),,52,58
260,3,6:06.0,,D. Williams makes 2-pt layup from 1 ft,52,60
261,3,6:05.0,Denver full timeout,,52,60
262,3,6:05.0,W. Barton enters the game for D. Arthur,,52,60
263,3,5:54.0,D. Gallinari misses 2-pt jump shot from 16 ft,,52,60
264,3,5:53.0,,Defensive rebound by D. Powell,52,60
265,3,5:41.0,,D. Powell makes 2-pt jump shot from 18 ft (assist by D. Williams),52,62
266,3,5:30.0,Personal block foul by W. Matthews (drawn by D. Gallinari),,52,62
267,3,5:30.0,J. Nelson enters the game for R. Foye,,52,62
268,3,5:30.0,,C. Parsons enters the game for W. Matthews,52,62
269,3,5:14.0,D. Gallinari misses 3-pt jump shot from 24 ft,,52,62
270,3,5:13.0,,Defensive rebound by R. Felton,52,62
271,3,5:01.0,,Personal foul by E. Mudiay (drawn by D. Powell),52,62
272,3,4:53.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by R. Felton),52,64
273,3,4:53.0,Denver full timeout,,52,64
274,3,4:37.0,D. Gallinari misses 2-pt jump shot from 18 ft,,52,64
275,3,4:36.0,,Defensive rebound by D. Williams,52,64
276,3,4:15.0,,Turnover by D. Powell (traveling),52,64
277,3,4:04.0,Turnover by E. Mudiay (offensive foul),,52,64
278,3,4:04.0,,Offensive charge foul by E. Mudiay (drawn by D. Williams),52,64
279,3,3:45.0,,Turnover by Z. Pachulia (bad pass),52,64
280,3,3:45.0,K. Faried enters the game for J. Lauvergne,,52,64
281,3,3:20.0,W. Barton misses 2-pt jump shot from 15 ft,,52,64
282,3,3:20.0,Offensive rebound by Team,,52,64
283,3,3:20.0,Turnover by Team (shot clock),,52,64
284,3,3:10.0,,Turnover by Z. Pachulia (lost ball; steal by J. Nelson),52,64
285,3,3:05.0,K. Faried makes 2-pt layup at rim (assist by W. Barton),,54,64
286,3,2:57.0,,Dallas full timeout,54,64
287,3,2:57.0,,W. Matthews enters the game for C. Parsons,54,64
288,3,2:57.0,M. Miller enters the game for E. Mudiay,,54,64
289,3,2:53.0,,D. Williams makes 3-pt jump shot from 24 ft (assist by W. Matthews),54,67
290,3,2:26.0,D. Gallinari misses 3-pt jump shot from 23 ft,,54,67
291,3,2:26.0,,Defensive rebound by Z. Pachulia,54,67
292,3,2:26.0,Loose ball foul by K. Faried (drawn by Z. Pachulia),,54,67
293,3,2:26.0,,Z. Pachulia makes free throw 1 of 2,54,68
294,3,2:26.0,,D. Harris enters the game for D. Williams,54,68
295,3,2:26.0,,Z. Pachulia misses free throw 2 of 2,54,68
296,3,2:25.0,Defensive rebound by K. Faried,,54,68
297,3,2:12.0,Turnover by J. Nelson (bad pass; steal by R. Felton),,54,68
298,3,2:05.0,,Turnover by D. Harris (bad pass; steal by K. Faried),54,68
299,3,2:04.0,,D. Nowitzki enters the game for Z. Pachulia,54,68
300,3,1:50.0,W. Barton makes 3-pt jump shot from 22 ft (assist by M. Miller),,57,68
301,3,1:33.0,,R. Felton makes 3-pt jump shot from 24 ft (assist by D. Nowitzki),57,71
302,3,1:21.0,W. Barton misses 3-pt jump shot from 25 ft,,57,71
303,3,1:20.0,,Defensive rebound by D. Nowitzki,57,71
304,3,1:20.0,,Personal foul by K. Faried (drawn by D. Nowitzki),57,71
305,3,1:20.0,,D. Nowitzki makes free throw 1 of 2,57,72
306,3,1:20.0,,D. Nowitzki makes free throw 2 of 2,57,73
307,3,0:56.0,Turnover by K. Faried (offensive goaltending),,57,73
308,3,0:56.0,R. Foye enters the game for D. Gallinari,,57,73
309,3,0:33.0,,D. Nowitzki misses 3-pt jump shot from 23 ft,57,73
310,3,0:32.0,Defensive rebound by J. Nelson,,57,73
311,3,0:18.0,,Offensive charge foul by K. Faried (drawn by D. Harris),57,73
312,3,0:18.0,Turnover by K. Faried (offensive foul),,57,73
313,3,0:18.0,D. Arthur enters the game for K. Faried,,57,73
314,3,0:01.0,,W. Matthews misses 3-pt jump shot from 23 ft,57,73
315,3,0:00.0,Defensive rebound by J. Nelson,,57,73
316,4,11:45.0,,D. Harris misses 2-pt hook shot from 7 ft,57,73
317,4,11:44.0,,Offensive rebound by D. Powell,57,73
318,4,11:36.0,,Shooting block foul by J. Nelson (drawn by R. Felton),57,73
319,4,11:36.0,,R. Felton makes free throw 1 of 2,57,74
320,4,11:36.0,,R. Felton misses free throw 2 of 2,57,74
321,4,11:35.0,Defensive rebound by M. Miller,,57,74
322,4,11:24.0,Turnover by W. Barton (lost ball; steal by R. Felton),,57,74
323,4,11:19.0,,R. Felton misses 2-pt layup from 1 ft (block by D. Arthur),57,74
324,4,11:18.0,,Offensive rebound by D. Harris,57,74
325,4,11:18.0,,D. Harris misses 2-pt layup at rim (block by W. Barton),57,74
326,4,11:14.0,,Offensive rebound by W. Matthews,57,74
327,4,11:10.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by W. Matthews),57,77
328,4,10:58.0,D. Arthur makes 2-pt dunk at rim (assist by W. Barton),,59,77
329,4,10:41.0,,D. Nowitzki misses 2-pt jump shot from 20 ft,59,77
330,4,10:40.0,Defensive rebound by W. Barton,,59,77
331,4,10:25.0,J. Nelson misses 3-pt jump shot from 24 ft,,59,77
332,4,10:24.0,,Defensive rebound by R. Felton,59,77
333,4,10:10.0,,W. Matthews misses 3-pt jump shot from 23 ft,59,77
334,4,10:09.0,Defensive rebound by M. Miller,,59,77
335,4,9:55.0,W. Barton makes 3-pt jump shot from 22 ft (assist by J. Nelson),,62,77
336,4,9:38.0,,R. Felton misses 2-pt jump shot from 18 ft,62,77
337,4,9:37.0,Defensive rebound by D. Arthur,,62,77
338,4,9:27.0,Turnover by J. Nelson (lost ball),,62,77
339,4,9:14.0,,D. Powell makes 2-pt layup from 2 ft (assist by D. Harris),62,79
340,4,8:56.0,Official timeout,,62,79
341,4,8:56.0,,J. Evans enters the game for D. Nowitzki,62,79
342,4,8:56.0,E. Mudiay enters the game for J. Nelson,,62,79
343,4,8:50.0,R. Foye makes 2-pt layup at rim,,64,79
344,4,8:29.0,,W. Matthews misses 2-pt jump shot from 16 ft,64,79
345,4,8:28.0,,Offensive rebound by J. Evans,64,79
346,4,8:28.0,,Shooting foul by E. Mudiay (drawn by J. Evans),64,79
347,4,8:28.0,,J. Evans makes free throw 1 of 2,64,80
348,4,8:28.0,,J. Anderson enters the game for W. Matthews,64,80
349,4,8:28.0,,J. Evans makes free throw 2 of 2,64,81
350,4,8:16.0,W. Barton makes 3-pt jump shot from 24 ft (assist by E. Mudiay),,67,81
351,4,8:06.0,,D. Harris makes 2-pt layup from 1 ft (assist by D. Powell),67,83
352,4,7:54.0,W. Barton misses 2-pt jump shot from 11 ft,,67,83
353,4,7:53.0,Offensive rebound by D. Arthur,,67,83
354,4,7:51.0,D. Arthur makes 2-pt jump shot from 3 ft,,69,83
355,4,7:35.0,,Turnover by J. Anderson (bad pass; steal by D. Arthur),69,83
356,4,7:28.0,E. Mudiay misses 3-pt jump shot from 22 ft,,69,83
357,4,7:27.0,Offensive rebound by D. Arthur,,69,83
358,4,7:21.0,W. Barton makes 3-pt jump shot from 25 ft (assist by M. Miller),,72,83
359,4,7:21.0,,Dallas full timeout,72,83
360,4,7:21.0,,D. Williams enters the game for D. Powell,72,83
361,4,7:21.0,,Z. Pachulia enters the game for J. Anderson,72,83
362,4,7:21.0,,D. Nowitzki enters the game for J. Evans,72,83
363,4,7:02.0,,D. Williams makes 3-pt jump shot from 24 ft,72,86
364,4,6:46.0,W. Barton misses 3-pt jump shot from 22 ft,,72,86
365,4,6:45.0,,Defensive rebound by D. Nowitzki,72,86
366,4,6:35.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,72,86
367,4,6:34.0,Defensive rebound by E. Mudiay,,72,86
368,4,6:21.0,E. Mudiay misses 2-pt layup from 1 ft (block by Z. Pachulia),,72,86
369,4,6:19.0,,Defensive rebound by D. Williams,72,86
370,4,6:00.0,,D. Williams misses 3-pt jump shot from 24 ft,72,86
371,4,5:59.0,,Offensive rebound by Z. Pachulia,72,86
372,4,5:56.0,,D. Nowitzki makes 2-pt jump shot from 16 ft (assist by Z. Pachulia),72,88
373,4,5:56.0,Denver full timeout,,72,88
374,4,5:56.0,D. Gallinari enters the game for M. Miller,,72,88
375,4,5:37.0,W. Barton misses 2-pt layup from 2 ft,,72,88
376,4,5:36.0,,Defensive rebound by Z. Pachulia,72,88
377,4,5:23.0,,D. Williams misses 2-pt jump shot from 4 ft,72,88
378,4,5:21.0,,Offensive rebound by Z. Pachulia,72,88
379,4,5:19.0,,Shooting foul by D. Arthur (drawn by Z. Pachulia),72,88
380,4,5:19.0,,Z. Pachulia misses free throw 1 of 2,72,88
381,4,5:19.0,,Offensive rebound by Team,72,88
382,4,5:19.0,K. Faried enters the game for D. Arthur,,72,88
383,4,5:19.0,,Z. Pachulia makes free throw 2 of 2,72,89
384,4,4:56.0,E. Mudiay misses 3-pt jump shot from 24 ft,,72,89
385,4,4:55.0,,Defensive rebound by Z. Pachulia,72,89
