,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,PHILADELPHIA_ACTION,GOLDEN STATE_SCORE,PHILADELPHIA_SCORE
386,4,5:18.0,Turnover by S. Curry (lost ball),,100,87
387,4,5:09.0,,H. Thompson misses 2-pt jump shot from 19 ft,100,87
388,4,5:05.0,Defensive rebound by A. Bogut,,100,87
389,4,5:01.0,Turnover by S. Curry (bad pass; steal by I. Smith),,100,87
390,4,4:55.0,,H. Thompson makes 3-pt jump shot from 23 ft (assist by I. Smith),100,90
391,4,4:25.0,S. Curry misses 2-pt jump shot from 6 ft,,100,90
392,4,4:23.0,Offensive rebound by Team,,100,90
393,4,4:21.0,H. Barnes misses 2-pt layup from 2 ft (block by H. Thompson),,100,90
394,4,4:18.0,,Defensive rebound by H. Thompson,100,90
395,4,4:13.0,,I. Canaan misses 3-pt jump shot from 23 ft,100,90
396,4,4:10.0,Defensive rebound by S. Curry,,100,90
397,4,4:00.0,K. Thompson misses 2-pt jump shot from 11 ft,,100,90
398,4,3:58.0,Offensive rebound by A. Bogut,,100,90
399,4,3:58.0,A. Bogut misses 2-pt layup from 1 ft,,100,90
400,4,3:56.0,,Defensive rebound by N. Noel,100,90
401,4,3:53.0,,I. Smith misses 2-pt jump shot from 2 ft,100,90
402,4,3:51.0,Defensive rebound by H. Barnes,,100,90
403,4,3:45.0,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),,103,90
404,4,3:44.0,,Philadelphia full timeout,103,90
405,4,3:26.0,,Shooting foul by D. Green (drawn by N. Noel),103,90
406,4,3:26.0,,N. Noel makes free throw 1 of 2,103,91
407,4,3:26.0,,N. Noel makes free throw 2 of 2,103,92
408,4,3:10.0,S. Curry misses 3-pt jump shot from 27 ft,,103,92
409,4,3:09.0,,Defensive rebound by R. Covington,103,92
410,4,2:57.0,,N. Noel misses 2-pt layup from 1 ft,103,92
411,4,2:56.0,Defensive rebound by Team,,103,92
412,4,2:47.0,Turnover by D. Green (bad pass; steal by I. Smith),,103,92
413,4,2:43.0,,Personal foul by A. Bogut (drawn by I. Smith),103,92
414,4,2:43.0,,I. Smith makes free throw 1 of 2,103,93
415,4,2:43.0,,I. Smith misses free throw 2 of 2,103,93
416,4,2:41.0,Defensive rebound by D. Green,,103,93
417,4,2:29.0,K. Thompson misses 3-pt jump shot from 27 ft,,103,93
418,4,2:27.0,,Defensive rebound by R. Covington,103,93
419,4,2:21.0,,I. Canaan misses 3-pt jump shot from 26 ft,103,93
420,4,2:20.0,Defensive rebound by H. Barnes,,103,93
421,4,2:06.0,Turnover by K. Thompson (lost ball; steal by I. Canaan),,103,93
422,4,2:02.0,,R. Covington makes 2-pt dunk at rim (assist by I. Canaan),103,95
423,4,1:45.0,Turnover by S. Curry (lost ball),,103,95
424,4,1:31.0,,N. Noel makes 2-pt dunk at rim (assist by I. Smith),103,97
425,4,1:17.0,A. Bogut misses 2-pt layup from 1 ft,,103,97
426,4,1:15.0,,Defensive rebound by N. Noel,103,97
427,4,1:01.0,,I. Smith makes 2-pt jump shot from 15 ft,103,99
428,4,1:01.0,Golden State full timeout,,103,99
429,4,1:01.0,S. Livingston enters the game for A. Bogut,,103,99
430,4,0:47.0,S. Curry makes 2-pt layup at rim,,105,99
431,4,0:40.0,,Philadelphia full timeout,105,99
432,4,0:38.0,,I. Canaan makes 3-pt jump shot from 22 ft (assist by I. Smith),105,102
433,4,0:38.0,,Shooting foul by S. Curry (drawn by I. Canaan),105,102
434,4,0:38.0,,J. Grant enters the game for H. Thompson,105,102
435,4,0:38.0,,I. Canaan makes free throw 1 of 1,105,103
436,4,0:24.0,Turnover by S. Curry (bad pass; steal by I. Canaan),,105,103
437,4,0:22.0,,I. Smith makes 2-pt layup from 2 ft,105,105
438,4,0:22.0,Golden State full timeout,,105,105
439,4,0:01.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by D. Green),,108,105
440,4,0:00.0,,Philadelphia full timeout,108,105
441,4,0:00.0,,N. Stauskas enters the game for N. Noel,108,105
