,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MINNESOTA_ACTION,CLEVELAND_SCORE,MINNESOTA_SCORE
33,1,7:40.0,Turnover by K. Irving (bad pass; steal by A. Wiggins),,6,13
34,1,7:33.0,,Turnover by A. Wiggins (lost ball; steal by J. Smith),6,13
35,1,7:27.0,J. Smith makes 3-pt jump shot from 24 ft (assist by K. Irving),,9,13
36,1,7:09.0,,Offensive foul by A. Wiggins (drawn by J. Smith),9,13
37,1,7:09.0,,Turnover by A. Wiggins (offensive foul),9,13
38,1,6:51.0,Personal foul by R. Rubio (drawn by J. Smith),,9,13
39,1,6:42.0,J. Smith makes 3-pt jump shot from 25 ft (assist by L. James),,12,13
40,1,6:28.0,,K. Towns misses 2-pt jump shot from 20 ft,12,13
41,1,6:28.0,,Offensive rebound by Team,12,13
42,1,6:28.0,Loose ball foul by K. Love (drawn by N. Peković),,12,13
43,1,6:24.0,,Personal foul by J. Smith (drawn by A. Wiggins),12,13
44,1,6:10.0,,N. Peković makes 2-pt layup from 2 ft (assist by R. Rubio),12,15
45,1,5:56.0,Shooting foul by N. Peković (drawn by L. James),,12,15
46,1,5:56.0,L. James misses free throw 1 of 2,,12,15
47,1,5:56.0,Offensive rebound by Team,,12,15
48,1,5:56.0,L. James makes free throw 2 of 2,,13,15
49,1,5:46.0,,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),13,17
50,1,5:37.0,Shooting foul by N. Peković (drawn by L. James),,13,17
51,1,5:37.0,L. James makes free throw 1 of 2,,14,17
52,1,5:37.0,M. Dellavedova enters the game for K. Irving,,14,17
53,1,5:37.0,L. James makes free throw 2 of 2,,15,17
54,1,5:18.0,,Turnover by N. Peković (bad pass; steal by L. James),15,17
55,1,5:11.0,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by L. James),,18,17
56,1,5:02.0,,Minnesota full timeout,18,17
57,1,4:50.0,,A. Wiggins misses 3-pt jump shot from 24 ft,18,17
58,1,4:49.0,Defensive rebound by L. James,,18,17
59,1,4:31.0,M. Dellavedova misses 3-pt jump shot from 23 ft,,18,17
60,1,4:30.0,Offensive rebound by T. Thompson,,18,17
61,1,4:15.0,K. Love makes 3-pt jump shot from 24 ft (assist by T. Thompson),,21,17
62,1,3:58.0,,K. Towns misses 2-pt jump shot from 19 ft,21,17
63,1,3:57.0,Defensive rebound by L. James,,21,17
64,1,3:54.0,Turnover by L. James (bad pass; steal by T. Prince),,21,17
65,1,3:45.0,,N. Peković misses 2-pt hook shot from 5 ft,21,17
66,1,3:44.0,Defensive rebound by K. Love,,21,17
67,1,3:27.0,K. Love makes 2-pt jump shot from 5 ft,,23,17
68,1,3:27.0,Shooting foul by K. Towns (drawn by K. Love),,23,17
69,1,3:27.0,,G. Dieng enters the game for N. Peković,23,17
70,1,3:27.0,K. Love makes free throw 1 of 1,,24,17
71,1,3:10.0,,R. Rubio makes 3-pt jump shot from 24 ft (assist by K. Towns),24,20
72,1,3:06.0,J. Smith makes 2-pt dunk at rim (assist by K. Love),,26,20
73,1,2:47.0,,A. Wiggins makes 2-pt jump shot from 17 ft,26,22
74,1,2:34.0,L. James misses 3-pt jump shot from 24 ft,,26,22
75,1,2:33.0,,Defensive rebound by R. Rubio,26,22
76,1,2:27.0,,T. Prince misses 2-pt jump shot from 17 ft,26,22
77,1,2:26.0,Defensive rebound by L. James,,26,22
78,1,2:22.0,L. James makes 2-pt dunk at rim,,28,22
79,1,2:06.0,,Shooting foul by M. Dellavedova (drawn by R. Rubio),28,22
80,1,2:06.0,,R. Rubio makes free throw 1 of 2,28,23
81,1,2:06.0,,S. Muhammad enters the game for T. Prince,28,23
82,1,2:06.0,,N. Peković enters the game for K. Towns,28,23
83,1,2:06.0,,R. Rubio makes free throw 2 of 2,28,24
84,1,1:53.0,Personal foul by G. Dieng (drawn by K. Love),,28,24
85,1,1:53.0,K. Love makes free throw 1 of 2,,29,24
86,1,1:53.0,,Z. LaVine enters the game for R. Rubio,29,24
87,1,1:53.0,T. Mozgov enters the game for T. Thompson,,29,24
88,1,1:53.0,I. Shumpert enters the game for J. Smith,,29,24
89,1,1:53.0,K. Love misses free throw 2 of 2,,29,24
90,1,1:53.0,,Defensive rebound by N. Peković,29,24
91,1,1:37.0,,S. Muhammad makes 2-pt jump shot from 22 ft (assist by N. Peković),29,26
92,1,1:28.0,M. Dellavedova makes 2-pt layup from 1 ft (assist by L. James),,31,26
93,1,1:07.0,,Personal foul by I. Shumpert (drawn by A. Wiggins),31,26
94,1,1:07.0,,A. Wiggins misses free throw 1 of 2,31,26
95,1,1:07.0,,Offensive rebound by Team,31,26
96,1,1:07.0,T. Thompson enters the game for K. Love,,31,26
97,1,1:07.0,,A. Wiggins makes free throw 2 of 2,31,27
98,1,0:47.0,I. Shumpert makes 2-pt jump shot from 18 ft,,33,27
99,1,0:36.0,,Z. LaVine misses 2-pt jump shot from 21 ft,33,27
100,1,0:34.0,Defensive rebound by T. Mozgov,,33,27
101,1,0:25.0,I. Shumpert makes 2-pt jump shot from 20 ft,,35,27
102,1,0:04.0,,S. Muhammad misses 2-pt layup from 1 ft (block by L. James),35,27
103,1,0:03.0,Defensive rebound by L. James,,35,27
104,1,0:00.0,L. James misses 3-pt jump shot from 32 ft,,35,27
105,1,0:00.0,Offensive rebound by Team,,35,27
106,2,11:46.0,K. Irving misses 3-pt jump shot from 24 ft,,35,27
107,2,11:44.0,,Defensive rebound by N. Peković,35,27
108,2,11:25.0,,Z. LaVine misses 2-pt jump shot from 19 ft,35,27
109,2,11:24.0,Defensive rebound by T. Mozgov,,35,27
110,2,11:08.0,I. Shumpert misses 2-pt jump shot from 6 ft,,35,27
111,2,11:07.0,Offensive rebound by T. Mozgov,,35,27
112,2,11:00.0,I. Shumpert misses 2-pt jump shot from 13 ft,,35,27
113,2,10:59.0,,Defensive rebound by G. Dieng,35,27
114,2,10:54.0,,Turnover by S. Muhammad (lost ball; steal by I. Shumpert),35,27
115,2,10:50.0,Shooting foul by G. Dieng (drawn by I. Shumpert),,35,27
116,2,10:50.0,I. Shumpert makes free throw 1 of 2,,36,27
117,2,10:50.0,I. Shumpert makes free throw 2 of 2,,37,27
118,2,10:37.0,,Shooting foul by R. Jefferson (drawn by S. Muhammad),37,27
119,2,10:37.0,,S. Muhammad makes free throw 1 of 2,37,28
120,2,10:37.0,,S. Muhammad makes free throw 2 of 2,37,29
121,2,10:25.0,K. Irving misses 2-pt jump shot from 6 ft,,37,29
122,2,10:24.0,,Defensive rebound by Team,37,29
123,2,10:14.0,,K. Martin misses 2-pt jump shot from 15 ft,37,29
124,2,10:13.0,Defensive rebound by I. Shumpert,,37,29
125,2,10:07.0,Personal foul by K. Martin (drawn by I. Shumpert),,37,29
126,2,10:02.0,K. Irving misses 2-pt jump shot from 20 ft,,37,29
127,2,10:01.0,,Defensive rebound by Z. LaVine,37,29
128,2,9:53.0,,K. Towns enters the game for N. Peković,37,29
129,2,9:48.0,,K. Towns makes 2-pt layup from 2 ft (assist by K. Martin),37,31
130,2,9:34.0,Personal foul by K. Martin (drawn by I. Shumpert),,37,31
131,2,9:25.0,I. Shumpert misses 3-pt jump shot from 23 ft,,37,31
132,2,9:24.0,,Defensive rebound by G. Dieng,37,31
133,2,9:15.0,,K. Martin misses 2-pt jump shot from 5 ft,37,31
134,2,9:14.0,Defensive rebound by T. Thompson,,37,31
135,2,9:05.0,K. Irving misses 2-pt layup at rim,,37,31
136,2,9:04.0,Offensive rebound by T. Thompson,,37,31
137,2,8:59.0,Shooting foul by K. Towns (drawn by R. Jefferson),,37,31
138,2,8:59.0,Cleveland full timeout,,37,31
139,2,8:59.0,R. Jefferson makes free throw 1 of 2,,38,31
140,2,8:59.0,R. Jefferson makes free throw 2 of 2,,39,31
141,2,8:42.0,,S. Muhammad makes 2-pt layup at rim (assist by G. Dieng),39,33
142,2,8:19.0,T. Mozgov makes 2-pt jump shot from 16 ft (assist by R. Jefferson),,41,33
143,2,8:04.0,,Shooting foul by R. Jefferson (drawn by S. Muhammad),41,33
144,2,8:04.0,,S. Muhammad misses free throw 1 of 2,41,33
145,2,8:04.0,,Offensive rebound by Team,41,33
146,2,8:04.0,K. Love enters the game for T. Thompson,,41,33
147,2,8:04.0,,S. Muhammad makes free throw 2 of 2,41,34
148,2,7:50.0,K. Love makes 2-pt jump shot from 20 ft,,43,34
149,2,7:37.0,,Shooting foul by R. Jefferson (drawn by S. Muhammad),43,34
150,2,7:37.0,,S. Muhammad misses free throw 1 of 2,43,34
151,2,7:37.0,,Offensive rebound by Team,43,34
152,2,7:37.0,L. James enters the game for R. Jefferson,,43,34
153,2,7:37.0,,S. Muhammad makes free throw 2 of 2,43,35
154,2,7:26.0,K. Love misses 3-pt jump shot from 24 ft,,43,35
155,2,7:25.0,,Defensive rebound by Z. LaVine,43,35
156,2,7:16.0,,S. Muhammad misses 2-pt jump shot from 22 ft,43,35
157,2,7:15.0,Defensive rebound by T. Mozgov,,43,35
158,2,6:58.0,I. Shumpert misses 2-pt dunk at rim,,43,35
159,2,6:57.0,,Defensive rebound by K. Martin,43,35
160,2,6:50.0,,K. Martin misses 2-pt jump shot from 16 ft,43,35
161,2,6:49.0,Defensive rebound by T. Mozgov,,43,35
162,2,6:47.0,Turnover by T. Mozgov (bad pass; steal by K. Martin),,43,35
163,2,6:45.0,,Shooting foul by T. Mozgov (drawn by K. Martin),43,35
164,2,6:45.0,,K. Martin makes free throw 1 of 2,43,36
165,2,6:45.0,,K. Martin makes free throw 2 of 2,43,37
166,2,6:23.0,L. James misses 2-pt jump shot from 15 ft,,43,37
167,2,6:21.0,,Defensive rebound by G. Dieng,43,37
168,2,6:11.0,,Z. LaVine misses 2-pt jump shot from 12 ft,43,37
169,2,6:09.0,,Offensive rebound by S. Muhammad,43,37
170,2,6:09.0,,S. Muhammad misses 2-pt layup at rim,43,37
171,2,6:08.0,Defensive rebound by L. James,,43,37
172,2,6:06.0,I. Shumpert makes 2-pt dunk at rim (assist by L. James),,45,37
173,2,5:58.0,,Minnesota full timeout,45,37
174,2,5:58.0,M. Dellavedova enters the game for K. Irving,,45,37
175,2,5:58.0,J. Smith enters the game for I. Shumpert,,45,37
176,2,5:58.0,,A. Wiggins enters the game for K. Martin,45,37
177,2,5:58.0,,T. Prince enters the game for S. Muhammad,45,37
178,2,5:58.0,,R. Rubio enters the game for Z. LaVine,45,37
179,2,5:51.0,,Turnover by K. Towns (lost ball; steal by J. Smith),45,37
180,2,5:46.0,J. Smith makes 2-pt layup from 1 ft (assist by K. Love),,47,37
181,2,5:31.0,,A. Wiggins makes 2-pt jump shot from 18 ft,47,39
182,2,5:13.0,Shooting foul by G. Dieng (drawn by K. Love),,47,39
183,2,5:13.0,K. Love makes free throw 1 of 2,,48,39
184,2,5:13.0,,N. Bjelica enters the game for G. Dieng,48,39
185,2,5:13.0,K. Love makes free throw 2 of 2,,49,39
186,2,4:53.0,,T. Prince misses 2-pt jump shot from 19 ft,49,39
187,2,4:52.0,Defensive rebound by K. Love,,49,39
188,2,4:39.0,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),,52,39
189,2,4:21.0,,Shooting foul by J. Smith (drawn by A. Wiggins),52,39
190,2,4:21.0,,A. Wiggins makes free throw 1 of 2,52,40
191,2,4:21.0,,A. Wiggins makes free throw 2 of 2,52,41
192,2,4:01.0,K. Love misses 2-pt hook shot from 8 ft,,52,41
193,2,4:00.0,,Defensive rebound by K. Towns,52,41
194,2,3:52.0,,R. Rubio misses 2-pt jump shot from 20 ft,52,41
195,2,3:51.0,Defensive rebound by L. James,,52,41
196,2,3:36.0,K. Love misses 2-pt jump shot from 3 ft,,52,41
197,2,3:35.0,,Defensive rebound by N. Bjelica,52,41
198,2,3:28.0,,Shooting foul by T. Mozgov (drawn by A. Wiggins),52,41
199,2,3:28.0,,A. Wiggins makes free throw 1 of 2,52,42
200,2,3:28.0,T. Thompson enters the game for T. Mozgov,,52,42
201,2,3:28.0,,A. Wiggins misses free throw 2 of 2,52,42
202,2,3:27.0,Defensive rebound by K. Love,,52,42
203,2,3:11.0,J. Smith misses 3-pt jump shot from 24 ft,,52,42
204,2,3:10.0,,Defensive rebound by K. Towns,52,42
205,2,2:52.0,,A. Wiggins makes 2-pt jump shot from 13 ft,52,44
206,2,2:34.0,J. Smith makes 3-pt jump shot from 25 ft (assist by K. Love),,55,44
207,2,2:17.0,,R. Rubio misses 2-pt jump shot from 20 ft,55,44
208,2,2:15.0,Defensive rebound by K. Love,,55,44
209,2,2:01.0,J. Smith makes 3-pt jump shot from 26 ft (assist by K. Love),,58,44
210,2,1:52.0,,Minnesota full timeout,58,44
211,2,1:52.0,Cleveland full timeout,,58,44
212,2,1:52.0,,N. Peković enters the game for K. Towns,58,44
213,2,1:43.0,,N. Peković misses 2-pt jump shot from 8 ft,58,44
214,2,1:42.0,Defensive rebound by K. Love,,58,44
215,2,1:33.0,Personal foul by N. Bjelica (drawn by K. Love),,58,44
216,2,1:33.0,K. Love makes free throw 1 of 2,,59,44
217,2,1:33.0,I. Shumpert enters the game for J. Smith,,59,44
218,2,1:33.0,K. Love makes free throw 2 of 2,,60,44
219,2,1:18.0,,N. Peković misses 2-pt jump shot from 7 ft,60,44
220,2,1:17.0,Defensive rebound by L. James,,60,44
221,2,0:56.0,L. James misses 2-pt layup from 1 ft (block by N. Bjelica),,60,44
222,2,0:54.0,Offensive rebound by T. Thompson,,60,44
223,2,0:53.0,T. Thompson misses 2-pt layup from 2 ft,,60,44
224,2,0:51.0,Offensive rebound by K. Love,,60,44
225,2,0:27.0,I. Shumpert misses 2-pt jump shot from 8 ft,,60,44
226,2,0:26.0,,Defensive rebound by R. Rubio,60,44
227,2,0:16.0,,A. Wiggins makes 2-pt dunk at rim,60,46
228,2,0:03.0,L. James makes 2-pt layup from 1 ft,,62,46
229,3,11:49.0,J. Smith makes 2-pt dunk at rim (assist by L. James),,64,46
230,3,11:37.0,,A. Wiggins misses 2-pt layup from 1 ft,64,46
231,3,11:36.0,Defensive rebound by K. Love,,64,46
232,3,11:17.0,Turnover by K. Irving (bad pass; steal by K. Garnett),,64,46
233,3,11:09.0,,A. Wiggins misses 3-pt jump shot from 24 ft,64,46
234,3,11:08.0,Defensive rebound by L. James,,64,46
235,3,10:45.0,L. James makes 2-pt layup from 2 ft,,66,46
236,3,10:30.0,,Personal foul by J. Smith (drawn by A. Wiggins),66,46
237,3,10:16.0,,K. Garnett misses 2-pt jump shot from 12 ft,66,46
238,3,10:15.0,Defensive rebound by L. James,,66,46
239,3,10:02.0,K. Love misses 2-pt jump shot from 9 ft,,66,46
240,3,10:01.0,,Defensive rebound by R. Rubio,66,46
241,3,9:55.0,,Personal foul by K. Irving (drawn by R. Rubio),66,46
242,3,9:48.0,,K. Towns makes 2-pt jump shot from 21 ft (assist by A. Wiggins),66,48
243,3,9:29.0,J. Smith makes 2-pt jump shot from 5 ft (assist by L. James),,68,48
244,3,9:16.0,,K. Garnett makes 2-pt jump shot from 21 ft (assist by R. Rubio),68,50
245,3,8:57.0,Shooting foul by R. Rubio (drawn by J. Smith),,68,50
246,3,8:57.0,J. Smith makes free throw 1 of 2,,69,50
247,3,8:57.0,J. Smith makes free throw 2 of 2,,70,50
248,3,8:44.0,,K. Towns makes 2-pt jump shot from 21 ft (assist by K. Garnett),70,52
249,3,8:26.0,Personal foul by R. Rubio (drawn by J. Smith),,70,52
250,3,8:26.0,,G. Dieng enters the game for K. Garnett,70,52
251,3,8:21.0,L. James misses 2-pt jump shot from 21 ft,,70,52
252,3,8:19.0,,Defensive rebound by G. Dieng,70,52
253,3,8:05.0,,K. Towns makes 2-pt hook shot at rim (assist by R. Rubio),70,54
254,3,7:42.0,J. Smith misses 2-pt layup from 2 ft,,70,54
255,3,7:41.0,Offensive rebound by T. Thompson,,70,54
256,3,7:40.0,T. Thompson makes 2-pt layup at rim,,72,54
257,3,7:26.0,,Shooting foul by J. Smith (drawn by A. Wiggins),72,54
258,3,7:26.0,,A. Wiggins makes free throw 1 of 2,72,55
259,3,7:26.0,I. Shumpert enters the game for J. Smith,,72,55
260,3,7:26.0,,A. Wiggins misses free throw 2 of 2,72,55
261,3,7:24.0,Defensive rebound by L. James,,72,55
262,3,7:12.0,L. James makes 2-pt layup from 1 ft,,74,55
263,3,6:49.0,,T. Prince misses 3-pt jump shot from 23 ft,74,55
264,3,6:48.0,Defensive rebound by K. Love,,74,55
265,3,6:45.0,Shooting block foul by T. Prince (drawn by K. Love),,74,55
266,3,6:45.0,,Minnesota full timeout,74,55
267,3,6:45.0,K. Love makes free throw 1 of 2,,75,55
268,3,6:45.0,K. Love makes free throw 2 of 2,,76,55
269,3,6:34.0,,A. Wiggins makes 3-pt jump shot from 25 ft,76,58
270,3,6:20.0,T. Thompson makes 2-pt dunk at rim (assist by L. James),,78,58
271,3,6:05.0,,G. Dieng misses 2-pt jump shot from 15 ft,78,58
272,3,6:04.0,,Offensive rebound by Team,78,58
273,3,6:04.0,,S. Muhammad enters the game for T. Prince,78,58
274,3,5:56.0,,A. Wiggins misses 2-pt jump shot from 6 ft,78,58
275,3,5:55.0,Defensive rebound by T. Thompson,,78,58
276,3,5:51.0,Turnover by L. James (lost ball; steal by R. Rubio),,78,58
277,3,5:45.0,,S. Muhammad makes 2-pt dunk at rim (assist by R. Rubio),78,60
278,3,5:38.0,Turnover by K. Irving (bad pass; steal by R. Rubio),,78,60
279,3,5:33.0,,S. Muhammad misses 2-pt layup from 2 ft (block by K. Love),78,60
280,3,5:31.0,Defensive rebound by K. Love,,78,60
281,3,5:17.0,K. Irving makes 2-pt layup from 2 ft,,80,60
282,3,4:59.0,,K. Towns misses 2-pt jump shot from 7 ft,80,60
283,3,4:58.0,Defensive rebound by T. Thompson,,80,60
284,3,4:44.0,Turnover by K. Irving (bad pass),,80,60
285,3,4:44.0,M. Dellavedova enters the game for K. Irving,,80,60
286,3,4:44.0,,N. Peković enters the game for K. Towns,80,60
287,3,4:31.0,,S. Muhammad makes 3-pt jump shot from 24 ft (assist by G. Dieng),80,63
288,3,4:12.0,Offensive foul by T. Thompson (drawn by A. Wiggins),,80,63
289,3,4:12.0,Turnover by T. Thompson (offensive foul),,80,63
290,3,3:55.0,,S. Muhammad makes 3-pt jump shot from 23 ft (assist by N. Peković),80,66
291,3,3:37.0,I. Shumpert misses 3-pt jump shot from 23 ft,,80,66
292,3,3:36.0,,Defensive rebound by G. Dieng,80,66
293,3,3:31.0,,Shooting foul by L. James (drawn by A. Wiggins),80,66
294,3,3:31.0,,A. Wiggins misses free throw 1 of 2,80,66
295,3,3:31.0,,Offensive rebound by Team,80,66
296,3,3:31.0,,A. Wiggins makes free throw 2 of 2,80,67
297,3,3:21.0,M. Dellavedova makes 3-pt jump shot from 25 ft,,83,67
298,3,3:01.0,,R. Rubio makes 3-pt jump shot from 24 ft (assist by S. Muhammad),83,70
299,3,2:52.0,Cleveland full timeout,,83,70
300,3,2:52.0,R. Jefferson enters the game for L. James,,83,70
301,3,2:47.0,Shooting foul by G. Dieng (drawn by K. Love),,83,70
302,3,2:47.0,K. Love makes free throw 1 of 2,,84,70
303,3,2:47.0,K. Love makes free throw 2 of 2,,85,70
304,3,2:39.0,,Personal foul by R. Jefferson (drawn by S. Muhammad),85,70
305,3,2:39.0,,S. Muhammad makes free throw 1 of 2,85,71
306,3,2:39.0,,S. Muhammad makes free throw 2 of 2,85,72
307,3,2:20.0,Personal foul by R. Rubio (drawn by T. Thompson),,85,72
308,3,2:20.0,T. Thompson makes free throw 1 of 2,,86,72
309,3,2:20.0,,Z. LaVine enters the game for R. Rubio,86,72
310,3,2:20.0,T. Thompson makes free throw 2 of 2,,87,72
311,3,1:59.0,,G. Dieng makes 2-pt dunk at rim (assist by S. Muhammad),87,74
312,3,1:43.0,I. Shumpert misses 2-pt jump shot from 22 ft,,87,74
313,3,1:41.0,,Defensive rebound by Z. LaVine,87,74
314,3,1:33.0,,Offensive foul by N. Peković (drawn by I. Shumpert),87,74
315,3,1:33.0,,Turnover by N. Peković (offensive foul),87,74
316,3,1:33.0,T. Mozgov enters the game for T. Thompson,,87,74
317,3,1:23.0,K. Love makes 3-pt jump shot from 24 ft (assist by T. Mozgov),,90,74
318,3,1:03.0,,A. Wiggins makes 2-pt jump shot from 20 ft (assist by N. Peković),90,76
319,3,0:49.0,I. Shumpert makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),,93,76
320,3,0:27.0,,G. Dieng misses 2-pt jump shot from 19 ft,93,76
321,3,0:25.0,Defensive rebound by I. Shumpert,,93,76
322,3,0:05.0,T. Mozgov misses 2-pt jump shot from 4 ft (block by A. Wiggins),,93,76
323,3,0:04.0,Offensive rebound by Team,,93,76
324,3,0:03.0,M. Dellavedova makes 2-pt layup at rim (assist by R. Jefferson),,95,76
325,3,0:00.0,,A. Wiggins misses 3-pt jump shot from 46 ft,95,76
326,3,0:00.0,,Offensive rebound by Team,95,76
327,4,11:40.0,,K. Towns makes 2-pt jump shot from 15 ft (assist by Z. LaVine),95,78
328,4,11:15.0,K. Irving misses 2-pt jump shot from 4 ft,,95,78
329,4,11:14.0,,Defensive rebound by G. Dieng,95,78
330,4,11:03.0,,S. Muhammad misses 2-pt jump shot from 9 ft,95,78
331,4,11:02.0,Defensive rebound by T. Mozgov,,95,78
332,4,10:54.0,K. Irving makes 2-pt jump shot from 18 ft (assist by I. Shumpert),,97,78
333,4,10:37.0,,Turnover by G. Dieng (3 sec),97,78
334,4,10:37.0,L. James enters the game for R. Jefferson,,97,78
335,4,10:16.0,L. James misses 3-pt jump shot from 24 ft,,97,78
336,4,10:14.0,Offensive rebound by T. Mozgov,,97,78
337,4,10:13.0,Turnover by T. Mozgov (bad pass; steal by G. Dieng),,97,78
338,4,10:09.0,,K. Towns makes 2-pt dunk at rim (assist by Z. LaVine),97,80
339,4,9:44.0,I. Shumpert makes 2-pt layup from 1 ft,,99,80
340,4,9:31.0,,Shooting foul by K. Irving (drawn by S. Muhammad),99,80
341,4,9:31.0,,S. Muhammad makes free throw 1 of 2,99,81
342,4,9:31.0,,A. Wiggins enters the game for G. Dieng,99,81
343,4,9:31.0,,S. Muhammad makes free throw 2 of 2,99,82
344,4,9:06.0,I. Shumpert makes 3-pt jump shot from 24 ft (assist by K. Irving),,102,82
345,4,8:39.0,,Turnover by Team (shot clock),102,82
346,4,8:39.0,Cleveland full timeout,,102,82
347,4,8:26.0,Shooting foul by Z. LaVine (drawn by K. Irving),,102,82
348,4,8:26.0,K. Irving makes free throw 1 of 2,,103,82
349,4,8:26.0,K. Irving makes free throw 2 of 2,,104,82
350,4,8:17.0,,Turnover by A. Wiggins (lost ball; steal by I. Shumpert),104,82
351,4,8:01.0,L. James makes 2-pt jump shot from 12 ft,,106,82
352,4,7:46.0,,S. Muhammad misses 3-pt jump shot from 24 ft,106,82
353,4,7:44.0,Defensive rebound by T. Mozgov,,106,82
354,4,7:36.0,K. Irving makes 3-pt jump shot from 25 ft,,109,82
355,4,7:36.0,,Minnesota full timeout,109,82
356,4,7:27.0,,Turnover by Z. LaVine (bad pass),109,82
357,4,7:09.0,K. Irving misses 3-pt jump shot from 25 ft,,109,82
358,4,7:08.0,,Defensive rebound by Team,109,82
359,4,7:08.0,R. Jefferson enters the game for L. James,,109,82
360,4,6:54.0,,Z. LaVine makes 2-pt jump shot from 19 ft (assist by K. Towns),109,84
361,4,6:36.0,I. Shumpert makes 2-pt jump shot from 20 ft,,111,84
362,4,6:15.0,,A. Wiggins misses 3-pt jump shot from 24 ft,111,84
363,4,6:14.0,,Offensive rebound by S. Muhammad,111,84
364,4,6:12.0,,S. Muhammad makes 2-pt layup at rim,111,86
365,4,5:45.0,I. Shumpert misses 2-pt jump shot from 17 ft,,111,86
366,4,5:44.0,,Defensive rebound by K. Martin,111,86
367,4,5:35.0,,K. Towns makes 2-pt jump shot from 7 ft (assist by K. Martin),111,88
368,4,5:13.0,I. Shumpert makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),,114,88
369,4,4:50.0,,Z. LaVine misses 2-pt layup from 1 ft (block by T. Mozgov),114,88
370,4,4:48.0,,Offensive rebound by K. Martin,114,88
371,4,4:42.0,,K. Martin misses 3-pt jump shot from 38 ft,114,88
372,4,4:41.0,Defensive rebound by Team,,114,88
373,4,4:41.0,,N. Bjelica enters the game for K. Martin,114,88
374,4,4:41.0,Cleveland full timeout,,114,88
375,4,4:41.0,J. Cunningham enters the game for K. Irving,,114,88
376,4,4:41.0,J. Jones enters the game for M. Dellavedova,,114,88
377,4,4:25.0,J. Cunningham misses 2-pt jump shot from 21 ft,,114,88
378,4,4:24.0,,Defensive rebound by N. Bjelica,114,88
379,4,4:22.0,,Turnover by N. Bjelica (lost ball; steal by I. Shumpert),114,88
380,4,4:16.0,I. Shumpert misses 2-pt jump shot from 14 ft,,114,88
381,4,4:15.0,Offensive rebound by T. Mozgov,,114,88
382,4,4:15.0,T. Mozgov makes 2-pt layup at rim,,116,88
383,4,3:59.0,,Turnover by Z. LaVine (bad pass; steal by I. Shumpert),116,88
384,4,3:55.0,Turnover by R. Jefferson (lost ball),,116,88
385,4,3:41.0,,K. Towns makes 2-pt jump shot from 20 ft,116,90
386,4,3:22.0,I. Shumpert misses 3-pt jump shot from 25 ft,,116,90
