,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,NEW YORK_ACTION,MEMPHIS_SCORE,NEW YORK_SCORE
386,4,1:44.0,J. Green misses 2-pt layup from 2 ft (block by K. Porziņģis),,85,80
387,4,1:44.0,,Defensive rebound by A. Afflalo,85,80
388,4,1:32.0,,New York full timeout,85,80
389,4,1:32.0,C. Lee enters the game for V. Carter,,85,80
390,4,1:29.0,,A. Afflalo makes 2-pt jump shot from 20 ft (assist by J. Calderón),85,82
391,4,1:27.0,Personal foul by L. Galloway (drawn by M. Conley),,85,82
392,4,1:27.0,M. Conley makes free throw 1 of 2,,86,82
393,4,1:27.0,M. Conley makes free throw 2 of 2,,87,82
394,4,1:12.0,,Turnover by R. Lopez (offensive foul),87,82
395,4,1:12.0,,Offensive foul by R. Lopez (drawn by M. Gasol),87,82
396,4,0:54.0,Z. Randolph misses 2-pt jump shot from 14 ft,,87,82
397,4,0:53.0,,Defensive rebound by J. Calderón,87,82
398,4,0:38.0,,A. Afflalo makes 3-pt jump shot from 22 ft (assist by J. Calderón),87,85
399,4,0:38.0,Memphis full timeout,,87,85
400,4,0:17.0,M. Gasol misses 2-pt layup at rim,,87,85
401,4,0:17.0,,Defensive rebound by L. Galloway,87,85
402,4,0:09.0,,A. Afflalo misses 2-pt jump shot from 12 ft,87,85
403,4,0:09.0,Defensive rebound by J. Green,,87,85
404,4,0:06.0,Personal take foul by A. Afflalo (drawn by J. Green),,87,85
405,4,0:06.0,J. Green makes free throw 1 of 2,,88,85
406,4,0:06.0,J. Green makes free throw 2 of 2,,89,85
407,4,0:06.0,,New York full timeout,89,85
408,4,0:06.0,T. Allen enters the game for Z. Randolph,,89,85
409,4,0:06.0,M. Barnes enters the game for C. Lee,,89,85
410,4,0:06.0,,S. Vujačić enters the game for R. Lopez,89,85
411,4,0:02.0,,A. Afflalo misses 3-pt jump shot from 25 ft,89,85
412,4,0:00.0,Defensive rebound by M. Barnes,,89,85
413,4,0:00.0,Personal take foul by S. Vujačić (drawn by M. Barnes),,89,85
414,4,0:00.0,M. Barnes makes free throw 1 of 2,,90,85
415,4,0:00.0,M. Barnes makes free throw 2 of 2,,91,85
