,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,SAN ANTONIO_ACTION,NEW ORLEANS_SCORE,SAN ANTONIO_SCORE
30,1,7:22.0,,Turnover by T. Parker (bad pass; steal by B. Dejean-Jones),13,10
31,1,7:17.0,Turnover by B. Dejean-Jones (traveling),,13,10
32,1,7:05.0,,Personal block foul by A. Gee (drawn by T. Parker),13,10
33,1,6:53.0,,L. Aldridge misses 2-pt jump shot from 9 ft,13,10
34,1,6:52.0,Defensive rebound by N. Cole,,13,10
35,1,6:47.0,N. Cole misses 2-pt layup from 1 ft (block by K. Leonard),,13,10
36,1,6:47.0,Offensive rebound by Team,,13,10
37,1,6:33.0,A. Davis makes 2-pt jump shot from 10 ft (assist by N. Cole),,15,10
38,1,6:23.0,,Personal foul by N. Cole (drawn by T. Parker),15,10
39,1,6:18.0,,T. Parker misses 2-pt jump shot from 17 ft,15,10
40,1,6:18.0,Defensive rebound by Ö. Aşık,,15,10
41,1,6:06.0,N. Cole misses 2-pt jump shot from 17 ft,,15,10
42,1,6:03.0,,Defensive rebound by L. Aldridge,15,10
43,1,6:00.0,Violation by Ö. Aşık (kicked ball),,15,10
44,1,6:00.0,,M. Ginóbili enters the game for D. Green,15,10
45,1,5:48.0,,K. Leonard misses 2-pt jump shot from 15 ft,15,10
46,1,5:47.0,Defensive rebound by A. Davis,,15,10
47,1,5:40.0,N. Cole misses 2-pt jump shot from 8 ft (block by L. Aldridge),,15,10
48,1,5:40.0,Offensive rebound by Team,,15,10
49,1,5:40.0,,San Antonio full timeout,15,10
50,1,5:40.0,J. Holiday enters the game for B. Dejean-Jones,,15,10
51,1,5:36.0,A. Davis makes 2-pt jump shot from 10 ft (assist by J. Holiday),,17,10
52,1,5:17.0,,L. Aldridge makes 2-pt layup from 1 ft,17,12
53,1,5:01.0,Ö. Aşık misses 2-pt layup at rim (block by L. Aldridge),,17,12
54,1,5:00.0,Offensive rebound by Ö. Aşık,,17,12
55,1,4:58.0,Ö. Aşık makes 2-pt layup at rim,,19,12
56,1,4:48.0,,D. West makes 2-pt jump shot from 16 ft (assist by L. Aldridge),19,14
57,1,4:30.0,A. Davis makes 2-pt jump shot from 18 ft (assist by N. Cole),,21,14
58,1,4:06.0,,M. Ginóbili misses 2-pt layup from 1 ft,21,14
59,1,4:05.0,Defensive rebound by Ö. Aşık,,21,14
60,1,4:01.0,N. Cole misses 2-pt jump shot from 17 ft,,21,14
61,1,3:59.0,,Defensive rebound by K. Leonard,21,14
62,1,3:49.0,,K. Leonard makes 2-pt layup from 1 ft,21,16
63,1,3:41.0,J. Holiday misses 3-pt jump shot from 24 ft,,21,16
64,1,3:38.0,,Defensive rebound by D. West,21,16
65,1,3:30.0,,Shooting foul by J. Holiday (drawn by K. Leonard),21,16
66,1,3:30.0,,K. Leonard makes free throw 1 of 2,21,17
67,1,3:30.0,,P. Mills enters the game for T. Parker,21,17
68,1,3:30.0,,B. Diaw enters the game for D. West,21,17
69,1,3:30.0,,K. Leonard misses free throw 2 of 2,21,17
70,1,3:28.0,Defensive rebound by A. Davis,,21,17
71,1,3:24.0,New Orleans full timeout,,21,17
72,1,3:24.0,R. Anderson enters the game for Ö. Aşık,,21,17
73,1,3:24.0,,D. Green enters the game for K. Leonard,21,17
74,1,3:05.0,J. Holiday makes 2-pt jump shot from 4 ft (assist by A. Davis),,23,17
75,1,2:46.0,,M. Ginóbili makes 3-pt jump shot from 23 ft (assist by B. Diaw),23,20
76,1,2:30.0,A. Gee misses 3-pt jump shot from 23 ft,,23,20
77,1,2:29.0,,Defensive rebound by M. Ginóbili,23,20
78,1,2:16.0,,Turnover by L. Aldridge (lost ball; steal by A. Davis),23,20
79,1,2:15.0,Personal foul by L. Aldridge (drawn by A. Davis),,23,20
80,1,2:15.0,,D. West enters the game for L. Aldridge,23,20
81,1,2:15.0,T. Douglas enters the game for A. Gee,,23,20
82,1,2:04.0,J. Holiday misses 2-pt layup at rim,,23,20
83,1,2:04.0,,Defensive rebound by D. West,23,20
84,1,1:47.0,,D. Green makes 2-pt jump shot from 18 ft (assist by D. West),23,22
85,1,1:31.0,T. Douglas misses 3-pt jump shot from 22 ft,,23,22
86,1,1:30.0,,Defensive rebound by B. Diaw,23,22
87,1,1:21.0,,P. Mills misses 2-pt jump shot from 19 ft,23,22
88,1,1:20.0,Defensive rebound by R. Anderson,,23,22
89,1,1:11.0,J. Holiday makes 2-pt jump shot from 16 ft,,25,22
90,1,0:59.0,,Turnover by M. Ginóbili (bad pass; steal by T. Douglas),25,22
91,1,0:54.0,T. Douglas misses 2-pt layup from 1 ft,,25,22
92,1,0:52.0,,Defensive rebound by P. Mills,25,22
93,1,0:49.0,,D. Green makes 3-pt jump shot from 25 ft (assist by P. Mills),25,25
94,1,0:37.0,A. Davis misses 2-pt layup from 1 ft,,25,25
95,1,0:36.0,,Defensive rebound by D. West,25,25
96,1,0:32.0,,D. Green makes 3-pt jump shot from 26 ft (assist by B. Diaw),25,28
97,1,0:19.0,N. Cole makes 2-pt jump shot from 17 ft,,27,28
98,1,0:02.0,,P. Mills misses 2-pt jump shot from 18 ft,27,28
99,1,0:01.0,,Offensive rebound by D. West,27,28
100,1,0:00.0,,D. West makes 2-pt layup at rim,27,30
101,2,11:48.0,J. Holiday makes 2-pt jump shot from 15 ft,,29,30
102,2,11:33.0,,P. Mills makes 2-pt layup from 1 ft,29,32
103,2,11:18.0,R. Anderson misses 2-pt jump shot from 13 ft,,29,32
104,2,11:16.0,,Defensive rebound by M. Ginóbili,29,32
105,2,11:07.0,,Personal foul by T. Douglas (drawn by D. West),29,32
106,2,11:03.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,29,32
107,2,11:02.0,Defensive rebound by R. Anderson,,29,32
108,2,10:49.0,B. Dejean-Jones makes 2-pt jump shot from 18 ft,,31,32
109,2,10:27.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by K. Anderson),31,35
110,2,10:11.0,J. Holiday makes 2-pt jump shot from 13 ft,,33,35
111,2,10:01.0,,D. Green makes 2-pt layup at rim (assist by P. Mills),33,37
112,2,9:44.0,Shooting foul by K. Anderson (drawn by J. Holiday),,33,37
113,2,9:44.0,J. Holiday makes free throw 1 of 2,,34,37
114,2,9:44.0,J. Holiday makes free throw 2 of 2,,35,37
115,2,9:33.0,,Personal foul by T. Douglas (drawn by P. Mills),35,37
116,2,9:33.0,,B. Diaw enters the game for D. West,35,37
117,2,9:22.0,,D. Green misses 2-pt hook shot from 1 ft,35,37
118,2,9:21.0,Defensive rebound by Ö. Aşık,,35,37
119,2,9:11.0,B. Dejean-Jones misses 2-pt layup from 1 ft,,35,37
120,2,9:10.0,,Defensive rebound by M. Ginóbili,35,37
121,2,9:01.0,,B. Diaw misses 2-pt hook shot from 4 ft,35,37
122,2,9:00.0,Defensive rebound by B. Dejean-Jones,,35,37
123,2,8:52.0,R. Anderson misses 3-pt jump shot from 25 ft,,35,37
124,2,8:49.0,,Defensive rebound by D. Green,35,37
125,2,8:47.0,,San Antonio full timeout,35,37
126,2,8:47.0,,K. Leonard enters the game for M. Ginóbili,35,37
127,2,8:35.0,,K. Leonard makes 2-pt layup from 1 ft (assist by K. Anderson),35,39
128,2,8:22.0,J. Holiday makes 2-pt jump shot from 11 ft,,37,39
129,2,8:06.0,,P. Mills misses 2-pt layup from 3 ft,37,39
130,2,8:05.0,Defensive rebound by R. Anderson,,37,39
131,2,7:47.0,R. Anderson misses 2-pt jump shot from 19 ft,,37,39
132,2,7:45.0,,Defensive rebound by D. Green,37,39
133,2,7:37.0,,B. Diaw misses 2-pt layup at rim,37,39
134,2,7:36.0,Defensive rebound by Ö. Aşık,,37,39
135,2,7:26.0,T. Douglas misses 3-pt jump shot from 24 ft,,37,39
136,2,7:25.0,,Defensive rebound by K. Leonard,37,39
137,2,7:23.0,,Personal foul by B. Dejean-Jones (drawn by K. Leonard),37,39
138,2,7:23.0,,L. Aldridge enters the game for K. Anderson,37,39
139,2,7:23.0,A. Davis enters the game for Ö. Aşık,,37,39
140,2,7:09.0,,K. Leonard misses 2-pt jump shot from 13 ft,37,39
141,2,7:09.0,Defensive rebound by A. Davis,,37,39
142,2,7:09.0,,Loose ball foul by D. Green (drawn by A. Davis),37,39
143,2,7:09.0,,T. Parker enters the game for P. Mills,37,39
144,2,6:58.0,B. Dejean-Jones misses 3-pt jump shot from 23 ft,,37,39
145,2,6:58.0,,Defensive rebound by Team,37,39
146,2,6:45.0,,Personal foul by B. Dejean-Jones (drawn by K. Leonard),37,39
147,2,6:45.0,A. Gee enters the game for B. Dejean-Jones,,37,39
148,2,6:36.0,,Turnover by D. Green (lost ball; steal by T. Douglas),37,39
149,2,6:32.0,Turnover by A. Davis (offensive goaltending),,37,39
150,2,6:21.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by T. Parker),37,41
151,2,5:53.0,A. Davis misses 2-pt jump shot from 13 ft,,37,41
152,2,5:51.0,,Defensive rebound by K. Leonard,37,41
153,2,5:40.0,,K. Leonard makes 2-pt dunk at rim (assist by D. Green),37,43
154,2,5:21.0,R. Anderson misses 3-pt jump shot from 24 ft,,37,43
155,2,5:21.0,,Defensive rebound by B. Diaw,37,43
156,2,5:08.0,,L. Aldridge misses 2-pt jump shot from 14 ft,37,43
157,2,5:06.0,Defensive rebound by R. Anderson,,37,43
158,2,4:55.0,J. Holiday makes 2-pt layup from 1 ft (assist by A. Davis),,39,43
159,2,4:37.0,Official timeout,,39,43
160,2,4:37.0,N. Cole enters the game for T. Douglas,,39,43
161,2,4:37.0,B. Dejean-Jones enters the game for J. Holiday,,39,43
162,2,4:37.0,,K. Anderson enters the game for B. Diaw,39,43
163,2,4:25.0,,K. Anderson misses 2-pt jump shot from 16 ft,39,43
164,2,4:24.0,Defensive rebound by A. Davis,,39,43
165,2,4:02.0,B. Dejean-Jones misses 3-pt jump shot from 24 ft,,39,43
166,2,4:01.0,,Defensive rebound by D. Green,39,43
167,2,3:53.0,,D. Green misses 3-pt jump shot from 24 ft,39,43
168,2,3:52.0,,Offensive rebound by Team,39,43
169,2,3:52.0,,M. Ginóbili enters the game for D. Green,39,43
170,2,3:38.0,,K. Anderson misses 2-pt hook shot from 8 ft,39,43
171,2,3:38.0,Defensive rebound by N. Cole,,39,43
172,2,3:13.0,Turnover by Team (shot clock),,39,43
173,2,3:01.0,,Shooting foul by N. Cole (drawn by L. Aldridge),39,43
174,2,3:01.0,,L. Aldridge makes free throw 1 of 2,39,44
175,2,3:01.0,,L. Aldridge makes free throw 2 of 2,39,45
176,2,2:51.0,B. Dejean-Jones misses 3-pt jump shot from 24 ft,,39,45
177,2,2:50.0,,Defensive rebound by L. Aldridge,39,45
178,2,2:39.0,,M. Ginóbili misses 2-pt layup from 2 ft,39,45
179,2,2:38.0,Defensive rebound by A. Davis,,39,45
180,2,2:31.0,N. Cole misses 2-pt jump shot from 21 ft,,39,45
181,2,2:30.0,Offensive rebound by R. Anderson,,39,45
182,2,2:29.0,Personal foul by T. Parker (drawn by R. Anderson),,39,45
183,2,2:29.0,New Orleans full timeout,,39,45
184,2,2:22.0,Turnover by B. Dejean-Jones (lost ball),,39,45
185,2,2:11.0,,L. Aldridge makes 2-pt dunk at rim (assist by M. Ginóbili),39,47
186,2,1:55.0,A. Davis makes 2-pt jump shot from 10 ft,,41,47
187,2,1:43.0,,Shooting foul by A. Gee (drawn by K. Leonard),41,47
188,2,1:43.0,,K. Leonard makes free throw 1 of 2,41,48
189,2,1:43.0,,K. Leonard makes free throw 2 of 2,41,49
190,2,1:28.0,A. Davis makes 2-pt hook shot from 6 ft (assist by N. Cole),,43,49
191,2,1:02.0,,L. Aldridge makes 2-pt layup at rim (assist by M. Ginóbili),43,51
192,2,0:52.0,N. Cole makes 2-pt jump shot from 16 ft,,45,51
193,2,0:37.0,,Turnover by M. Ginóbili (bad pass; steal by A. Davis),45,51
194,2,0:31.0,A. Gee misses 2-pt jump shot from 8 ft (block by K. Leonard),,45,51
195,2,0:31.0,Offensive rebound by Team,,45,51
196,2,0:31.0,,D. West enters the game for L. Aldridge,45,51
197,2,0:31.0,Turnover by A. Gee (bad pass),,45,51
198,2,0:31.0,,D. Green enters the game for K. Anderson,45,51
199,2,0:31.0,,P. Mills enters the game for T. Parker,45,51
200,2,0:13.0,,Personal foul by B. Dejean-Jones (drawn by D. West),45,51
201,2,0:13.0,,D. West makes free throw 1 of 2,45,52
202,2,0:13.0,,T. Parker enters the game for P. Mills,45,52
203,2,0:13.0,T. Douglas enters the game for B. Dejean-Jones,,45,52
204,2,0:13.0,,D. West makes free throw 2 of 2,45,53
205,2,0:06.0,Personal take foul by T. Parker (drawn by N. Cole),,45,53
206,2,0:00.0,R. Anderson misses 2-pt jump shot from 19 ft,,45,53
207,2,0:00.0,Offensive rebound by T. Douglas,,45,53
208,2,0:00.0,T. Douglas misses 2-pt layup from 1 ft,,45,53
209,2,0:00.0,Offensive rebound by Team,,45,53
210,3,11:37.0,A. Davis misses 2-pt jump shot from 18 ft (block by D. West),,45,53
211,3,11:36.0,Offensive rebound by Team,,45,53
212,3,11:36.0,Turnover by Team (shot clock),,45,53
213,3,11:26.0,,Personal foul by A. Gee (drawn by K. Leonard),45,53
214,3,11:19.0,,K. Leonard makes 2-pt jump shot from 15 ft (assist by D. West),45,55
215,3,11:06.0,N. Cole misses 2-pt jump shot from 18 ft,,45,55
216,3,11:05.0,Offensive rebound by Ö. Aşık,,45,55
217,3,11:02.0,A. Davis misses 2-pt jump shot from 9 ft,,45,55
218,3,11:01.0,,Defensive rebound by D. Green,45,55
219,3,10:50.0,,D. Green makes 3-pt jump shot from 24 ft (assist by D. West),45,58
220,3,10:48.0,New Orleans full timeout,,45,58
221,3,10:48.0,D. Cunningham enters the game for A. Gee,,45,58
222,3,10:32.0,Turnover by A. Davis (lost ball; steal by K. Leonard),,45,58
223,3,10:25.0,,K. Leonard makes 2-pt jump shot from 7 ft,45,60
224,3,10:14.0,A. Davis makes 2-pt jump shot from 7 ft (assist by N. Cole),,47,60
225,3,9:59.0,,L. Aldridge makes 2-pt jump shot from 20 ft (assist by T. Parker),47,62
226,3,9:33.0,Ö. Aşık makes 2-pt layup from 1 ft (assist by B. Dejean-Jones),,49,62
227,3,9:33.0,Shooting foul by D. West (drawn by Ö. Aşık),,49,62
228,3,9:33.0,Ö. Aşık misses free throw 1 of 1,,49,62
229,3,9:32.0,,Defensive rebound by L. Aldridge,49,62
230,3,9:21.0,,L. Aldridge misses 2-pt jump shot from 14 ft,49,62
231,3,9:20.0,Defensive rebound by N. Cole,,49,62
232,3,9:05.0,A. Davis misses 2-pt jump shot from 14 ft,,49,62
233,3,9:04.0,Offensive rebound by Ö. Aşık,,49,62
234,3,8:52.0,A. Davis misses 2-pt jump shot from 1 ft,,49,62
235,3,8:51.0,Offensive rebound by A. Davis,,49,62
236,3,8:51.0,A. Davis makes 2-pt layup from 1 ft,,51,62
237,3,8:34.0,,Turnover by T. Parker (bad pass; steal by N. Cole),51,62
238,3,8:29.0,D. Cunningham makes 2-pt layup at rim (assist by N. Cole),,53,62
239,3,8:18.0,,K. Leonard misses 2-pt jump shot from 8 ft,53,62
240,3,8:17.0,Defensive rebound by Ö. Aşık,,53,62
241,3,8:07.0,N. Cole makes 2-pt jump shot from 8 ft,,55,62
242,3,8:07.0,,San Antonio full timeout,55,62
243,3,7:53.0,,L. Aldridge misses 2-pt jump shot from 4 ft (block by A. Davis),55,62
244,3,7:52.0,,Offensive rebound by L. Aldridge,55,62
245,3,7:51.0,,Turnover by L. Aldridge (lost ball),55,62
246,3,7:40.0,Ö. Aşık makes 2-pt layup from 1 ft (assist by N. Cole),,57,62
247,3,7:26.0,,D. West makes 2-pt jump shot from 19 ft (assist by T. Parker),57,64
248,3,7:26.0,,Technical foul by Team,57,64
249,3,7:26.0,A. Davis makes technical free throw,,58,64
250,3,7:16.0,N. Cole makes 2-pt jump shot from 7 ft,,60,64
251,3,7:00.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by T. Parker),60,66
252,3,6:44.0,Turnover by Ö. Aşık (lost ball; steal by L. Aldridge),,60,66
253,3,6:34.0,,D. West misses 2-pt jump shot from 16 ft,60,66
254,3,6:32.0,Defensive rebound by B. Dejean-Jones,,60,66
255,3,6:19.0,A. Davis misses 2-pt jump shot from 17 ft,,60,66
256,3,6:18.0,,Defensive rebound by T. Parker,60,66
257,3,6:10.0,,L. Aldridge makes 2-pt jump shot from 3 ft (assist by T. Parker),60,68
258,3,5:50.0,N. Cole makes 2-pt jump shot from 15 ft,,62,68
259,3,5:38.0,,L. Aldridge misses 2-pt jump shot from 4 ft (block by A. Davis),62,68
260,3,5:37.0,Defensive rebound by N. Cole,,62,68
261,3,5:31.0,B. Dejean-Jones makes 3-pt jump shot from 25 ft (assist by N. Cole),,65,68
262,3,5:12.0,,K. Leonard misses 2-pt jump shot from 3 ft,65,68
263,3,5:11.0,Defensive rebound by Ö. Aşık,,65,68
264,3,5:06.0,N. Cole misses 2-pt layup from 1 ft (block by D. Green),,65,68
265,3,5:06.0,Offensive rebound by Team,,65,68
266,3,5:06.0,,P. Mills enters the game for T. Parker,65,68
267,3,5:06.0,,M. Ginóbili enters the game for D. Green,65,68
268,3,5:06.0,J. Holiday enters the game for B. Dejean-Jones,,65,68
269,3,5:06.0,R. Anderson enters the game for Ö. Aşık,,65,68
270,3,5:06.0,,K. Anderson enters the game for D. West,65,68
271,3,4:55.0,R. Anderson makes 2-pt layup from 2 ft (assist by A. Davis),,67,68
272,3,4:35.0,,Turnover by K. Leonard (offensive foul),67,68
273,3,4:35.0,,Offensive foul by K. Leonard (drawn by A. Davis),67,68
274,3,4:26.0,Turnover by N. Cole (bad pass),,67,68
275,3,4:26.0,Loose ball foul by N. Cole (drawn by M. Ginóbili),,67,68
276,3,4:13.0,,M. Ginóbili misses 2-pt layup from 1 ft (block by A. Davis),67,68
277,3,4:12.0,Defensive rebound by A. Davis,,67,68
278,3,4:05.0,Turnover by J. Holiday (bad pass),,67,68
279,3,3:56.0,,Turnover by K. Anderson (bad pass; steal by A. Davis),67,68
280,3,3:39.0,Shooting foul by P. Mills (drawn by A. Davis),,67,68
281,3,3:39.0,A. Davis makes free throw 1 of 2,,68,68
282,3,3:39.0,A. Davis makes free throw 2 of 2,,69,68
283,3,3:24.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by K. Anderson),69,70
284,3,3:04.0,J. Holiday makes 2-pt jump shot from 5 ft,,71,70
285,3,2:54.0,,K. Leonard makes 3-pt jump shot from 24 ft (assist by P. Mills),71,73
286,3,2:43.0,A. Davis makes 2-pt layup from 1 ft (assist by J. Holiday),,73,73
287,3,2:38.0,,Turnover by K. Anderson (bad pass; steal by A. Davis),73,73
288,3,2:35.0,Turnover by A. Davis (lost ball; steal by P. Mills),,73,73
289,3,2:32.0,,Personal foul by J. Holiday (drawn by L. Aldridge),73,73
290,3,2:25.0,,L. Aldridge makes 2-pt dunk at rim (assist by P. Mills),73,75
291,3,2:18.0,,Offensive charge foul by J. Holiday (drawn by M. Ginóbili),73,75
292,3,2:18.0,Turnover by J. Holiday (offensive foul),,73,75
293,3,2:18.0,,D. Green enters the game for K. Leonard,73,75
294,3,2:18.0,A. Ajinça enters the game for A. Davis,,73,75
295,3,2:18.0,,D. West enters the game for L. Aldridge,73,75
296,3,2:01.0,,Turnover by M. Ginóbili (bad pass; steal by J. Holiday),73,75
297,3,1:42.0,R. Anderson makes 2-pt jump shot from 14 ft (assist by J. Holiday),,75,75
298,3,1:21.0,,D. West makes 2-pt layup from 1 ft (assist by M. Ginóbili),75,77
299,3,1:06.0,N. Cole misses 2-pt jump shot from 8 ft,,75,77
300,3,1:05.0,,Defensive rebound by Team,75,77
301,3,1:05.0,Loose ball foul by A. Ajinça (drawn by D. West),,75,77
302,3,0:55.0,,D. Green makes 3-pt jump shot from 22 ft (assist by D. West),75,80
303,3,0:46.0,Shooting foul by M. Ginóbili (drawn by R. Anderson),,75,80
304,3,0:46.0,R. Anderson makes free throw 1 of 2,,76,80
305,3,0:46.0,R. Anderson makes free throw 2 of 2,,77,80
306,3,0:30.0,,M. Ginóbili makes 3-pt jump shot from 24 ft,77,83
307,3,0:10.0,A. Ajinça makes 2-pt layup from 1 ft (assist by J. Holiday),,79,83
308,3,0:01.0,,M. Ginóbili misses 2-pt jump shot from 21 ft,79,83
309,3,0:01.0,,Offensive rebound by K. Anderson,79,83
310,3,0:00.0,,K. Anderson misses 2-pt jump shot from 14 ft,79,83
311,3,0:00.0,,Offensive rebound by Team,79,83
312,4,11:45.0,,D. Green misses 3-pt jump shot from 23 ft,79,83
313,4,11:44.0,Defensive rebound by R. Anderson,,79,83
314,4,11:29.0,J. Holiday makes 2-pt jump shot from 15 ft,,81,83
315,4,11:19.0,,P. Mills makes 3-pt jump shot from 24 ft,81,86
316,4,11:01.0,Turnover by A. Ajinça (lost ball; steal by M. Ginóbili),,81,86
317,4,10:41.0,,M. Ginóbili misses 2-pt layup from 1 ft,81,86
318,4,10:40.0,Defensive rebound by R. Anderson,,81,86
319,4,10:37.0,Turnover by J. Holiday (dbl dribble),,81,86
320,4,10:33.0,,Personal block foul by R. Anderson (drawn by P. Mills),81,86
321,4,10:23.0,,Personal foul by A. Ajinça (drawn by M. Ginóbili),81,86
322,4,10:15.0,,D. West misses 2-pt dunk at rim,81,86
323,4,10:13.0,Defensive rebound by R. Anderson,,81,86
324,4,10:02.0,T. Douglas makes 3-pt jump shot from 24 ft (assist by D. Cunningham),,84,86
325,4,9:41.0,,Turnover by M. Ginóbili (bad pass; steal by J. Holiday),84,86
326,4,9:35.0,T. Douglas misses 3-pt jump shot from 25 ft,,84,86
327,4,9:34.0,,Defensive rebound by K. Anderson,84,86
328,4,9:19.0,,D. West makes 2-pt jump shot from 4 ft (assist by M. Ginóbili),84,88
329,4,9:08.0,Personal foul by D. Green (drawn by R. Anderson),,84,88
330,4,9:08.0,,K. Leonard enters the game for M. Ginóbili,84,88
331,4,9:01.0,J. Holiday misses 2-pt jump shot from 6 ft (block by D. West),,84,88
332,4,8:59.0,,Defensive rebound by K. Leonard,84,88
333,4,8:51.0,,K. Leonard makes 2-pt jump shot from 14 ft,84,90
334,4,8:38.0,A. Ajinça makes 2-pt jump shot from 18 ft (assist by T. Douglas),,86,90
335,4,8:21.0,,D. Green misses 3-pt jump shot from 24 ft,86,90
336,4,8:20.0,Defensive rebound by A. Ajinça,,86,90
337,4,8:08.0,Official timeout,,86,90
338,4,8:08.0,,L. Aldridge enters the game for D. West,86,90
339,4,8:08.0,,T. Parker enters the game for K. Anderson,86,90
340,4,8:08.0,A. Davis enters the game for A. Ajinça,,86,90
341,4,7:58.0,J. Holiday misses 2-pt jump shot from 18 ft,,86,90
342,4,7:57.0,Offensive rebound by R. Anderson,,86,90
343,4,7:47.0,A. Davis misses 3-pt jump shot from 23 ft,,86,90
344,4,7:47.0,,Defensive rebound by T. Parker,86,90
345,4,7:39.0,,K. Leonard misses 3-pt jump shot from 25 ft,86,90
346,4,7:38.0,Defensive rebound by T. Douglas,,86,90
347,4,7:18.0,D. Cunningham misses 3-pt jump shot from 25 ft,,86,90
348,4,7:17.0,,Defensive rebound by P. Mills,86,90
349,4,7:00.0,,L. Aldridge makes 2-pt jump shot from 17 ft (assist by K. Leonard),86,92
350,4,6:39.0,R. Anderson makes 2-pt jump shot from 18 ft,,88,92
351,4,6:23.0,,L. Aldridge misses 2-pt jump shot from 15 ft,88,92
352,4,6:22.0,Defensive rebound by J. Holiday,,88,92
353,4,6:07.0,J. Holiday misses 2-pt jump shot from 3 ft,,88,92
354,4,6:06.0,Offensive rebound by A. Davis,,88,92
355,4,6:06.0,A. Davis misses 2-pt layup from 2 ft (block by L. Aldridge),,88,92
356,4,6:05.0,Offensive rebound by J. Holiday,,88,92
357,4,6:02.0,J. Holiday misses 2-pt layup from 2 ft,,88,92
358,4,6:00.0,,Defensive rebound by D. Green,88,92
359,4,5:50.0,,K. Leonard makes 2-pt layup from 3 ft (assist by T. Parker),88,94
360,4,5:27.0,J. Holiday misses 2-pt layup from 4 ft,,88,94
361,4,5:26.0,,Defensive rebound by D. Green,88,94
362,4,5:18.0,,Shooting foul by D. Cunningham (drawn by L. Aldridge),88,94
363,4,5:18.0,,San Antonio full timeout,88,94
364,4,5:18.0,N. Cole enters the game for R. Anderson,,88,94
365,4,5:18.0,,L. Aldridge makes free throw 1 of 2,88,95
366,4,5:18.0,,L. Aldridge makes free throw 2 of 2,88,96
367,4,5:08.0,Shooting foul by L. Aldridge (drawn by A. Davis),,88,96
368,4,5:08.0,A. Davis makes free throw 1 of 2,,89,96
369,4,5:08.0,A. Davis misses free throw 2 of 2,,89,96
370,4,5:07.0,,Defensive rebound by K. Leonard,89,96
371,4,4:51.0,,K. Leonard misses 2-pt layup from 3 ft,89,96
372,4,4:49.0,,Offensive rebound by L. Aldridge,89,96
373,4,4:49.0,,L. Aldridge makes 2-pt layup at rim,89,98
374,4,4:37.0,N. Cole misses 3-pt jump shot from 25 ft,,89,98
375,4,4:36.0,,Defensive rebound by L. Aldridge,89,98
376,4,4:24.0,,K. Leonard makes 2-pt jump shot from 7 ft,89,100
377,4,3:57.0,D. Cunningham makes 2-pt layup from 3 ft (assist by N. Cole),,91,100
378,4,3:42.0,,Shooting foul by T. Douglas (drawn by L. Aldridge),91,100
379,4,3:42.0,,L. Aldridge makes free throw 1 of 2,91,101
