,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,WASHINGTON_ACTION,LA LAKERS_SCORE,WASHINGTON_SCORE
63,1,4:10.0,,B. Beal misses 3-pt jump shot from 25 ft,20,16
64,1,4:09.0,Defensive rebound by J. Randle,,20,16
65,1,4:00.0,J. Clarkson misses 3-pt jump shot from 24 ft,,20,16
66,1,3:58.0,Offensive rebound by J. Randle,,20,16
67,1,3:50.0,J. Randle makes 2-pt jump shot from 4 ft (assist by L. Williams),,22,16
68,1,3:27.0,,M. Gortat makes 2-pt jump shot from 12 ft (assist by J. Dudley),22,18
69,1,3:04.0,M. World Peace misses 2-pt jump shot from 5 ft,,22,18
70,1,3:03.0,Offensive rebound by M. World Peace,,22,18
71,1,2:57.0,M. World Peace makes 2-pt layup from 1 ft,,24,18
72,1,2:47.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),24,20
73,1,2:26.0,R. Hibbert misses 2-pt layup from 2 ft,,24,20
74,1,2:25.0,Offensive rebound by R. Hibbert,,24,20
75,1,2:23.0,R. Hibbert misses 2-pt jump shot from 5 ft,,24,20
76,1,2:19.0,Offensive rebound by J. Randle,,24,20
77,1,2:19.0,J. Randle misses 2-pt layup from 1 ft (block by M. Gortat),,24,20
78,1,2:17.0,,Defensive rebound by J. Dudley,24,20
79,1,2:17.0,,J. Wall misses 2-pt jump shot from 15 ft (block by M. World Peace),24,20
80,1,2:17.0,Defensive rebound by Team,,24,20
81,1,2:17.0,LA Lakers full timeout,,24,20
82,1,2:17.0,,G. Temple enters the game for O. Porter,24,20
83,1,2:17.0,,R. Sessions enters the game for J. Wall,24,20
84,1,2:17.0,L. Nance enters the game for J. Randle,,24,20
85,1,2:17.0,B. Bass enters the game for R. Hibbert,,24,20
86,1,2:17.0,Violation by Team (delay of game),,24,20
87,1,2:02.0,L. Williams makes 3-pt jump shot from 24 ft (assist by B. Bass),,27,20
88,1,1:47.0,,R. Sessions misses 2-pt jump shot from 3 ft,27,20
89,1,1:46.0,Defensive rebound by J. Clarkson,,27,20
90,1,1:32.0,B. Bass makes 2-pt jump shot from 12 ft (assist by L. Williams),,29,20
91,1,1:22.0,,Offensive foul by M. Gortat (drawn by B. Bass),29,20
92,1,1:22.0,,Turnover by M. Gortat (offensive foul),29,20
93,1,1:22.0,,R. Hollins enters the game for M. Gortat,29,20
94,1,1:11.0,J. Clarkson makes 2-pt jump shot from 8 ft (assist by M. World Peace),,31,20
95,1,0:57.0,,G. Temple misses 3-pt jump shot from 23 ft,31,20
96,1,0:56.0,Defensive rebound by M. World Peace,,31,20
97,1,0:37.0,M. World Peace makes 3-pt jump shot from 24 ft,,34,20
98,1,0:25.0,,B. Beal makes 2-pt jump shot from 19 ft,34,22
99,1,0:05.0,M. World Peace misses 2-pt jump shot from 14 ft,,34,22
100,1,0:04.0,,Defensive rebound by Team,34,22
101,1,0:04.0,,J. Wall enters the game for G. Temple,34,22
102,1,0:02.0,,Personal take foul by M. World Peace (drawn by R. Sessions),34,22
103,1,0:00.0,,J. Wall misses 2-pt jump shot from 13 ft,34,22
104,1,0:00.0,,Offensive rebound by Team,34,22
105,2,11:42.0,,O. Porter misses 2-pt jump shot from 16 ft,34,22
106,2,11:42.0,Defensive rebound by Team,,34,22
107,2,11:42.0,,Loose ball foul by R. Hollins (drawn by L. Nance),34,22
108,2,11:28.0,K. Bryant misses 3-pt jump shot from 23 ft,,34,22
109,2,11:27.0,Offensive rebound by B. Bass,,34,22
110,2,11:21.0,D. Russell enters the game for J. Clarkson,,34,22
111,2,11:06.0,K. Bryant misses 2-pt jump shot from 18 ft,,34,22
112,2,11:05.0,,Defensive rebound by O. Porter,34,22
113,2,10:58.0,,Shooting foul by D. Russell (drawn by G. Neal),34,22
114,2,10:58.0,,G. Neal makes free throw 1 of 2,34,23
115,2,10:58.0,,G. Neal makes free throw 2 of 2,34,24
116,2,10:38.0,D. Russell misses 3-pt jump shot from 24 ft,,34,24
117,2,10:37.0,,Defensive rebound by R. Sessions,34,24
118,2,10:33.0,,Shooting foul by L. Nance (drawn by O. Porter),34,24
119,2,10:33.0,,O. Porter misses free throw 1 of 2,34,24
120,2,10:33.0,,Offensive rebound by Team,34,24
121,2,10:33.0,,O. Porter makes free throw 2 of 2,34,25
122,2,10:14.0,K. Bryant makes 2-pt jump shot from 16 ft,,36,25
123,2,10:07.0,,R. Sessions misses 2-pt layup from 1 ft,36,25
124,2,10:05.0,,Offensive rebound by G. Temple,36,25
125,2,10:03.0,,Turnover by G. Neal (lost ball; steal by L. Williams),36,25
126,2,9:47.0,B. Bass misses 2-pt layup from 2 ft,,36,25
127,2,9:46.0,Offensive rebound by B. Bass,,36,25
128,2,9:43.0,B. Bass makes 2-pt layup from 1 ft,,38,25
129,2,9:37.0,,Turnover by R. Sessions (bad pass; steal by B. Bass),38,25
130,2,9:31.0,B. Bass makes 2-pt dunk at rim (assist by L. Nance),,40,25
131,2,9:31.0,,Washington full timeout,40,25
132,2,9:31.0,,J. Wall enters the game for R. Sessions,40,25
133,2,9:31.0,,M. Gortat enters the game for R. Hollins,40,25
134,2,9:20.0,,M. Gortat misses 2-pt jump shot from 10 ft,40,25
135,2,9:19.0,Defensive rebound by L. Nance,,40,25
136,2,9:02.0,K. Bryant makes 3-pt jump shot from 25 ft (assist by L. Nance),,43,25
137,2,8:50.0,,J. Wall makes 2-pt layup from 1 ft,43,27
138,2,8:39.0,D. Russell misses 2-pt jump shot from 14 ft,,43,27
139,2,8:39.0,,Defensive rebound by Team,43,27
140,2,8:39.0,,B. Beal enters the game for G. Neal,43,27
141,2,8:28.0,,M. Gortat makes 2-pt layup from 4 ft (assist by J. Wall),43,29
142,2,8:17.0,K. Bryant misses 3-pt jump shot from 26 ft,,43,29
143,2,8:15.0,,Defensive rebound by J. Wall,43,29
144,2,8:15.0,,Personal foul by K. Bryant (drawn by J. Wall),43,29
145,2,8:01.0,,B. Beal misses 2-pt jump shot from 12 ft,43,29
146,2,7:59.0,Defensive rebound by D. Russell,,43,29
147,2,7:40.0,K. Bryant makes 2-pt jump shot from 17 ft,,45,29
148,2,7:36.0,,Shooting foul by L. Williams (drawn by G. Temple),45,29
149,2,7:36.0,,G. Temple misses free throw 1 of 2,45,29
150,2,7:36.0,,Offensive rebound by Team,45,29
151,2,7:36.0,M. World Peace enters the game for K. Bryant,,45,29
152,2,7:36.0,J. Randle enters the game for L. Nance,,45,29
153,2,7:36.0,,G. Temple makes free throw 2 of 2,45,30
154,2,7:21.0,J. Randle misses 3-pt jump shot from 24 ft,,45,30
155,2,7:18.0,,Defensive rebound by O. Porter,45,30
156,2,7:14.0,,M. Gortat makes 2-pt jump shot from 3 ft (assist by O. Porter),45,32
157,2,6:52.0,M. World Peace misses 2-pt jump shot from 21 ft,,45,32
158,2,6:50.0,Offensive rebound by Team,,45,32
159,2,6:50.0,,J. Dudley enters the game for G. Temple,45,32
160,2,6:50.0,R. Hibbert enters the game for B. Bass,,45,32
161,2,6:42.0,M. World Peace misses 2-pt jump shot from 11 ft,,45,32
162,2,6:41.0,,Defensive rebound by J. Wall,45,32
163,2,6:34.0,,Shooting foul by R. Hibbert (drawn by O. Porter),45,32
164,2,6:34.0,,O. Porter makes free throw 1 of 2,45,33
165,2,6:34.0,,O. Porter makes free throw 2 of 2,45,34
166,2,6:22.0,Turnover by D. Russell (step out of bounds),,45,34
167,2,6:08.0,,Turnover by B. Beal (lost ball; steal by L. Williams),45,34
168,2,6:03.0,L. Williams misses 2-pt layup from 2 ft (block by B. Beal),,45,34
169,2,6:03.0,Offensive rebound by J. Randle,,45,34
170,2,6:03.0,Shooting foul by J. Wall (drawn by L. Williams),,45,34
171,2,6:03.0,L. Williams makes free throw 1 of 2,,46,34
172,2,6:03.0,L. Williams makes free throw 2 of 2,,47,34
173,2,5:49.0,,Turnover by O. Porter (lost ball; steal by D. Russell),47,34
174,2,5:43.0,J. Randle makes 2-pt dunk at rim (assist by D. Russell),,49,34
175,2,5:22.0,,Turnover by O. Porter (bad pass),49,34
176,2,5:22.0,Official timeout,,49,34
177,2,5:22.0,,K. Oubre enters the game for O. Porter,49,34
178,2,5:22.0,J. Clarkson enters the game for L. Williams,,49,34
179,2,5:00.0,M. World Peace makes 2-pt jump shot from 18 ft (assist by R. Hibbert),,51,34
180,2,4:45.0,,M. Gortat misses 2-pt jump shot from 10 ft,51,34
181,2,4:44.0,Defensive rebound by D. Russell,,51,34
182,2,4:37.0,D. Russell misses 2-pt jump shot from 10 ft,,51,34
183,2,4:36.0,Offensive rebound by J. Randle,,51,34
184,2,4:32.0,J. Randle makes 2-pt layup at rim,,53,34
185,2,4:30.0,,K. Oubre makes 2-pt layup from 2 ft (assist by B. Beal),53,36
186,2,4:13.0,R. Hibbert misses 2-pt jump shot from 8 ft,,53,36
187,2,4:12.0,,Defensive rebound by M. Gortat,53,36
188,2,4:08.0,,Shooting foul by D. Russell (drawn by J. Wall),53,36
189,2,4:08.0,,J. Wall makes free throw 1 of 2,53,37
190,2,4:08.0,,K. Humphries enters the game for J. Dudley,53,37
191,2,4:08.0,,J. Wall misses free throw 2 of 2,53,37
192,2,4:08.0,Defensive rebound by J. Randle,,53,37
193,2,3:48.0,M. World Peace misses 3-pt jump shot from 23 ft,,53,37
194,2,3:47.0,,Defensive rebound by B. Beal,53,37
195,2,3:41.0,,B. Beal makes 2-pt jump shot from 9 ft,53,39
196,2,3:34.0,LA Lakers full timeout,,53,39
197,2,3:34.0,K. Bryant enters the game for M. World Peace,,53,39
198,2,3:28.0,D. Russell misses 2-pt jump shot from 12 ft,,53,39
199,2,3:27.0,,Defensive rebound by K. Humphries,53,39
200,2,3:09.0,,Shooting foul by R. Hibbert (drawn by K. Humphries),53,39
201,2,3:09.0,,K. Humphries makes free throw 1 of 2,53,40
202,2,3:09.0,,K. Humphries makes free throw 2 of 2,53,41
203,2,2:52.0,Shooting foul by K. Oubre (drawn by K. Bryant),,53,41
204,2,2:52.0,K. Bryant makes free throw 1 of 2,,54,41
205,2,2:52.0,K. Bryant makes free throw 2 of 2,,55,41
206,2,2:49.0,,Personal foul by D. Russell (drawn by J. Wall),55,41
207,2,2:49.0,,J. Wall misses free throw 1 of 2,55,41
208,2,2:49.0,,Offensive rebound by Team,55,41
209,2,2:49.0,L. Williams enters the game for D. Russell,,55,41
210,2,2:49.0,,J. Wall makes free throw 2 of 2,55,42
211,2,2:34.0,K. Bryant misses 2-pt jump shot from 16 ft,,55,42
212,2,2:33.0,,Defensive rebound by J. Wall,55,42
213,2,2:22.0,,K. Oubre misses 2-pt jump shot from 18 ft,55,42
214,2,2:21.0,Defensive rebound by J. Randle,,55,42
215,2,2:21.0,,Loose ball foul by K. Humphries (drawn by J. Randle),55,42
216,2,2:06.0,J. Randle misses 2-pt jump shot from 15 ft,,55,42
217,2,2:05.0,,Defensive rebound by M. Gortat,55,42
218,2,1:56.0,,K. Humphries makes 3-pt jump shot from 23 ft (assist by J. Wall),55,45
219,2,1:39.0,,Offensive charge foul by J. Clarkson (drawn by B. Beal),55,45
220,2,1:39.0,Turnover by J. Clarkson (offensive foul),,55,45
221,2,1:26.0,,M. Gortat makes 2-pt hook shot from 4 ft (assist by J. Wall),55,47
222,2,1:12.0,K. Bryant misses 3-pt jump shot from 25 ft,,55,47
223,2,1:11.0,Offensive rebound by R. Hibbert,,55,47
224,2,0:50.0,J. Clarkson misses 2-pt jump shot from 11 ft,,55,47
225,2,0:49.0,,Defensive rebound by M. Gortat,55,47
226,2,0:38.0,,J. Wall makes 2-pt jump shot from 15 ft,55,49
227,2,0:30.0,Shooting foul by K. Humphries (drawn by K. Bryant),,55,49
228,2,0:30.0,K. Bryant makes free throw 1 of 2,,56,49
229,2,0:30.0,K. Bryant makes free throw 2 of 2,,57,49
230,2,0:21.0,,K. Humphries misses 3-pt jump shot from 24 ft,57,49
231,2,0:20.0,,Offensive rebound by M. Gortat,57,49
232,2,0:02.0,,K. Oubre misses 2-pt dunk at rim,57,49
233,2,0:01.0,,Offensive rebound by K. Humphries,57,49
234,2,0:01.0,,K. Humphries makes 2-pt layup from 1 ft,57,51
235,3,11:46.0,,M. Gortat misses 2-pt layup from 2 ft (block by R. Hibbert),57,51
236,3,11:44.0,Defensive rebound by J. Randle,,57,51
237,3,11:39.0,Turnover by D. Russell (bad pass; steal by M. Gortat),,57,51
238,3,11:33.0,,B. Beal makes 3-pt jump shot from 24 ft (assist by J. Wall),57,54
239,3,11:07.0,D. Russell makes 2-pt layup from 1 ft,,59,54
240,3,10:57.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by B. Beal),59,57
241,3,10:37.0,Turnover by J. Randle (bad pass; steal by J. Dudley),,59,57
242,3,10:32.0,,Turnover by J. Dudley (lost ball; steal by J. Clarkson),59,57
243,3,10:12.0,K. Bryant misses 2-pt jump shot from 18 ft,,59,57
244,3,10:11.0,,Defensive rebound by O. Porter,59,57
245,3,10:05.0,,O. Porter makes 2-pt layup at rim (assist by B. Beal),59,59
246,3,9:38.0,Turnover by Team (shot clock),,59,59
247,3,9:28.0,,B. Beal misses 2-pt jump shot from 21 ft,59,59
248,3,9:27.0,Defensive rebound by J. Randle,,59,59
249,3,9:20.0,Personal foul by B. Beal (drawn by D. Russell),,59,59
250,3,9:12.0,J. Clarkson makes 2-pt jump shot from 14 ft,,61,59
251,3,9:00.0,,J. Wall makes 3-pt jump shot from 25 ft (assist by B. Beal),61,62
252,3,8:47.0,J. Randle misses 2-pt jump shot from 14 ft,,61,62
253,3,8:46.0,,Defensive rebound by J. Wall,61,62
254,3,8:40.0,,B. Beal misses 3-pt jump shot from 24 ft,61,62
255,3,8:39.0,Defensive rebound by J. Randle,,61,62
256,3,8:24.0,D. Russell makes 2-pt jump shot from 7 ft,,63,62
257,3,8:10.0,,B. Beal misses 3-pt jump shot from 24 ft,63,62
258,3,8:08.0,Defensive rebound by J. Clarkson,,63,62
259,3,7:58.0,D. Russell misses 3-pt jump shot from 23 ft,,63,62
260,3,7:57.0,,Defensive rebound by J. Wall,63,62
261,3,7:45.0,,O. Porter misses 3-pt jump shot from 24 ft,63,62
262,3,7:44.0,Defensive rebound by K. Bryant,,63,62
263,3,7:36.0,D. Russell makes 2-pt layup from 3 ft (assist by K. Bryant),,65,62
264,3,7:13.0,,J. Dudley makes 3-pt jump shot from 23 ft (assist by B. Beal),65,65
265,3,6:53.0,J. Clarkson misses 2-pt jump shot from 3 ft,,65,65
266,3,6:52.0,Offensive rebound by J. Randle,,65,65
267,3,6:52.0,J. Randle misses 2-pt layup from 1 ft,,65,65
268,3,6:52.0,,Defensive rebound by M. Gortat,65,65
269,3,6:45.0,,Washington full timeout,65,65
270,3,6:45.0,L. Williams enters the game for D. Russell,,65,65
271,3,6:31.0,,J. Wall misses 2-pt jump shot from 17 ft,65,65
272,3,6:31.0,Defensive rebound by Team,,65,65
273,3,6:31.0,,Loose ball foul by M. Gortat (drawn by J. Randle),65,65
274,3,6:18.0,J. Randle makes 2-pt jump shot from 4 ft (assist by K. Bryant),,67,65
275,3,6:00.0,,Turnover by J. Dudley (lost ball; steal by J. Clarkson),67,65
276,3,5:56.0,J. Clarkson makes 2-pt layup at rim,,69,65
277,3,5:39.0,,Turnover by M. Gortat (lost ball; steal by L. Williams),69,65
278,3,5:33.0,J. Randle makes 2-pt dunk at rim (assist by L. Williams),,71,65
279,3,5:22.0,,M. Gortat misses 2-pt jump shot from 3 ft (block by R. Hibbert),71,65
280,3,5:21.0,,Offensive rebound by Team,71,65
281,3,5:13.0,,J. Dudley misses 3-pt jump shot from 25 ft,71,65
282,3,5:12.0,,Offensive rebound by J. Wall,71,65
283,3,5:08.0,,J. Wall makes 3-pt jump shot from 25 ft,71,68
284,3,4:50.0,Def 3 sec tech foul by M. Gortat,,71,68
285,3,4:50.0,K. Bryant makes technical free throw,,72,68
286,3,4:41.0,K. Bryant misses 3-pt jump shot from 24 ft,,72,68
287,3,4:40.0,,Defensive rebound by M. Gortat,72,68
288,3,4:38.0,,Personal foul by J. Randle (drawn by M. Gortat),72,68
289,3,4:24.0,,J. Wall makes 2-pt jump shot from 8 ft,72,70
290,3,4:05.0,Turnover by J. Randle (lost ball; steal by M. Gortat),,72,70
291,3,4:01.0,,Shooting foul by L. Williams (drawn by J. Wall),72,70
292,3,4:01.0,,J. Wall misses free throw 1 of 2,72,70
293,3,4:01.0,,Offensive rebound by Team,72,70
294,3,4:01.0,M. World Peace enters the game for K. Bryant,,72,70
295,3,4:01.0,,G. Temple enters the game for O. Porter,72,70
296,3,4:01.0,L. Nance enters the game for J. Randle,,72,70
297,3,4:01.0,,J. Wall makes free throw 2 of 2,72,71
298,3,3:48.0,Turnover by L. Williams (lost ball; steal by J. Wall),,72,71
299,3,3:44.0,,J. Wall misses 2-pt layup from 2 ft,72,71
300,3,3:41.0,Defensive rebound by R. Hibbert,,72,71
301,3,3:29.0,R. Hibbert makes 2-pt layup from 1 ft (assist by J. Clarkson),,74,71
302,3,3:14.0,,B. Beal misses 2-pt jump shot from 18 ft,74,71
303,3,3:12.0,Defensive rebound by L. Williams,,74,71
304,3,3:09.0,Offensive foul by L. Nance (drawn by J. Dudley),,74,71
305,3,3:09.0,Turnover by L. Nance (offensive foul),,74,71
306,3,3:09.0,B. Bass enters the game for R. Hibbert,,74,71
307,3,3:09.0,,G. Neal enters the game for B. Beal,74,71
308,3,2:58.0,,Personal foul by J. Clarkson (drawn by J. Wall),74,71
309,3,2:58.0,LA Lakers full timeout,,74,71
310,3,2:46.0,,M. Gortat misses 2-pt jump shot from 8 ft,74,71
311,3,2:44.0,Defensive rebound by B. Bass,,74,71
312,3,2:25.0,B. Bass makes 2-pt layup from 1 ft (assist by L. Williams),,76,71
313,3,2:04.0,,G. Neal misses 2-pt jump shot from 18 ft,76,71
314,3,2:02.0,Defensive rebound by M. World Peace,,76,71
315,3,1:49.0,J. Clarkson misses 2-pt jump shot from 9 ft,,76,71
316,3,1:48.0,,Defensive rebound by M. Gortat,76,71
317,3,1:32.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),76,73
318,3,1:19.0,L. Williams misses 3-pt jump shot from 24 ft,,76,73
319,3,1:18.0,,Defensive rebound by G. Temple,76,73
320,3,1:06.0,,J. Wall misses 2-pt jump shot from 17 ft,76,73
321,3,1:05.0,Defensive rebound by J. Clarkson,,76,73
322,3,1:00.0,Turnover by J. Clarkson (lost ball; steal by G. Temple),,76,73
323,3,0:55.0,,Shooting foul by M. World Peace (drawn by G. Temple),76,73
324,3,0:55.0,,G. Temple misses free throw 1 of 2,76,73
325,3,0:55.0,,Offensive rebound by Team,76,73
326,3,0:55.0,,K. Humphries enters the game for J. Dudley,76,73
327,3,0:55.0,,R. Hollins enters the game for M. Gortat,76,73
328,3,0:55.0,,R. Sessions enters the game for J. Wall,76,73
329,3,0:55.0,,G. Temple misses free throw 2 of 2,76,73
330,3,0:53.0,,Offensive rebound by R. Hollins,76,73
331,3,0:46.0,,Turnover by G. Temple (lost ball; steal by J. Clarkson),76,73
332,3,0:41.0,L. Williams makes 2-pt jump shot from 14 ft,,78,73
333,3,0:29.0,,K. Humphries misses 2-pt jump shot from 21 ft,78,73
334,3,0:26.0,,Offensive rebound by G. Temple,78,73
335,3,0:09.0,,R. Sessions misses 2-pt jump shot from 11 ft,78,73
336,3,0:07.0,,Offensive rebound by K. Humphries,78,73
337,3,0:04.0,,K. Humphries misses 2-pt jump shot from 11 ft,78,73
338,3,0:04.0,,Offensive rebound by Team,78,73
339,3,0:04.0,Loose ball foul by J. Clarkson (drawn by G. Temple),,78,73
340,3,0:04.0,,G. Temple makes free throw 1 of 2,78,74
341,3,0:04.0,,G. Temple makes free throw 2 of 2,78,75
342,4,11:41.0,K. Bryant misses 3-pt jump shot from 24 ft,,78,75
343,4,11:40.0,,Defensive rebound by K. Humphries,78,75
344,4,11:28.0,,G. Neal makes 2-pt jump shot from 17 ft,78,77
345,4,11:10.0,L. Williams misses 2-pt jump shot from 9 ft,,78,77
346,4,11:09.0,Offensive rebound by B. Bass,,78,77
347,4,11:05.0,B. Bass misses 2-pt layup from 2 ft,,78,77
348,4,11:03.0,,Defensive rebound by G. Temple,78,77
349,4,10:59.0,,R. Sessions makes 2-pt layup from 2 ft (assist by G. Temple),78,79
350,4,10:55.0,Turnover by D. Russell (bad pass; steal by G. Temple),,78,79
351,4,10:52.0,,Shooting foul by L. Nance (drawn by G. Temple),78,79
352,4,10:52.0,,G. Temple misses free throw 1 of 2,78,79
353,4,10:52.0,,Offensive rebound by Team,78,79
354,4,10:52.0,,G. Temple makes free throw 2 of 2,78,80
355,4,10:33.0,K. Bryant misses 2-pt jump shot from 12 ft,,78,80
356,4,10:32.0,Offensive rebound by B. Bass,,78,80
357,4,10:30.0,B. Bass makes 2-pt jump shot from 3 ft,,80,80
358,4,10:19.0,,Turnover by G. Temple (bad pass; steal by L. Williams),80,80
359,4,9:57.0,D. Russell misses 3-pt jump shot from 25 ft,,80,80
360,4,9:56.0,,Defensive rebound by G. Neal,80,80
361,4,9:46.0,,G. Neal misses 2-pt jump shot from 17 ft,80,80
362,4,9:45.0,Defensive rebound by L. Nance,,80,80
363,4,9:40.0,Turnover by B. Bass (bad pass; steal by R. Sessions),,80,80
364,4,9:34.0,,K. Humphries makes 2-pt dunk at rim (assist by R. Sessions),80,82
365,4,9:10.0,K. Bryant makes 2-pt jump shot from 5 ft,,82,82
366,4,8:48.0,,G. Neal makes 2-pt jump shot from 15 ft (assist by G. Temple),82,84
367,4,8:25.0,D. Russell misses 2-pt jump shot from 21 ft,,82,84
368,4,8:24.0,,Defensive rebound by G. Neal,82,84
369,4,8:14.0,,R. Sessions makes 2-pt layup from 1 ft (assist by K. Humphries),82,86
370,4,8:13.0,LA Lakers full timeout,,82,86
371,4,8:13.0,,B. Beal enters the game for G. Temple,82,86
372,4,8:00.0,L. Williams makes 3-pt jump shot from 25 ft,,85,86
373,4,7:59.0,Violation by Team (delay of game),,85,86
374,4,7:59.0,Technical foul by Team,,85,86
375,4,7:59.0,,G. Neal makes technical free throw,85,87
376,4,7:47.0,,Turnover by B. Beal (bad pass; steal by D. Russell),85,87
377,4,7:41.0,L. Williams misses 3-pt jump shot from 25 ft,,85,87
378,4,7:40.0,Offensive rebound by L. Nance,,85,87
379,4,7:36.0,K. Bryant misses 3-pt jump shot from 24 ft,,85,87
380,4,7:35.0,,Defensive rebound by Team,85,87
381,4,7:22.0,,Turnover by R. Hollins (3 sec),85,87
382,4,7:06.0,Turnover by L. Williams (bad pass; steal by R. Sessions),,85,87
383,4,6:52.0,,K. Humphries misses 2-pt jump shot from 18 ft,85,87
384,4,6:51.0,Defensive rebound by D. Russell,,85,87
385,4,6:40.0,D. Russell makes 2-pt layup from 2 ft,,87,87
386,4,6:25.0,,B. Beal misses 2-pt jump shot from 19 ft,87,87
387,4,6:24.0,Defensive rebound by D. Russell,,87,87
388,4,6:16.0,Turnover by D. Russell (bad pass; steal by B. Beal),,87,87
389,4,6:13.0,,Turnover by B. Beal (bad pass; steal by L. Williams),87,87
