,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MILWAUKEE_ACTION,OKLAHOMA CITY_SCORE,MILWAUKEE_SCORE
377,4,9:30.0,K. Durant misses 3-pt jump shot from 25 ft,,88,84
378,4,9:28.0,,Defensive rebound by G. Antetokounmpo,88,84
379,4,9:16.0,,G. Monroe misses 2-pt hook shot from 8 ft,88,84
380,4,9:15.0,Defensive rebound by K. Durant,,88,84
381,4,9:00.0,K. Durant makes 3-pt jump shot from 23 ft,,91,84
382,4,8:31.0,,J. Parker misses 2-pt jump shot from 14 ft,91,84
383,4,8:30.0,Defensive rebound by E. Freedom,,91,84
384,4,8:21.0,Shooting foul by J. Bayless (drawn by R. Westbrook),,91,84
385,4,8:21.0,Official timeout,,91,84
386,4,8:21.0,S. Ibaka enters the game for K. Singler,,91,84
387,4,8:21.0,S. Adams enters the game for E. Freedom,,91,84
388,4,8:21.0,R. Westbrook makes free throw 1 of 2,,92,84
389,4,8:21.0,R. Westbrook makes free throw 2 of 2,,93,84
390,4,8:12.0,,J. Parker misses 2-pt jump shot from 16 ft,93,84
391,4,8:10.0,Defensive rebound by K. Durant,,93,84
392,4,7:50.0,S. Ibaka misses 2-pt jump shot from 12 ft,,93,84
393,4,7:49.0,,Defensive rebound by Team,93,84
394,4,7:31.0,,K. Middleton misses 3-pt jump shot from 24 ft,93,84
395,4,7:30.0,Defensive rebound by S. Adams,,93,84
396,4,7:22.0,D. Waiters misses 2-pt layup at rim,,93,84
397,4,7:20.0,,Defensive rebound by G. Monroe,93,84
398,4,7:07.0,,J. Parker misses 2-pt hook shot from 6 ft,93,84
399,4,7:05.0,Defensive rebound by R. Westbrook,,93,84
400,4,6:55.0,Turnover by R. Westbrook (bad pass; steal by J. Parker),,93,84
401,4,6:51.0,,Shooting foul by R. Westbrook (drawn by G. Antetokounmpo),93,84
402,4,6:51.0,,G. Antetokounmpo makes free throw 1 of 2,93,85
403,4,6:51.0,,O. Mayo enters the game for J. Parker,93,85
404,4,6:51.0,,G. Antetokounmpo makes free throw 2 of 2,93,86
405,4,6:40.0,Shooting foul by K. Middleton (drawn by K. Durant),,93,86
406,4,6:40.0,K. Durant makes free throw 1 of 2,,94,86
407,4,6:40.0,K. Durant makes free throw 2 of 2,,95,86
408,4,6:25.0,,J. Bayless misses 3-pt jump shot from 25 ft,95,86
409,4,6:24.0,Defensive rebound by D. Waiters,,95,86
410,4,6:04.0,R. Westbrook misses 2-pt jump shot from 19 ft,,95,86
411,4,6:03.0,,Defensive rebound by G. Monroe,95,86
412,4,5:54.0,,K. Middleton misses 3-pt jump shot from 23 ft,95,86
413,4,5:52.0,Defensive rebound by K. Durant,,95,86
414,4,5:38.0,,Milwaukee full timeout,95,86
415,4,5:31.0,S. Adams misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,95,86
416,4,5:29.0,Offensive rebound by S. Adams,,95,86
417,4,5:26.0,Turnover by S. Adams (bad pass; steal by O. Mayo),,95,86
418,4,5:11.0,,G. Antetokounmpo misses 2-pt jump shot from 20 ft,95,86
419,4,5:10.0,Defensive rebound by R. Westbrook,,95,86
420,4,4:51.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,97,86
421,4,4:28.0,,Turnover by K. Middleton (bad pass; steal by K. Durant),97,86
422,4,4:24.0,Turnover by K. Durant (bad pass; steal by O. Mayo),,97,86
423,4,4:19.0,,G. Antetokounmpo misses 2-pt jump shot from 7 ft,97,86
424,4,4:16.0,Defensive rebound by Team,,97,86
425,4,4:03.0,D. Waiters misses 3-pt jump shot from 24 ft,,97,86
426,4,4:02.0,,Defensive rebound by J. Bayless,97,86
427,4,3:50.0,,G. Monroe misses 2-pt layup from 3 ft,97,86
428,4,3:49.0,Defensive rebound by S. Adams,,97,86
429,4,3:29.0,Shooting foul by O. Mayo (drawn by K. Durant),,97,86
430,4,3:29.0,K. Durant makes free throw 1 of 3,,98,86
431,4,3:29.0,K. Durant makes free throw 2 of 3,,99,86
432,4,3:29.0,K. Durant makes free throw 3 of 3,,100,86
433,4,3:13.0,,Personal foul by S. Ibaka (drawn by G. Monroe),100,86
434,4,3:13.0,,Milwaukee full timeout,100,86
435,4,3:13.0,,J. Parker enters the game for J. Bayless,100,86
436,4,3:00.0,,Turnover by G. Antetokounmpo (lost ball; steal by D. Waiters),100,86
437,4,2:54.0,Turnover by D. Waiters (bad pass; steal by O. Mayo),,100,86
438,4,2:48.0,,J. Parker makes 2-pt dunk at rim (assist by G. Antetokounmpo),100,88
439,4,2:33.0,Turnover by R. Westbrook (bad pass; steal by K. Middleton),,100,88
440,4,2:28.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by K. Middleton),100,90
441,4,2:28.0,Oklahoma City full timeout,,100,90
442,4,2:28.0,E. Freedom enters the game for S. Adams,,100,90
443,4,2:04.0,D. Waiters misses 2-pt jump shot from 5 ft,,100,90
444,4,2:03.0,Offensive rebound by K. Durant,,100,90
445,4,1:42.0,S. Ibaka misses 3-pt jump shot from 23 ft,,100,90
446,4,1:41.0,,Defensive rebound by K. Middleton,100,90
447,4,1:38.0,,Personal foul by K. Durant (drawn by K. Middleton),100,90
448,4,1:38.0,,J. Bayless enters the game for O. Mayo,100,90
449,4,1:38.0,S. Adams enters the game for E. Freedom,,100,90
450,4,1:21.0,,J. Parker misses 3-pt jump shot from 24 ft,100,90
451,4,1:19.0,Defensive rebound by R. Westbrook,,100,90
452,4,1:06.0,Turnover by K. Durant (bad pass; steal by K. Middleton),,100,90
453,4,1:04.0,,Shooting block foul by D. Waiters (drawn by G. Antetokounmpo),100,90
454,4,1:04.0,,G. Antetokounmpo makes free throw 1 of 2,100,91
455,4,1:04.0,,G. Antetokounmpo makes free throw 2 of 2,100,92
456,4,0:51.0,Personal foul by K. Middleton (drawn by K. Durant),,100,92
457,4,0:39.0,S. Adams misses 2-pt hook shot from 9 ft,,100,92
458,4,0:36.0,Offensive rebound by S. Ibaka,,100,92
459,4,0:33.0,K. Durant misses 3-pt jump shot from 25 ft,,100,92
460,4,0:28.0,,Defensive rebound by G. Antetokounmpo,100,92
461,4,0:22.0,,J. Parker makes 2-pt layup from 3 ft (assist by G. Antetokounmpo),100,94
462,4,0:17.0,Personal take foul by J. Bayless (drawn by R. Westbrook),,100,94
463,4,0:17.0,R. Westbrook misses free throw 1 of 2,,100,94
464,4,0:17.0,Offensive rebound by Team,,100,94
465,4,0:17.0,R. Westbrook makes free throw 2 of 2,,101,94
466,4,0:17.0,,Milwaukee full timeout,101,94
467,4,0:17.0,A. Roberson enters the game for S. Adams,,101,94
468,4,0:13.0,,Personal foul by D. Waiters (drawn by G. Antetokounmpo),101,94
469,4,0:13.0,,G. Antetokounmpo misses free throw 1 of 2,101,94
470,4,0:13.0,,Offensive rebound by Team,101,94
471,4,0:13.0,S. Adams enters the game for A. Roberson,,101,94
472,4,0:13.0,,G. Antetokounmpo makes free throw 2 of 2,101,95
473,4,0:13.0,Oklahoma City full timeout,,101,95
474,4,0:13.0,A. Morrow enters the game for S. Adams,,101,95
475,4,0:10.0,Personal take foul by J. Bayless (drawn by R. Westbrook),,101,95
476,4,0:10.0,R. Westbrook makes free throw 1 of 2,,102,95
477,4,0:10.0,A. Roberson enters the game for A. Morrow,,102,95
478,4,0:10.0,R. Westbrook makes free throw 2 of 2,,103,95
479,4,0:05.0,,Personal foul by D. Waiters (drawn by J. Bayless),103,95
480,4,0:05.0,,J. Bayless makes free throw 1 of 2,103,96
481,4,0:05.0,,J. Bayless misses free throw 2 of 2,103,96
482,4,0:04.0,Defensive rebound by K. Durant,,103,96
483,4,0:04.0,Personal take foul by J. Parker (drawn by K. Durant),,103,96
484,4,0:04.0,K. Durant makes free throw 1 of 2,,104,96
485,4,0:04.0,K. Durant misses free throw 2 of 2,,104,96
486,4,0:04.0,,Defensive rebound by G. Monroe,104,96
