,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,SAN ANTONIO_ACTION,MILWAUKEE_SCORE,SAN ANTONIO_SCORE
384,4,7:05.0,,M. Bonner enters the game for P. Mills,59,83
385,4,6:57.0,,M. Bonner misses 3-pt jump shot from 24 ft,59,83
386,4,6:57.0,Defensive rebound by M. Plumlee,,59,83
387,4,6:29.0,T. Ennis misses 3-pt jump shot from 25 ft,,59,83
388,4,6:27.0,,Defensive rebound by R. Butler,59,83
389,4,6:23.0,,Shooting foul by M. Plumlee (drawn by B. Diaw),59,83
390,4,6:23.0,,B. Diaw misses free throw 1 of 2,59,83
391,4,6:23.0,,Offensive rebound by Team,59,83
392,4,6:23.0,,B. Diaw misses free throw 2 of 2,59,83
393,4,6:19.0,Defensive rebound by J. O'Bryant,,59,83
394,4,5:57.0,Offensive foul by C. Copeland (drawn by J. Simmons),,59,83
395,4,5:57.0,Turnover by C. Copeland (offensive foul),,59,83
396,4,5:57.0,,Turnover by K. Anderson (bad pass),59,83
397,4,5:57.0,Official timeout,,59,83
398,4,5:40.0,J. O'Bryant misses 2-pt jump shot from 4 ft,,59,83
399,4,5:38.0,,Defensive rebound by M. Bonner,59,83
400,4,5:21.0,,R. Butler makes 2-pt layup from 2 ft (assist by M. Bonner),59,85
401,4,5:08.0,Turnover by M. Plumlee (lost ball; steal by K. Anderson),,59,85
402,4,4:50.0,,R. Butler misses 2-pt jump shot from 4 ft,59,85
403,4,4:48.0,,Offensive rebound by B. Diaw,59,85
404,4,4:42.0,,B. Diaw makes 3-pt jump shot from 24 ft,59,88
405,4,4:18.0,R. Vaughn misses 2-pt jump shot from 10 ft,,59,88
406,4,4:17.0,,Defensive rebound by K. Anderson,59,88
407,4,4:07.0,,Turnover by K. Anderson (bad pass; steal by R. Vaughn),59,88
408,4,4:00.0,T. Ennis makes 2-pt layup from 2 ft,,61,88
409,4,3:41.0,,B. Diaw makes 2-pt layup from 3 ft,61,90
410,4,3:26.0,R. Vaughn makes 3-pt jump shot from 23 ft (assist by C. Copeland),,64,90
411,4,3:02.0,,R. Butler misses 3-pt jump shot from 25 ft,64,90
412,4,3:00.0,Defensive rebound by R. Vaughn,,64,90
413,4,2:50.0,J. O'Bryant makes 2-pt jump shot from 18 ft,,66,90
414,4,2:33.0,,Turnover by M. Bonner (bad pass; steal by M. Plumlee),66,90
415,4,2:25.0,T. Ennis misses 2-pt jump shot from 5 ft,,66,90
416,4,2:21.0,,Defensive rebound by K. Anderson,66,90
417,4,2:07.0,,R. Butler makes 3-pt jump shot from 25 ft (assist by J. Simmons),66,93
418,4,1:52.0,R. Vaughn misses 2-pt jump shot from 14 ft,,66,93
419,4,1:51.0,Offensive rebound by Team,,66,93
420,4,1:51.0,Milwaukee full timeout,,66,93
421,4,1:49.0,J. O'Bryant makes 2-pt layup from 2 ft (assist by C. Copeland),,68,93
422,4,1:49.0,Shooting foul by K. Anderson (drawn by J. O'Bryant),,68,93
423,4,1:49.0,J. O'Bryant misses free throw 1 of 1,,68,93
424,4,1:43.0,,Defensive rebound by B. Diaw,68,93
425,4,1:33.0,,M. Bonner misses 3-pt jump shot from 25 ft,68,93
426,4,1:33.0,Defensive rebound by Team,,68,93
427,4,1:16.0,J. O'Bryant misses 2-pt jump shot from 5 ft (block by R. Butler),,68,93
428,4,1:09.0,,Defensive rebound by R. Butler,68,93
429,4,1:03.0,,J. Simmons makes 2-pt layup from 1 ft,68,95
430,4,0:47.0,T. Ennis makes 2-pt layup from 2 ft (assist by C. Copeland),,70,95
431,4,0:22.0,,B. Diaw misses 2-pt jump shot from 21 ft,70,95
432,4,0:19.0,Defensive rebound by J. O'Bryant,,70,95
