,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,ORLANDO_ACTION,MINNESOTA_SCORE,ORLANDO_SCORE
167,2,6:28.0,,E. Fournier makes 2-pt layup from 1 ft,31,27
168,2,6:16.0,Shooting foul by N. Vučević (drawn by K. Towns),,31,27
169,2,6:16.0,K. Towns makes free throw 1 of 2,,32,27
170,2,6:16.0,T. Prince enters the game for K. Martin,,32,27
171,2,6:16.0,K. Towns makes free throw 2 of 2,,33,27
172,2,6:02.0,,N. Vučević misses 2-pt jump shot from 19 ft,33,27
173,2,6:01.0,Defensive rebound by R. Rubio,,33,27
174,2,5:48.0,T. Prince makes 2-pt jump shot from 20 ft (assist by R. Rubio),,35,27
175,2,5:25.0,,E. Fournier misses 2-pt jump shot from 7 ft,35,27
176,2,5:23.0,,Offensive rebound by N. Vučević,35,27
177,2,5:22.0,,N. Vučević misses 2-pt layup from 3 ft,35,27
178,2,5:20.0,Defensive rebound by K. Towns,,35,27
179,2,5:18.0,Turnover by R. Rubio (bad pass; steal by V. Oladipo),,35,27
180,2,5:03.0,,E. Fournier makes 2-pt dunk at rim (assist by V. Oladipo),35,29
181,2,4:48.0,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),,37,29
182,2,4:39.0,,N. Vučević misses 2-pt jump shot from 5 ft (block by K. Towns),37,29
183,2,4:35.0,,Offensive rebound by N. Vučević,37,29
184,2,4:33.0,,N. Vučević makes 2-pt hook shot from 2 ft,37,31
185,2,4:30.0,Minnesota full timeout,,37,31
186,2,4:30.0,,T. Harris enters the game for A. Gordon,37,31
187,2,4:22.0,A. Wiggins makes 2-pt jump shot from 20 ft (assist by R. Rubio),,39,31
188,2,4:06.0,,Turnover by V. Oladipo (bad pass; steal by R. Rubio),39,31
189,2,4:00.0,R. Rubio makes 2-pt jump shot from 3 ft,,41,31
190,2,3:42.0,,V. Oladipo misses 3-pt jump shot from 23 ft,41,31
191,2,3:42.0,Defensive rebound by A. Payne,,41,31
192,2,3:29.0,R. Rubio misses 3-pt jump shot from 25 ft,,41,31
193,2,3:28.0,,Defensive rebound by N. Vučević,41,31
194,2,3:13.0,,E. Payton misses 2-pt jump shot from 5 ft,41,31
195,2,3:12.0,,Offensive rebound by N. Vučević,41,31
196,2,3:07.0,,V. Oladipo misses 2-pt jump shot from 6 ft,41,31
197,2,3:07.0,,Offensive rebound by T. Harris,41,31
198,2,3:04.0,,T. Harris misses 2-pt layup from 2 ft,41,31
199,2,3:01.0,,Offensive rebound by T. Harris,41,31
200,2,3:01.0,,N. Vučević makes 2-pt layup from 1 ft,41,33
201,2,2:43.0,R. Rubio misses 2-pt jump shot from 20 ft,,41,33
202,2,2:43.0,Offensive rebound by R. Rubio,,41,33
203,2,2:37.0,,Orlando full timeout,41,33
204,2,2:37.0,,S. Napier enters the game for V. Oladipo,41,33
205,2,2:33.0,K. Towns makes 2-pt jump shot from 21 ft (assist by T. Prince),,43,33
206,2,2:13.0,,N. Vučević misses 2-pt jump shot from 5 ft (block by K. Towns),43,33
207,2,2:11.0,Defensive rebound by T. Prince,,43,33
208,2,2:06.0,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),,45,33
209,2,1:52.0,,S. Napier makes 3-pt jump shot from 24 ft (assist by E. Payton),45,36
210,2,1:34.0,A. Wiggins misses 3-pt jump shot from 25 ft,,45,36
211,2,1:33.0,,Defensive rebound by T. Harris,45,36
212,2,1:24.0,,E. Fournier misses 2-pt jump shot from 22 ft,45,36
213,2,1:23.0,,Offensive rebound by E. Payton,45,36
214,2,1:17.0,,N. Vučević makes 2-pt dunk at rim (assist by E. Payton),45,38
215,2,1:08.0,Minnesota full timeout,,45,38
216,2,1:08.0,Z. LaVine enters the game for A. Payne,,45,38
217,2,0:55.0,K. Towns makes 2-pt layup at rim,,47,38
218,2,0:49.0,,N. Vučević misses 2-pt jump shot from 20 ft,47,38
219,2,0:49.0,Defensive rebound by Z. LaVine,,47,38
220,2,0:41.0,Z. LaVine makes 3-pt jump shot from 24 ft,,50,38
221,2,0:34.0,,E. Payton misses 2-pt jump shot from 20 ft,50,38
222,2,0:32.0,Defensive rebound by Team,,50,38
223,2,0:22.0,Z. LaVine makes 2-pt jump shot from 21 ft,,52,38
224,2,0:03.0,,Turnover by E. Fournier (traveling),52,38
225,2,0:00.0,Z. LaVine misses 3-pt jump shot from 30 ft,,52,38
226,2,0:00.0,Offensive rebound by Team,,52,38
227,3,11:40.0,Turnover by K. Towns (3 sec),,52,38
228,3,11:26.0,,C. Frye misses 3-pt jump shot from 24 ft,52,38
229,3,11:26.0,Defensive rebound by R. Rubio,,52,38
230,3,11:11.0,A. Payne misses 2-pt layup from 2 ft,,52,38
231,3,11:10.0,,Defensive rebound by C. Frye,52,38
232,3,11:02.0,,E. Fournier misses 2-pt layup from 1 ft (block by A. Wiggins),52,38
233,3,11:01.0,Defensive rebound by A. Wiggins,,52,38
234,3,10:43.0,Turnover by K. Towns (lost ball; steal by E. Fournier),,52,38
235,3,10:38.0,,E. Fournier makes 2-pt layup at rim,52,40
236,3,10:38.0,Minnesota full timeout,,52,40
237,3,10:13.0,A. Payne misses 3-pt jump shot from 22 ft,,52,40
238,3,10:12.0,Offensive rebound by R. Rubio,,52,40
239,3,10:09.0,Turnover by A. Payne (bad pass; steal by E. Fournier),,52,40
240,3,10:07.0,,Personal foul by A. Wiggins (drawn by E. Fournier),52,40
241,3,10:00.0,,Personal foul by R. Rubio (drawn by D. Dedmon),52,40
242,3,9:49.0,,Shooting foul by R. Rubio (drawn by E. Fournier),52,40
243,3,9:49.0,,E. Fournier makes free throw 1 of 2,52,41
244,3,9:49.0,,E. Fournier makes free throw 2 of 2,52,42
245,3,9:35.0,K. Towns misses 2-pt jump shot from 20 ft,,52,42
246,3,9:35.0,,Defensive rebound by Team,52,42
247,3,9:10.0,,T. Harris makes 2-pt jump shot from 17 ft,52,44
248,3,8:48.0,Shooting foul by E. Fournier (drawn by A. Wiggins),,52,44
249,3,8:48.0,A. Wiggins makes free throw 1 of 2,,53,44
250,3,8:48.0,N. Bjelica enters the game for A. Payne,,53,44
251,3,8:48.0,A. Wiggins makes free throw 2 of 2,,54,44
252,3,8:29.0,,D. Dedmon makes 2-pt hook shot from 8 ft,54,46
253,3,8:19.0,Personal foul by D. Dedmon (drawn by K. Towns),,54,46
254,3,8:06.0,A. Wiggins makes 2-pt jump shot from 18 ft (assist by R. Rubio),,56,46
255,3,7:46.0,,C. Frye misses 3-pt jump shot from 24 ft,56,46
256,3,7:46.0,Defensive rebound by R. Rubio,,56,46
257,3,7:26.0,K. Towns makes 2-pt layup from 2 ft (assist by R. Rubio),,58,46
258,3,7:08.0,,E. Payton makes 2-pt layup at rim,58,48
259,3,6:56.0,Turnover by R. Rubio (lost ball; steal by E. Payton),,58,48
260,3,6:50.0,,D. Dedmon makes 2-pt jump shot at rim (assist by E. Payton),58,50
261,3,6:34.0,Shooting foul by D. Dedmon (drawn by A. Wiggins),,58,50
262,3,6:34.0,A. Wiggins makes free throw 1 of 2,,59,50
263,3,6:34.0,A. Wiggins makes free throw 2 of 2,,60,50
264,3,6:22.0,,Personal foul by N. Bjelica (drawn by C. Frye),60,50
265,3,6:11.0,,E. Payton misses 2-pt jump shot from 18 ft,60,50
266,3,6:10.0,Defensive rebound by R. Rubio,,60,50
267,3,5:57.0,T. Prince makes 2-pt jump shot from 19 ft (assist by N. Bjelica),,62,50
268,3,5:48.0,Offensive charge foul by D. Dedmon (drawn by R. Rubio),,62,50
269,3,5:48.0,,Turnover by D. Dedmon (offensive foul),62,50
270,3,5:48.0,S. Muhammad enters the game for N. Bjelica,,62,50
271,3,5:48.0,,J. Smith enters the game for D. Dedmon,62,50
272,3,5:35.0,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),,64,50
273,3,5:15.0,,E. Payton makes 2-pt jump shot from 12 ft,64,52
274,3,4:51.0,R. Rubio misses 2-pt jump shot from 15 ft,,64,52
275,3,4:51.0,,Defensive rebound by J. Smith,64,52
276,3,4:51.0,,Personal foul by S. Muhammad (drawn by T. Harris),64,52
277,3,4:51.0,,T. Harris makes free throw 1 of 2,64,53
278,3,4:51.0,Z. LaVine enters the game for R. Rubio,,64,53
279,3,4:51.0,,A. Nicholson enters the game for C. Frye,64,53
280,3,4:51.0,,T. Harris makes free throw 2 of 2,64,54
281,3,4:33.0,A. Wiggins misses 2-pt jump shot from 17 ft,,64,54
282,3,4:33.0,,Defensive rebound by A. Nicholson,64,54
283,3,4:19.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by J. Smith),64,57
284,3,4:00.0,Turnover by A. Wiggins (bad pass; steal by E. Payton),,64,57
285,3,3:58.0,,E. Payton makes 2-pt layup from 2 ft,64,59
286,3,3:58.0,,Shooting foul by Z. LaVine (drawn by E. Payton),64,59
287,3,3:58.0,G. Dieng enters the game for K. Towns,,64,59
288,3,3:58.0,,E. Payton misses free throw 1 of 1,64,59
289,3,3:56.0,Defensive rebound by G. Dieng,,64,59
290,3,3:36.0,S. Muhammad misses 2-pt dunk at rim (block by J. Smith),,64,59
291,3,3:35.0,,Defensive rebound by T. Harris,64,59
292,3,3:29.0,,T. Harris makes 2-pt layup from 1 ft (assist by E. Payton),64,61
293,3,3:10.0,S. Muhammad misses 3-pt jump shot from 24 ft,,64,61
294,3,3:10.0,,Defensive rebound by E. Fournier,64,61
295,3,3:07.0,,J. Smith makes 2-pt layup from 1 ft (assist by E. Fournier),64,63
296,3,3:07.0,,Shooting foul by A. Wiggins (drawn by J. Smith),64,63
297,3,3:07.0,K. Martin enters the game for A. Wiggins,,64,63
298,3,3:07.0,,V. Oladipo enters the game for T. Harris,64,63
299,3,3:07.0,,J. Smith makes free throw 1 of 1,64,64
300,3,3:01.0,Turnover by Z. LaVine (lost ball; steal by E. Fournier),,64,64
301,3,3:01.0,,Clear path foul by Z. LaVine,64,64
302,3,3:01.0,,E. Fournier makes clear path free throw 1 of 2,64,65
303,3,3:01.0,N. Bjelica enters the game for T. Prince,,64,65
304,3,3:01.0,,E. Fournier misses clear path free throw 2 of 2,64,65
305,3,3:01.0,,Offensive rebound by Team,64,65
306,3,2:46.0,,A. Nicholson misses 2-pt hook shot from 8 ft,64,65
307,3,2:45.0,Defensive rebound by K. Martin,,64,65
308,3,2:31.0,Shooting foul by V. Oladipo (drawn by K. Martin),,64,65
309,3,2:31.0,,Orlando full timeout,64,65
310,3,2:31.0,K. Martin makes free throw 1 of 2,,65,65
311,3,2:31.0,K. Martin makes free throw 2 of 2,,66,65
312,3,2:11.0,,A. Nicholson misses 2-pt hook shot from 5 ft,66,65
313,3,2:09.0,Defensive rebound by Z. LaVine,,66,65
314,3,1:59.0,,Offensive charge foul by G. Dieng (drawn by V. Oladipo),66,65
315,3,1:59.0,Turnover by G. Dieng (offensive foul),,66,65
316,3,1:59.0,,S. Napier enters the game for E. Payton,66,65
317,3,1:49.0,,S. Napier misses 2-pt jump shot from 15 ft,66,65
318,3,1:48.0,,Offensive rebound by E. Fournier,66,65
319,3,1:43.0,,S. Napier makes 3-pt jump shot from 25 ft (assist by E. Fournier),66,68
320,3,1:21.0,S. Muhammad makes 2-pt dunk at rim (assist by G. Dieng),,68,68
321,3,1:08.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by S. Napier),68,71
322,3,0:55.0,Z. LaVine makes 3-pt jump shot from 27 ft (assist by K. Martin),,71,71
323,3,0:38.0,,A. Nicholson misses 2-pt dunk at rim,71,71
324,3,0:37.0,Defensive rebound by N. Bjelica,,71,71
325,3,0:37.0,,T. Harris enters the game for E. Fournier,71,71
326,3,0:27.0,G. Dieng misses 2-pt layup from 1 ft,,71,71
327,3,0:26.0,Offensive rebound by G. Dieng,,71,71
328,3,0:25.0,G. Dieng makes 2-pt layup at rim,,73,71
329,3,0:07.0,,Turnover by J. Smith (bad pass; steal by K. Martin),73,71
330,3,0:02.0,K. Martin makes 3-pt jump shot from 24 ft,,76,71
331,3,0:00.0,,S. Napier misses 3-pt jump shot from 25 ft,76,71
332,3,0:00.0,,Offensive rebound by Team,76,71
333,4,11:44.0,,T. Harris makes 2-pt layup from 2 ft,76,73
334,4,11:32.0,Z. LaVine makes 2-pt layup from 1 ft,,78,73
335,4,11:19.0,,A. Nicholson makes 3-pt jump shot from 26 ft (assist by T. Harris),78,76
336,4,11:05.0,Turnover by Z. LaVine (lost ball; steal by S. Napier),,78,76
337,4,11:05.0,,Personal foul by Z. LaVine (drawn by S. Napier),78,76
338,4,10:56.0,,T. Harris misses 2-pt layup at rim (block by G. Dieng),78,76
339,4,10:53.0,,Offensive rebound by J. Smith,78,76
340,4,10:53.0,,J. Smith misses 2-pt jump shot from 2 ft,78,76
341,4,10:52.0,Defensive rebound by N. Bjelica,,78,76
342,4,10:39.0,N. Bjelica misses 3-pt jump shot from 27 ft,,78,76
343,4,10:38.0,,Defensive rebound by V. Oladipo,78,76
344,4,10:28.0,,S. Napier misses 2-pt jump shot from 18 ft,78,76
345,4,10:26.0,Defensive rebound by K. Martin,,78,76
346,4,10:17.0,N. Bjelica misses 3-pt jump shot from 25 ft,,78,76
347,4,10:16.0,,Defensive rebound by A. Nicholson,78,76
348,4,10:07.0,,Personal foul by N. Bjelica (drawn by S. Napier),78,76
349,4,9:57.0,,A. Nicholson misses 2-pt hook shot from 6 ft,78,76
350,4,9:56.0,Defensive rebound by G. Dieng,,78,76
351,4,9:42.0,K. Martin makes 2-pt jump shot from 10 ft,,80,76
352,4,9:33.0,,Personal foul by S. Muhammad (drawn by T. Harris),80,76
353,4,9:26.0,,S. Napier misses 2-pt layup at rim,80,76
354,4,9:26.0,Defensive rebound by N. Bjelica,,80,76
355,4,9:22.0,Shooting foul by V. Oladipo (drawn by K. Martin),,80,76
356,4,9:22.0,K. Martin misses free throw 1 of 2,,80,76
357,4,9:22.0,Offensive rebound by Team,,80,76
358,4,9:22.0,K. Martin makes free throw 2 of 2,,81,76
359,4,9:10.0,,Shooting foul by N. Bjelica (drawn by V. Oladipo),81,76
360,4,9:10.0,,V. Oladipo misses free throw 1 of 2,81,76
361,4,9:10.0,,Offensive rebound by Team,81,76
362,4,9:10.0,,E. Payton enters the game for S. Napier,81,76
363,4,9:10.0,K. Towns enters the game for N. Bjelica,,81,76
364,4,9:10.0,,V. Oladipo makes free throw 2 of 2,81,77
365,4,8:53.0,Z. LaVine misses 2-pt jump shot from 21 ft,,81,77
366,4,8:53.0,,Defensive rebound by J. Smith,81,77
367,4,8:37.0,,T. Harris misses 2-pt jump shot from 7 ft,81,77
368,4,8:36.0,Defensive rebound by K. Towns,,81,77
369,4,8:12.0,Z. LaVine misses 3-pt jump shot from 25 ft,,81,77
370,4,8:12.0,Offensive rebound by Team,,81,77
371,4,8:12.0,Turnover by Team (shot clock),,81,77
372,4,8:12.0,Official timeout,,81,77
373,4,8:12.0,,E. Fournier enters the game for V. Oladipo,81,77
374,4,8:12.0,R. Rubio enters the game for Z. LaVine,,81,77
375,4,8:12.0,A. Wiggins enters the game for S. Muhammad,,81,77
376,4,7:58.0,,E. Payton makes 2-pt jump shot from 4 ft,81,79
377,4,7:34.0,R. Rubio misses 2-pt jump shot from 13 ft,,81,79
378,4,7:33.0,,Defensive rebound by T. Harris,81,79
379,4,7:26.0,,E. Payton makes 2-pt layup from 1 ft,81,81
380,4,7:07.0,A. Wiggins misses 2-pt jump shot from 6 ft,,81,81
381,4,7:06.0,,Defensive rebound by T. Harris,81,81
382,4,6:52.0,,Personal foul by K. Towns (drawn by J. Smith),81,81
383,4,6:52.0,,J. Smith makes free throw 1 of 2,81,82
384,4,6:52.0,,J. Smith makes free throw 2 of 2,81,83
385,4,6:33.0,R. Rubio misses 2-pt jump shot from 15 ft,,81,83
386,4,6:33.0,,Defensive rebound by J. Smith,81,83
