,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MINNESOTA_ACTION,SAN ANTONIO_SCORE,MINNESOTA_SCORE
385,4,2:53.0,J. Simmons makes free throw 1 of 2,,101,77
386,4,2:53.0,J. Simmons misses free throw 2 of 2,,101,77
387,4,2:53.0,Offensive rebound by B. Marjanović,,101,77
388,4,2:48.0,B. Marjanović makes 2-pt layup from 1 ft,,103,77
389,4,2:35.0,,G. Dieng makes 2-pt jump shot from 19 ft (assist by T. Jones),103,79
390,4,2:13.0,Shooting foul by A. Payne (drawn by D. West),,103,79
391,4,2:13.0,D. West makes free throw 1 of 2,,104,79
392,4,2:13.0,D. West misses free throw 2 of 2,,104,79
393,4,2:12.0,,Defensive rebound by G. Dieng,104,79
394,4,1:56.0,,S. Muhammad makes 2-pt layup from 1 ft,104,81
395,4,1:33.0,K. Anderson makes 2-pt jump shot from 12 ft,,106,81
396,4,1:20.0,,Turnover by T. Jones (bad pass; steal by J. Simmons),106,81
397,4,1:14.0,Turnover by B. Marjanović (traveling),,106,81
398,4,1:00.0,,G. Dieng makes 2-pt jump shot from 10 ft,106,83
399,4,0:44.0,Personal foul by A. Payne (drawn by J. Simmons),,106,83
400,4,0:36.0,Personal foul by G. Dieng (drawn by B. Marjanović),,106,83
401,4,0:36.0,B. Marjanović makes free throw 1 of 2,,107,83
402,4,0:36.0,B. Marjanović makes free throw 2 of 2,,108,83
403,4,0:24.0,,N. Bjelica misses 3-pt jump shot from 23 ft,108,83
404,4,0:23.0,Defensive rebound by D. West,,108,83
