,QUARTER,TIME_REMAINING,ORLANDO_ACTION,DENVER_ACTION,ORLANDO_SCORE,DENVER_SCORE
122,2,10:22.0,,W. Barton makes free throw 2 of 2,28,30
123,2,10:11.0,V. Oladipo misses 3-pt jump shot from 23 ft,,28,30
124,2,10:08.0,Offensive rebound by M. Hezonja,,28,30
125,2,10:08.0,M. Hezonja misses 2-pt layup from 1 ft,,28,30
126,2,10:07.0,Offensive rebound by A. Nicholson,,28,30
127,2,9:59.0,A. Nicholson makes 2-pt jump shot from 18 ft (assist by V. Oladipo),,30,30
128,2,9:46.0,,W. Barton makes 2-pt layup from 2 ft,30,32
129,2,9:32.0,E. Payton misses 2-pt jump shot from 4 ft,,30,32
130,2,9:30.0,,Defensive rebound by D. Arthur,30,32
131,2,9:18.0,,W. Barton misses 3-pt jump shot from 22 ft,30,32
132,2,9:18.0,Defensive rebound by V. Oladipo,,30,32
133,2,9:10.0,V. Oladipo misses 2-pt jump shot from 5 ft,,30,32
134,2,9:09.0,,Defensive rebound by N. Jokić,30,32
135,2,9:05.0,,W. Barton misses 2-pt layup from 2 ft,30,32
136,2,9:03.0,Defensive rebound by J. Smith,,30,32
137,2,8:55.0,Turnover by A. Nicholson (lost ball; steal by M. Miller),,30,32
138,2,8:42.0,,N. Jokić makes 2-pt jump shot from 14 ft (assist by M. Miller),30,34
139,2,8:26.0,J. Smith misses 2-pt layup at rim (block by J. Nelson),,30,34
140,2,8:26.0,Offensive rebound by Team,,30,34
141,2,8:26.0,Official timeout,,30,34
142,2,8:26.0,,K. Faried enters the game for D. Arthur,30,34
143,2,8:22.0,J. Smith misses 2-pt jump shot from 18 ft,,30,34
144,2,8:21.0,,Defensive rebound by M. Miller,30,34
145,2,8:14.0,,Offensive foul by M. Miller (drawn by J. Smith),30,34
146,2,8:14.0,,Turnover by M. Miller (offensive foul),30,34
147,2,8:04.0,V. Oladipo misses 2-pt jump shot from 15 ft,,30,34
148,2,8:03.0,,Defensive rebound by K. Faried,30,34
149,2,7:41.0,,J. Nelson misses 3-pt jump shot from 24 ft (block by V. Oladipo),30,34
150,2,7:40.0,,Offensive rebound by K. Faried,30,34
151,2,7:38.0,,K. Faried misses 2-pt jump shot from 4 ft,30,34
152,2,7:37.0,Defensive rebound by A. Nicholson,,30,34
153,2,7:29.0,A. Nicholson misses 3-pt jump shot from 24 ft,,30,34
154,2,7:28.0,,Defensive rebound by J. Nelson,30,34
155,2,7:23.0,,W. Barton misses 2-pt layup from 2 ft,30,34
156,2,7:22.0,Defensive rebound by A. Nicholson,,30,34
157,2,7:15.0,,Offensive charge foul by V. Oladipo (drawn by J. Nelson),30,34
158,2,7:15.0,Turnover by V. Oladipo (offensive foul),,30,34
159,2,7:15.0,T. Harris enters the game for J. Smith,,30,34
160,2,7:15.0,C. Frye enters the game for A. Nicholson,,30,34
161,2,7:15.0,N. Vučević enters the game for M. Hezonja,,30,34
162,2,6:54.0,,W. Barton misses 3-pt jump shot from 24 ft,30,34
163,2,6:53.0,Defensive rebound by T. Harris,,30,34
164,2,6:38.0,Turnover by V. Oladipo (lost ball; steal by J. Nelson),,30,34
165,2,6:33.0,,J. Nelson misses 2-pt layup from 2 ft,30,34
166,2,6:32.0,Defensive rebound by T. Harris,,30,34
167,2,6:32.0,Personal foul by M. Miller (drawn by T. Harris),,30,34
168,2,6:32.0,,J. Hickson enters the game for N. Jokić,30,34
169,2,6:32.0,,E. Mudiay enters the game for J. Nelson,30,34
170,2,6:32.0,,D. Gallinari enters the game for M. Miller,30,34
171,2,6:22.0,N. Vučević makes 2-pt dunk at rim (assist by V. Oladipo),,32,34
172,2,6:05.0,,W. Barton misses 2-pt jump shot from 5 ft,32,34
173,2,6:04.0,,Offensive rebound by J. Hickson,32,34
174,2,6:02.0,,Turnover by J. Hickson (bad pass; steal by T. Harris),32,34
175,2,5:57.0,Turnover by T. Harris (bad pass),,32,34
176,2,5:57.0,,Denver full timeout,32,34
177,2,5:39.0,,K. Faried misses 2-pt layup from 2 ft (block by V. Oladipo),32,34
178,2,5:38.0,Defensive rebound by C. Frye,,32,34
179,2,5:16.0,C. Frye misses 3-pt jump shot from 23 ft,,32,34
180,2,5:15.0,,Defensive rebound by J. Hickson,32,34
181,2,5:04.0,,W. Barton makes 2-pt layup from 1 ft (assist by E. Mudiay),32,36
182,2,4:53.0,Turnover by E. Payton (bad pass; steal by W. Barton),,32,36
183,2,4:50.0,,W. Barton makes 2-pt layup from 1 ft,32,38
184,2,4:50.0,,Shooting foul by E. Payton (drawn by W. Barton),32,38
185,2,4:50.0,,W. Barton makes free throw 1 of 1,32,39
186,2,4:42.0,Shooting foul by J. Hickson (drawn by T. Harris),,32,39
187,2,4:42.0,T. Harris makes free throw 1 of 2,,33,39
188,2,4:42.0,T. Harris makes free throw 2 of 2,,34,39
189,2,4:21.0,,D. Gallinari misses 2-pt jump shot from 21 ft,34,39
190,2,4:20.0,,Offensive rebound by J. Hickson,34,39
191,2,4:17.0,,J. Hickson makes 2-pt dunk at rim,34,41
192,2,3:57.0,V. Oladipo misses 3-pt jump shot from 26 ft,,34,41
193,2,3:56.0,,Defensive rebound by K. Faried,34,41
194,2,3:50.0,,Turnover by E. Mudiay (step out of bounds),34,41
195,2,3:31.0,T. Harris misses 2-pt jump shot from 20 ft,,34,41
196,2,3:30.0,Offensive rebound by N. Vučević,,34,41
197,2,3:22.0,T. Harris makes 2-pt layup from 1 ft (assist by N. Vučević),,36,41
198,2,3:07.0,,K. Faried makes 2-pt dunk at rim (assist by W. Barton),36,43
199,2,2:50.0,T. Harris makes 2-pt dunk at rim (assist by N. Vučević),,38,43
200,2,2:33.0,Orlando full timeout,,38,43
201,2,2:33.0,M. Hezonja enters the game for V. Oladipo,,38,43
202,2,2:20.0,,D. Gallinari misses 2-pt jump shot from 21 ft,38,43
203,2,2:19.0,Defensive rebound by M. Hezonja,,38,43
204,2,1:57.0,C. Frye misses 2-pt hook shot from 6 ft,,38,43
205,2,1:57.0,,Defensive rebound by K. Faried,38,43
206,2,1:51.0,,E. Mudiay makes 2-pt layup from 1 ft,38,45
207,2,1:36.0,Turnover by E. Payton (bad pass; steal by E. Mudiay),,38,45
208,2,1:35.0,,Turnover by E. Mudiay (bad pass; steal by E. Payton),38,45
209,2,1:33.0,E. Payton misses 2-pt dunk from 1 ft (block by K. Faried),,38,45
210,2,1:32.0,,Defensive rebound by D. Gallinari,38,45
211,2,1:13.0,,K. Faried misses 2-pt jump shot from 15 ft,38,45
212,2,1:13.0,,Offensive rebound by Team,38,45
213,2,1:13.0,Loose ball foul by N. Vučević,,38,45
214,2,1:05.0,,E. Mudiay makes 2-pt jump shot from 12 ft (assist by D. Gallinari),38,47
215,2,0:50.0,M. Hezonja makes 2-pt layup from 1 ft,,40,47
216,2,0:42.0,,Turnover by E. Mudiay (bad pass),40,47
217,2,0:26.0,T. Harris misses 2-pt hook shot from 6 ft,,40,47
218,2,0:25.0,,Defensive rebound by K. Faried,40,47
219,2,0:24.0,,Turnover by K. Faried (traveling),40,47
220,2,0:04.0,M. Hezonja misses 2-pt jump shot from 5 ft,,40,47
221,2,0:03.0,,Defensive rebound by K. Faried,40,47
222,2,0:01.0,,W. Barton misses 3-pt jump shot from 24 ft,40,47
223,2,0:00.0,,Offensive rebound by Team,40,47
224,3,11:36.0,,Turnover by Team (shot clock),40,47
225,3,11:26.0,E. Fournier misses 3-pt jump shot from 24 ft,,40,47
226,3,11:25.0,,Defensive rebound by D. Gallinari,40,47
227,3,11:06.0,,R. Foye misses 3-pt jump shot from 24 ft,40,47
228,3,11:05.0,Defensive rebound by T. Harris,,40,47
229,3,10:52.0,Turnover by N. Vučević (3 sec),,40,47
230,3,10:35.0,,Shooting foul by C. Frye (drawn by K. Faried),40,47
231,3,10:35.0,,K. Faried makes free throw 1 of 2,40,48
232,3,10:35.0,,K. Faried makes free throw 2 of 2,40,49
233,3,10:24.0,Turnover by E. Fournier (bad pass; steal by D. Gallinari),,40,49
234,3,10:17.0,,J. Hickson misses 2-pt jump shot from 4 ft (block by T. Harris),40,49
235,3,10:15.0,Defensive rebound by E. Payton,,40,49
236,3,10:09.0,E. Payton makes 2-pt layup from 1 ft,,42,49
237,3,9:56.0,,Turnover by D. Gallinari (bad pass; steal by N. Vučević),42,49
238,3,9:50.0,E. Payton makes 2-pt layup from 1 ft,,44,49
239,3,9:50.0,,Denver full timeout,44,49
240,3,9:36.0,,J. Hickson makes 2-pt dunk at rim (assist by E. Mudiay),44,51
241,3,9:27.0,N. Vučević misses 2-pt jump shot from 4 ft (block by J. Hickson),,44,51
242,3,9:26.0,Offensive rebound by N. Vučević,,44,51
243,3,9:25.0,N. Vučević makes 2-pt layup from 2 ft,,46,51
244,3,9:25.0,Shooting foul by E. Mudiay (drawn by N. Vučević),,46,51
245,3,9:25.0,N. Vučević misses free throw 1 of 1,,46,51
246,3,9:22.0,,Defensive rebound by J. Hickson,46,51
247,3,9:13.0,,E. Mudiay misses 2-pt jump shot from 13 ft,46,51
248,3,9:12.0,Defensive rebound by T. Harris,,46,51
249,3,8:57.0,E. Payton makes 2-pt layup from 2 ft (assist by C. Frye),,48,51
250,3,8:38.0,,K. Faried misses 2-pt layup from 2 ft,48,51
251,3,8:37.0,Defensive rebound by C. Frye,,48,51
252,3,8:33.0,E. Payton misses 2-pt layup from 1 ft (block by K. Faried),,48,51
253,3,8:33.0,Offensive rebound by Team,,48,51
254,3,8:33.0,,W. Barton enters the game for R. Foye,48,51
255,3,8:15.0,E. Payton misses 2-pt layup from 2 ft,,48,51
256,3,8:15.0,Offensive rebound by N. Vučević,,48,51
257,3,8:15.0,N. Vučević makes 2-pt dunk at rim,,50,51
258,3,8:15.0,,Denver full timeout,50,51
259,3,8:15.0,,J. Nelson enters the game for K. Faried,50,51
260,3,8:15.0,,M. Miller enters the game for E. Mudiay,50,51
261,3,7:53.0,,Shooting foul by E. Fournier (drawn by J. Hickson),50,51
262,3,7:53.0,,J. Hickson misses free throw 1 of 2,50,51
263,3,7:53.0,,Offensive rebound by Team,50,51
264,3,7:53.0,,J. Hickson misses free throw 2 of 2,50,51
265,3,7:51.0,Defensive rebound by T. Harris,,50,51
266,3,7:38.0,E. Fournier misses 2-pt layup from 1 ft (block by W. Barton),,50,51
267,3,7:34.0,Offensive rebound by N. Vučević,,50,51
268,3,7:34.0,N. Vučević makes 2-pt layup from 1 ft,,52,51
269,3,7:20.0,,J. Nelson makes 3-pt jump shot from 24 ft (assist by D. Gallinari),52,54
270,3,7:02.0,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Fournier),,54,54
271,3,6:50.0,,M. Miller misses 3-pt jump shot from 24 ft,54,54
272,3,6:49.0,Defensive rebound by N. Vučević,,54,54
273,3,6:36.0,Turnover by N. Vučević (bad pass; steal by J. Nelson),,54,54
274,3,6:31.0,,Offensive foul by J. Hickson (drawn by C. Frye),54,54
275,3,6:31.0,,Turnover by J. Hickson (offensive foul),54,54
276,3,6:10.0,T. Harris misses 2-pt jump shot from 18 ft,,54,54
277,3,6:10.0,,Defensive rebound by J. Hickson,54,54
278,3,6:04.0,,J. Nelson misses 3-pt jump shot from 26 ft,54,54
279,3,6:03.0,Defensive rebound by T. Harris,,54,54
280,3,5:55.0,E. Payton makes 2-pt layup at rim,,56,54
281,3,5:26.0,,J. Hickson makes 2-pt dunk at rim (assist by M. Miller),56,56
282,3,5:05.0,N. Vučević makes 2-pt jump shot from 19 ft (assist by T. Harris),,58,56
283,3,4:50.0,,J. Hickson misses 2-pt layup from 2 ft,58,56
284,3,4:50.0,Defensive rebound by N. Vučević,,58,56
285,3,4:44.0,V. Oladipo enters the game for E. Fournier,,58,56
286,3,4:44.0,,N. Jokić enters the game for J. Hickson,58,56
287,3,4:36.0,T. Harris makes 2-pt jump shot from 22 ft (assist by V. Oladipo),,60,56
288,3,4:24.0,,M. Miller misses 3-pt jump shot from 26 ft,60,56
289,3,4:24.0,Defensive rebound by T. Harris,,60,56
290,3,4:04.0,V. Oladipo misses 3-pt jump shot from 26 ft,,60,56
291,3,4:03.0,,Defensive rebound by N. Jokić,60,56
292,3,3:53.0,,Turnover by W. Barton (lost ball; steal by T. Harris),60,56
293,3,3:53.0,S. Napier enters the game for E. Payton,,60,56
294,3,3:53.0,A. Nicholson enters the game for C. Frye,,60,56
295,3,3:33.0,V. Oladipo makes 2-pt jump shot from 10 ft,,62,56
296,3,3:20.0,,W. Barton misses 2-pt jump shot from 6 ft (block by V. Oladipo),62,56
297,3,3:19.0,,Offensive rebound by M. Miller,62,56
298,3,3:18.0,,K. Faried enters the game for M. Miller,62,56
299,3,3:09.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by J. Nelson),62,59
300,3,3:07.0,Orlando full timeout,,62,59
301,3,2:48.0,A. Nicholson misses 2-pt layup from 1 ft,,62,59
302,3,2:46.0,Offensive rebound by Team,,62,59
303,3,2:30.0,S. Napier misses 3-pt jump shot from 25 ft,,62,59
304,3,2:29.0,,Defensive rebound by D. Gallinari,62,59
305,3,2:20.0,,Personal foul by A. Nicholson (drawn by K. Faried),62,59
306,3,2:05.0,,W. Barton misses 3-pt jump shot from 22 ft (block by V. Oladipo),62,59
307,3,2:04.0,,Offensive rebound by Team,62,59
308,3,2:04.0,,Turnover by Team (shot clock),62,59
309,3,2:04.0,J. Smith enters the game for N. Vučević,,62,59
310,3,1:49.0,J. Smith misses 2-pt jump shot from 22 ft,,62,59
311,3,1:48.0,,Defensive rebound by K. Faried,62,59
312,3,1:32.0,,D. Gallinari misses 3-pt jump shot from 24 ft,62,59
313,3,1:31.0,Defensive rebound by V. Oladipo,,62,59
314,3,1:11.0,T. Harris misses 3-pt jump shot from 28 ft,,62,59
315,3,1:10.0,,Defensive rebound by N. Jokić,62,59
316,3,0:55.0,,D. Gallinari makes 2-pt jump shot from 20 ft,62,61
317,3,0:42.0,Turnover by V. Oladipo (lost ball),,62,61
318,3,0:30.0,,N. Jokić misses 2-pt jump shot from 12 ft,62,61
319,3,0:28.0,Defensive rebound by A. Nicholson,,62,61
320,3,0:14.0,Personal take foul by W. Barton (drawn by V. Oladipo),,62,61
321,3,0:06.0,V. Oladipo misses 2-pt layup from 2 ft,,62,61
322,3,0:06.0,,Defensive rebound by K. Faried,62,61
323,3,0:02.0,,W. Barton makes 2-pt layup from 1 ft (assist by K. Faried),62,63
324,3,0:02.0,,Shooting foul by T. Harris (drawn by W. Barton),62,63
325,3,0:02.0,,W. Barton misses free throw 1 of 1,62,63
326,3,0:01.0,Defensive rebound by T. Harris,,62,63
327,4,11:47.0,E. Fournier misses 3-pt jump shot from 26 ft,,62,63
328,4,11:46.0,,Defensive rebound by K. Faried,62,63
329,4,11:22.0,,J. Nelson misses 2-pt jump shot from 19 ft,62,63
330,4,11:21.0,,Offensive rebound by N. Jokić,62,63
331,4,11:19.0,,N. Jokić makes 2-pt layup from 1 ft,62,65
332,4,11:04.0,J. Smith misses 2-pt jump shot from 19 ft,,62,65
333,4,11:03.0,,Defensive rebound by W. Barton,62,65
334,4,10:50.0,,W. Barton misses 3-pt jump shot from 25 ft,62,65
335,4,10:49.0,Defensive rebound by J. Smith,,62,65
336,4,10:44.0,S. Napier misses 2-pt jump shot from 20 ft,,62,65
337,4,10:43.0,,Defensive rebound by W. Barton,62,65
338,4,10:35.0,,R. Foye enters the game for D. Gallinari,62,65
339,4,10:20.0,,K. Faried misses 2-pt layup from 1 ft,62,65
340,4,10:20.0,Defensive rebound by A. Nicholson,,62,65
341,4,10:06.0,S. Napier makes 2-pt jump shot from 19 ft (assist by J. Smith),,64,65
342,4,9:54.0,,W. Barton misses 2-pt layup from 2 ft,64,65
343,4,9:54.0,Defensive rebound by J. Smith,,64,65
344,4,9:35.0,A. Nicholson makes 2-pt jump shot from 4 ft,,66,65
345,4,9:30.0,,Denver full timeout,66,65
346,4,9:30.0,,E. Mudiay enters the game for J. Nelson,66,65
347,4,9:15.0,,N. Jokić misses 2-pt jump shot from 10 ft,66,65
348,4,9:13.0,Defensive rebound by A. Nicholson,,66,65
349,4,8:59.0,S. Napier makes 2-pt layup from 3 ft,,68,65
350,4,8:42.0,,K. Faried misses 2-pt layup from 1 ft,68,65
351,4,8:41.0,Defensive rebound by A. Nicholson,,68,65
352,4,8:37.0,Personal foul by W. Barton (drawn by V. Oladipo),,68,65
353,4,8:30.0,Turnover by J. Smith (lost ball; steal by W. Barton),,68,65
354,4,8:25.0,,W. Barton makes 2-pt layup from 1 ft,68,67
355,4,8:05.0,A. Nicholson misses 2-pt layup from 2 ft,,68,67
356,4,8:04.0,,Defensive rebound by W. Barton,68,67
357,4,7:52.0,,N. Jokić misses 2-pt jump shot from 4 ft,68,67
358,4,7:51.0,,Offensive rebound by K. Faried,68,67
359,4,7:36.0,,Turnover by R. Foye (traveling),68,67
360,4,7:36.0,N. Vučević enters the game for J. Smith,,68,67
361,4,7:25.0,V. Oladipo makes 2-pt layup from 1 ft,,70,67
362,4,7:02.0,,W. Barton misses 3-pt jump shot from 24 ft,70,67
363,4,7:02.0,Defensive rebound by E. Fournier,,70,67
364,4,6:56.0,Turnover by V. Oladipo (lost ball),,70,67
365,4,6:56.0,,J. Hickson enters the game for N. Jokić,70,67
366,4,6:39.0,,E. Mudiay misses 2-pt jump shot from 5 ft (block by N. Vučević),70,67
367,4,6:37.0,,Offensive rebound by E. Mudiay,70,67
368,4,6:35.0,,J. Hickson misses 2-pt jump shot from 4 ft,70,67
369,4,6:34.0,Defensive rebound by A. Nicholson,,70,67
370,4,6:20.0,V. Oladipo makes 2-pt jump shot from 7 ft,,72,67
371,4,6:18.0,,Turnover by J. Hickson (bad pass; steal by V. Oladipo),72,67
372,4,6:11.0,E. Fournier misses 3-pt jump shot from 24 ft,,72,67
373,4,6:10.0,,Defensive rebound by R. Foye,72,67
374,4,6:01.0,,J. Nelson enters the game for E. Mudiay,72,67
375,4,6:01.0,,D. Gallinari enters the game for W. Barton,72,67
376,4,5:51.0,,J. Nelson misses 2-pt jump shot from 21 ft,72,67
377,4,5:49.0,,Offensive rebound by Team,72,67
378,4,5:49.0,Official timeout,,72,67
379,4,5:36.0,,K. Faried misses 2-pt layup from 1 ft,72,67
380,4,5:35.0,,Offensive rebound by J. Hickson,72,67
381,4,5:34.0,,Shooting foul by V. Oladipo (drawn by J. Hickson),72,67
382,4,5:34.0,,J. Hickson makes free throw 1 of 2,72,68
383,4,5:34.0,,W. Barton enters the game for R. Foye,72,68
384,4,5:34.0,,J. Hickson misses free throw 2 of 2,72,68
385,4,5:34.0,Defensive rebound by N. Vučević,,72,68
386,4,5:12.0,S. Napier misses 3-pt jump shot from 22 ft,,72,68
387,4,5:11.0,,Defensive rebound by J. Hickson,72,68
388,4,4:55.0,,W. Barton makes 3-pt jump shot from 24 ft (assist by J. Nelson),72,71
389,4,4:34.0,S. Napier makes 2-pt layup from 1 ft,,74,71
