,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,CLEVELAND_ACTION,MINNESOTA_SCORE,CLEVELAND_SCORE
383,4,3:30.0,,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by L. James),91,104
384,4,3:09.0,K. Towns makes 2-pt jump shot from 19 ft (assist by Z. LaVine),,93,104
385,4,2:51.0,,J. Smith misses 2-pt jump shot from 18 ft,93,104
386,4,2:51.0,,Offensive rebound by Team,93,104
387,4,2:51.0,Loose ball foul by K. Towns (drawn by T. Thompson),,93,104
388,4,2:51.0,,T. Thompson makes free throw 1 of 2,93,105
389,4,2:51.0,,T. Thompson misses free throw 2 of 2,93,105
390,4,2:50.0,Defensive rebound by K. Towns,,93,105
391,4,2:36.0,A. Wiggins makes 2-pt jump shot from 4 ft (assist by R. Rubio),,95,105
392,4,2:31.0,,Personal foul by R. Rubio (drawn by T. Thompson),95,105
393,4,2:31.0,,T. Thompson makes free throw 1 of 2,95,106
394,4,2:31.0,,K. Irving enters the game for K. Love,95,106
395,4,2:31.0,,T. Thompson misses free throw 2 of 2,95,106
396,4,2:30.0,Defensive rebound by S. Muhammad,,95,106
397,4,2:20.0,Shooting foul by L. James (drawn by K. Towns),,95,106
398,4,2:20.0,K. Towns makes 2-pt layup at rim (assist by R. Rubio),,97,106
399,4,2:20.0,,K. Love enters the game for T. Thompson,97,106
400,4,2:20.0,K. Towns makes free throw 1 of 1,,98,106
401,4,2:06.0,,J. Smith misses 3-pt jump shot from 23 ft,98,106
402,4,2:06.0,Defensive rebound by R. Rubio,,98,106
403,4,1:57.0,Z. LaVine misses 3-pt jump shot from 25 ft,,98,106
404,4,1:56.0,Offensive rebound by K. Towns,,98,106
405,4,1:51.0,S. Muhammad makes 2-pt jump shot from 6 ft (assist by K. Towns),,100,106
406,4,1:36.0,,M. Dellavedova misses 3-pt jump shot from 23 ft,100,106
407,4,1:35.0,Defensive rebound by K. Towns,,100,106
408,4,1:29.0,S. Muhammad misses 2-pt jump shot from 21 ft,,100,106
409,4,1:28.0,,Defensive rebound by L. James,100,106
410,4,1:08.0,,K. Love misses 3-pt jump shot from 23 ft,100,106
411,4,1:08.0,Defensive rebound by R. Rubio,,100,106
412,4,1:00.0,A. Wiggins makes 2-pt jump shot from 15 ft (assist by R. Rubio),,102,106
413,4,0:43.0,,Personal foul by A. Wiggins (drawn by K. Irving),102,106
414,4,0:43.0,,K. Irving makes free throw 1 of 2,102,107
415,4,0:43.0,,T. Thompson enters the game for K. Love,102,107
416,4,0:43.0,,K. Irving makes free throw 2 of 2,102,108
417,4,0:43.0,Minnesota full timeout,,102,108
418,4,0:37.0,Shooting foul by T. Thompson (drawn by Z. LaVine),,102,108
419,4,0:37.0,Z. LaVine makes free throw 1 of 2,,103,108
420,4,0:37.0,,K. Love enters the game for T. Thompson,103,108
421,4,0:37.0,Z. LaVine makes free throw 2 of 2,,104,108
422,4,0:19.0,,L. James makes 2-pt layup from 1 ft (assist by M. Dellavedova),104,110
423,4,0:17.0,Z. LaVine makes 2-pt layup from 1 ft,,106,110
424,4,0:17.0,Shooting foul by K. Love (drawn by Z. LaVine),,106,110
425,4,0:17.0,Z. LaVine makes free throw 1 of 1,,107,110
426,4,0:17.0,,Cleveland full timeout,107,110
427,4,0:16.0,,Personal foul by A. Wiggins (drawn by L. James),107,110
428,4,0:16.0,,L. James makes free throw 1 of 2,107,111
429,4,0:16.0,,T. Thompson enters the game for K. Love,107,111
430,4,0:16.0,,I. Shumpert enters the game for K. Irving,107,111
431,4,0:16.0,,L. James makes free throw 2 of 2,107,112
432,4,0:08.0,Z. LaVine misses 3-pt jump shot from 24 ft,,107,112
433,4,0:08.0,Offensive rebound by R. Rubio,,107,112
434,4,0:04.0,S. Muhammad misses 3-pt jump shot from 24 ft,,107,112
435,4,0:03.0,,Defensive rebound by M. Dellavedova,107,112
436,4,0:01.0,,Personal foul by Z. LaVine (drawn by M. Dellavedova),107,112
437,4,0:01.0,,M. Dellavedova makes free throw 1 of 2,107,113
438,4,0:01.0,,M. Dellavedova makes free throw 2 of 2,107,114
