,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,BROOKLYN_ACTION,SAN ANTONIO_SCORE,BROOKLYN_SCORE
388,4,2:10.0,D. West makes 2-pt layup from 2 ft (assist by D. Green),,102,73
389,4,2:10.0,,Brooklyn full timeout,102,73
390,4,2:10.0,J. Simmons enters the game for D. Green,,102,73
391,4,1:58.0,,T. Robinson makes 2-pt layup from 1 ft (assist by S. Larkin),102,75
392,4,1:52.0,Turnover by K. Anderson (bad pass),,102,75
393,4,1:39.0,,T. Robinson misses 2-pt jump shot from 16 ft,102,75
394,4,1:38.0,Defensive rebound by B. Marjanović,,102,75
395,4,1:34.0,,Offensive charge foul by B. Marjanović (drawn by T. Robinson),102,75
396,4,1:34.0,Turnover by B. Marjanović (offensive foul),,102,75
397,4,1:14.0,,A. Bargnani misses 2-pt jump shot from 19 ft,102,75
398,4,1:13.0,,Offensive rebound by S. Larkin,102,75
399,4,1:05.0,,T. Robinson makes 2-pt layup from 1 ft (assist by M. Brown),102,77
400,4,0:49.0,B. Marjanović makes 2-pt dunk at rim (assist by K. Anderson),,104,77
401,4,0:40.0,,A. Bargnani makes 2-pt jump shot from 17 ft (assist by S. Larkin),104,79
402,4,0:24.0,J. Simmons makes 2-pt dunk at rim,,106,79
403,4,0:02.0,,S. Larkin misses 2-pt jump shot from 11 ft,106,79
404,4,0:01.0,Defensive rebound by K. Anderson,,106,79
