,QUARTER,TIME_REMAINING,MIAMI_ACTION,MEMPHIS_ACTION,MIAMI_SCORE,MEMPHIS_SCORE
390,4,0:05.0,T. Johnson enters the game for H. Whiteside,,83,83
391,4,0:05.0,,T. Allen enters the game for Z. Randolph,83,83
392,4,0:05.0,,M. Chalmers enters the game for C. Lee,83,83
393,4,0:01.0,C. Bosh misses 2-pt jump shot from 11 ft,,83,83
394,4,0:00.0,Offensive rebound by Team,,83,83
395,1OT,4:40.0,,M. Gasol misses 2-pt jump shot from 8 ft,83,83
396,1OT,4:37.0,,Offensive rebound by M. Chalmers,83,83
397,1OT,4:37.0,,M. Chalmers makes 2-pt layup at rim,83,85
398,1OT,4:20.0,Turnover by D. Wade (traveling),,83,85
399,1OT,4:03.0,,M. Gasol makes 2-pt jump shot from 11 ft (assist by M. Chalmers),83,87
400,1OT,3:45.0,C. Bosh misses 3-pt jump shot from 25 ft,,83,87
401,1OT,3:44.0,,Defensive rebound by M. Gasol,83,87
402,1OT,3:31.0,,Shooting foul by H. Whiteside (drawn by M. Gasol),83,87
403,1OT,3:31.0,L. Deng enters the game for H. Whiteside,,83,87
404,1OT,3:31.0,,M. Gasol makes free throw 1 of 2,83,88
405,1OT,3:31.0,,M. Gasol makes free throw 2 of 2,83,89
406,1OT,3:18.0,L. Deng makes 3-pt jump shot from 23 ft (assist by T. Johnson),,86,89
407,1OT,2:59.0,,J. Green makes 2-pt jump shot from 10 ft,86,91
408,1OT,2:33.0,T. Johnson misses 3-pt jump shot from 25 ft,,86,91
409,1OT,2:33.0,Offensive rebound by D. Wade,,86,91
410,1OT,2:33.0,Personal foul by M. Chalmers (drawn by D. Wade),,86,91
411,1OT,2:23.0,D. Wade makes 2-pt layup from 2 ft,,88,91
412,1OT,1:57.0,,M. Chalmers misses 3-pt jump shot from 24 ft,88,91
413,1OT,1:57.0,,Offensive rebound by J. Green,88,91
414,1OT,1:57.0,,J. Green makes 2-pt dunk at rim,88,93
415,1OT,1:38.0,Turnover by C. Bosh (bad pass; steal by T. Allen),,88,93
416,1OT,1:22.0,,M. Gasol makes 2-pt layup from 1 ft (assist by M. Conley),88,95
417,1OT,1:22.0,,Shooting foul by C. Bosh (drawn by M. Gasol),88,95
418,1OT,1:22.0,,M. Gasol makes free throw 1 of 1,88,96
419,1OT,1:22.0,Miami full timeout,,88,96
420,1OT,1:14.0,G. Dragić misses 2-pt layup from 1 ft (block by M. Gasol),,88,96
421,1OT,1:14.0,Offensive rebound by Team,,88,96
422,1OT,1:10.0,D. Wade makes 2-pt layup at rim (assist by L. Deng),,90,96
423,1OT,0:48.0,,J. Green misses 3-pt jump shot from 23 ft,90,96
424,1OT,0:47.0,Defensive rebound by T. Johnson,,90,96
425,1OT,0:34.0,T. Johnson misses 2-pt jump shot from 12 ft,,90,96
426,1OT,0:33.0,,Defensive rebound by M. Gasol,90,96
427,1OT,0:33.0,,Memphis full timeout,90,96
428,1OT,0:33.0,,C. Lee enters the game for M. Chalmers,90,96
429,1OT,0:32.0,,Personal take foul by L. Deng (drawn by C. Lee),90,96
430,1OT,0:32.0,,C. Lee misses free throw 1 of 2,90,96
431,1OT,0:32.0,,Offensive rebound by Team,90,96
432,1OT,0:32.0,,C. Lee makes free throw 2 of 2,90,97
433,1OT,0:32.0,Miami full timeout,,90,97
434,1OT,0:32.0,,M. Chalmers enters the game for C. Lee,90,97
435,1OT,0:29.0,L. Deng misses 3-pt jump shot from 24 ft (block by M. Gasol),,90,97
436,1OT,0:29.0,Offensive rebound by Team,,90,97
437,1OT,0:26.0,C. Bosh misses 3-pt jump shot from 25 ft,,90,97
438,1OT,0:26.0,,Defensive rebound by M. Chalmers,90,97
439,1OT,0:26.0,,Personal take foul by T. Johnson (drawn by M. Chalmers),90,97
440,1OT,0:26.0,,M. Chalmers makes free throw 1 of 2,90,98
441,1OT,0:26.0,,M. Chalmers makes free throw 2 of 2,90,99
442,1OT,0:26.0,Miami full timeout,,90,99
443,1OT,0:20.0,L. Deng misses 3-pt jump shot from 25 ft,,90,99
444,1OT,0:20.0,,Defensive rebound by M. Gasol,90,99
