,QUARTER,TIME_REMAINING,DALLAS_ACTION,INDIANA_ACTION,DALLAS_SCORE,INDIANA_SCORE
82,1,2:43.0,Turnover by D. Williams (bad pass; steal by R. Stuckey),,17,15
83,1,2:37.0,,R. Stuckey misses 2-pt layup from 1 ft,17,15
84,1,2:36.0,Defensive rebound by Z. Pachulia,,17,15
85,1,2:30.0,D. Williams misses 3-pt jump shot from 25 ft,,17,15
86,1,2:30.0,,Defensive rebound by P. George,17,15
87,1,2:23.0,,M. Ellis misses 2-pt layup at rim,17,15
88,1,2:23.0,Defensive rebound by Z. Pachulia,,17,15
89,1,2:15.0,C. Parsons misses 3-pt jump shot from 23 ft,,17,15
90,1,2:15.0,,Defensive rebound by Team,17,15
91,1,2:15.0,Loose ball foul by Z. Pachulia (drawn by P. George),,17,15
92,1,2:15.0,Dallas full timeout,,17,15
93,1,2:15.0,J. Barea enters the game for W. Matthews,,17,15
94,1,2:15.0,D. Powell enters the game for Z. Pachulia,,17,15
95,1,2:15.0,D. Nowitzki enters the game for D. Williams,,17,15
96,1,2:15.0,,J. Hill enters the game for I. Mahinmi,17,15
97,1,2:04.0,,M. Ellis misses 2-pt jump shot from 18 ft,17,15
98,1,2:04.0,Defensive rebound by J. Barea,,17,15
99,1,1:51.0,Shooting foul by R. Stuckey (drawn by D. Harris),,17,15
100,1,1:51.0,D. Harris makes free throw 1 of 2,,18,15
101,1,1:51.0,D. Harris makes free throw 2 of 2,,19,15
102,1,1:34.0,,R. Stuckey misses 2-pt jump shot from 17 ft,19,15
103,1,1:33.0,Defensive rebound by D. Nowitzki,,19,15
104,1,1:14.0,C. Parsons misses 2-pt layup at rim,,19,15
105,1,1:14.0,,Defensive rebound by P. George,19,15
106,1,1:08.0,,M. Ellis misses 2-pt layup at rim,19,15
107,1,1:07.0,Defensive rebound by D. Powell,,19,15
108,1,0:50.0,Turnover by D. Nowitzki (lost ball; steal by C. Miles),,19,15
109,1,0:44.0,,Shooting foul by D. Harris (drawn by R. Stuckey),19,15
110,1,0:44.0,,R. Stuckey makes 2-pt jump shot from 3 ft (assist by C. Miles),19,17
111,1,0:44.0,R. Felton enters the game for D. Harris,,19,17
112,1,0:44.0,,R. Stuckey makes free throw 1 of 1,19,18
113,1,0:31.0,C. Parsons misses 2-pt layup from 1 ft (block by J. Hill),,19,18
114,1,0:29.0,,Defensive rebound by P. George,19,18
115,1,0:24.0,,Shooting foul by D. Powell (drawn by C. Miles),19,18
116,1,0:24.0,,C. Miles makes free throw 1 of 3,19,19
117,1,0:24.0,,C. Miles makes free throw 2 of 3,19,20
118,1,0:24.0,,L. Allen enters the game for M. Ellis,19,20
119,1,0:24.0,,C. Miles misses free throw 3 of 3,19,20
120,1,0:23.0,Defensive rebound by D. Nowitzki,,19,20
121,1,0:02.0,J. Barea misses 2-pt layup from 1 ft,,19,20
122,1,0:01.0,Offensive rebound by C. Parsons,,19,20
123,2,11:45.0,,R. Stuckey makes 2-pt jump shot from 7 ft (assist by C. Miles),19,22
124,2,11:33.0,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by J. Barea),,21,22
125,2,11:19.0,,Shooting foul by D. Powell (drawn by C. Miles),21,22
126,2,11:19.0,,C. Miles makes free throw 1 of 2,21,23
127,2,11:19.0,,C. Miles misses free throw 2 of 2,21,23
128,2,11:18.0,Defensive rebound by J. Barea,,21,23
129,2,11:00.0,D. Nowitzki misses 2-pt jump shot from 8 ft,,21,23
130,2,11:00.0,,Defensive rebound by R. Stuckey,21,23
131,2,11:00.0,Loose ball foul by D. Powell (drawn by R. Stuckey),,21,23
132,2,11:00.0,J. McGee enters the game for D. Powell,,21,23
133,2,10:49.0,,R. Stuckey misses 2-pt jump shot from 16 ft,21,23
134,2,10:48.0,Defensive rebound by J. McGee,,21,23
135,2,10:32.0,R. Felton misses 3-pt jump shot from 26 ft,,21,23
136,2,10:31.0,,Defensive rebound by C. Budinger,21,23
137,2,10:25.0,,C. Miles makes 2-pt dunk at rim (assist by C. Budinger),21,25
138,2,10:06.0,R. Felton makes 2-pt layup from 1 ft,,23,25
139,2,9:53.0,,Personal block foul by J. McGee (drawn by C. Budinger),23,25
140,2,9:43.0,,G. Hill makes 2-pt jump shot from 5 ft,23,27
141,2,9:36.0,Turnover by C. Parsons (lost ball; steal by G. Hill),,23,27
142,2,9:33.0,,G. Hill makes 2-pt dunk at rim,23,29
143,2,9:32.0,Dallas full timeout,,23,29
144,2,9:17.0,Shooting foul by C. Miles (drawn by J. Barea),,23,29
145,2,9:17.0,J. Barea makes free throw 1 of 2,,24,29
146,2,9:17.0,J. Barea makes free throw 2 of 2,,25,29
147,2,8:56.0,,C. Miles misses 3-pt jump shot from 24 ft,25,29
148,2,8:55.0,Defensive rebound by J. McGee,,25,29
149,2,8:46.0,Personal foul by C. Budinger (drawn by J. McGee),,25,29
150,2,8:38.0,C. Parsons makes 2-pt dunk at rim (assist by J. Barea),,27,29
151,2,8:16.0,,C. Budinger misses 2-pt jump shot from 16 ft,27,29
152,2,8:15.0,,Offensive rebound by C. Miles,27,29
153,2,8:12.0,,C. Miles makes 2-pt layup at rim,27,31
154,2,7:48.0,D. Nowitzki misses 2-pt jump shot from 18 ft,,27,31
155,2,7:47.0,Offensive rebound by J. McGee,,27,31
156,2,7:38.0,J. McGee makes 2-pt dunk at rim,,29,31
157,2,7:24.0,,J. Hill makes 2-pt dunk at rim (assist by R. Stuckey),29,33
158,2,7:04.0,C. Parsons misses 2-pt layup from 1 ft,,29,33
159,2,7:04.0,,Defensive rebound by J. Hill,29,33
160,2,6:57.0,,G. Hill misses 2-pt jump shot from 4 ft,29,33
161,2,6:56.0,Defensive rebound by J. McGee,,29,33
162,2,6:44.0,J. Barea makes 2-pt jump shot from 3 ft,,31,33
163,2,6:29.0,,C. Miles misses 3-pt jump shot from 26 ft,31,33
164,2,6:28.0,Defensive rebound by C. Parsons,,31,33
165,2,6:12.0,Turnover by J. Barea (bad pass; steal by J. Hill),,31,33
166,2,6:08.0,,G. Hill makes 2-pt layup at rim,31,35
167,2,6:08.0,Dallas full timeout,,31,35
168,2,6:08.0,,M. Ellis enters the game for G. Hill,31,35
169,2,6:08.0,C. Villanueva enters the game for D. Nowitzki,,31,35
170,2,6:08.0,D. Williams enters the game for C. Parsons,,31,35
171,2,6:08.0,W. Matthews enters the game for J. Barea,,31,35
172,2,6:08.0,Z. Pachulia enters the game for J. McGee,,31,35
173,2,5:57.0,Turnover by Z. Pachulia (3 sec),,31,35
174,2,5:57.0,Official timeout,,31,35
175,2,5:42.0,,C. Miles makes 2-pt hook shot from 4 ft (assist by M. Ellis),31,37
176,2,5:26.0,C. Villanueva misses 3-pt jump shot from 26 ft,,31,37
177,2,5:25.0,,Defensive rebound by M. Ellis,31,37
178,2,5:20.0,,R. Stuckey misses 2-pt layup from 1 ft,31,37
179,2,5:19.0,Defensive rebound by Z. Pachulia,,31,37
180,2,4:57.0,R. Felton makes 3-pt jump shot from 26 ft,,34,37
181,2,4:33.0,,M. Ellis misses 2-pt jump shot from 16 ft,34,37
182,2,4:32.0,,Offensive rebound by J. Hill,34,37
183,2,4:29.0,,J. Hill misses 2-pt jump shot from 11 ft,34,37
184,2,4:29.0,Defensive rebound by Z. Pachulia,,34,37
185,2,4:19.0,C. Villanueva makes 3-pt jump shot from 26 ft (assist by D. Williams),,37,37
186,2,4:02.0,Violation by D. Williams (kicked ball),,37,37
187,2,4:02.0,,I. Mahinmi enters the game for J. Hill,37,37
188,2,4:02.0,,P. George enters the game for C. Miles,37,37
189,2,3:49.0,Offensive charge foul by R. Stuckey (drawn by D. Williams),,37,37
190,2,3:49.0,,Turnover by R. Stuckey (offensive foul),37,37
191,2,3:25.0,D. Williams makes 2-pt jump shot from 19 ft,,39,37
192,2,3:12.0,,I. Mahinmi makes 2-pt dunk at rim (assist by P. George),39,39
193,2,2:57.0,W. Matthews misses 2-pt layup at rim,,39,39
194,2,2:57.0,,Defensive rebound by I. Mahinmi,39,39
195,2,2:56.0,,Personal foul by W. Matthews (drawn by I. Mahinmi),39,39
196,2,2:56.0,,Indiana full timeout,39,39
197,2,2:56.0,,C. Miles enters the game for R. Stuckey,39,39
198,2,2:56.0,,G. Hill enters the game for C. Budinger,39,39
199,2,2:41.0,,Turnover by C. Miles (bad pass; steal by W. Matthews),39,39
200,2,2:32.0,R. Felton makes 3-pt jump shot from 26 ft,,42,39
201,2,2:14.0,,C. Miles makes 3-pt jump shot from 22 ft (assist by I. Mahinmi),42,42
202,2,1:57.0,Turnover by C. Villanueva (lost ball; steal by P. George),,42,42
203,2,1:54.0,,Shooting foul by R. Felton (drawn by G. Hill),42,42
204,2,1:54.0,,G. Hill misses free throw 1 of 2,42,42
205,2,1:54.0,,Offensive rebound by Team,42,42
206,2,1:54.0,D. Nowitzki enters the game for Z. Pachulia,,42,42
207,2,1:54.0,C. Parsons enters the game for C. Villanueva,,42,42
208,2,1:54.0,,G. Hill misses free throw 2 of 2,42,42
209,2,1:54.0,Defensive rebound by C. Parsons,,42,42
210,2,1:41.0,Personal foul by I. Mahinmi (drawn by D. Nowitzki),,42,42
211,2,1:32.0,R. Felton makes 2-pt layup from 2 ft,,44,42
212,2,1:26.0,,Personal take foul by C. Parsons (drawn by I. Mahinmi),44,42
213,2,1:26.0,,I. Mahinmi misses free throw 1 of 2,44,42
214,2,1:26.0,,Offensive rebound by Team,44,42
215,2,1:26.0,,I. Mahinmi makes free throw 2 of 2,44,43
216,2,1:12.0,D. Nowitzki misses 3-pt jump shot from 27 ft,,44,43
217,2,1:11.0,,Defensive rebound by C. Miles,44,43
218,2,1:01.0,,P. George makes 2-pt jump shot from 17 ft,44,45
219,2,0:41.0,D. Nowitzki misses 3-pt jump shot from 27 ft,,44,45
220,2,0:40.0,,Defensive rebound by P. George,44,45
221,2,0:31.0,,P. George misses 3-pt jump shot from 26 ft,44,45
222,2,0:31.0,Defensive rebound by R. Felton,,44,45
223,2,0:21.0,D. Williams misses 2-pt layup at rim,,44,45
224,2,0:21.0,,Defensive rebound by I. Mahinmi,44,45
225,2,0:13.0,,Personal take foul by C. Parsons (drawn by I. Mahinmi),44,45
226,2,0:13.0,,I. Mahinmi misses free throw 1 of 2,44,45
227,2,0:13.0,,Offensive rebound by Team,44,45
228,2,0:13.0,,C. Budinger enters the game for C. Miles,44,45
229,2,0:13.0,,I. Mahinmi misses free throw 2 of 2,44,45
230,2,0:13.0,Defensive rebound by W. Matthews,,44,45
231,2,0:01.0,R. Felton makes 3-pt jump shot from 27 ft,,47,45
232,3,11:46.0,,M. Ellis misses 2-pt jump shot from 20 ft,47,45
233,3,11:46.0,Defensive rebound by R. Felton,,47,45
234,3,11:35.0,R. Felton misses 2-pt layup at rim,,47,45
235,3,11:35.0,,Defensive rebound by L. Allen,47,45
236,3,11:25.0,,P. George misses 2-pt jump shot from 13 ft,47,45
237,3,11:25.0,Defensive rebound by D. Nowitzki,,47,45
238,3,11:07.0,D. Williams misses 3-pt jump shot from 26 ft,,47,45
239,3,11:06.0,,Defensive rebound by I. Mahinmi,47,45
240,3,10:46.0,,P. George makes 2-pt jump shot from 18 ft,47,47
241,3,10:29.0,Personal foul by P. George (drawn by Z. Pachulia),,47,47
242,3,10:18.0,W. Matthews misses 3-pt jump shot from 27 ft,,47,47
243,3,10:18.0,,Defensive rebound by I. Mahinmi,47,47
244,3,10:03.0,,L. Allen misses 2-pt jump shot from 9 ft,47,47
245,3,10:03.0,Defensive rebound by D. Nowitzki,,47,47
246,3,9:51.0,R. Felton misses 3-pt jump shot from 27 ft,,47,47
247,3,9:50.0,,Defensive rebound by P. George,47,47
248,3,9:43.0,,P. George misses 2-pt layup from 3 ft (block by W. Matthews),47,47
249,3,9:42.0,Defensive rebound by W. Matthews,,47,47
250,3,9:36.0,W. Matthews misses 3-pt jump shot from 24 ft,,47,47
251,3,9:35.0,,Defensive rebound by Team,47,47
252,3,9:23.0,,Personal foul by W. Matthews (drawn by P. George),47,47
253,3,9:23.0,C. Parsons enters the game for W. Matthews,,47,47
254,3,9:13.0,,M. Ellis makes 2-pt jump shot from 18 ft (assist by I. Mahinmi),47,49
255,3,8:55.0,D. Nowitzki makes 2-pt jump shot from 15 ft,,49,49
256,3,8:31.0,,P. George misses 2-pt layup at rim,49,49
257,3,8:30.0,Defensive rebound by Z. Pachulia,,49,49
258,3,8:22.0,Turnover by D. Nowitzki (lost ball; steal by M. Ellis),,49,49
259,3,8:17.0,,M. Ellis makes 2-pt dunk at rim,49,51
260,3,7:58.0,Z. Pachulia misses 2-pt jump shot from 12 ft,,49,51
261,3,7:56.0,,Defensive rebound by L. Allen,49,51
262,3,7:50.0,,M. Ellis makes 2-pt layup at rim,49,53
263,3,7:49.0,Dallas full timeout,,49,53
264,3,7:41.0,D. Williams makes 3-pt jump shot from 22 ft (assist by R. Felton),,52,53
265,3,7:23.0,,Turnover by P. George (bad pass),52,53
266,3,7:13.0,D. Williams misses 3-pt jump shot from 24 ft,,52,53
267,3,7:12.0,,Defensive rebound by Team,52,53
268,3,7:05.0,,P. George makes 2-pt jump shot from 18 ft,52,55
269,3,6:49.0,D. Nowitzki makes 2-pt jump shot from 16 ft (assist by D. Williams),,54,55
270,3,6:37.0,,M. Ellis misses 3-pt jump shot from 25 ft,54,55
271,3,6:35.0,Defensive rebound by D. Nowitzki,,54,55
272,3,6:16.0,C. Parsons misses 2-pt layup from 2 ft,,54,55
273,3,6:16.0,,Defensive rebound by I. Mahinmi,54,55
274,3,6:09.0,,L. Allen makes 2-pt layup at rim (assist by M. Ellis),54,57
275,3,5:48.0,D. Nowitzki makes 2-pt jump shot from 16 ft,,56,57
276,3,5:38.0,,P. George makes 2-pt jump shot from 20 ft,56,59
277,3,5:17.0,D. Nowitzki misses 3-pt jump shot from 27 ft,,56,59
278,3,5:17.0,,Defensive rebound by P. George,56,59
279,3,5:06.0,,P. George makes 2-pt jump shot from 9 ft,56,61
280,3,5:05.0,Dallas full timeout,,56,61
281,3,5:05.0,C. Villanueva enters the game for D. Nowitzki,,56,61
282,3,4:46.0,Turnover by C. Parsons (bad pass; steal by G. Hill),,56,61
283,3,4:27.0,,G. Hill misses 3-pt jump shot from 23 ft,56,61
284,3,4:26.0,,Offensive rebound by Team,56,61
285,3,4:26.0,Violation by Z. Pachulia (kicked ball),,56,61
286,3,4:26.0,,R. Stuckey enters the game for G. Hill,56,61
287,3,4:26.0,W. Matthews enters the game for R. Felton,,56,61
288,3,4:26.0,Technical foul by D. Nowitzki,,56,61
289,3,4:26.0,,P. George makes technical free throw,56,62
290,3,4:11.0,,R. Stuckey misses 2-pt jump shot from 17 ft,56,62
291,3,4:11.0,,Offensive rebound by Team,56,62
292,3,4:11.0,Loose ball foul by C. Villanueva (drawn by L. Allen),,56,62
293,3,3:53.0,,L. Allen makes 2-pt layup from 1 ft (assist by R. Stuckey),56,64
294,3,3:44.0,C. Villanueva makes 2-pt jump shot from 12 ft (assist by D. Williams),,58,64
295,3,3:44.0,,Indiana full timeout,58,64
296,3,3:44.0,,J. Hill enters the game for L. Allen,58,64
297,3,3:44.0,,C. Miles enters the game for I. Mahinmi,58,64
298,3,3:25.0,,M. Ellis makes 3-pt jump shot from 25 ft (assist by R. Stuckey),58,67
299,3,3:06.0,Z. Pachulia misses 2-pt hook shot from 6 ft,,58,67
300,3,3:06.0,,Defensive rebound by C. Miles,58,67
301,3,2:55.0,,Shooting foul by Z. Pachulia (drawn by P. George),58,67
302,3,2:55.0,,P. George makes free throw 1 of 2,58,68
303,3,2:55.0,,P. George makes free throw 2 of 2,58,69
304,3,2:32.0,D. Williams misses 2-pt jump shot from 20 ft,,58,69
305,3,2:32.0,Offensive rebound by Z. Pachulia,,58,69
306,3,2:31.0,Z. Pachulia misses 2-pt layup at rim (block by P. George),,58,69
307,3,2:31.0,Offensive rebound by Team,,58,69
308,3,2:29.0,C. Parsons makes 2-pt layup from 1 ft (assist by D. Williams),,60,69
309,3,2:09.0,,P. George misses 3-pt jump shot from 22 ft,60,69
310,3,2:08.0,,Offensive rebound by J. Hill,60,69
311,3,2:03.0,,C. Miles misses 3-pt jump shot from 26 ft,60,69
312,3,2:02.0,Defensive rebound by C. Villanueva,,60,69
313,3,1:53.0,C. Villanueva misses 2-pt jump shot from 5 ft,,60,69
314,3,1:52.0,Offensive rebound by Z. Pachulia,,60,69
315,3,1:52.0,Z. Pachulia misses 2-pt layup from 1 ft,,60,69
316,3,1:50.0,Offensive rebound by C. Villanueva,,60,69
317,3,1:50.0,C. Villanueva makes 2-pt layup from 1 ft,,62,69
318,3,1:32.0,,C. Miles makes 2-pt layup at rim,62,71
319,3,1:19.0,Personal foul by C. Miles (drawn by D. Williams),,62,71
320,3,1:08.0,W. Matthews makes 2-pt jump shot from 10 ft,,64,71
321,3,1:08.0,Away from play foul by J. Hill (drawn by Z. Pachulia),,64,71
322,3,1:08.0,J. Barea enters the game for D. Williams,,64,71
323,3,1:08.0,Z. Pachulia misses free throw 1 of 1,,64,71
324,3,1:08.0,,Defensive rebound by C. Miles,64,71
325,3,0:52.0,,Shooting foul by J. Barea (drawn by M. Ellis),64,71
326,3,0:52.0,,M. Ellis makes free throw 1 of 2,64,72
327,3,0:52.0,,M. Ellis makes free throw 2 of 2,64,73
328,3,0:35.0,Turnover by C. Parsons (bad pass; steal by R. Stuckey),,64,73
329,3,0:31.0,,M. Ellis makes 2-pt dunk at rim (assist by R. Stuckey),64,75
330,3,0:15.0,J. Barea misses 2-pt layup from 3 ft,,64,75
331,3,0:15.0,,Defensive rebound by C. Miles,64,75
332,3,0:02.0,,P. George misses 3-pt jump shot from 25 ft,64,75
333,3,0:01.0,Defensive rebound by Team,,64,75
334,3,0:00.0,J. Barea misses 3-pt jump shot from 46 ft,,64,75
335,3,0:00.0,Offensive rebound by Team,,64,75
336,4,11:45.0,Personal foul by J. Hill (drawn by D. Nowitzki),,64,75
337,4,11:37.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,64,75
338,4,11:36.0,,Defensive rebound by J. Hill,64,75
339,4,11:16.0,,C. Budinger misses 2-pt jump shot from 16 ft,64,75
340,4,11:16.0,Defensive rebound by J. Barea,,64,75
341,4,10:58.0,C. Parsons misses 3-pt jump shot from 22 ft,,64,75
342,4,10:57.0,,Defensive rebound by J. Hill,64,75
343,4,10:52.0,Offensive charge foul by C. Budinger (drawn by J. Barea),,64,75
344,4,10:52.0,,Turnover by C. Budinger (offensive foul),64,75
345,4,10:41.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,64,75
346,4,10:40.0,,Defensive rebound by C. Budinger,64,75
347,4,10:24.0,,C. Budinger misses 2-pt jump shot from 1 ft,64,75
348,4,10:24.0,Defensive rebound by D. Nowitzki,,64,75
349,4,10:14.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by R. Felton),,67,75
350,4,9:50.0,,R. Stuckey makes 3-pt jump shot from 26 ft,67,78
351,4,9:39.0,J. Barea makes 2-pt layup at rim,,69,78
352,4,9:24.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by J. Hill),69,81
353,4,9:07.0,W. Matthews makes 2-pt jump shot from 12 ft,,71,81
354,4,8:57.0,,R. Stuckey makes 2-pt layup at rim,71,83
355,4,8:38.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,71,83
356,4,8:38.0,,Defensive rebound by C. Budinger,71,83
357,4,8:30.0,,J. Hill makes 2-pt jump shot from 17 ft (assist by R. Stuckey),71,85
358,4,8:29.0,Dallas full timeout,,71,85
359,4,8:29.0,D. Powell enters the game for D. Nowitzki,,71,85
360,4,8:17.0,W. Matthews misses 2-pt jump shot from 17 ft,,71,85
361,4,8:17.0,,Defensive rebound by R. Stuckey,71,85
362,4,8:14.0,,Personal block foul by W. Matthews (drawn by R. Stuckey),71,85
363,4,8:06.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by G. Hill),71,88
364,4,7:43.0,R. Felton makes 2-pt jump shot from 19 ft,,73,88
365,4,7:33.0,,C. Miles misses 3-pt jump shot from 26 ft,73,88
366,4,7:32.0,Defensive rebound by Team,,73,88
367,4,7:32.0,,Loose ball foul by J. Hill (drawn by D. Powell),73,88
368,4,7:32.0,,P. George enters the game for C. Budinger,73,88
369,4,7:12.0,D. Powell makes 2-pt jump shot from 13 ft (assist by J. Barea),,75,88
370,4,6:51.0,,C. Miles misses 3-pt jump shot from 23 ft,75,88
371,4,6:51.0,Defensive rebound by C. Parsons,,75,88
372,4,6:42.0,R. Felton misses 3-pt jump shot from 24 ft,,75,88
373,4,6:41.0,,Defensive rebound by C. Miles,75,88
374,4,6:34.0,,R. Stuckey makes 2-pt layup from 1 ft (assist by G. Hill),75,90
375,4,6:15.0,Personal foul by R. Stuckey (drawn by D. Powell),,75,90
376,4,6:15.0,,M. Ellis enters the game for G. Hill,75,90
377,4,6:07.0,W. Matthews misses 3-pt jump shot from 26 ft,,75,90
378,4,6:07.0,,Defensive rebound by J. Hill,75,90
379,4,5:55.0,,M. Ellis makes 3-pt jump shot from 24 ft (assist by J. Hill),75,93
380,4,5:44.0,Dallas full timeout,,75,93
381,4,5:44.0,J. Anderson enters the game for W. Matthews,,75,93
382,4,5:44.0,J. Evans enters the game for R. Felton,,75,93
383,4,5:44.0,J. McGee enters the game for D. Powell,,75,93
384,4,5:44.0,C. Villanueva enters the game for C. Parsons,,75,93
385,4,5:22.0,J. Barea misses 2-pt jump shot from 10 ft,,75,93
386,4,5:22.0,,Defensive rebound by P. George,75,93
387,4,5:07.0,,Personal foul by J. Barea,75,93
388,4,4:56.0,,P. George misses 3-pt jump shot from 25 ft,75,93
389,4,4:54.0,Defensive rebound by C. Villanueva,,75,93
390,4,4:49.0,J. Anderson misses 3-pt jump shot from 23 ft,,75,93
