,QUARTER,TIME_REMAINING,INDIANA_ACTION,SAN ANTONIO_ACTION,INDIANA_SCORE,SAN ANTONIO_SCORE
388,4,3:11.0,Indiana full timeout,,86,101
389,4,3:11.0,C. Miles enters the game for R. Stuckey,,86,101
390,4,3:00.0,Personal foul by T. Duncan (drawn by I. Mahinmi),,86,101
391,4,3:00.0,Turnover by C. Miles (bad pass),,86,101
392,4,2:40.0,,T. Parker makes 3-pt jump shot from 23 ft (assist by K. Leonard),86,104
393,4,2:30.0,G. Hill makes 2-pt layup from 2 ft (assist by P. George),,88,104
394,4,2:03.0,,K. Leonard misses 3-pt jump shot from 24 ft,88,104
395,4,2:01.0,,Offensive rebound by T. Duncan,88,104
396,4,1:57.0,,San Antonio full timeout,88,104
397,4,1:57.0,C. Budinger enters the game for P. George,,88,104
398,4,1:57.0,G. Robinson enters the game for I. Mahinmi,,88,104
399,4,1:57.0,J. Young enters the game for G. Hill,,88,104
400,4,1:57.0,S. Hill enters the game for C. Miles,,88,104
401,4,1:57.0,,R. Butler enters the game for K. Leonard,88,104
402,4,1:57.0,,B. Marjanović enters the game for T. Duncan,88,104
403,4,1:57.0,,P. Mills enters the game for T. Parker,88,104
404,4,1:57.0,,K. Anderson enters the game for B. Diaw,88,104
405,4,1:57.0,,J. Simmons enters the game for M. Ginóbili,88,104
406,4,1:49.0,,Turnover by J. Simmons (bad pass),88,104
407,4,1:40.0,J. Young makes 2-pt jump shot from 17 ft,,90,104
408,4,1:26.0,,R. Butler misses 2-pt layup from 2 ft,90,104
409,4,1:25.0,Defensive rebound by S. Hill,,90,104
410,4,1:13.0,C. Budinger misses 2-pt layup at rim,,90,104
411,4,1:12.0,,Defensive rebound by B. Marjanović,90,104
412,4,0:59.0,,B. Marjanović makes 2-pt hook shot from 9 ft,90,106
413,4,0:45.0,S. Hill misses 2-pt jump shot from 20 ft,,90,106
414,4,0:44.0,,Defensive rebound by B. Marjanović,90,106
415,4,0:29.0,,Turnover by J. Simmons (bad pass; steal by J. Young),90,106
416,4,0:23.0,J. Young misses 2-pt jump shot from 14 ft (block by B. Marjanović),,90,106
417,4,0:20.0,Offensive rebound by C. Budinger,,90,106
418,4,0:18.0,C. Budinger makes 2-pt layup from 2 ft,,92,106
