,QUARTER,TIME_REMAINING,BOSTON_ACTION,SAN ANTONIO_ACTION,BOSTON_SCORE,SAN ANTONIO_SCORE
384,4,4:59.0,Offensive rebound by A. Johnson,,87,95
385,4,4:59.0,Personal foul by D. Green (drawn by A. Johnson),,87,95
386,4,4:51.0,A. Bradley misses 2-pt jump shot from 16 ft,,87,95
387,4,4:51.0,Offensive rebound by Team,,87,95
388,4,4:51.0,Personal foul by L. Aldridge (drawn by A. Johnson),,87,95
389,4,4:51.0,Boston full timeout,,87,95
390,4,4:44.0,A. Bradley misses 3-pt jump shot from 24 ft,,87,95
391,4,4:44.0,,Defensive rebound by L. Aldridge,87,95
392,4,4:21.0,,K. Leonard misses 2-pt jump shot from 18 ft,87,95
393,4,4:20.0,,Offensive rebound by P. Mills,87,95
394,4,4:17.0,,P. Mills misses 2-pt jump shot from 8 ft,87,95
395,4,4:15.0,Defensive rebound by I. Thomas,,87,95
396,4,4:09.0,I. Thomas makes 2-pt layup from 1 ft,,89,95
397,4,3:48.0,,Turnover by D. Green (bad pass; steal by A. Bradley),89,95
398,4,3:43.0,Personal foul by P. Mills (drawn by I. Thomas),,89,95
399,4,3:43.0,I. Thomas makes free throw 1 of 2,,90,95
400,4,3:43.0,,M. Ginóbili enters the game for D. Green,90,95
401,4,3:43.0,,T. Duncan enters the game for L. Aldridge,90,95
402,4,3:43.0,I. Thomas makes free throw 2 of 2,,91,95
403,4,3:31.0,,Turnover by T. Parker (bad pass),91,95
404,4,3:16.0,A. Johnson makes 2-pt hook shot from 7 ft,,93,95
405,4,2:52.0,,P. Mills misses 3-pt jump shot from 24 ft,93,95
406,4,2:52.0,Defensive rebound by E. Turner,,93,95
407,4,2:38.0,I. Thomas misses 2-pt jump shot from 11 ft,,93,95
408,4,2:36.0,,Defensive rebound by K. Leonard,93,95
409,4,2:21.0,,K. Leonard misses 2-pt jump shot from 12 ft,93,95
410,4,2:20.0,,Offensive rebound by M. Ginóbili,93,95
411,4,2:19.0,,Shooting foul by E. Turner (drawn by M. Ginóbili),93,95
412,4,2:19.0,,M. Ginóbili makes free throw 1 of 2,93,96
413,4,2:19.0,,M. Ginóbili misses free throw 2 of 2,93,96
414,4,2:18.0,Defensive rebound by A. Johnson,,93,96
415,4,2:03.0,E. Turner misses 2-pt jump shot from 16 ft,,93,96
416,4,2:02.0,,Defensive rebound by M. Ginóbili,93,96
417,4,1:40.0,,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by T. Parker),93,99
418,4,1:40.0,Boston full timeout,,93,99
419,4,1:40.0,K. Olynyk enters the game for J. Crowder,,93,99
420,4,1:36.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by K. Olynyk),,96,99
421,4,1:25.0,,M. Ginóbili makes 2-pt layup from 1 ft (assist by T. Duncan),96,101
422,4,1:25.0,Boston full timeout,,96,101
423,4,1:25.0,,B. Diaw enters the game for P. Mills,96,101
424,4,1:15.0,Shooting foul by T. Parker (drawn by I. Thomas),,96,101
425,4,1:15.0,I. Thomas makes free throw 1 of 3,,97,101
426,4,1:15.0,I. Thomas makes free throw 2 of 3,,98,101
427,4,1:15.0,J. Crowder enters the game for K. Olynyk,,98,101
428,4,1:15.0,I. Thomas misses free throw 3 of 3,,98,101
429,4,1:13.0,,Defensive rebound by K. Leonard,98,101
430,4,1:01.0,,T. Parker makes 2-pt layup from 1 ft (assist by T. Duncan),98,103
431,4,0:54.0,I. Thomas makes 2-pt layup at rim,,100,103
432,4,0:42.0,,Personal foul by A. Bradley (drawn by M. Ginóbili),100,103
433,4,0:42.0,,M. Ginóbili misses free throw 1 of 2,100,103
434,4,0:42.0,,Offensive rebound by Team,100,103
435,4,0:42.0,,D. Green enters the game for B. Diaw,100,103
436,4,0:42.0,,M. Ginóbili makes free throw 2 of 2,100,104
437,4,0:36.0,Personal foul by T. Parker (drawn by I. Thomas),,100,104
438,4,0:36.0,I. Thomas makes free throw 1 of 2,,101,104
439,4,0:36.0,I. Thomas makes free throw 2 of 2,,102,104
440,4,0:19.0,,M. Ginóbili misses 2-pt jump shot from 17 ft,102,104
441,4,0:19.0,Defensive rebound by A. Johnson,,102,104
442,4,0:09.0,A. Bradley misses 3-pt jump shot from 26 ft,,102,104
443,4,0:08.0,,Defensive rebound by M. Ginóbili,102,104
444,4,0:08.0,Loose ball foul by A. Johnson (drawn by D. Green),,102,104
445,4,0:08.0,,D. Green makes free throw 1 of 2,102,105
446,4,0:08.0,J. Sullinger enters the game for E. Turner,,102,105
447,4,0:08.0,,D. Green makes free throw 2 of 2,102,106
448,4,0:08.0,Boston full timeout,,102,106
449,4,0:08.0,E. Turner enters the game for A. Johnson,,102,106
450,4,0:03.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by A. Bradley),,105,106
451,4,0:03.0,,San Antonio full timeout,105,106
452,4,0:03.0,,San Antonio full timeout,105,106
453,4,0:02.0,,Personal take foul by I. Thomas (drawn by K. Leonard),105,106
454,4,0:02.0,,K. Leonard makes free throw 1 of 2,105,107
455,4,0:02.0,K. Olynyk enters the game for E. Turner,,105,107
456,4,0:02.0,,K. Leonard makes free throw 2 of 2,105,108
457,4,0:02.0,Turnover by J. Crowder (bad pass),,105,108
458,4,0:02.0,E. Turner enters the game for J. Sullinger,,105,108
459,4,0:02.0,,San Antonio full timeout,105,108
