,QUARTER,TIME_REMAINING,BOSTON_ACTION,DENVER_ACTION,BOSTON_SCORE,DENVER_SCORE
164,2,6:59.0,,N. Jokić misses 2-pt jump shot from 14 ft,47,25
165,2,6:58.0,Defensive rebound by E. Turner,,47,25
166,2,6:46.0,E. Turner makes 2-pt layup from 1 ft,,49,25
167,2,6:26.0,,Turnover by N. Jokić (bad pass; steal by M. Smart),49,25
168,2,6:03.0,J. Jerebko misses 2-pt layup from 2 ft,,49,25
169,2,6:01.0,Offensive rebound by M. Smart,,49,25
170,2,5:55.0,A. Bradley misses 3-pt jump shot from 26 ft,,49,25
171,2,5:54.0,Offensive rebound by Team,,49,25
172,2,5:54.0,Official timeout,,49,25
173,2,5:54.0,I. Thomas enters the game for E. Turner,,49,25
174,2,5:54.0,J. Sullinger enters the game for J. Jerebko,,49,25
175,2,5:54.0,J. Crowder enters the game for T. Zeller,,49,25
176,2,5:54.0,,E. Mudiay enters the game for W. Barton,49,25
177,2,5:44.0,J. Sullinger makes 2-pt jump shot from 22 ft (assist by I. Thomas),,51,25
178,2,5:22.0,,D. Augustin makes 3-pt jump shot from 23 ft (assist by D. Gallinari),51,28
179,2,5:02.0,J. Sullinger misses 2-pt jump shot from 14 ft,,51,28
180,2,5:01.0,,Defensive rebound by N. Jokić,51,28
181,2,4:51.0,,N. Jokić makes 2-pt layup from 2 ft (assist by G. Harris),51,30
182,2,4:34.0,J. Crowder misses 3-pt jump shot from 25 ft,,51,30
183,2,4:33.0,,Defensive rebound by D. Augustin,51,30
184,2,4:30.0,,Shooting foul by J. Crowder (drawn by D. Gallinari),51,30
185,2,4:30.0,,D. Gallinari makes free throw 1 of 2,51,31
186,2,4:30.0,,D. Gallinari makes free throw 2 of 2,51,32
187,2,4:14.0,I. Thomas misses 2-pt jump shot from 5 ft,,51,32
188,2,4:13.0,,Defensive rebound by E. Mudiay,51,32
189,2,4:07.0,,D. Augustin makes 3-pt jump shot from 24 ft (assist by G. Harris),51,35
190,2,3:50.0,A. Bradley makes 3-pt jump shot from 23 ft (assist by I. Thomas),,54,35
191,2,3:46.0,,Shooting foul by A. Bradley (drawn by G. Harris),54,35
192,2,3:46.0,,G. Harris makes 2-pt layup from 1 ft (assist by N. Jokić),54,37
193,2,3:46.0,J. Jerebko enters the game for J. Sullinger,,54,37
194,2,3:46.0,E. Turner enters the game for M. Smart,,54,37
195,2,3:46.0,A. Johnson enters the game for J. Crowder,,54,37
196,2,3:46.0,,G. Harris makes free throw 1 of 1,54,38
197,2,3:33.0,A. Bradley makes 2-pt jump shot from 19 ft (assist by A. Johnson),,56,38
198,2,3:14.0,,G. Harris misses 3-pt jump shot from 25 ft (block by J. Jerebko),56,38
199,2,3:13.0,Defensive rebound by A. Bradley,,56,38
200,2,3:06.0,I. Thomas misses 2-pt jump shot from 15 ft,,56,38
201,2,3:05.0,,Defensive rebound by N. Jokić,56,38
202,2,2:59.0,,Turnover by E. Mudiay (bad pass),56,38
203,2,2:59.0,Boston full timeout,,56,38
204,2,2:48.0,E. Turner makes 2-pt jump shot from 17 ft (assist by I. Thomas),,58,38
205,2,2:26.0,,G. Harris misses 3-pt jump shot from 26 ft,58,38
206,2,2:24.0,Defensive rebound by J. Jerebko,,58,38
207,2,2:15.0,Turnover by A. Johnson (bad pass; steal by N. Jokić),,58,38
208,2,2:12.0,,Shooting block foul by J. Jerebko (drawn by D. Augustin),58,38
209,2,2:12.0,,D. Augustin makes free throw 1 of 2,58,39
210,2,2:12.0,,D. Augustin makes free throw 2 of 2,58,40
211,2,2:04.0,Turnover by I. Thomas (bad pass; steal by E. Mudiay),,58,40
212,2,1:43.0,,Shooting foul by A. Johnson (drawn by N. Jokić),58,40
213,2,1:43.0,,N. Jokić makes 2-pt jump shot from 3 ft,58,42
214,2,1:43.0,,W. Barton enters the game for D. Gallinari,58,42
215,2,1:43.0,J. Crowder enters the game for A. Bradley,,58,42
216,2,1:43.0,,N. Jokić makes free throw 1 of 1,58,43
217,2,1:31.0,E. Turner makes 3-pt jump shot from 24 ft (assist by I. Thomas),,61,43
218,2,1:09.0,,N. Jokić makes 2-pt jump shot from 3 ft,61,45
219,2,0:49.0,E. Turner misses 3-pt jump shot from 22 ft,,61,45
220,2,0:49.0,,Defensive rebound by W. Barton,61,45
221,2,0:39.0,,Shooting foul by J. Crowder (drawn by E. Mudiay),61,45
222,2,0:39.0,,E. Mudiay makes free throw 1 of 2,61,46
223,2,0:39.0,M. Smart enters the game for J. Jerebko,,61,46
224,2,0:39.0,T. Zeller enters the game for A. Johnson,,61,46
225,2,0:39.0,,E. Mudiay makes free throw 2 of 2,61,47
226,2,0:32.0,M. Smart makes 3-pt jump shot from 25 ft (assist by I. Thomas),,64,47
227,2,0:15.0,,Shooting block foul by T. Zeller (drawn by E. Mudiay),64,47
228,2,0:15.0,,E. Mudiay makes free throw 1 of 2,64,48
229,2,0:15.0,,E. Mudiay makes free throw 2 of 2,64,49
230,2,0:10.0,Personal take foul by D. Augustin (drawn by I. Thomas),,64,49
231,2,0:03.0,T. Zeller misses 2-pt jump shot from 17 ft,,64,49
232,2,0:02.0,,Defensive rebound by N. Jokić,64,49
233,2,0:01.0,,W. Barton misses 3-pt jump shot from 51 ft,64,49
234,2,0:00.0,,Offensive rebound by Team,64,49
235,3,11:49.0,,Shooting foul by I. Thomas (drawn by G. Harris),64,49
236,3,11:49.0,,G. Harris misses free throw 1 of 2,64,49
237,3,11:49.0,,Offensive rebound by Team,64,49
238,3,11:49.0,,G. Harris makes free throw 2 of 2,64,50
239,3,11:38.0,J. Sullinger misses 2-pt jump shot from 19 ft,,64,50
240,3,11:37.0,,Defensive rebound by D. Gallinari,64,50
241,3,11:25.0,,D. Gallinari makes 2-pt layup from 1 ft,64,52
242,3,11:10.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by I. Thomas),,67,52
243,3,10:48.0,,N. Jokić misses 2-pt jump shot from 4 ft,67,52
244,3,10:47.0,Defensive rebound by J. Sullinger,,67,52
245,3,10:36.0,A. Bradley misses 3-pt jump shot from 22 ft,,67,52
246,3,10:35.0,,Defensive rebound by K. Faried,67,52
247,3,10:29.0,,E. Mudiay makes 3-pt jump shot from 24 ft (assist by K. Faried),67,55
248,3,10:09.0,Turnover by I. Thomas (lost ball; steal by N. Jokić),,67,55
249,3,10:05.0,,Turnover by N. Jokić (bad pass),67,55
250,3,9:53.0,A. Johnson misses 3-pt jump shot from 26 ft,,67,55
251,3,9:51.0,,Defensive rebound by Team,67,55
252,3,9:34.0,,N. Jokić makes 2-pt jump shot from 11 ft (assist by E. Mudiay),67,57
253,3,9:16.0,Turnover by J. Crowder (bad pass; steal by E. Mudiay),,67,57
254,3,9:12.0,,E. Mudiay makes 2-pt layup from 2 ft,67,59
255,3,9:12.0,Boston full timeout,,67,59
256,3,9:02.0,I. Thomas misses 3-pt jump shot from 25 ft,,67,59
257,3,9:01.0,,Defensive rebound by E. Mudiay,67,59
258,3,8:51.0,,N. Jokić makes 3-pt jump shot from 26 ft (assist by E. Mudiay),67,62
259,3,8:38.0,Turnover by A. Bradley (bad pass; steal by D. Gallinari),,67,62
260,3,8:31.0,,D. Gallinari misses 2-pt layup from 2 ft (block by I. Thomas),67,62
261,3,8:30.0,,Offensive rebound by E. Mudiay,67,62
262,3,8:24.0,,E. Mudiay misses 2-pt layup from 2 ft,67,62
263,3,8:24.0,Defensive rebound by I. Thomas,,67,62
264,3,8:16.0,J. Sullinger makes 2-pt layup at rim (assist by J. Crowder),,69,62
265,3,7:58.0,,G. Harris misses 2-pt jump shot from 19 ft,69,62
266,3,7:57.0,Defensive rebound by J. Sullinger,,69,62
267,3,7:46.0,J. Crowder misses 3-pt jump shot from 25 ft,,69,62
268,3,7:45.0,,Defensive rebound by N. Jokić,69,62
269,3,7:34.0,,G. Harris misses 2-pt jump shot from 16 ft,69,62
270,3,7:33.0,Defensive rebound by J. Sullinger,,69,62
271,3,7:27.0,I. Thomas makes 2-pt jump shot from 6 ft (assist by J. Sullinger),,71,62
272,3,7:27.0,Shooting foul by E. Mudiay (drawn by I. Thomas),,71,62
273,3,7:27.0,E. Turner enters the game for J. Crowder,,71,62
274,3,7:27.0,M. Smart enters the game for A. Johnson,,71,62
275,3,7:27.0,I. Thomas makes free throw 1 of 1,,72,62
276,3,7:17.0,,Personal foul by M. Smart (drawn by K. Faried),72,62
277,3,7:17.0,J. Crowder enters the game for A. Bradley,,72,62
278,3,7:06.0,,D. Gallinari makes 2-pt layup from 1 ft,72,64
279,3,6:57.0,Turnover by I. Thomas (bad pass; steal by G. Harris),,72,64
280,3,6:50.0,Offensive charge foul by E. Mudiay (drawn by J. Crowder),,72,64
281,3,6:50.0,,Turnover by E. Mudiay (offensive foul),72,64
282,3,6:39.0,M. Smart misses 3-pt jump shot from 24 ft,,72,64
283,3,6:39.0,Offensive rebound by J. Sullinger,,72,64
284,3,6:36.0,J. Sullinger makes 2-pt hook shot from 1 ft,,74,64
285,3,6:31.0,,Personal foul by E. Turner (drawn by D. Gallinari),74,64
286,3,6:31.0,,W. Barton enters the game for K. Faried,74,64
287,3,6:23.0,,Turnover by E. Mudiay (bad pass; steal by M. Smart),74,64
288,3,6:19.0,J. Crowder makes 2-pt dunk at rim (assist by M. Smart),,76,64
289,3,6:17.0,,Denver full timeout,76,64
290,3,5:54.0,,N. Jokić makes 2-pt layup from 1 ft (assist by W. Barton),76,66
291,3,5:35.0,M. Smart makes 2-pt jump shot from 16 ft,,78,66
292,3,5:26.0,,Shooting foul by J. Sullinger (drawn by D. Gallinari),78,66
293,3,5:26.0,,D. Gallinari makes free throw 1 of 2,78,67
294,3,5:26.0,,D. Augustin enters the game for G. Harris,78,67
295,3,5:26.0,,D. Gallinari misses free throw 2 of 2,78,67
296,3,5:24.0,Defensive rebound by E. Turner,,78,67
297,3,5:09.0,J. Crowder misses 2-pt jump shot from 19 ft,,78,67
298,3,5:07.0,,Defensive rebound by W. Barton,78,67
299,3,5:00.0,,N. Jokić misses 2-pt layup from 1 ft,78,67
300,3,4:59.0,Defensive rebound by J. Sullinger,,78,67
301,3,4:54.0,Shooting foul by W. Barton (drawn by J. Crowder),,78,67
302,3,4:54.0,J. Crowder misses free throw 1 of 2,,78,67
303,3,4:54.0,Offensive rebound by Team,,78,67
304,3,4:54.0,J. Crowder makes free throw 2 of 2,,79,67
305,3,4:36.0,,Personal foul by I. Thomas (drawn by D. Gallinari),79,67
306,3,4:36.0,,D. Gallinari makes free throw 1 of 2,79,68
307,3,4:36.0,,D. Gallinari makes free throw 2 of 2,79,69
308,3,4:24.0,I. Thomas misses 3-pt jump shot from 24 ft,,79,69
309,3,4:23.0,,Defensive rebound by N. Jokić,79,69
310,3,4:06.0,,D. Augustin misses 3-pt jump shot from 26 ft,79,69
311,3,4:05.0,Defensive rebound by E. Turner,,79,69
312,3,3:59.0,I. Thomas makes 2-pt layup from 2 ft (assist by E. Turner),,81,69
313,3,3:41.0,,D. Gallinari misses 2-pt jump shot from 7 ft,81,69
314,3,3:40.0,Defensive rebound by J. Sullinger,,81,69
315,3,3:36.0,I. Thomas makes 2-pt jump shot from 7 ft (assist by J. Sullinger),,83,69
316,3,3:31.0,,Denver full timeout,83,69
317,3,3:21.0,,D. Gallinari makes 2-pt layup from 2 ft (assist by N. Jokić),83,71
318,3,3:08.0,Shooting foul by N. Jokić (drawn by J. Sullinger),,83,71
319,3,3:08.0,J. Sullinger makes 2-pt jump shot from 9 ft (assist by M. Smart),,85,71
320,3,3:08.0,J. Sullinger makes free throw 1 of 1,,86,71
321,3,2:59.0,,J. Nurkić enters the game for N. Jokić,86,71
322,3,2:48.0,,Turnover by D. Gallinari (lost ball; steal by M. Smart),86,71
323,3,2:39.0,,G. Harris enters the game for E. Mudiay,86,71
324,3,2:30.0,Offensive foul by J. Sullinger (drawn by J. Nurkić),,86,71
325,3,2:30.0,Turnover by J. Sullinger (offensive foul),,86,71
326,3,2:18.0,Offensive charge foul by J. Nurkić (drawn by M. Smart),,86,71
327,3,2:18.0,,Turnover by J. Nurkić (offensive foul),86,71
328,3,2:03.0,J. Sullinger misses 3-pt jump shot from 25 ft,,86,71
329,3,2:02.0,,Defensive rebound by W. Barton,86,71
330,3,1:47.0,,W. Barton misses 2-pt jump shot from 5 ft,86,71
331,3,1:46.0,Defensive rebound by E. Turner,,86,71
332,3,1:41.0,Turnover by E. Turner (lost ball; steal by G. Harris),,86,71
333,3,1:28.0,,D. Gallinari misses 3-pt jump shot from 23 ft,86,71
334,3,1:27.0,Defensive rebound by E. Turner,,86,71
335,3,1:21.0,M. Smart misses 3-pt jump shot from 25 ft,,86,71
336,3,1:20.0,,Defensive rebound by D. Augustin,86,71
337,3,1:12.0,,G. Harris makes 2-pt layup from 1 ft (assist by D. Augustin),86,73
338,3,0:59.0,I. Thomas misses 2-pt jump shot from 12 ft,,86,73
339,3,0:59.0,Offensive rebound by J. Sullinger,,86,73
340,3,0:58.0,J. Sullinger makes 2-pt layup from 1 ft,,88,73
341,3,0:37.0,,G. Harris makes 2-pt jump shot from 17 ft (assist by W. Barton),88,75
342,3,0:28.0,Turnover by E. Turner (bad pass; steal by W. Barton),,88,75
343,3,0:19.0,,W. Barton misses 2-pt jump shot from 3 ft,88,75
344,3,0:19.0,,Offensive rebound by J. Nurkić,88,75
345,3,0:14.0,,D. Augustin misses 3-pt jump shot from 23 ft,88,75
346,3,0:13.0,Defensive rebound by J. Sullinger,,88,75
347,3,0:12.0,J. Crowder makes 2-pt layup from 1 ft (assist by J. Sullinger),,90,75
348,3,0:12.0,Shooting foul by G. Harris (drawn by J. Crowder),,90,75
349,3,0:12.0,J. Jerebko enters the game for J. Sullinger,,90,75
350,3,0:12.0,T. Zeller enters the game for I. Thomas,,90,75
351,3,0:12.0,J. Crowder makes free throw 1 of 1,,91,75
352,3,0:00.0,,W. Barton makes 3-pt jump shot from 24 ft,91,78
353,4,11:38.0,M. Smart misses 3-pt jump shot from 26 ft,,91,78
354,4,11:38.0,,Defensive rebound by Team,91,78
355,4,11:21.0,,D. Augustin makes 2-pt layup from 2 ft,91,80
356,4,11:04.0,T. Zeller makes 2-pt hook shot from 7 ft (assist by A. Bradley),,93,80
357,4,10:41.0,,D. Arthur makes 2-pt jump shot from 19 ft (assist by D. Augustin),93,82
358,4,10:24.0,E. Turner makes 2-pt layup from 1 ft,,95,82
359,4,10:03.0,,Turnover by J. Nurkić (lost ball; steal by E. Turner),95,82
360,4,10:00.0,A. Bradley makes 2-pt layup at rim (assist by E. Turner),,97,82
361,4,10:00.0,,Denver full timeout,97,82
362,4,9:50.0,,Shooting foul by A. Bradley (drawn by W. Barton),97,82
363,4,9:50.0,,W. Barton makes free throw 1 of 2,97,83
364,4,9:50.0,,W. Barton makes free throw 2 of 2,97,84
365,4,9:32.0,Personal foul by G. Harris (drawn by E. Turner),,97,84
366,4,9:27.0,Turnover by E. Turner (bad pass; steal by J. Nurkić),,97,84
367,4,9:22.0,,D. Augustin makes 2-pt layup from 2 ft,97,86
368,4,9:02.0,Shooting block foul by D. Arthur (drawn by E. Turner),,97,86
369,4,9:02.0,E. Turner makes free throw 1 of 2,,98,86
370,4,9:02.0,E. Turner makes free throw 2 of 2,,99,86
371,4,8:54.0,,Turnover by D. Arthur (offensive foul),99,86
372,4,8:54.0,,Offensive foul by D. Arthur (drawn by M. Smart),99,86
373,4,8:37.0,A. Bradley misses 3-pt jump shot from 25 ft,,99,86
374,4,8:36.0,,Defensive rebound by D. Augustin,99,86
375,4,8:31.0,,Shooting foul by E. Turner (drawn by W. Barton),99,86
376,4,8:31.0,,W. Barton makes free throw 1 of 2,99,87
377,4,8:31.0,,W. Barton misses free throw 2 of 2,99,87
378,4,8:30.0,Defensive rebound by Team,,99,87
379,4,8:12.0,T. Zeller misses 2-pt jump shot from 4 ft,,99,87
380,4,8:11.0,Offensive rebound by J. Jerebko,,99,87
