,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MINNESOTA_ACTION,SAN ANTONIO_SCORE,MINNESOTA_SCORE
134,2,7:21.0,,A. Payne makes 2-pt dunk at rim (assist by T. Jones),37,39
135,2,7:02.0,D. West makes 2-pt jump shot from 16 ft,,39,39
136,2,6:45.0,,T. Jones misses 2-pt jump shot from 7 ft,39,39
137,2,6:44.0,,Offensive rebound by G. Smith,39,39
138,2,6:42.0,,Turnover by G. Smith (lost ball; steal by L. Aldridge),39,39
139,2,6:35.0,L. Aldridge makes 2-pt jump shot from 22 ft (assist by D. Green),,41,39
140,2,6:35.0,,Minnesota full timeout,41,39
141,2,6:35.0,B. Marjanović enters the game for D. West,,41,39
142,2,6:35.0,,K. Towns enters the game for A. Payne,41,39
143,2,6:35.0,,R. Rubio enters the game for T. Jones,41,39
144,2,6:35.0,,A. Wiggins enters the game for S. Muhammad,41,39
145,2,6:11.0,,R. Rubio misses 2-pt jump shot from 20 ft,41,39
146,2,6:11.0,Defensive rebound by B. Marjanović,,41,39
147,2,5:54.0,K. Leonard misses 2-pt layup at rim,,41,39
148,2,5:53.0,,Defensive rebound by K. Towns,41,39
149,2,5:47.0,,Z. LaVine misses 2-pt jump shot from 3 ft (block by D. Green),41,39
150,2,5:44.0,Defensive rebound by D. Green,,41,39
151,2,5:35.0,Personal foul by G. Smith,,41,39
152,2,5:22.0,B. Marjanović misses 2-pt jump shot from 11 ft,,41,39
153,2,5:21.0,,Defensive rebound by R. Rubio,41,39
154,2,5:11.0,,Z. LaVine makes 3-pt jump shot from 23 ft (assist by R. Rubio),41,42
155,2,4:49.0,A. Miller makes 2-pt jump shot from 16 ft,,43,42
156,2,4:27.0,,K. Towns makes 2-pt hook shot from 7 ft,43,44
157,2,4:13.0,A. Miller makes 2-pt jump shot from 15 ft,,45,44
158,2,4:01.0,,Shooting foul by L. Aldridge (drawn by G. Smith),45,44
159,2,4:01.0,,G. Smith makes free throw 1 of 2,45,45
160,2,4:01.0,,G. Smith misses free throw 2 of 2,45,45
161,2,4:01.0,Defensive rebound by L. Aldridge,,45,45
162,2,3:47.0,A. Miller makes 2-pt layup from 1 ft (assist by L. Aldridge),,47,45
163,2,3:30.0,,R. Rubio misses 3-pt jump shot from 25 ft,47,45
164,2,3:29.0,Defensive rebound by B. Marjanović,,47,45
165,2,3:20.0,K. Leonard makes 2-pt layup from 2 ft (assist by L. Aldridge),,49,45
166,2,3:20.0,Shooting foul by G. Smith (drawn by K. Leonard),,49,45
167,2,3:20.0,P. Mills enters the game for A. Miller,,49,45
168,2,3:20.0,,A. Payne enters the game for G. Smith,49,45
169,2,3:20.0,K. Leonard makes free throw 1 of 1,,50,45
170,2,3:10.0,,Shooting foul by P. Mills (drawn by Z. LaVine),50,45
171,2,3:10.0,,Z. LaVine makes 2-pt layup from 2 ft,50,47
172,2,3:10.0,,Z. LaVine misses free throw 1 of 1,50,47
173,2,3:09.0,Defensive rebound by B. Marjanović,,50,47
174,2,2:55.0,D. Green misses 3-pt jump shot from 24 ft,,50,47
175,2,2:54.0,Offensive rebound by K. Leonard,,50,47
176,2,2:53.0,Personal foul by A. Payne,,50,47
177,2,2:53.0,San Antonio full timeout,,50,47
178,2,2:53.0,K. Leonard makes free throw 1 of 2,,51,47
179,2,2:53.0,K. Leonard makes free throw 2 of 2,,52,47
180,2,2:35.0,,K. Towns misses 3-pt jump shot from 25 ft,52,47
181,2,2:34.0,Defensive rebound by K. Leonard,,52,47
182,2,2:15.0,L. Aldridge makes 2-pt jump shot from 11 ft (assist by K. Leonard),,54,47
183,2,1:52.0,,A. Payne misses 2-pt jump shot from 19 ft,54,47
184,2,1:51.0,Defensive rebound by K. Leonard,,54,47
185,2,1:38.0,K. Leonard misses 2-pt layup from 1 ft,,54,47
186,2,1:37.0,,Defensive rebound by K. Towns,54,47
187,2,1:34.0,D. West enters the game for B. Marjanović,,54,47
188,2,1:32.0,,Turnover by K. Towns (bad pass; steal by D. West),54,47
189,2,1:27.0,P. Mills makes 2-pt layup from 1 ft,,56,47
190,2,1:12.0,,Personal foul by K. Leonard,56,47
191,2,1:06.0,,Turnover by Z. LaVine (bad pass; steal by D. West),56,47
192,2,1:00.0,Personal foul by Z. LaVine,,56,47
193,2,1:00.0,L. Aldridge makes free throw 1 of 2,,57,47
194,2,1:00.0,L. Aldridge misses free throw 2 of 2,,57,47
195,2,1:00.0,,Defensive rebound by K. Towns,57,47
196,2,0:36.0,,A. Wiggins misses 2-pt layup from 2 ft (block by L. Aldridge),57,47
197,2,0:34.0,Defensive rebound by D. West,,57,47
198,2,0:29.0,D. Green misses 3-pt jump shot from 25 ft,,57,47
199,2,0:28.0,Offensive rebound by L. Aldridge,,57,47
200,2,0:28.0,Shooting foul by R. Rubio (drawn by L. Aldridge),,57,47
201,2,0:28.0,L. Aldridge makes free throw 1 of 2,,58,47
202,2,0:28.0,L. Aldridge makes free throw 2 of 2,,59,47
203,2,0:07.0,,Z. LaVine misses 3-pt jump shot from 23 ft,59,47
204,2,0:06.0,,Offensive rebound by K. Towns,59,47
205,2,0:03.0,,Turnover by K. Towns (bad pass; steal by K. Leonard),59,47
206,2,0:01.0,P. Mills misses 3-pt jump shot from 33 ft,,59,47
207,2,0:00.0,Offensive rebound by Team,,59,47
208,3,11:41.0,Personal foul by R. Rubio,,59,47
209,3,11:37.0,K. Leonard misses 3-pt jump shot from 25 ft,,59,47
210,3,11:35.0,,Defensive rebound by R. Rubio,59,47
211,3,11:26.0,,A. Wiggins makes 2-pt jump shot from 17 ft,59,49
212,3,11:12.0,Turnover by A. Miller (bad pass; steal by G. Dieng),,59,49
213,3,10:57.0,,K. Towns makes 2-pt jump shot from 20 ft (assist by R. Rubio),59,51
214,3,10:39.0,L. Aldridge makes 2-pt jump shot from 13 ft,,61,51
215,3,10:22.0,,A. Wiggins misses 2-pt jump shot from 12 ft (block by L. Aldridge),61,51
216,3,10:21.0,Defensive rebound by A. Miller,,61,51
217,3,10:07.0,D. West makes 2-pt jump shot from 15 ft (assist by A. Miller),,63,51
218,3,9:54.0,,Personal foul by A. Miller,63,51
219,3,9:49.0,,G. Dieng makes 2-pt jump shot from 19 ft (assist by K. Towns),63,53
220,3,9:39.0,K. Leonard makes 2-pt dunk at rim,,65,53
221,3,9:22.0,,R. Rubio misses 2-pt jump shot from 21 ft,65,53
222,3,9:20.0,Defensive rebound by D. Green,,65,53
223,3,9:17.0,Personal foul by R. Rubio,,65,53
224,3,9:11.0,Personal foul by K. Towns,,65,53
225,3,9:03.0,K. Leonard makes 2-pt jump shot from 19 ft,,67,53
226,3,8:56.0,,Minnesota full timeout,67,53
227,3,8:45.0,,A. Wiggins misses 2-pt layup from 2 ft,67,53
228,3,8:44.0,Defensive rebound by K. Leonard,,67,53
229,3,8:35.0,K. Leonard misses 2-pt jump shot from 8 ft,,67,53
230,3,8:32.0,,Defensive rebound by G. Dieng,67,53
231,3,8:30.0,Violation by D. West (kicked ball),,67,53
232,3,8:22.0,,Turnover by K. Towns (bad pass; steal by D. Green),67,53
233,3,8:03.0,A. Miller makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,70,53
234,3,7:38.0,,Turnover by R. Rubio (traveling),70,53
235,3,7:21.0,K. Leonard makes 2-pt jump shot from 6 ft (assist by L. Aldridge),,72,53
236,3,7:01.0,,K. Towns makes 2-pt layup from 1 ft,72,55
237,3,6:54.0,D. West makes 2-pt layup at rim (assist by D. Green),,74,55
238,3,6:41.0,,A. Wiggins misses 2-pt jump shot from 21 ft,74,55
239,3,6:38.0,Defensive rebound by D. West,,74,55
240,3,6:25.0,L. Aldridge makes 2-pt layup from 2 ft,,76,55
241,3,6:21.0,,Minnesota full timeout,76,55
242,3,6:05.0,,G. Dieng misses 2-pt jump shot from 17 ft,76,55
243,3,6:04.0,Defensive rebound by D. Green,,76,55
244,3,5:51.0,Shooting foul by R. Rubio (drawn by A. Miller),,76,55
245,3,5:51.0,A. Miller makes free throw 1 of 2,,77,55
246,3,5:51.0,,T. Jones enters the game for R. Rubio,77,55
247,3,5:51.0,K. Anderson enters the game for K. Leonard,,77,55
248,3,5:51.0,A. Miller makes free throw 2 of 2,,78,55
249,3,5:41.0,,Z. LaVine makes 2-pt jump shot from 18 ft,78,57
250,3,5:16.0,D. Green misses 3-pt jump shot from 26 ft,,78,57
251,3,5:15.0,,Defensive rebound by G. Dieng,78,57
252,3,5:05.0,,A. Wiggins misses 2-pt jump shot from 19 ft,78,57
253,3,5:04.0,Defensive rebound by A. Miller,,78,57
254,3,4:59.0,Shooting foul by G. Dieng (drawn by L. Aldridge),,78,57
255,3,4:59.0,L. Aldridge makes free throw 1 of 2,,79,57
256,3,4:59.0,P. Mills enters the game for A. Miller,,79,57
257,3,4:59.0,B. Diaw enters the game for D. West,,79,57
258,3,4:59.0,L. Aldridge makes free throw 2 of 2,,80,57
259,3,4:42.0,,Z. LaVine makes 2-pt layup at rim,80,59
260,3,4:26.0,L. Aldridge makes 2-pt jump shot from 21 ft (assist by K. Anderson),,82,59
261,3,4:07.0,,A. Wiggins makes 2-pt jump shot from 3 ft (assist by T. Jones),82,61
262,3,4:07.0,,Shooting foul by K. Anderson (drawn by A. Wiggins),82,61
263,3,4:07.0,,A. Payne enters the game for G. Dieng,82,61
264,3,4:07.0,,A. Wiggins makes free throw 1 of 1,82,62
265,3,3:50.0,B. Diaw makes 2-pt jump shot from 19 ft (assist by D. Green),,84,62
266,3,3:25.0,,A. Wiggins misses 2-pt jump shot from 22 ft,84,62
267,3,3:25.0,Defensive rebound by B. Diaw,,84,62
268,3,3:15.0,K. Anderson misses 2-pt jump shot from 4 ft,,84,62
269,3,3:14.0,,Defensive rebound by A. Wiggins,84,62
270,3,3:10.0,,Turnover by A. Wiggins (bad pass; steal by B. Diaw),84,62
271,3,3:04.0,L. Aldridge makes 2-pt layup from 1 ft (assist by B. Diaw),,86,62
272,3,2:43.0,,Z. LaVine makes 2-pt jump shot from 20 ft (assist by A. Payne),86,64
273,3,2:24.0,D. Green misses 2-pt jump shot from 21 ft,,86,64
274,3,2:23.0,Offensive rebound by K. Anderson,,86,64
275,3,2:12.0,Turnover by K. Anderson (lost ball; steal by A. Payne),,86,64
276,3,2:07.0,,K. Towns makes 2-pt layup from 1 ft (assist by T. Jones),86,66
277,3,2:07.0,San Antonio full timeout,,86,66
278,3,2:07.0,J. Simmons enters the game for D. Green,,86,66
279,3,2:07.0,,S. Muhammad enters the game for A. Wiggins,86,66
280,3,2:07.0,D. West enters the game for L. Aldridge,,86,66
281,3,1:52.0,P. Mills makes 3-pt jump shot from 25 ft (assist by K. Anderson),,89,66
282,3,1:36.0,,Shooting foul by B. Diaw (drawn by S. Muhammad),89,66
283,3,1:36.0,,S. Muhammad makes free throw 1 of 2,89,67
284,3,1:36.0,,S. Muhammad makes free throw 2 of 2,89,68
285,3,1:16.0,B. Diaw makes 2-pt jump shot from 4 ft,,91,68
286,3,1:03.0,,K. Towns misses 2-pt jump shot from 19 ft,91,68
287,3,1:02.0,Defensive rebound by P. Mills,,91,68
288,3,0:57.0,P. Mills misses 3-pt jump shot from 24 ft,,91,68
289,3,0:56.0,Offensive rebound by J. Simmons,,91,68
290,3,0:42.0,,Violation by Z. LaVine (kicked ball),91,68
291,3,0:42.0,,G. Dieng enters the game for K. Towns,91,68
292,3,0:32.0,D. West makes 2-pt jump shot from 9 ft,,93,68
293,3,0:09.0,,Turnover by G. Dieng (lost ball; steal by K. Anderson),93,68
294,3,0:03.0,J. Simmons misses 2-pt layup at rim,,93,68
295,3,0:02.0,,Defensive rebound by Team,93,68
296,4,11:44.0,,A. Wiggins misses 2-pt jump shot from 17 ft,93,68
297,4,11:43.0,Defensive rebound by K. Anderson,,93,68
298,4,11:41.0,Turnover by K. Anderson (step out of bounds),,93,68
299,4,11:22.0,,Turnover by A. Payne (bad pass; steal by B. Diaw),93,68
300,4,11:15.0,P. Mills misses 3-pt jump shot from 23 ft,,93,68
301,4,11:14.0,,Defensive rebound by A. Wiggins,93,68
302,4,11:05.0,,T. Jones misses 3-pt jump shot from 28 ft,93,68
303,4,11:04.0,Defensive rebound by D. West,,93,68
304,4,11:02.0,,Violation by G. Dieng (kicked ball),93,68
305,4,10:52.0,B. Diaw misses 2-pt jump shot from 3 ft (block by G. Dieng),,93,68
306,4,10:51.0,,Defensive rebound by S. Muhammad,93,68
307,4,10:49.0,,Shooting block foul by J. Simmons (drawn by S. Muhammad),93,68
308,4,10:49.0,,S. Muhammad makes free throw 1 of 2,93,69
309,4,10:49.0,,S. Muhammad makes free throw 2 of 2,93,70
310,4,10:33.0,,Offensive charge foul by P. Mills (drawn by T. Jones),93,70
311,4,10:33.0,Turnover by P. Mills (offensive foul),,93,70
312,4,10:21.0,,A. Wiggins misses 2-pt jump shot from 20 ft,93,70
313,4,10:20.0,Defensive rebound by K. Anderson,,93,70
314,4,10:16.0,Turnover by K. Anderson (bad pass; steal by G. Dieng),,93,70
315,4,10:08.0,,A. Wiggins makes 2-pt layup from 1 ft,93,72
316,4,10:08.0,San Antonio full timeout,,93,72
317,4,10:08.0,D. Green enters the game for P. Mills,,93,72
318,4,10:08.0,M. Bonner enters the game for B. Diaw,,93,72
319,4,10:08.0,A. Miller enters the game for K. Anderson,,93,72
320,4,9:48.0,D. West misses 2-pt jump shot from 20 ft,,93,72
321,4,9:47.0,,Defensive rebound by A. Wiggins,93,72
322,4,9:27.0,,G. Dieng misses 2-pt hook shot from 6 ft,93,72
323,4,9:25.0,Defensive rebound by M. Bonner,,93,72
324,4,9:18.0,J. Simmons makes 2-pt dunk at rim (assist by A. Miller),,95,72
325,4,9:04.0,,G. Dieng misses 2-pt jump shot from 15 ft,95,72
326,4,9:03.0,Defensive rebound by D. Green,,95,72
327,4,9:00.0,Turnover by D. Green (bad pass),,95,72
328,4,8:46.0,,A. Wiggins makes 2-pt dunk at rim (assist by A. Payne),95,74
329,4,8:30.0,M. Bonner makes 3-pt jump shot from 24 ft (assist by D. West),,98,74
330,4,8:14.0,,A. Payne makes 2-pt layup from 2 ft (assist by T. Jones),98,76
331,4,8:01.0,A. Miller makes 2-pt layup from 2 ft,,100,76
332,4,7:46.0,,Turnover by A. Wiggins (bad pass; steal by J. Simmons),100,76
333,4,7:42.0,J. Simmons makes 2-pt layup from 1 ft,,102,76
334,4,7:42.0,,Minnesota full timeout,102,76
335,4,7:42.0,,K. Towns enters the game for A. Payne,102,76
336,4,7:30.0,,T. Jones makes 3-pt jump shot from 25 ft,102,79
337,4,7:09.0,D. West makes 2-pt layup from 1 ft (assist by A. Miller),,104,79
338,4,7:05.0,,Offensive foul by G. Dieng (drawn by A. Miller),104,79
339,4,7:05.0,,Turnover by G. Dieng (offensive foul),104,79
340,4,6:46.0,,D. Rudež enters the game for G. Dieng,104,79
341,4,6:43.0,Turnover by D. West (bad pass; steal by A. Wiggins),,104,79
342,4,6:40.0,,Shooting foul by D. Green (drawn by S. Muhammad),104,79
343,4,6:40.0,,S. Muhammad makes free throw 1 of 2,104,80
344,4,6:40.0,,S. Muhammad misses free throw 2 of 2,104,80
345,4,6:40.0,Defensive rebound by M. Bonner,,104,80
346,4,6:22.0,D. West makes 2-pt layup from 1 ft (assist by M. Bonner),,106,80
347,4,6:08.0,,A. Wiggins misses 2-pt jump shot from 3 ft (block by D. Green),106,80
348,4,6:07.0,,Offensive rebound by Team,106,80
349,4,6:07.0,K. Anderson enters the game for D. Green,,106,80
350,4,6:00.0,,A. Wiggins makes 2-pt layup from 3 ft (assist by S. Muhammad),106,82
351,4,5:31.0,M. Bonner makes 2-pt jump shot from 21 ft,,108,82
352,4,5:26.0,,K. Towns makes 2-pt dunk at rim (assist by T. Jones),108,84
353,4,5:08.0,Personal foul by A. Wiggins,,108,84
354,4,5:08.0,R. Butler enters the game for A. Miller,,108,84
355,4,5:08.0,B. Marjanović enters the game for D. West,,108,84
356,4,5:00.0,J. Simmons misses 2-pt layup from 1 ft,,108,84
357,4,4:59.0,Offensive rebound by B. Marjanović,,108,84
358,4,4:48.0,B. Marjanović misses 2-pt jump shot from 8 ft,,108,84
359,4,4:47.0,,Defensive rebound by K. Towns,108,84
360,4,4:37.0,,T. Jones makes 2-pt jump shot from 6 ft,108,86
361,4,4:19.0,M. Bonner misses 3-pt jump shot from 25 ft,,108,86
362,4,4:18.0,Offensive rebound by B. Marjanović,,108,86
363,4,4:17.0,B. Marjanović misses 2-pt dunk at rim,,108,86
364,4,4:15.0,,Defensive rebound by D. Rudež,108,86
365,4,4:02.0,,K. Towns misses 2-pt jump shot from 20 ft,108,86
366,4,4:01.0,Defensive rebound by J. Simmons,,108,86
367,4,3:44.0,M. Bonner misses 3-pt jump shot from 25 ft,,108,86
368,4,3:43.0,,Defensive rebound by A. Wiggins,108,86
369,4,3:43.0,,Personal foul by K. Anderson,108,86
370,4,3:32.0,,Turnover by A. Wiggins (lost ball; steal by K. Anderson),108,86
371,4,3:30.0,Turnover by K. Anderson (step out of bounds),,108,86
372,4,3:25.0,,A. Wiggins makes 2-pt layup from 1 ft,108,88
373,4,3:25.0,,Shooting foul by K. Anderson (drawn by A. Wiggins),108,88
374,4,3:25.0,,A. Wiggins makes free throw 1 of 1,108,89
375,4,3:00.0,K. Anderson makes 2-pt jump shot from 18 ft,,110,89
376,4,2:47.0,,K. Towns misses 2-pt jump shot from 21 ft,110,89
377,4,2:46.0,Defensive rebound by K. Anderson,,110,89
378,4,2:27.0,R. Butler misses 3-pt jump shot from 26 ft,,110,89
379,4,2:26.0,,Defensive rebound by D. Rudež,110,89
380,4,2:14.0,,A. Wiggins makes 2-pt jump shot from 20 ft,110,91
381,4,1:55.0,Shooting foul by S. Muhammad (drawn by J. Simmons),,110,91
382,4,1:55.0,San Antonio full timeout,,110,91
383,4,1:55.0,,Z. LaVine enters the game for A. Wiggins,110,91
384,4,1:55.0,,A. Payne enters the game for K. Towns,110,91
385,4,1:55.0,J. Simmons makes free throw 1 of 2,,111,91
386,4,1:55.0,J. Simmons makes free throw 2 of 2,,112,91
