,QUARTER,TIME_REMAINING,CHICAGO_ACTION,LA LAKERS_ACTION,CHICAGO_SCORE,LA LAKERS_SCORE
119,2,8:46.0,D. Rose makes 2-pt jump shot from 8 ft,,41,22
120,2,8:31.0,,K. Bryant makes 2-pt jump shot from 11 ft,41,24
121,2,8:15.0,D. Rose misses 3-pt jump shot from 23 ft,,41,24
122,2,8:14.0,,Defensive rebound by D. Russell,41,24
123,2,8:13.0,Violation by T. Gibson (kicked ball),,41,24
124,2,8:13.0,Official timeout,,41,24
125,2,8:05.0,,Turnover by L. Nance (lost ball; steal by B. Portis),41,24
126,2,7:59.0,D. McDermott makes 2-pt layup at rim (assist by B. Portis),,43,24
127,2,7:46.0,,Shooting foul by B. Portis (drawn by L. Nance),43,24
128,2,7:46.0,,L. Nance makes free throw 1 of 2,43,25
129,2,7:46.0,,L. Nance misses free throw 2 of 2,43,25
130,2,7:45.0,Defensive rebound by D. McDermott,,43,25
131,2,7:29.0,D. McDermott misses 3-pt jump shot from 22 ft,,43,25
132,2,7:28.0,,Defensive rebound by K. Bryant,43,25
133,2,7:16.0,,B. Bass makes 2-pt dunk at rim (assist by D. Russell),43,27
134,2,7:01.0,T. Gibson misses 2-pt jump shot from 16 ft,,43,27
135,2,7:00.0,,Defensive rebound by K. Bryant,43,27
136,2,6:56.0,,Turnover by K. Bryant (bad pass; steal by T. Gibson),43,27
137,2,6:49.0,Turnover by T. Gibson (lost ball; steal by K. Bryant),,43,27
138,2,6:42.0,,N. Young makes 3-pt jump shot from 23 ft (assist by B. Bass),43,30
139,2,6:42.0,Chicago full timeout,,43,30
140,2,6:42.0,,J. Randle enters the game for L. Nance,43,30
141,2,6:42.0,J. Butler enters the game for D. McDermott,,43,30
142,2,6:29.0,Personal foul by K. Bryant (drawn by B. Portis),,43,30
143,2,6:22.0,J. Butler makes 2-pt jump shot from 18 ft,,45,30
144,2,6:07.0,,K. Bryant misses 3-pt jump shot from 24 ft,45,30
145,2,6:05.0,Defensive rebound by T. Gibson,,45,30
146,2,6:01.0,Turnover by D. Rose (bad pass; steal by J. Randle),,45,30
147,2,5:42.0,,D. Russell misses 3-pt jump shot from 24 ft,45,30
148,2,5:41.0,Defensive rebound by B. Portis,,45,30
149,2,5:26.0,D. Rose misses 3-pt jump shot from 24 ft,,45,30
150,2,5:25.0,,Defensive rebound by J. Randle,45,30
151,2,5:19.0,,B. Bass makes 2-pt layup at rim (assist by D. Russell),45,32
152,2,5:03.0,J. Butler misses 2-pt jump shot from 13 ft,,45,32
153,2,5:01.0,Offensive rebound by B. Portis,,45,32
154,2,4:52.0,J. Butler makes 2-pt layup from 1 ft,,47,32
155,2,4:36.0,Violation by D. Rose (kicked ball),,47,32
156,2,4:36.0,P. Gasol enters the game for B. Portis,,47,32
157,2,4:36.0,,J. Clarkson enters the game for D. Russell,47,32
158,2,4:36.0,,R. Hibbert enters the game for B. Bass,47,32
159,2,4:25.0,,K. Bryant makes 3-pt jump shot from 23 ft (assist by R. Hibbert),47,35
160,2,4:12.0,P. Gasol makes 2-pt jump shot from 14 ft (assist by D. Rose),,49,35
161,2,3:55.0,A. Brooks enters the game for D. Rose,,49,35
162,2,3:42.0,,R. Hibbert misses 2-pt jump shot from 16 ft,49,35
163,2,3:41.0,Defensive rebound by T. Gibson,,49,35
164,2,3:31.0,P. Gasol makes 2-pt jump shot from 18 ft (assist by J. Butler),,51,35
165,2,3:16.0,,Shooting foul by T. Gibson (drawn by J. Randle),51,35
166,2,3:16.0,,J. Randle makes free throw 1 of 2,51,36
167,2,3:16.0,,J. Randle makes free throw 2 of 2,51,37
168,2,2:55.0,Turnover by E. Moore (bad pass),,51,37
169,2,2:55.0,,LA Lakers full timeout,51,37
170,2,2:37.0,,K. Bryant misses 3-pt jump shot from 24 ft,51,37
171,2,2:35.0,Defensive rebound by P. Gasol,,51,37
172,2,2:20.0,J. Butler makes 3-pt jump shot from 23 ft (assist by P. Gasol),,54,37
173,2,2:01.0,,LA Lakers full timeout,54,37
174,2,2:01.0,,D. Russell enters the game for K. Bryant,54,37
175,2,2:01.0,,A. Brown enters the game for N. Young,54,37
176,2,1:54.0,,Turnover by Team (shot clock),54,37
177,2,1:34.0,P. Gasol misses 2-pt jump shot from 13 ft,,54,37
178,2,1:32.0,Offensive rebound by J. Butler,,54,37
179,2,1:21.0,J. Butler makes 2-pt dunk at rim (assist by P. Gasol),,56,37
180,2,1:01.0,,J. Clarkson misses 2-pt jump shot from 3 ft,56,37
181,2,1:00.0,,Offensive rebound by R. Hibbert,56,37
182,2,0:59.0,,R. Hibbert misses 2-pt layup from 2 ft (block by T. Gibson),56,37
183,2,0:56.0,,Offensive rebound by J. Clarkson,56,37
184,2,0:53.0,,D. Russell makes 3-pt jump shot from 24 ft (assist by J. Clarkson),56,40
185,2,0:43.0,A. Brooks misses 2-pt jump shot from 3 ft,,56,40
186,2,0:42.0,,Defensive rebound by D. Russell,56,40
187,2,0:35.0,,A. Brown misses 3-pt jump shot from 24 ft,56,40
188,2,0:30.0,Defensive rebound by P. Gasol,,56,40
189,2,0:28.0,T. Gibson makes 2-pt dunk at rim (assist by J. Butler),,58,40
190,2,0:08.0,,J. Clarkson misses 2-pt jump shot from 14 ft (block by E. Moore),58,40
191,2,0:07.0,Defensive rebound by A. Brooks,,58,40
192,2,0:02.0,A. Brooks misses 2-pt jump shot from 17 ft,,58,40
193,2,0:01.0,Offensive rebound by P. Gasol,,58,40
194,2,0:01.0,P. Gasol misses 2-pt jump shot from 13 ft,,58,40
195,2,0:00.0,Offensive rebound by Team,,58,40
196,3,11:38.0,,K. Bryant misses 3-pt jump shot from 25 ft,58,40
197,3,11:36.0,Defensive rebound by D. Rose,,58,40
198,3,11:28.0,T. Gibson misses 2-pt jump shot from 13 ft,,58,40
199,3,11:25.0,,Defensive rebound by J. Randle,58,40
200,3,11:09.0,,J. Clarkson misses 2-pt jump shot from 13 ft,58,40
201,3,11:08.0,Defensive rebound by T. Gibson,,58,40
202,3,10:52.0,D. Rose makes 2-pt hook shot from 3 ft,,60,40
203,3,10:35.0,,R. Hibbert makes 2-pt jump shot from 12 ft (assist by J. Clarkson),60,42
204,3,10:21.0,T. Gibson misses 2-pt jump shot from 11 ft,,60,42
205,3,10:20.0,,Defensive rebound by J. Clarkson,60,42
206,3,10:16.0,,J. Randle makes 2-pt dunk at rim (assist by J. Clarkson),60,44
207,3,9:49.0,P. Gasol misses 2-pt jump shot from 15 ft,,60,44
208,3,9:48.0,,Defensive rebound by A. Brown,60,44
209,3,9:39.0,,K. Bryant makes 3-pt jump shot from 24 ft,60,47
210,3,9:16.0,D. Rose misses 2-pt jump shot from 13 ft,,60,47
211,3,9:15.0,,Defensive rebound by A. Brown,60,47
212,3,9:03.0,,R. Hibbert misses 2-pt hook shot from 3 ft,60,47
213,3,9:01.0,,Offensive rebound by J. Clarkson,60,47
214,3,8:59.0,,J. Clarkson misses 2-pt layup at rim,60,47
215,3,8:59.0,Defensive rebound by J. Butler,,60,47
216,3,8:59.0,Personal foul by J. Randle (drawn by J. Butler),,60,47
217,3,8:51.0,Shooting foul by R. Hibbert (drawn by D. Rose),,60,47
218,3,8:51.0,D. Rose makes free throw 1 of 2,,61,47
219,3,8:51.0,D. Rose makes free throw 2 of 2,,62,47
220,3,8:37.0,,K. Bryant misses 2-pt jump shot from 16 ft,62,47
221,3,8:34.0,Defensive rebound by P. Gasol,,62,47
222,3,8:34.0,Personal block foul by K. Bryant (drawn by D. Rose),,62,47
223,3,8:22.0,P. Gasol makes 2-pt layup from 2 ft (assist by T. Gibson),,64,47
224,3,8:11.0,,J. Clarkson makes 2-pt jump shot from 6 ft (assist by K. Bryant),64,49
225,3,8:00.0,P. Gasol makes 2-pt layup from 1 ft (assist by D. Rose),,66,49
226,3,8:00.0,Shooting foul by R. Hibbert (drawn by P. Gasol),,66,49
227,3,8:00.0,P. Gasol makes free throw 1 of 1,,67,49
228,3,7:47.0,,Turnover by J. Randle (lost ball; steal by D. Rose),67,49
229,3,7:43.0,Shooting foul by A. Brown (drawn by E. Moore),,67,49
230,3,7:43.0,E. Moore makes free throw 1 of 2,,68,49
231,3,7:43.0,E. Moore makes free throw 2 of 2,,69,49
232,3,7:36.0,,K. Bryant makes 2-pt jump shot from 15 ft,69,51
233,3,7:19.0,J. Butler makes 2-pt layup from 1 ft (assist by P. Gasol),,71,51
234,3,7:19.0,Shooting foul by R. Hibbert (drawn by J. Butler),,71,51
235,3,7:19.0,J. Butler makes free throw 1 of 1,,72,51
236,3,7:10.0,,J. Clarkson makes 2-pt jump shot from 6 ft,72,53
237,3,7:10.0,,Shooting foul by P. Gasol (drawn by J. Clarkson),72,53
238,3,7:10.0,,J. Clarkson misses free throw 1 of 1,72,53
239,3,7:08.0,Defensive rebound by P. Gasol,,72,53
240,3,6:44.0,P. Gasol misses 2-pt jump shot from 20 ft,,72,53
241,3,6:44.0,Offensive rebound by Team,,72,53
242,3,6:44.0,Turnover by Team (shot clock),,72,53
243,3,6:28.0,,J. Randle makes 2-pt layup from 2 ft (assist by A. Brown),72,55
244,3,6:16.0,Shooting foul by R. Hibbert (drawn by P. Gasol),,72,55
245,3,6:16.0,P. Gasol makes free throw 1 of 2,,73,55
246,3,6:16.0,,B. Bass enters the game for R. Hibbert,73,55
247,3,6:16.0,P. Gasol makes free throw 2 of 2,,74,55
248,3,6:04.0,,J. Clarkson makes 3-pt jump shot from 24 ft (assist by J. Randle),74,58
249,3,5:51.0,Chicago full timeout,,74,58
250,3,5:51.0,D. McDermott enters the game for E. Moore,,74,58
251,3,5:43.0,T. Gibson makes 2-pt jump shot from 16 ft (assist by J. Butler),,76,58
252,3,5:23.0,,K. Bryant misses 3-pt jump shot from 25 ft,76,58
253,3,5:22.0,Defensive rebound by P. Gasol,,76,58
254,3,5:18.0,J. Butler makes 2-pt dunk at rim (assist by D. Rose),,78,58
255,3,5:08.0,,J. Randle makes 2-pt layup from 1 ft,78,60
256,3,4:51.0,P. Gasol makes 2-pt jump shot from 15 ft (assist by J. Butler),,80,60
257,3,4:40.0,,K. Bryant misses 2-pt jump shot from 15 ft,80,60
258,3,4:35.0,Defensive rebound by D. Rose,,80,60
259,3,4:31.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by J. Butler),,83,60
260,3,4:20.0,,J. Clarkson misses 2-pt jump shot from 4 ft,83,60
261,3,4:18.0,Defensive rebound by D. Rose,,83,60
262,3,4:11.0,D. McDermott misses 2-pt jump shot from 17 ft,,83,60
263,3,4:07.0,,Defensive rebound by J. Randle,83,60
264,3,3:59.0,,A. Brown makes 3-pt jump shot from 24 ft (assist by K. Bryant),83,63
265,3,3:34.0,D. McDermott makes 3-pt jump shot from 23 ft (assist by J. Butler),,86,63
266,3,3:21.0,,Shooting foul by T. Gibson (drawn by J. Randle),86,63
267,3,3:21.0,,J. Randle makes free throw 1 of 2,86,64
268,3,3:21.0,A. Brooks enters the game for D. Rose,,86,64
269,3,3:21.0,B. Portis enters the game for T. Gibson,,86,64
270,3,3:21.0,,D. Russell enters the game for K. Bryant,86,64
271,3,3:21.0,,N. Young enters the game for J. Clarkson,86,64
272,3,3:21.0,,J. Randle makes free throw 2 of 2,86,65
273,3,2:57.0,J. Butler misses 2-pt jump shot from 16 ft,,86,65
274,3,2:53.0,,Defensive rebound by J. Randle,86,65
275,3,2:49.0,,Shooting foul by B. Portis (drawn by J. Randle),86,65
276,3,2:49.0,,LA Lakers full timeout,86,65
277,3,2:49.0,,J. Randle makes free throw 1 of 2,86,66
278,3,2:49.0,,J. Randle makes free throw 2 of 2,86,67
279,3,2:36.0,J. Butler misses 2-pt layup from 1 ft,,86,67
280,3,2:31.0,,Defensive rebound by J. Randle,86,67
281,3,2:25.0,,J. Randle makes 2-pt jump shot from 5 ft,86,69
282,3,2:11.0,D. McDermott misses 2-pt layup from 1 ft (block by J. Randle),,86,69
283,3,2:09.0,,Defensive rebound by J. Randle,86,69
284,3,2:07.0,,L. Nance enters the game for J. Randle,86,69
285,3,2:04.0,,Turnover by A. Brown (bad pass; steal by B. Portis),86,69
286,3,1:58.0,D. McDermott misses 3-pt jump shot from 24 ft,,86,69
287,3,1:56.0,Offensive rebound by B. Portis,,86,69
288,3,1:51.0,P. Gasol makes 2-pt layup at rim,,88,69
289,3,1:36.0,,L. Nance misses 2-pt jump shot from 17 ft,88,69
290,3,1:35.0,Defensive rebound by A. Brooks,,88,69
291,3,1:28.0,Shooting foul by L. Nance (drawn by J. Butler),,88,69
292,3,1:28.0,J. Butler makes free throw 1 of 2,,89,69
293,3,1:28.0,J. Butler makes free throw 2 of 2,,90,69
294,3,1:13.0,,D. Russell misses 2-pt jump shot from 18 ft,90,69
295,3,1:12.0,Defensive rebound by J. Butler,,90,69
296,3,0:52.0,E. Moore enters the game for J. Butler,,90,69
297,3,0:50.0,D. McDermott misses 2-pt jump shot from 13 ft,,90,69
298,3,0:46.0,,Defensive rebound by B. Bass,90,69
299,3,0:39.0,,N. Young misses 3-pt jump shot from 24 ft,90,69
300,3,0:38.0,,Offensive rebound by B. Bass,90,69
301,3,0:37.0,,Shooting foul by P. Gasol (drawn by B. Bass),90,69
302,3,0:37.0,,B. Bass makes free throw 1 of 2,90,70
303,3,0:37.0,,B. Bass makes free throw 2 of 2,90,71
304,3,0:28.0,P. Gasol misses 2-pt layup from 2 ft,,90,71
305,3,0:25.0,Offensive rebound by E. Moore,,90,71
306,3,0:03.0,A. Brooks misses 3-pt jump shot from 25 ft,,90,71
307,3,0:00.0,Offensive rebound by Team,,90,71
308,4,11:42.0,Turnover by A. Brooks (bad pass),,90,71
309,4,11:34.0,,Personal foul by D. McDermott (drawn by A. Brown),90,71
310,4,11:16.0,,D. Russell misses 2-pt jump shot from 20 ft,90,71
311,4,11:15.0,Defensive rebound by T. Gibson,,90,71
312,4,11:07.0,,Offensive charge foul by D. McDermott (drawn by L. Nance),90,71
313,4,11:07.0,Turnover by D. McDermott (offensive foul),,90,71
314,4,10:51.0,,A. Brown makes 2-pt jump shot from 12 ft (assist by L. Nance),90,73
315,4,10:38.0,B. Portis misses 2-pt jump shot from 18 ft,,90,73
316,4,10:36.0,,Defensive rebound by L. Nance,90,73
317,4,10:27.0,,L. Nance makes 2-pt dunk at rim (assist by B. Bass),90,75
318,4,10:13.0,A. Brooks misses 2-pt jump shot from 17 ft (block by B. Bass),,90,75
319,4,10:11.0,,Defensive rebound by B. Bass,90,75
320,4,10:09.0,,B. Bass misses 2-pt jump shot from 4 ft,90,75
321,4,10:07.0,,Offensive rebound by N. Young,90,75
322,4,10:06.0,,N. Young misses 2-pt jump shot from 5 ft,90,75
323,4,10:04.0,,Offensive rebound by L. Nance,90,75
324,4,10:02.0,,L. Nance misses 2-pt hook shot from 3 ft,90,75
325,4,10:01.0,,Offensive rebound by L. Nance,90,75
326,4,9:59.0,,N. Young misses 3-pt jump shot from 25 ft,90,75
327,4,9:58.0,,Offensive rebound by L. Nance,90,75
328,4,9:56.0,,L. Nance makes 2-pt layup from 1 ft,90,77
329,4,9:55.0,Chicago full timeout,,90,77
330,4,9:55.0,D. Rose enters the game for A. Brooks,,90,77
331,4,9:31.0,D. Rose makes 2-pt jump shot from 11 ft,,92,77
332,4,9:11.0,,A. Brown misses 2-pt jump shot from 4 ft (block by T. Gibson),92,77
333,4,9:09.0,Defensive rebound by D. McDermott,,92,77
334,4,8:55.0,E. Moore misses 2-pt jump shot from 7 ft,,92,77
335,4,8:52.0,Offensive rebound by T. Gibson,,92,77
336,4,8:50.0,T. Gibson misses 2-pt hook shot from 4 ft,,92,77
337,4,8:47.0,Offensive rebound by T. Gibson,,92,77
338,4,8:47.0,T. Gibson misses 2-pt layup at rim,,92,77
339,4,8:45.0,Offensive rebound by B. Portis,,92,77
340,4,8:42.0,B. Portis makes 2-pt layup at rim,,94,77
341,4,8:37.0,,N. Young makes 3-pt jump shot from 25 ft (assist by D. Russell),94,80
342,4,8:25.0,Shooting foul by B. Bass (drawn by T. Gibson),,94,80
343,4,8:25.0,T. Gibson misses free throw 1 of 2,,94,80
344,4,8:25.0,Offensive rebound by Team,,94,80
345,4,8:25.0,T. Gibson makes free throw 2 of 2,,95,80
346,4,8:14.0,,D. Russell misses 3-pt jump shot from 24 ft,95,80
347,4,8:13.0,Defensive rebound by D. Rose,,95,80
348,4,7:59.0,Personal foul by N. Young (drawn by E. Moore),,95,80
349,4,7:54.0,D. McDermott misses 3-pt jump shot from 24 ft,,95,80
350,4,7:53.0,,Defensive rebound by B. Bass,95,80
351,4,7:48.0,,A. Brown misses 3-pt jump shot from 24 ft,95,80
352,4,7:46.0,,Offensive rebound by N. Young,95,80
353,4,7:43.0,,Turnover by N. Young (bad pass; steal by E. Moore),95,80
354,4,7:37.0,D. McDermott misses 2-pt layup from 2 ft (block by B. Bass),,95,80
355,4,7:37.0,,Defensive rebound by Team,95,80
356,4,7:23.0,,N. Young misses 3-pt jump shot from 24 ft,95,80
357,4,7:22.0,Defensive rebound by T. Gibson,,95,80
358,4,7:07.0,D. Rose misses 2-pt jump shot from 4 ft,,95,80
359,4,7:02.0,,Defensive rebound by D. Russell,95,80
360,4,6:58.0,,A. Brown misses 3-pt jump shot from 22 ft,95,80
361,4,6:55.0,Defensive rebound by B. Portis,,95,80
362,4,6:41.0,E. Moore misses 2-pt jump shot from 8 ft,,95,80
363,4,6:39.0,,Defensive rebound by A. Brown,95,80
364,4,6:31.0,,D. Russell misses 2-pt jump shot from 5 ft,95,80
365,4,6:27.0,Defensive rebound by T. Gibson,,95,80
366,4,6:26.0,Personal foul by L. Nance (drawn by D. Rose),,95,80
367,4,6:26.0,P. Gasol enters the game for B. Portis,,95,80
368,4,6:26.0,J. Butler enters the game for D. McDermott,,95,80
369,4,6:26.0,,J. Clarkson enters the game for D. Russell,95,80
370,4,6:26.0,,J. Randle enters the game for B. Bass,95,80
371,4,6:19.0,J. Butler makes 2-pt dunk at rim (assist by P. Gasol),,97,80
372,4,6:05.0,,Turnover by J. Clarkson (bad pass; steal by J. Butler),97,80
373,4,5:59.0,E. Moore makes 2-pt layup from 1 ft (assist by D. Rose),,99,80
374,4,5:52.0,,LA Lakers full timeout,99,80
375,4,5:31.0,,J. Randle misses 2-pt jump shot from 18 ft,99,80
376,4,5:30.0,Defensive rebound by D. Rose,,99,80
377,4,5:13.0,T. Gibson makes 2-pt dunk at rim (assist by J. Butler),,101,80
378,4,5:02.0,,Personal foul by D. Rose (drawn by J. Clarkson),101,80
379,4,5:02.0,D. McDermott enters the game for J. Butler,,101,80
380,4,5:02.0,T. Snell enters the game for E. Moore,,101,80
381,4,5:02.0,,M. Huertas enters the game for J. Randle,101,80
382,4,5:02.0,,T. Black enters the game for J. Clarkson,101,80
383,4,5:02.0,,R. Kelly enters the game for L. Nance,101,80
384,4,4:54.0,,M. Huertas misses 2-pt jump shot from 3 ft,101,80
385,4,4:51.0,,Offensive rebound by M. Huertas,101,80
386,4,4:45.0,,N. Young misses 2-pt jump shot from 18 ft,101,80
387,4,4:43.0,Defensive rebound by D. Rose,,101,80
388,4,4:38.0,D. Rose misses 2-pt jump shot from 18 ft,,101,80
