,QUARTER,TIME_REMAINING,BOSTON_ACTION,MINNESOTA_ACTION,BOSTON_SCORE,MINNESOTA_SCORE
99,1,0:21.0,,Turnover by A. Wiggins (lost ball; steal by E. Turner),19,31
100,1,0:17.0,J. Crowder misses 2-pt layup from 1 ft,,19,31
101,1,0:16.0,Offensive rebound by M. Smart,,19,31
102,1,0:16.0,M. Smart makes 2-pt dunk at rim,,21,31
103,1,0:03.0,,Turnover by Z. LaVine (bad pass; steal by J. Crowder),21,31
104,1,0:02.0,Clear path foul by T. Jones,,21,31
105,1,0:02.0,M. Smart makes clear path free throw 1 of 2,,22,31
106,1,0:02.0,M. Smart makes clear path free throw 2 of 2,,23,31
107,2,11:49.0,M. Smart misses 2-pt layup from 1 ft,,23,31
108,2,11:48.0,,Defensive rebound by K. Martin,23,31
109,2,11:36.0,,Offensive foul by K. Martin (drawn by J. Jerebko),23,31
110,2,11:36.0,,Turnover by K. Martin (offensive foul),23,31
111,2,11:24.0,T. Zeller misses 2-pt layup from 2 ft,,23,31
112,2,11:23.0,Offensive rebound by T. Zeller,,23,31
113,2,11:22.0,T. Zeller makes 2-pt layup from 1 ft,,25,31
114,2,10:56.0,,T. Jones misses 3-pt jump shot from 24 ft,25,31
115,2,10:55.0,,Offensive rebound by G. Dieng,25,31
116,2,10:41.0,,T. Prince misses 2-pt jump shot from 18 ft,25,31
117,2,10:40.0,Defensive rebound by E. Turner,,25,31
118,2,10:36.0,Shooting foul by K. Martin (drawn by T. Zeller),,25,31
119,2,10:36.0,T. Zeller makes free throw 1 of 2,,26,31
120,2,10:36.0,,A. Payne enters the game for T. Prince,26,31
121,2,10:36.0,T. Zeller makes free throw 2 of 2,,27,31
122,2,10:13.0,,T. Jones misses 2-pt jump shot from 12 ft (block by J. Jerebko),27,31
123,2,10:11.0,Defensive rebound by E. Turner,,27,31
124,2,10:06.0,A. Bradley makes 3-pt jump shot from 24 ft (assist by M. Smart),,30,31
125,2,9:45.0,,A. Payne misses 2-pt jump shot from 14 ft,30,31
126,2,9:43.0,Defensive rebound by E. Turner,,30,31
127,2,9:36.0,E. Turner misses 2-pt layup from 1 ft (block by S. Muhammad),,30,31
128,2,9:36.0,Offensive rebound by Team,,30,31
129,2,9:34.0,T. Zeller misses 2-pt jump shot from 15 ft,,30,31
130,2,9:33.0,Offensive rebound by Team,,30,31
131,2,9:33.0,,Loose ball foul by S. Muhammad,30,31
132,2,9:28.0,M. Smart makes 2-pt layup from 2 ft (assist by E. Turner),,32,31
133,2,9:12.0,,G. Dieng makes 2-pt jump shot from 10 ft,32,33
134,2,8:51.0,M. Smart misses 2-pt jump shot from 7 ft,,32,33
135,2,8:50.0,,Defensive rebound by K. Martin,32,33
136,2,8:44.0,,Shooting foul by M. Smart (drawn by K. Martin),32,33
137,2,8:44.0,,Minnesota full timeout,32,33
138,2,8:44.0,,K. Martin makes free throw 1 of 2,32,34
139,2,8:44.0,,K. Martin misses free throw 2 of 2,32,34
140,2,8:44.0,Defensive rebound by E. Turner,,32,34
141,2,8:27.0,A. Bradley makes 3-pt jump shot from 23 ft,,35,34
142,2,8:15.0,,Turnover by K. Martin (lost ball; steal by A. Bradley),35,34
143,2,8:11.0,J. Jerebko makes 2-pt layup at rim,,37,34
144,2,7:53.0,,Personal foul by M. Smart,37,34
145,2,7:45.0,,S. Muhammad makes 2-pt jump shot from 11 ft,37,36
146,2,7:30.0,Turnover by E. Turner (bad pass; steal by T. Jones),,37,36
147,2,7:27.0,,T. Jones makes 2-pt layup from 1 ft,37,38
148,2,7:03.0,E. Turner makes 2-pt jump shot from 10 ft,,39,38
149,2,6:38.0,,K. Martin makes 2-pt layup at rim,39,40
150,2,6:17.0,J. Jerebko misses 3-pt jump shot from 24 ft,,39,40
151,2,6:16.0,,Defensive rebound by K. Martin,39,40
152,2,6:05.0,,T. Jones makes 3-pt jump shot from 22 ft (assist by G. Dieng),39,43
153,2,6:04.0,Boston full timeout,,39,43
154,2,6:04.0,I. Thomas enters the game for M. Smart,,39,43
155,2,6:04.0,J. Sullinger enters the game for T. Zeller,,39,43
156,2,6:04.0,,R. Rubio enters the game for T. Jones,39,43
157,2,5:46.0,J. Jerebko makes 2-pt layup at rim (assist by E. Turner),,41,43
158,2,5:30.0,,Shooting foul by J. Sullinger (drawn by K. Martin),41,43
159,2,5:30.0,,K. Martin makes free throw 1 of 2,41,44
160,2,5:30.0,,K. Towns enters the game for G. Dieng,41,44
161,2,5:30.0,,K. Martin makes free throw 2 of 2,41,45
162,2,5:20.0,Personal foul by R. Rubio,,41,45
163,2,5:20.0,J. Crowder enters the game for J. Jerebko,,41,45
164,2,5:12.0,E. Turner misses 2-pt jump shot from 14 ft (block by A. Payne),,41,45
165,2,5:10.0,,Defensive rebound by A. Payne,41,45
166,2,5:07.0,,S. Muhammad makes 2-pt dunk at rim (assist by K. Martin),41,47
167,2,4:54.0,I. Thomas misses 2-pt jump shot from 11 ft,,41,47
168,2,4:53.0,,Defensive rebound by K. Martin,41,47
169,2,4:38.0,,A. Payne misses 2-pt layup from 1 ft,41,47
170,2,4:37.0,,Offensive rebound by Team,41,47
171,2,4:37.0,Loose ball foul by E. Turner,,41,47
172,2,4:37.0,,Z. LaVine enters the game for K. Martin,41,47
173,2,4:37.0,M. Smart enters the game for A. Bradley,,41,47
174,2,4:22.0,,S. Muhammad makes 2-pt jump shot from 6 ft,41,49
175,2,4:04.0,M. Smart misses 2-pt layup at rim,,41,49
176,2,4:03.0,,Defensive rebound by A. Payne,41,49
177,2,3:56.0,,S. Muhammad makes 3-pt jump shot from 22 ft (assist by Z. LaVine),41,52
178,2,3:55.0,Boston full timeout,,41,52
179,2,3:55.0,A. Johnson enters the game for E. Turner,,41,52
180,2,3:55.0,,A. Wiggins enters the game for A. Payne,41,52
181,2,3:45.0,M. Smart makes 2-pt layup from 1 ft (assist by J. Sullinger),,43,52
182,2,3:30.0,,Turnover by A. Wiggins (traveling),43,52
183,2,3:30.0,,G. Dieng enters the game for S. Muhammad,43,52
184,2,3:19.0,I. Thomas misses 2-pt jump shot from 12 ft,,43,52
185,2,3:17.0,,Defensive rebound by R. Rubio,43,52
186,2,3:06.0,,Z. LaVine misses 2-pt jump shot from 21 ft,43,52
187,2,3:04.0,Defensive rebound by J. Crowder,,43,52
188,2,3:00.0,A. Johnson misses 2-pt layup at rim,,43,52
189,2,2:57.0,Offensive rebound by Team,,43,52
190,2,2:57.0,,Minnesota full timeout,43,52
191,2,2:54.0,M. Smart misses 3-pt jump shot from 23 ft,,43,52
192,2,2:52.0,,Defensive rebound by R. Rubio,43,52
193,2,2:32.0,,K. Towns makes 3-pt jump shot from 23 ft (assist by Z. LaVine),43,55
194,2,2:13.0,J. Crowder makes 3-pt jump shot from 24 ft (assist by A. Johnson),,46,55
195,2,1:55.0,,K. Towns makes 2-pt layup from 1 ft,46,57
196,2,1:48.0,I. Thomas makes 2-pt jump shot from 14 ft,,48,57
197,2,1:47.0,,Minnesota full timeout,48,57
198,2,1:47.0,J. Mickey enters the game for A. Johnson,,48,57
199,2,1:36.0,,G. Dieng makes 2-pt jump shot from 14 ft (assist by R. Rubio),48,59
200,2,1:23.0,I. Thomas makes 2-pt layup from 1 ft,,50,59
201,2,1:06.0,,Shooting foul by J. Crowder (drawn by A. Wiggins),50,59
202,2,1:06.0,,A. Wiggins misses free throw 1 of 2,50,59
203,2,1:06.0,,Offensive rebound by Team,50,59
204,2,1:06.0,,A. Wiggins misses free throw 2 of 2,50,59
205,2,1:06.0,Defensive rebound by J. Crowder,,50,59
206,2,0:53.0,I. Thomas makes 3-pt jump shot from 24 ft (assist by J. Sullinger),,53,59
207,2,0:37.0,,K. Towns misses 3-pt jump shot from 24 ft,53,59
208,2,0:36.0,Defensive rebound by J. Sullinger,,53,59
209,2,0:15.0,J. Mickey misses 2-pt jump shot from 3 ft,,53,59
210,2,0:14.0,Offensive rebound by J. Crowder,,53,59
211,2,0:03.0,I. Thomas misses 3-pt jump shot from 25 ft,,53,59
212,2,0:02.0,,Defensive rebound by G. Dieng,53,59
213,3,11:42.0,A. Johnson makes 2-pt hook shot from 5 ft (assist by I. Thomas),,55,59
214,3,11:21.0,,K. Towns misses 2-pt jump shot from 5 ft,55,59
215,3,11:19.0,,Offensive rebound by G. Dieng,55,59
216,3,10:58.0,,Z. LaVine makes 3-pt jump shot from 23 ft (assist by K. Towns),55,62
217,3,10:49.0,J. Sullinger makes 2-pt jump shot from 19 ft (assist by I. Thomas),,57,62
218,3,10:33.0,,R. Rubio misses 2-pt jump shot from 9 ft,57,62
219,3,10:31.0,Defensive rebound by J. Crowder,,57,62
220,3,10:15.0,A. Bradley makes 3-pt jump shot from 23 ft (assist by I. Thomas),,60,62
221,3,9:56.0,,R. Rubio makes 2-pt jump shot from 4 ft,60,64
222,3,9:48.0,I. Thomas misses 2-pt jump shot from 4 ft (block by K. Towns),,60,64
223,3,9:46.0,,Defensive rebound by Z. LaVine,60,64
224,3,9:39.0,,A. Wiggins makes 2-pt jump shot from 10 ft,60,66
225,3,9:17.0,J. Crowder makes 2-pt jump shot from 13 ft (assist by J. Sullinger),,62,66
226,3,9:01.0,,R. Rubio misses 2-pt layup at rim,62,66
227,3,9:00.0,Defensive rebound by J. Sullinger,,62,66
228,3,8:54.0,A. Bradley misses 3-pt jump shot from 25 ft,,62,66
229,3,8:53.0,,Defensive rebound by G. Dieng,62,66
230,3,8:45.0,,A. Wiggins misses 3-pt jump shot from 25 ft,62,66
231,3,8:44.0,Defensive rebound by J. Sullinger,,62,66
232,3,8:40.0,J. Crowder makes 2-pt layup from 1 ft (assist by J. Sullinger),,64,66
233,3,8:30.0,,Minnesota full timeout,64,66
234,3,8:22.0,,Z. LaVine misses 3-pt jump shot from 26 ft,64,66
235,3,8:21.0,Defensive rebound by J. Sullinger,,64,66
236,3,8:10.0,Personal foul by R. Rubio,,64,66
237,3,7:58.0,A. Bradley misses 3-pt jump shot from 24 ft,,64,66
238,3,7:56.0,,Defensive rebound by R. Rubio,64,66
239,3,7:52.0,,Personal foul by A. Johnson,64,66
240,3,7:35.0,,Z. LaVine makes 3-pt jump shot from 23 ft (assist by K. Towns),64,69
241,3,7:17.0,Shooting foul by A. Wiggins (drawn by J. Crowder),,64,69
242,3,7:17.0,J. Crowder makes free throw 1 of 2,,65,69
243,3,7:17.0,J. Crowder makes free throw 2 of 2,,66,69
244,3,7:08.0,,K. Towns makes 2-pt jump shot from 5 ft (assist by R. Rubio),66,71
245,3,6:58.0,J. Sullinger makes 2-pt jump shot from 21 ft (assist by I. Thomas),,68,71
246,3,6:35.0,,Shooting foul by A. Bradley (drawn by R. Rubio),68,71
247,3,6:35.0,,R. Rubio makes free throw 1 of 3,68,72
248,3,6:35.0,,R. Rubio makes free throw 2 of 3,68,73
249,3,6:35.0,M. Smart enters the game for A. Johnson,,68,73
250,3,6:35.0,,R. Rubio makes free throw 3 of 3,68,74
251,3,6:21.0,M. Smart misses 2-pt jump shot from 8 ft,,68,74
252,3,6:20.0,,Defensive rebound by Z. LaVine,68,74
253,3,6:11.0,,A. Wiggins misses 2-pt jump shot from 7 ft,68,74
254,3,6:09.0,,Offensive rebound by K. Towns,68,74
255,3,6:08.0,,K. Towns makes 2-pt layup from 2 ft,68,76
256,3,5:56.0,J. Sullinger misses 3-pt jump shot from 25 ft,,68,76
257,3,5:55.0,,Defensive rebound by R. Rubio,68,76
258,3,5:52.0,E. Turner enters the game for A. Bradley,,68,76
259,3,5:36.0,,K. Towns makes 2-pt hook shot from 4 ft,68,78
260,3,5:19.0,E. Turner misses 2-pt jump shot from 16 ft,,68,78
261,3,5:18.0,,Defensive rebound by K. Towns,68,78
262,3,5:07.0,,A. Wiggins makes 2-pt layup at rim (assist by Z. LaVine),68,80
263,3,5:07.0,Boston full timeout,,68,80
264,3,4:56.0,J. Crowder misses 2-pt jump shot from 17 ft,,68,80
265,3,4:55.0,Offensive rebound by Team,,68,80
266,3,4:50.0,J. Crowder misses 2-pt jump shot from 7 ft,,68,80
267,3,4:49.0,,Defensive rebound by R. Rubio,68,80
268,3,4:43.0,,K. Towns misses 2-pt dunk from 1 ft,68,80
269,3,4:42.0,Defensive rebound by J. Sullinger,,68,80
270,3,4:40.0,Turnover by J. Sullinger (bad pass; steal by A. Wiggins),,68,80
271,3,4:36.0,,G. Dieng misses 2-pt jump shot from 6 ft,68,80
272,3,4:35.0,,Offensive rebound by K. Towns,68,80
273,3,4:35.0,,K. Towns misses 2-pt layup from 1 ft,68,80
274,3,4:32.0,Defensive rebound by E. Turner,,68,80
275,3,4:27.0,I. Thomas misses 3-pt jump shot from 22 ft,,68,80
276,3,4:25.0,,Defensive rebound by K. Towns,68,80
277,3,4:20.0,,Turnover by K. Towns (bad pass; steal by M. Smart),68,80
278,3,4:14.0,,Offensive charge foul by I. Thomas (drawn by R. Rubio),68,80
279,3,4:14.0,Turnover by I. Thomas (offensive foul),,68,80
280,3,4:14.0,,S. Muhammad enters the game for G. Dieng,68,80
281,3,4:00.0,,Turnover by R. Rubio (bad pass; steal by J. Crowder),68,80
282,3,3:56.0,Turnover by M. Smart (step out of bounds),,68,80
283,3,3:44.0,,Shooting foul by M. Smart (drawn by A. Wiggins),68,80
284,3,3:44.0,,A. Wiggins misses free throw 1 of 2,68,80
285,3,3:44.0,,Offensive rebound by Team,68,80
286,3,3:44.0,,T. Jones enters the game for R. Rubio,68,80
287,3,3:44.0,J. Jerebko enters the game for I. Thomas,,68,80
288,3,3:44.0,,A. Wiggins makes free throw 2 of 2,68,81
289,3,3:30.0,J. Crowder makes 3-pt jump shot from 24 ft (assist by J. Jerebko),,71,81
290,3,3:16.0,,K. Towns misses 2-pt layup at rim,71,81
291,3,3:15.0,Defensive rebound by J. Sullinger,,71,81
292,3,3:09.0,Shooting foul by A. Wiggins (drawn by J. Crowder),,71,81
293,3,3:09.0,J. Crowder makes 2-pt jump shot from 5 ft,,73,81
294,3,3:09.0,J. Crowder makes free throw 1 of 1,,74,81
295,3,2:54.0,,Shooting foul by J. Jerebko (drawn by A. Wiggins),74,81
296,3,2:54.0,,A. Wiggins makes free throw 1 of 2,74,82
297,3,2:54.0,,A. Wiggins makes free throw 2 of 2,74,83
298,3,2:41.0,J. Crowder makes 2-pt jump shot from 18 ft (assist by M. Smart),,76,83
299,3,2:24.0,,Def 3 sec tech foul by J. Jerebko,76,83
300,3,2:24.0,,Z. LaVine makes technical free throw,76,84
301,3,2:24.0,,K. Martin enters the game for Z. LaVine,76,84
302,3,2:12.0,,K. Towns makes 2-pt hook shot from 3 ft (assist by A. Wiggins),76,86
303,3,1:57.0,J. Crowder makes 2-pt layup from 1 ft (assist by M. Smart),,78,86
304,3,1:39.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by K. Towns),78,88
305,3,1:23.0,J. Crowder misses 2-pt layup from 2 ft,,78,88
306,3,1:22.0,Offensive rebound by J. Sullinger,,78,88
307,3,1:21.0,J. Sullinger makes 2-pt layup from 3 ft,,80,88
308,3,1:14.0,,K. Martin misses 3-pt jump shot from 25 ft,80,88
309,3,1:13.0,Defensive rebound by J. Crowder,,80,88
310,3,1:02.0,E. Turner makes 2-pt layup from 2 ft,,82,88
311,3,0:44.0,,K. Towns misses 2-pt layup from 1 ft,82,88
312,3,0:43.0,Defensive rebound by J. Crowder,,82,88
313,3,0:39.0,J. Jerebko makes 2-pt layup from 1 ft (assist by M. Smart),,84,88
314,3,0:33.0,,T. Jones misses 2-pt jump shot from 5 ft,84,88
315,3,0:33.0,,Offensive rebound by T. Jones,84,88
316,3,0:33.0,,T. Jones makes 2-pt layup from 5 ft,84,90
317,3,0:17.0,J. Sullinger misses 2-pt layup from 1 ft,,84,90
318,3,0:15.0,,Defensive rebound by Team,84,90
319,3,0:15.0,,G. Dieng enters the game for K. Towns,84,90
320,3,0:15.0,T. Zeller enters the game for J. Sullinger,,84,90
321,3,0:03.0,,Turnover by T. Jones (bad pass; steal by M. Smart),84,90
322,3,0:01.0,Turnover by M. Smart (lost ball),,84,90
323,3,0:00.0,,G. Dieng makes 3-pt jump shot from 25 ft (assist by A. Wiggins),84,93
324,4,11:48.0,,S. Muhammad misses 2-pt jump shot from 3 ft,84,93
325,4,11:46.0,,Offensive rebound by G. Dieng,84,93
326,4,11:46.0,,G. Dieng makes 2-pt layup at rim,84,95
327,4,11:34.0,M. Smart makes 2-pt layup from 1 ft (assist by A. Bradley),,86,95
328,4,11:34.0,Shooting foul by T. Jones (drawn by M. Smart),,86,95
329,4,11:34.0,M. Smart makes free throw 1 of 1,,87,95
330,4,11:13.0,,S. Muhammad misses 2-pt jump shot from 10 ft,87,95
331,4,11:12.0,Defensive rebound by E. Turner,,87,95
332,4,11:06.0,Personal foul by S. Muhammad,,87,95
333,4,10:58.0,A. Bradley misses 3-pt jump shot from 26 ft,,87,95
334,4,10:57.0,,Defensive rebound by G. Dieng,87,95
335,4,10:41.0,,G. Dieng misses 2-pt jump shot from 15 ft,87,95
336,4,10:40.0,Defensive rebound by E. Turner,,87,95
337,4,10:34.0,M. Smart misses 3-pt jump shot from 24 ft,,87,95
338,4,10:33.0,,Defensive rebound by K. Martin,87,95
339,4,10:27.0,,K. Martin misses 2-pt layup from 1 ft,87,95
340,4,10:26.0,,Offensive rebound by S. Muhammad,87,95
341,4,10:26.0,,S. Muhammad misses 2-pt layup at rim,87,95
342,4,10:24.0,Defensive rebound by Team,,87,95
343,4,10:11.0,E. Turner misses 2-pt jump shot from 10 ft,,87,95
344,4,10:09.0,Offensive rebound by T. Zeller,,87,95
345,4,10:08.0,T. Zeller makes 2-pt layup at rim,,89,95
346,4,9:53.0,,T. Jones makes 2-pt jump shot from 12 ft,89,97
347,4,9:36.0,J. Jerebko misses 2-pt layup from 2 ft,,89,97
348,4,9:35.0,,Defensive rebound by S. Muhammad,89,97
349,4,9:28.0,,Shooting foul by T. Zeller (drawn by S. Muhammad),89,97
350,4,9:28.0,,S. Muhammad makes free throw 1 of 2,89,98
351,4,9:28.0,,S. Muhammad makes free throw 2 of 2,89,99
352,4,9:13.0,Turnover by T. Zeller (bad pass; steal by S. Muhammad),,89,99
353,4,9:00.0,,A. Payne makes 2-pt jump shot from 11 ft (assist by T. Jones),89,101
354,4,8:48.0,A. Bradley makes 2-pt jump shot from 12 ft (assist by E. Turner),,91,101
355,4,8:24.0,,Shooting foul by J. Jerebko (drawn by G. Dieng),91,101
356,4,8:24.0,,Minnesota full timeout,91,101
357,4,8:24.0,,R. Rubio enters the game for T. Jones,91,101
358,4,8:24.0,I. Thomas enters the game for M. Smart,,91,101
359,4,8:24.0,,G. Dieng makes free throw 1 of 2,91,102
360,4,8:24.0,,G. Dieng makes free throw 2 of 2,91,103
361,4,8:09.0,J. Jerebko makes 2-pt layup from 1 ft (assist by A. Bradley),,93,103
362,4,8:09.0,Shooting foul by K. Martin (drawn by J. Jerebko),,93,103
363,4,8:09.0,J. Jerebko makes free throw 1 of 1,,94,103
364,4,7:56.0,,A. Payne misses 2-pt jump shot from 6 ft,94,103
365,4,7:55.0,Defensive rebound by I. Thomas,,94,103
366,4,7:53.0,Personal foul by A. Payne,,94,103
367,4,7:53.0,,A. Wiggins enters the game for K. Martin,94,103
368,4,7:47.0,Turnover by J. Jerebko (lost ball; steal by G. Dieng),,94,103
369,4,7:22.0,,A. Payne misses 2-pt jump shot from 6 ft,94,103
370,4,7:21.0,,Offensive rebound by A. Payne,94,103
371,4,7:19.0,,A. Payne makes 2-pt layup at rim,94,105
372,4,7:10.0,Turnover by I. Thomas (lost ball; steal by R. Rubio),,94,105
373,4,7:10.0,,Personal foul by J. Jerebko,94,105
374,4,7:10.0,,K. Towns enters the game for A. Payne,94,105
375,4,7:10.0,J. Crowder enters the game for J. Jerebko,,94,105
376,4,7:10.0,J. Sullinger enters the game for T. Zeller,,94,105
377,4,6:57.0,,R. Rubio misses 2-pt jump shot from 21 ft,94,105
378,4,6:55.0,,Offensive rebound by K. Towns,94,105
379,4,6:51.0,,Shooting foul by J. Sullinger (drawn by S. Muhammad),94,105
380,4,6:51.0,,S. Muhammad makes free throw 1 of 2,94,106
381,4,6:51.0,,S. Muhammad makes free throw 2 of 2,94,107
382,4,6:42.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by J. Sullinger),,97,107
383,4,6:24.0,,Turnover by R. Rubio (bad pass; steal by E. Turner),97,107
384,4,6:20.0,A. Bradley makes 2-pt dunk at rim (assist by E. Turner),,99,107
385,4,6:09.0,,Minnesota full timeout,99,107
