,QUARTER,TIME_REMAINING,INDIANA_ACTION,HOUSTON_ACTION,INDIANA_SCORE,HOUSTON_SCORE
46,1,6:17.0,M. Ellis makes 2-pt jump shot from 9 ft (assist by G. Hill),,13,18
47,1,6:05.0,,Offensive foul by T. Jones (drawn by L. Allen),13,18
48,1,6:05.0,,Turnover by T. Jones (offensive foul),13,18
49,1,6:05.0,,J. Terry enters the game for P. Beverley,13,18
50,1,5:44.0,Turnover by G. Hill (bad pass; steal by T. Jones),,13,18
51,1,5:42.0,,Personal foul by P. George (drawn by T. Jones),13,18
52,1,5:42.0,,Houston full timeout,13,18
53,1,5:29.0,,Personal foul by I. Mahinmi (drawn by J. Harden),13,18
54,1,5:24.0,,J. Harden misses 2-pt jump shot from 17 ft,13,18
55,1,5:23.0,Defensive rebound by M. Ellis,,13,18
56,1,5:04.0,,Violation by D. Howard (def goaltending),13,18
57,1,5:04.0,I. Mahinmi makes 2-pt jump shot from 7 ft (assist by M. Ellis),,15,18
58,1,4:47.0,,D. Howard misses 2-pt hook shot from 7 ft,15,18
59,1,4:46.0,Defensive rebound by I. Mahinmi,,15,18
60,1,4:28.0,P. George misses 2-pt jump shot from 17 ft,,15,18
61,1,4:27.0,,Defensive rebound by J. Harden,15,18
62,1,4:22.0,,T. Ariza makes 2-pt layup at rim (assist by D. Howard),15,20
63,1,4:05.0,I. Mahinmi misses 2-pt jump shot from 17 ft,,15,20
64,1,4:04.0,,Defensive rebound by T. Ariza,15,20
65,1,3:56.0,,T. Jones misses 2-pt dunk at rim,15,20
66,1,3:55.0,Defensive rebound by I. Mahinmi,,15,20
67,1,3:43.0,G. Hill misses 3-pt jump shot from 26 ft,,15,20
68,1,3:42.0,,Defensive rebound by D. Howard,15,20
69,1,3:35.0,,J. Terry misses 3-pt jump shot from 23 ft,15,20
70,1,3:34.0,Defensive rebound by Team,,15,20
71,1,3:34.0,Indiana full timeout,,15,20
72,1,3:34.0,,C. Capela enters the game for T. Ariza,15,20
73,1,3:34.0,,C. Brewer enters the game for D. Howard,15,20
74,1,3:34.0,R. Stuckey enters the game for L. Allen,,15,20
75,1,3:34.0,M. Turner enters the game for I. Mahinmi,,15,20
76,1,3:34.0,C. Miles enters the game for M. Ellis,,15,20
77,1,3:07.0,C. Miles misses 2-pt jump shot from 18 ft,,15,20
78,1,3:06.0,,Defensive rebound by C. Brewer,15,20
79,1,2:59.0,,T. Jones makes 2-pt layup from 1 ft (assist by J. Harden),15,22
80,1,2:47.0,G. Hill misses 2-pt jump shot from 17 ft,,15,22
81,1,2:46.0,,Defensive rebound by J. Harden,15,22
82,1,2:32.0,,C. Brewer misses 3-pt jump shot from 22 ft,15,22
83,1,2:32.0,Defensive rebound by R. Stuckey,,15,22
84,1,2:21.0,G. Hill makes 3-pt jump shot from 23 ft (assist by R. Stuckey),,18,22
85,1,2:08.0,,J. Harden misses 2-pt layup from 1 ft (block by M. Turner),18,22
86,1,2:08.0,,Offensive rebound by Team,18,22
87,1,2:08.0,,M. Thornton enters the game for J. Harden,18,22
88,1,1:56.0,,T. Jones makes 2-pt hook shot from 5 ft,18,24
89,1,1:45.0,Turnover by R. Stuckey (bad pass; steal by C. Capela),,18,24
90,1,1:42.0,,Turnover by C. Capela (bad pass),18,24
91,1,1:42.0,J. Young enters the game for G. Hill,,18,24
92,1,1:24.0,Turnover by P. George (lost ball; steal by C. Capela),,18,24
93,1,1:20.0,,C. Brewer makes 2-pt dunk at rim,18,26
94,1,1:02.0,J. Young misses 3-pt jump shot from 22 ft,,18,26
95,1,1:02.0,,Defensive rebound by C. Capela,18,26
96,1,1:00.0,,Turnover by C. Capela (bad pass; steal by P. George),18,26
97,1,0:56.0,R. Stuckey makes 2-pt layup from 2 ft (assist by P. George),,20,26
98,1,0:56.0,Shooting foul by M. Thornton (drawn by R. Stuckey),,20,26
99,1,0:56.0,R. Stuckey makes free throw 1 of 1,,21,26
100,1,0:40.0,,C. Capela makes 2-pt dunk at rim (assist by J. Terry),21,28
101,1,0:31.0,Turnover by J. Young (bad pass; steal by J. Terry),,21,28
102,1,0:28.0,Violation by R. Stuckey (kicked ball),,21,28
103,1,0:21.0,,Turnover by C. Brewer (lost ball; steal by P. George),21,28
104,1,0:17.0,J. Young makes 2-pt layup from 1 ft (assist by P. George),,23,28
105,1,0:17.0,Shooting foul by C. Capela (drawn by J. Young),,23,28
106,1,0:17.0,,J. Harden enters the game for C. Brewer,23,28
107,1,0:17.0,J. Young makes free throw 1 of 1,,24,28
108,1,0:03.0,,J. Harden misses 3-pt jump shot from 25 ft,24,28
109,1,0:02.0,Defensive rebound by R. Stuckey,,24,28
110,1,0:00.0,R. Stuckey misses 3-pt jump shot from 27 ft,,24,28
111,1,0:00.0,Offensive rebound by Team,,24,28
112,2,11:45.0,G. Robinson misses 3-pt jump shot from 24 ft,,24,28
113,2,11:45.0,,Defensive rebound by M. Thornton,24,28
114,2,11:28.0,,D. Howard misses 2-pt hook shot from 7 ft,24,28
115,2,11:27.0,Defensive rebound by G. Robinson,,24,28
116,2,11:20.0,C. Miles misses 3-pt jump shot from 24 ft,,24,28
117,2,11:19.0,,Defensive rebound by M. Thornton,24,28
118,2,11:15.0,,Turnover by P. Beverley (bad pass; steal by C. Miles),24,28
119,2,11:06.0,M. Turner makes 2-pt jump shot from 19 ft (assist by J. Young),,26,28
120,2,10:48.0,,M. Thornton misses 2-pt jump shot from 16 ft,26,28
121,2,10:48.0,Defensive rebound by R. Stuckey,,26,28
122,2,10:41.0,C. Miles misses 2-pt layup from 1 ft (block by T. Jones),,26,28
123,2,10:40.0,,Defensive rebound by D. Howard,26,28
124,2,10:34.0,,C. Brewer makes 2-pt layup from 1 ft,26,30
125,2,10:09.0,J. Young misses 2-pt jump shot from 22 ft,,26,30
126,2,10:08.0,,Defensive rebound by T. Jones,26,30
127,2,10:04.0,,M. Thornton makes 2-pt layup from 2 ft (assist by C. Brewer),26,32
128,2,10:04.0,,Shooting foul by C. Miles (drawn by M. Thornton),26,32
129,2,10:04.0,,M. Thornton misses free throw 1 of 1,26,32
130,2,10:04.0,Defensive rebound by M. Turner,,26,32
131,2,9:48.0,M. Turner misses 2-pt jump shot from 17 ft,,26,32
132,2,9:47.0,,Defensive rebound by T. Jones,26,32
133,2,9:36.0,,D. Howard makes 2-pt layup at rim (assist by T. Jones),26,34
134,2,9:36.0,,Shooting foul by G. Robinson (drawn by D. Howard),26,34
135,2,9:36.0,,D. Howard misses free throw 1 of 1,26,34
136,2,9:35.0,Defensive rebound by G. Robinson,,26,34
137,2,9:15.0,C. Miles misses 3-pt jump shot from 25 ft,,26,34
138,2,9:14.0,,Defensive rebound by D. Howard,26,34
139,2,9:02.0,,D. Howard misses 2-pt layup from 2 ft (block by C. Miles),26,34
140,2,9:01.0,Defensive rebound by C. Miles,,26,34
141,2,8:55.0,R. Stuckey makes 2-pt layup from 1 ft,,28,34
142,2,8:41.0,,C. Brewer makes 3-pt jump shot from 25 ft (assist by P. Beverley),28,37
143,2,8:40.0,Indiana full timeout,,28,37
144,2,8:40.0,J. Hill enters the game for M. Turner,,28,37
145,2,8:23.0,R. Stuckey misses 2-pt jump shot from 12 ft,,28,37
146,2,8:22.0,Offensive rebound by J. Hill,,28,37
147,2,8:08.0,J. Hill makes 2-pt jump shot from 19 ft (assist by G. Robinson),,30,37
148,2,7:44.0,,P. Beverley misses 2-pt jump shot from 20 ft,30,37
149,2,7:43.0,Defensive rebound by C. Miles,,30,37
150,2,7:35.0,C. Miles makes 3-pt jump shot from 25 ft (assist by J. Young),,33,37
151,2,7:15.0,,D. Howard makes 2-pt hook shot from 7 ft (assist by P. Beverley),33,39
152,2,6:58.0,J. Hill misses 2-pt jump shot from 12 ft,,33,39
153,2,6:58.0,,Defensive rebound by P. Beverley,33,39
154,2,6:54.0,Offensive charge foul by C. Brewer (drawn by C. Miles),,33,39
155,2,6:54.0,,Turnover by C. Brewer (offensive foul),33,39
156,2,6:54.0,M. Ellis enters the game for J. Young,,33,39
157,2,6:54.0,,T. Ariza enters the game for D. Howard,33,39
158,2,6:54.0,,C. Capela enters the game for C. Brewer,33,39
159,2,6:54.0,,J. Harden enters the game for M. Thornton,33,39
160,2,6:41.0,R. Stuckey misses 2-pt jump shot from 18 ft,,33,39
161,2,6:40.0,,Defensive rebound by P. Beverley,33,39
162,2,6:32.0,,T. Jones misses 3-pt jump shot from 24 ft,33,39
163,2,6:32.0,Defensive rebound by Team,,33,39
164,2,6:11.0,G. Robinson makes 2-pt dunk at rim (assist by M. Ellis),,35,39
165,2,5:45.0,,Turnover by T. Ariza (bad pass; steal by R. Stuckey),35,39
166,2,5:30.0,R. Stuckey makes 2-pt layup from 1 ft,,37,39
167,2,5:29.0,,Houston full timeout,37,39
168,2,5:29.0,,C. Brewer enters the game for T. Jones,37,39
169,2,5:13.0,,C. Brewer misses 2-pt jump shot from 11 ft,37,39
170,2,5:12.0,Defensive rebound by M. Ellis,,37,39
171,2,4:48.0,J. Hill misses 2-pt layup from 2 ft (block by C. Capela),,37,39
172,2,4:47.0,,Defensive rebound by P. Beverley,37,39
173,2,4:41.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by P. Beverley),37,42
174,2,4:27.0,J. Hill makes 2-pt hook shot from 7 ft,,39,42
175,2,4:16.0,,Shooting foul by R. Stuckey (drawn by J. Harden),39,42
176,2,4:16.0,,J. Harden makes free throw 1 of 2,39,43
177,2,4:16.0,,J. Terry enters the game for P. Beverley,39,43
178,2,4:16.0,P. George enters the game for G. Robinson,,39,43
179,2,4:16.0,G. Hill enters the game for R. Stuckey,,39,43
180,2,4:16.0,,J. Harden misses free throw 2 of 2,39,43
181,2,4:16.0,Defensive rebound by J. Hill,,39,43
182,2,4:04.0,Personal foul by T. Ariza (drawn by P. George),,39,43
183,2,4:04.0,Personal foul by T. Ariza (drawn by P. George),,39,43
184,2,3:51.0,G. Hill misses 2-pt jump shot from 12 ft,,39,43
185,2,3:50.0,,Defensive rebound by J. Harden,39,43
186,2,3:44.0,Offensive charge foul by J. Harden (drawn by G. Hill),,39,43
187,2,3:44.0,,Turnover by J. Harden (offensive foul),39,43
188,2,3:26.0,G. Hill makes 3-pt jump shot from 22 ft (assist by C. Miles),,42,43
189,2,3:06.0,,J. Harden makes 2-pt jump shot from 9 ft,42,45
190,2,2:55.0,J. Hill makes 2-pt jump shot from 19 ft (assist by G. Hill),,44,45
191,2,2:37.0,,J. Terry misses 2-pt jump shot from 22 ft,44,45
192,2,2:36.0,Defensive rebound by Team,,44,45
193,2,2:36.0,Indiana full timeout,,44,45
194,2,2:36.0,,D. Howard enters the game for C. Capela,44,45
195,2,2:36.0,,P. Beverley enters the game for C. Brewer,44,45
196,2,2:18.0,J. Hill misses 2-pt layup from 2 ft,,44,45
197,2,2:17.0,,Defensive rebound by D. Howard,44,45
198,2,1:53.0,,Turnover by Team (shot clock),44,45
199,2,1:53.0,I. Mahinmi enters the game for J. Hill,,44,45
200,2,1:37.0,G. Hill makes 3-pt jump shot from 23 ft (assist by M. Ellis),,47,45
201,2,1:18.0,,J. Terry misses 2-pt jump shot from 6 ft,47,45
202,2,1:18.0,Defensive rebound by I. Mahinmi,,47,45
203,2,1:03.0,C. Miles misses 3-pt jump shot from 23 ft,,47,45
204,2,1:02.0,,Defensive rebound by J. Harden,47,45
205,2,0:56.0,Offensive charge foul by J. Harden (drawn by P. George),,47,45
206,2,0:56.0,,Turnover by J. Harden (offensive foul),47,45
207,2,0:39.0,C. Miles makes 3-pt jump shot from 26 ft (assist by M. Ellis),,50,45
208,2,0:30.0,,J. Harden makes 3-pt jump shot from 24 ft,50,48
209,2,0:13.0,C. Miles misses 3-pt jump shot from 26 ft,,50,48
210,2,0:13.0,,Defensive rebound by D. Howard,50,48
211,2,0:10.0,,Turnover by D. Howard (bad pass; steal by P. George),50,48
212,2,0:05.0,G. Hill misses 3-pt jump shot from 22 ft,,50,48
213,2,0:04.0,,Defensive rebound by D. Howard,50,48
214,2,0:00.0,,D. Howard misses 3-pt jump shot from 61 ft,50,48
215,2,0:00.0,,Offensive rebound by Team,50,48
216,3,11:47.0,Turnover by L. Allen (lost ball; steal by C. Capela),,50,48
217,3,11:31.0,,T. Ariza misses 3-pt jump shot from 22 ft,50,48
218,3,11:30.0,Defensive rebound by G. Hill,,50,48
219,3,11:05.0,M. Ellis makes 3-pt jump shot from 24 ft (assist by G. Hill),,53,48
220,3,10:45.0,,P. Beverley misses 3-pt jump shot from 25 ft,53,48
221,3,10:44.0,Defensive rebound by P. George,,53,48
222,3,10:34.0,P. George misses 2-pt jump shot from 12 ft (block by C. Capela),,53,48
223,3,10:33.0,,Defensive rebound by J. Harden,53,48
224,3,10:28.0,Offensive charge foul by C. Capela (drawn by M. Ellis),,53,48
225,3,10:28.0,,Turnover by C. Capela (offensive foul),53,48
226,3,10:20.0,Offensive foul by G. Hill (drawn by P. Beverley),,53,48
227,3,10:20.0,Turnover by G. Hill (offensive foul),,53,48
228,3,10:00.0,,Turnover by P. Beverley (bad pass; steal by M. Ellis),53,48
229,3,9:47.0,,Violation by D. Howard (def goaltending),53,48
230,3,9:47.0,I. Mahinmi makes 2-pt layup from 2 ft (assist by L. Allen),,55,48
231,3,9:23.0,,P. Beverley makes 3-pt jump shot from 25 ft (assist by D. Howard),55,51
232,3,9:06.0,Turnover by I. Mahinmi (step out of bounds),,55,51
233,3,8:51.0,,D. Howard makes 2-pt hook shot from 5 ft (assist by J. Harden),55,53
234,3,8:35.0,L. Allen makes 2-pt jump shot from 6 ft (assist by M. Ellis),,57,53
235,3,8:35.0,,Violation by D. Howard (def goaltending),57,53
236,3,8:18.0,,Turnover by C. Capela (lost ball; steal by P. George),57,53
237,3,8:03.0,P. George makes 3-pt jump shot from 25 ft (assist by I. Mahinmi),,60,53
238,3,7:45.0,,T. Ariza misses 3-pt jump shot from 25 ft,60,53
239,3,7:44.0,,Offensive rebound by D. Howard,60,53
240,3,7:27.0,,T. Ariza misses 2-pt layup from 3 ft (block by I. Mahinmi),60,53
241,3,7:26.0,,Offensive rebound by T. Ariza,60,53
242,3,7:26.0,,Shooting foul by L. Allen (drawn by T. Ariza),60,53
243,3,7:26.0,,T. Ariza makes free throw 1 of 2,60,54
244,3,7:26.0,,T. Jones enters the game for C. Capela,60,54
245,3,7:26.0,,T. Ariza makes free throw 2 of 2,60,55
246,3,7:09.0,P. George misses 3-pt jump shot from 24 ft,,60,55
247,3,7:08.0,,Defensive rebound by J. Harden,60,55
248,3,7:02.0,,Turnover by T. Ariza (bad pass; steal by P. George),60,55
249,3,6:53.0,L. Allen makes 2-pt jump shot from 19 ft (assist by M. Ellis),,62,55
250,3,6:43.0,,P. Beverley misses 3-pt jump shot from 24 ft,62,55
251,3,6:42.0,Defensive rebound by L. Allen,,62,55
252,3,6:35.0,G. Hill misses 3-pt jump shot from 23 ft,,62,55
253,3,6:35.0,,Defensive rebound by T. Ariza,62,55
254,3,6:26.0,,Houston full timeout,62,55
255,3,6:12.0,,J. Harden misses 2-pt layup from 2 ft,62,55
256,3,6:11.0,Defensive rebound by G. Hill,,62,55
257,3,5:56.0,P. George makes 3-pt jump shot from 23 ft (assist by M. Ellis),,65,55
258,3,5:46.0,,Shooting foul by L. Allen (drawn by T. Ariza),65,55
259,3,5:46.0,,T. Ariza makes free throw 1 of 2,65,56
260,3,5:46.0,,T. Ariza misses free throw 2 of 2,65,56
261,3,5:46.0,Defensive rebound by P. George,,65,56
262,3,5:29.0,I. Mahinmi makes 2-pt layup from 1 ft (assist by M. Ellis),,67,56
263,3,5:08.0,,D. Howard misses 2-pt jump shot from 6 ft,67,56
264,3,5:07.0,,Offensive rebound by T. Jones,67,56
265,3,5:06.0,,T. Jones misses 2-pt layup from 1 ft (block by P. George),67,56
266,3,5:06.0,,Offensive rebound by Team,67,56
267,3,5:06.0,,M. Thornton enters the game for T. Ariza,67,56
268,3,5:02.0,,J. Harden misses 3-pt jump shot from 25 ft,67,56
269,3,5:01.0,,Offensive rebound by Team,67,56
270,3,4:41.0,,M. Thornton misses 3-pt jump shot from 25 ft,67,56
271,3,4:40.0,,Offensive rebound by D. Howard,67,56
272,3,4:39.0,,Personal foul by G. Hill (drawn by D. Howard),67,56
273,3,4:25.0,,T. Jones misses 2-pt jump shot from 6 ft,67,56
274,3,4:24.0,,Offensive rebound by D. Howard,67,56
275,3,4:24.0,,Shooting foul by I. Mahinmi (drawn by D. Howard),67,56
276,3,4:24.0,,D. Howard misses free throw 1 of 2,67,56
277,3,4:24.0,,Offensive rebound by Team,67,56
278,3,4:24.0,,D. Howard makes free throw 2 of 2,67,57
279,3,4:06.0,P. George misses 3-pt jump shot from 25 ft,,67,57
280,3,4:05.0,,Defensive rebound by D. Howard,67,57
281,3,3:58.0,,Personal foul by M. Ellis (drawn by P. Beverley),67,57
282,3,3:58.0,,P. Beverley makes free throw 1 of 2,67,58
283,3,3:58.0,,P. Beverley makes free throw 2 of 2,67,59
284,3,3:42.0,I. Mahinmi makes 2-pt jump shot from 4 ft (assist by M. Ellis),,69,59
285,3,3:28.0,,M. Thornton misses 2-pt layup from 2 ft,69,59
286,3,3:28.0,Defensive rebound by Team,,69,59
287,3,3:21.0,Turnover by M. Ellis (bad pass; steal by P. Beverley),,69,59
288,3,3:13.0,,P. Beverley misses 3-pt jump shot from 25 ft,69,59
289,3,3:13.0,,Offensive rebound by Team,69,59
290,3,3:03.0,,M. Thornton misses 3-pt jump shot from 25 ft,69,59
291,3,3:00.0,,Offensive rebound by Team,69,59
292,3,3:00.0,,J. Terry enters the game for P. Beverley,69,59
293,3,2:52.0,,J. Harden makes 2-pt layup from 2 ft,69,61
294,3,2:45.0,P. George makes 2-pt dunk at rim,,71,61
295,3,2:26.0,,J. Harden makes 3-pt jump shot from 25 ft,71,64
296,3,2:24.0,Indiana full timeout,,71,64
297,3,2:24.0,M. Turner enters the game for L. Allen,,71,64
298,3,2:24.0,C. Miles enters the game for I. Mahinmi,,71,64
299,3,2:24.0,R. Stuckey enters the game for M. Ellis,,71,64
300,3,2:24.0,,T. Ariza enters the game for D. Howard,71,64
301,3,2:24.0,,C. Capela enters the game for T. Jones,71,64
302,3,2:15.0,G. Hill misses 2-pt layup from 2 ft,,71,64
303,3,2:14.0,,Defensive rebound by C. Capela,71,64
304,3,2:03.0,,J. Harden misses 3-pt jump shot from 25 ft,71,64
305,3,2:02.0,Defensive rebound by P. George,,71,64
306,3,1:53.0,Turnover by P. George (bad pass; steal by M. Thornton),,71,64
307,3,1:47.0,,J. Terry misses 3-pt jump shot from 24 ft,71,64
308,3,1:46.0,,Offensive rebound by M. Thornton,71,64
309,3,1:45.0,,M. Thornton misses 2-pt layup from 2 ft,71,64
310,3,1:41.0,,Offensive rebound by C. Capela,71,64
311,3,1:40.0,,Turnover by C. Capela (lost ball; steal by P. George),71,64
312,3,1:28.0,R. Stuckey misses 2-pt hook shot from 4 ft,,71,64
313,3,1:27.0,Offensive rebound by M. Turner,,71,64
314,3,1:04.0,P. George makes 3-pt jump shot from 23 ft (assist by R. Stuckey),,74,64
315,3,0:49.0,,Offensive foul by J. Harden (drawn by G. Hill),74,64
316,3,0:49.0,,Turnover by J. Harden (offensive foul),74,64
317,3,0:32.0,P. George makes 2-pt jump shot from 10 ft,,76,64
318,3,0:32.0,Shooting foul by J. Harden (drawn by P. George),,76,64
319,3,0:32.0,P. George makes free throw 1 of 1,,77,64
320,3,0:25.0,,J. Harden misses 2-pt layup from 4 ft,77,64
321,3,0:24.0,Defensive rebound by G. Hill,,77,64
322,3,0:02.0,P. George misses 3-pt jump shot from 25 ft,,77,64
323,3,0:01.0,,Defensive rebound by T. Ariza,77,64
324,4,11:44.0,,D. Howard makes 2-pt layup from 1 ft,77,66
325,4,11:44.0,,Shooting foul by M. Turner (drawn by D. Howard),77,66
326,4,11:44.0,,D. Howard misses free throw 1 of 1,77,66
327,4,11:44.0,Defensive rebound by C. Miles,,77,66
328,4,11:20.0,M. Ellis misses 3-pt jump shot from 25 ft,,77,66
329,4,11:20.0,,Defensive rebound by Team,77,66
330,4,11:06.0,,M. Thornton misses 2-pt jump shot from 6 ft,77,66
331,4,11:05.0,Defensive rebound by G. Robinson,,77,66
332,4,10:56.0,C. Miles misses 3-pt jump shot from 25 ft,,77,66
333,4,10:55.0,,Defensive rebound by D. Howard,77,66
334,4,10:38.0,,Shooting foul by C. Miles (drawn by C. Brewer),77,66
335,4,10:38.0,,C. Brewer makes free throw 1 of 2,77,67
336,4,10:38.0,,C. Brewer makes free throw 2 of 2,77,68
337,4,10:23.0,Shooting foul by D. Howard (drawn by C. Miles),,77,68
338,4,10:23.0,,Violation by Team (delay of game),77,68
339,4,10:23.0,C. Miles misses free throw 1 of 2,,77,68
340,4,10:23.0,Offensive rebound by Team,,77,68
341,4,10:23.0,C. Miles makes free throw 2 of 2,,78,68
342,4,10:02.0,,J. Terry makes 3-pt jump shot from 24 ft (assist by M. Thornton),78,71
343,4,9:46.0,R. Stuckey makes 2-pt jump shot from 12 ft (assist by M. Turner),,80,71
344,4,9:27.0,,C. Brewer misses 3-pt jump shot from 23 ft,80,71
345,4,9:26.0,Defensive rebound by C. Miles,,80,71
346,4,9:17.0,M. Turner makes 2-pt jump shot from 17 ft (assist by G. Robinson),,82,71
347,4,9:01.0,,J. Terry misses 3-pt jump shot from 25 ft,82,71
348,4,9:00.0,,Offensive rebound by D. Howard,82,71
349,4,8:59.0,,D. Howard makes 2-pt layup from 2 ft,82,73
350,4,8:48.0,G. Robinson makes 2-pt jump shot from 4 ft (assist by M. Ellis),,84,73
351,4,8:31.0,,J. Terry makes 2-pt layup from 1 ft (assist by D. Howard),84,75
352,4,8:31.0,Indiana full timeout,,84,75
353,4,8:31.0,J. Hill enters the game for M. Turner,,84,75
354,4,8:31.0,,P. Beverley enters the game for C. Brewer,84,75
355,4,8:31.0,,J. Harden enters the game for M. Thornton,84,75
356,4,8:14.0,R. Stuckey makes 2-pt layup from 1 ft,,86,75
357,4,7:49.0,,Shooting foul by R. Stuckey (drawn by D. Howard),86,75
358,4,7:49.0,,D. Howard misses free throw 1 of 2,86,75
359,4,7:49.0,,Offensive rebound by Team,86,75
360,4,7:49.0,,D. Howard makes free throw 2 of 2,86,76
361,4,7:45.0,Turnover by J. Hill (dbl dribble),,86,76
362,4,7:35.0,,J. Harden misses 2-pt jump shot from 18 ft,86,76
363,4,7:34.0,Defensive rebound by J. Hill,,86,76
364,4,7:20.0,M. Ellis misses 2-pt jump shot from 16 ft,,86,76
365,4,7:19.0,,Defensive rebound by J. Harden,86,76
366,4,7:11.0,,Personal foul by J. Hill (drawn by D. Howard),86,76
367,4,7:11.0,G. Hill enters the game for M. Ellis,,86,76
368,4,7:11.0,P. George enters the game for G. Robinson,,86,76
369,4,6:56.0,,D. Howard misses 2-pt hook shot from 8 ft,86,76
370,4,6:55.0,Defensive rebound by P. George,,86,76
371,4,6:42.0,J. Hill makes 2-pt dunk at rim (assist by C. Miles),,88,76
372,4,6:13.0,,P. Beverley misses 2-pt jump shot from 9 ft,88,76
373,4,6:12.0,Defensive rebound by R. Stuckey,,88,76
374,4,5:58.0,C. Miles misses 3-pt jump shot from 23 ft,,88,76
375,4,5:57.0,Offensive rebound by J. Hill,,88,76
376,4,5:37.0,,Offensive charge foul by C. Miles (drawn by T. Ariza),88,76
377,4,5:37.0,Turnover by C. Miles (offensive foul),,88,76
378,4,5:37.0,,Houston full timeout,88,76
379,4,5:37.0,,M. Thornton enters the game for J. Terry,88,76
380,4,5:24.0,,J. Harden makes 2-pt layup from 4 ft,88,78
381,4,5:01.0,J. Hill misses 2-pt jump shot from 19 ft,,88,78
382,4,5:01.0,,Defensive rebound by T. Ariza,88,78
383,4,4:49.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),88,81
384,4,4:29.0,Turnover by J. Hill (bad pass; steal by J. Harden),,88,81
385,4,4:16.0,,J. Harden misses 3-pt jump shot from 24 ft,88,81
386,4,4:15.0,Defensive rebound by G. Hill,,88,81
387,4,4:03.0,Shooting foul by P. Beverley (drawn by J. Hill),,88,81
388,4,4:03.0,J. Hill misses free throw 1 of 2,,88,81
389,4,4:03.0,Offensive rebound by Team,,88,81
390,4,4:03.0,M. Ellis enters the game for R. Stuckey,,88,81
