,QUARTER,TIME_REMAINING,DENVER_ACTION,WASHINGTON_ACTION,DENVER_SCORE,WASHINGTON_SCORE
384,4,6:46.0,,Turnover by R. Sessions (bad pass; steal by E. Mudiay),99,95
385,4,6:40.0,J. Nelson misses 2-pt layup from 2 ft,,99,95
386,4,6:40.0,,Defensive rebound by Team,99,95
387,4,6:40.0,Loose ball foul by K. Faried (drawn by N. Hilário),,99,95
388,4,6:40.0,,N. Hilário misses free throw 1 of 2,99,95
389,4,6:40.0,,Offensive rebound by Team,99,95
390,4,6:40.0,G. Harris enters the game for J. Nelson,,99,95
391,4,6:40.0,,N. Hilário makes free throw 2 of 2,99,96
392,4,6:26.0,E. Mudiay misses 2-pt layup from 2 ft (block by N. Hilário),,99,96
393,4,6:25.0,,Defensive rebound by J. Wall,99,96
394,4,6:21.0,,G. Temple misses 2-pt layup from 1 ft (block by W. Barton),99,96
395,4,6:21.0,,Offensive rebound by Team,99,96
396,4,6:04.0,,J. Wall misses 3-pt jump shot from 26 ft,99,96
397,4,6:02.0,Defensive rebound by W. Barton,,99,96
398,4,5:44.0,Turnover by K. Faried (bad pass; steal by R. Sessions),,99,96
399,4,5:41.0,,Shooting foul by E. Mudiay (drawn by R. Sessions),99,96
400,4,5:41.0,,R. Sessions makes 2-pt layup at rim,99,98
401,4,5:41.0,Official timeout,,99,98
402,4,5:41.0,,R. Sessions makes free throw 1 of 1,99,99
403,4,5:25.0,G. Harris makes 3-pt jump shot from 26 ft (assist by D. Gallinari),,102,99
404,4,4:59.0,,J. Dudley misses 2-pt layup at rim,102,99
405,4,4:58.0,Defensive rebound by K. Faried,,102,99
406,4,4:45.0,Turnover by E. Mudiay (lost ball; steal by J. Dudley),,102,99
407,4,4:42.0,,J. Wall misses 3-pt jump shot from 25 ft,102,99
408,4,4:40.0,Defensive rebound by K. Faried,,102,99
409,4,4:18.0,W. Barton misses 2-pt jump shot from 16 ft,,102,99
410,4,4:17.0,,Defensive rebound by J. Wall,102,99
411,4,4:11.0,,Turnover by J. Wall (bad pass),102,99
412,4,4:11.0,,B. Beal enters the game for R. Sessions,102,99
413,4,3:55.0,Personal foul by J. Dudley (drawn by D. Gallinari),,102,99
414,4,3:42.0,Turnover by W. Barton (offensive goaltending),,102,99
415,4,3:39.0,,B. Beal misses 3-pt jump shot from 25 ft,102,99
416,4,3:37.0,,Offensive rebound by N. Hilário,102,99
417,4,3:31.0,,Turnover by J. Wall (bad pass),102,99
418,4,3:16.0,D. Gallinari makes 3-pt jump shot from 28 ft (assist by E. Mudiay),,105,99
419,4,2:54.0,,B. Beal makes 2-pt jump shot from 15 ft,105,101
420,4,2:54.0,Technical foul by K. Faried,,105,101
421,4,2:54.0,,Washington full timeout,105,101
422,4,2:54.0,,B. Beal misses technical free throw,105,101
423,4,2:54.0,Offensive rebound by Team,,105,101
424,4,2:42.0,E. Mudiay makes 2-pt layup from 1 ft,,107,101
425,4,2:22.0,,B. Beal misses 2-pt jump shot from 7 ft,107,101
426,4,2:21.0,,Offensive rebound by N. Hilário,107,101
427,4,2:16.0,,G. Temple makes 3-pt jump shot from 26 ft (assist by J. Dudley),107,104
428,4,1:54.0,Turnover by E. Mudiay (bad pass; steal by J. Wall),,107,104
429,4,1:53.0,,Personal foul by E. Mudiay (drawn by J. Wall),107,104
430,4,1:53.0,,J. Wall misses free throw 1 of 2,107,104
431,4,1:53.0,,Offensive rebound by Team,107,104
432,4,1:53.0,,J. Wall makes free throw 2 of 2,107,105
433,4,1:33.0,D. Gallinari makes 2-pt jump shot from 20 ft (assist by K. Faried),,109,105
434,4,1:13.0,,B. Beal misses 2-pt layup at rim (block by K. Faried),109,105
435,4,1:11.0,Defensive rebound by E. Mudiay,,109,105
436,4,0:50.0,W. Barton misses 3-pt jump shot from 30 ft,,109,105
437,4,0:48.0,,Defensive rebound by Team,109,105
438,4,0:36.0,,G. Temple misses 3-pt jump shot from 25 ft,109,105
439,4,0:35.0,Defensive rebound by D. Gallinari,,109,105
440,4,0:32.0,Personal take foul by B. Beal (drawn by D. Gallinari),,109,105
441,4,0:30.0,Personal take foul by B. Beal (drawn by E. Mudiay),,109,105
442,4,0:30.0,E. Mudiay makes free throw 1 of 2,,110,105
443,4,0:30.0,E. Mudiay makes free throw 2 of 2,,111,105
444,4,0:30.0,,Washington full timeout,111,105
445,4,0:25.0,,Shooting foul by G. Harris (drawn by J. Wall),111,105
446,4,0:25.0,,J. Wall makes free throw 1 of 2,111,106
447,4,0:25.0,N. Jokić enters the game for G. Harris,,111,106
448,4,0:25.0,,J. Wall makes free throw 2 of 2,111,107
449,4,0:25.0,Personal take foul by J. Dudley (drawn by K. Faried),,111,107
450,4,0:25.0,K. Faried misses free throw 1 of 2,,111,107
451,4,0:25.0,Offensive rebound by Team,,111,107
452,4,0:25.0,G. Harris enters the game for N. Jokić,,111,107
453,4,0:25.0,K. Faried makes free throw 2 of 2,,112,107
454,4,0:20.0,,J. Wall misses 3-pt jump shot from 24 ft,112,107
455,4,0:19.0,Defensive rebound by Team,,112,107
456,4,0:19.0,Denver full timeout,,112,107
457,4,0:19.0,M. Miller enters the game for K. Faried,,112,107
458,4,0:17.0,Personal foul by B. Beal (drawn by E. Mudiay),,112,107
459,4,0:17.0,E. Mudiay makes free throw 1 of 2,,113,107
460,4,0:17.0,K. Faried enters the game for M. Miller,,113,107
461,4,0:17.0,E. Mudiay misses free throw 2 of 2,,113,107
462,4,0:16.0,,Defensive rebound by G. Temple,113,107
463,4,0:16.0,,Washington full timeout,113,107
464,4,0:13.0,,Personal foul by W. Barton (drawn by B. Beal),113,107
465,4,0:13.0,,B. Beal makes free throw 1 of 2,113,108
466,4,0:13.0,N. Jokić enters the game for K. Faried,,113,108
467,4,0:13.0,,B. Beal makes free throw 2 of 2,113,109
468,4,0:13.0,Denver full timeout,,113,109
469,4,0:13.0,M. Miller enters the game for N. Jokić,,113,109
470,4,0:13.0,Denver full timeout,,113,109
471,4,0:11.0,Personal take foul by N. Hilário (drawn by D. Gallinari),,113,109
472,4,0:11.0,D. Gallinari makes free throw 1 of 2,,114,109
473,4,0:11.0,K. Faried enters the game for M. Miller,,114,109
474,4,0:11.0,D. Gallinari makes free throw 2 of 2,,115,109
475,4,0:05.0,,N. Hilário makes 2-pt dunk at rim (assist by J. Dudley),115,111
476,4,0:05.0,Personal take foul by G. Temple (drawn by W. Barton),,115,111
477,4,0:05.0,W. Barton makes free throw 1 of 2,,116,111
478,4,0:05.0,W. Barton makes free throw 2 of 2,,117,111
479,4,0:02.0,,G. Temple makes 2-pt dunk at rim,117,113
