,QUARTER,TIME_REMAINING,INDIANA_ACTION,PORTLAND_ACTION,INDIANA_SCORE,PORTLAND_SCORE
388,4,5:40.0,,A. Aminu enters the game for M. Harkless,103,108
389,4,5:40.0,G. Hill enters the game for G. Robinson,,103,108
390,4,5:40.0,C. Miles makes free throw 1 of 2,,104,108
391,4,5:40.0,C. Miles misses free throw 2 of 2,,104,108
392,4,5:39.0,,Defensive rebound by M. Plumlee,104,108
393,4,5:26.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by D. Lillard),104,111
394,4,5:10.0,C. Miles makes 3-pt jump shot from 24 ft (assist by R. Stuckey),,107,111
395,4,4:53.0,,A. Crabbe makes 2-pt jump shot from 12 ft (assist by D. Lillard),107,113
396,4,4:41.0,Turnover by C. Miles (lost ball; steal by A. Aminu),,107,113
397,4,4:38.0,,Personal foul by P. George (drawn by A. Aminu),107,113
398,4,4:38.0,,C. McCollum enters the game for M. Leonard,107,113
399,4,4:29.0,Offensive charge foul by A. Crabbe (drawn by P. George),,107,113
400,4,4:29.0,,Turnover by A. Crabbe (offensive foul),107,113
401,4,4:13.0,I. Mahinmi makes 2-pt dunk at rim (assist by P. George),,109,113
402,4,3:54.0,,C. McCollum misses 2-pt jump shot from 14 ft,109,113
403,4,3:53.0,,Offensive rebound by A. Aminu,109,113
404,4,3:36.0,,A. Crabbe makes 3-pt jump shot from 22 ft (assist by A. Aminu),109,116
405,4,3:26.0,P. George misses 3-pt jump shot from 24 ft,,109,116
406,4,3:25.0,,Defensive rebound by D. Lillard,109,116
407,4,3:04.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by A. Aminu),109,118
408,4,3:04.0,,Shooting foul by I. Mahinmi (drawn by M. Plumlee),109,118
409,4,3:04.0,Indiana full timeout,,109,118
410,4,3:04.0,,M. Plumlee misses free throw 1 of 1,109,118
411,4,3:03.0,Defensive rebound by I. Mahinmi,,109,118
412,4,2:47.0,G. Hill misses 3-pt jump shot from 24 ft,,109,118
413,4,2:46.0,,Defensive rebound by A. Aminu,109,118
414,4,2:32.0,,Personal foul by C. Miles (drawn by M. Plumlee),109,118
415,4,2:23.0,,A. Crabbe misses 3-pt jump shot from 24 ft,109,118
416,4,2:22.0,Defensive rebound by C. Miles,,109,118
417,4,2:09.0,I. Mahinmi misses 2-pt jump shot from 15 ft,,109,118
418,4,2:08.0,Offensive rebound by G. Hill,,109,118
419,4,2:06.0,G. Hill makes 2-pt layup from 1 ft,,111,118
420,4,1:46.0,,M. Plumlee makes 2-pt dunk at rim (assist by A. Aminu),111,120
421,4,1:35.0,G. Hill misses 2-pt hook shot from 3 ft,,111,120
422,4,1:32.0,Offensive rebound by I. Mahinmi,,111,120
423,4,1:32.0,I. Mahinmi misses 2-pt layup at rim,,111,120
424,4,1:31.0,,Defensive rebound by M. Plumlee,111,120
425,4,1:31.0,,Turnover by Team (shot clock),111,120
426,4,1:09.0,J. Young enters the game for C. Miles,,111,120
427,4,1:09.0,L. Allen enters the game for P. George,,111,120
428,4,1:09.0,G. Robinson enters the game for I. Mahinmi,,111,120
429,4,1:09.0,C. Budinger enters the game for G. Hill,,111,120
430,4,1:09.0,S. Hill enters the game for R. Stuckey,,111,120
431,4,0:54.0,J. Young misses 2-pt layup from 1 ft,,111,120
432,4,0:53.0,,Defensive rebound by D. Lillard,111,120
433,4,0:30.0,,A. Aminu makes 3-pt jump shot from 23 ft (assist by D. Lillard),111,123
434,4,0:21.0,G. Robinson misses 3-pt jump shot from 24 ft,,111,123
435,4,0:20.0,,Defensive rebound by C. McCollum,111,123
