,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MIAMI_ACTION,NEW ORLEANS_SCORE,MIAMI_SCORE
393,4,4:01.0,Personal foul by C. Bosh (drawn by A. Davis),,70,70
394,4,3:53.0,A. Davis misses 2-pt jump shot from 19 ft,,70,70
395,4,3:52.0,,Defensive rebound by G. Green,70,70
396,4,3:40.0,,G. Green makes 2-pt jump shot from 15 ft,70,72
397,4,3:15.0,Turnover by A. Davis (lost ball; steal by G. Green),,70,72
398,4,3:05.0,,G. Dragić misses 3-pt jump shot from 24 ft,70,72
399,4,3:04.0,Defensive rebound by Team,,70,72
400,4,2:45.0,N. Cole misses 2-pt jump shot from 18 ft,,70,72
401,4,2:44.0,,Defensive rebound by D. Wade,70,72
402,4,2:29.0,,C. Bosh misses 3-pt jump shot from 24 ft,70,72
403,4,2:28.0,Defensive rebound by N. Cole,,70,72
404,4,2:24.0,New Orleans full timeout,,70,72
405,4,2:24.0,T. Evans enters the game for N. Cole,,70,72
406,4,2:19.0,Shooting foul by D. Wade (drawn by T. Evans),,70,72
407,4,2:19.0,T. Evans makes free throw 1 of 2,,71,72
408,4,2:19.0,T. Evans makes free throw 2 of 2,,72,72
409,4,2:03.0,,G. Green misses 3-pt jump shot from 24 ft,72,72
410,4,2:02.0,Defensive rebound by T. Evans,,72,72
411,4,1:47.0,A. Davis misses 2-pt jump shot from 16 ft,,72,72
412,4,1:46.0,Offensive rebound by R. Anderson,,72,72
413,4,1:45.0,R. Anderson makes 2-pt layup at rim,,74,72
414,4,1:30.0,,C. Bosh makes 2-pt jump shot from 20 ft (assist by D. Wade),74,74
415,4,1:19.0,T. Evans makes 2-pt layup from 2 ft,,76,74
416,4,1:19.0,,Miami full timeout,76,74
417,4,1:09.0,,D. Wade makes 2-pt layup at rim (assist by C. Bosh),76,76
418,4,0:52.0,Turnover by T. Evans (bad pass; steal by G. Green),,76,76
419,4,0:48.0,,G. Green makes 2-pt layup from 1 ft,76,78
420,4,0:48.0,New Orleans full timeout,,76,78
421,4,0:37.0,E. Gordon makes 2-pt layup at rim,,78,78
422,4,0:15.0,,C. Bosh misses 2-pt jump shot from 10 ft,78,78
423,4,0:14.0,Defensive rebound by R. Anderson,,78,78
424,4,0:14.0,New Orleans full timeout,,78,78
425,4,0:09.0,New Orleans full timeout,,78,78
426,4,0:02.0,A. Davis misses 2-pt jump shot from 20 ft,,78,78
427,4,0:01.0,,Defensive rebound by D. Wade,78,78
428,1OT,4:42.0,,Turnover by L. Deng (bad pass; steal by R. Anderson),78,78
429,1OT,4:25.0,Turnover by Team (5 sec inbounds),,78,78
430,1OT,4:06.0,,D. Wade misses 2-pt jump shot from 15 ft,78,78
431,1OT,4:05.0,Defensive rebound by R. Anderson,,78,78
432,1OT,3:49.0,N. Cole misses 2-pt jump shot from 19 ft,,78,78
433,1OT,3:48.0,,Defensive rebound by C. Bosh,78,78
434,1OT,3:31.0,,Shooting foul by R. Anderson (drawn by C. Bosh),78,78
435,1OT,3:31.0,,C. Bosh makes free throw 1 of 2,78,79
436,1OT,3:31.0,,C. Bosh makes free throw 2 of 2,78,80
437,1OT,3:17.0,E. Gordon makes 2-pt jump shot from 5 ft,,80,80
438,1OT,2:56.0,,L. Deng makes 3-pt jump shot from 24 ft (assist by D. Wade),80,83
439,1OT,2:34.0,T. Evans makes 2-pt layup from 2 ft,,82,83
440,1OT,2:13.0,,C. Bosh makes 2-pt hook shot from 4 ft,82,85
441,1OT,2:05.0,R. Anderson misses 3-pt jump shot from 24 ft,,82,85
442,1OT,2:04.0,,Defensive rebound by C. Bosh,82,85
443,1OT,1:46.0,,Personal foul by E. Gordon (drawn by D. Wade),82,85
444,1OT,1:36.0,,D. Wade makes 2-pt jump shot from 16 ft,82,87
445,1OT,1:36.0,New Orleans full timeout,,82,87
446,1OT,1:17.0,A. Davis misses 2-pt layup from 1 ft,,82,87
447,1OT,1:16.0,,Defensive rebound by G. Green,82,87
448,1OT,1:06.0,,D. Wade misses 2-pt jump shot from 5 ft,82,87
449,1OT,1:05.0,Defensive rebound by A. Davis,,82,87
450,1OT,1:00.0,Turnover by T. Evans (traveling),,82,87
451,1OT,0:41.0,,C. Bosh makes 2-pt layup from 2 ft (assist by D. Wade),82,89
452,1OT,0:41.0,,Shooting foul by E. Gordon (drawn by C. Bosh),82,89
453,1OT,0:41.0,,C. Bosh makes free throw 1 of 1,82,90
454,1OT,0:41.0,New Orleans full timeout,,82,90
455,1OT,0:41.0,New Orleans full timeout,,82,90
456,1OT,0:39.0,A. Davis makes 2-pt dunk at rim (assist by T. Evans),,84,90
457,1OT,0:38.0,,Personal foul by E. Gordon (drawn by D. Wade),84,90
458,1OT,0:38.0,,D. Wade makes free throw 1 of 2,84,91
459,1OT,0:38.0,,D. Wade makes free throw 2 of 2,84,92
460,1OT,0:31.0,E. Gordon makes 3-pt jump shot from 24 ft (assist by A. Davis),,87,92
461,1OT,0:31.0,Shooting foul by G. Green (drawn by E. Gordon),,87,92
462,1OT,0:31.0,E. Gordon makes free throw 1 of 1,,88,92
463,1OT,0:31.0,,Personal foul by E. Gordon (drawn by D. Wade),88,92
464,1OT,0:31.0,,D. Wade makes free throw 1 of 2,88,93
465,1OT,0:31.0,,D. Wade makes free throw 2 of 2,88,94
466,1OT,0:21.0,E. Gordon misses 2-pt layup from 2 ft,,88,94
467,1OT,0:20.0,,Defensive rebound by D. Wade,88,94
