,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,GOLDEN STATE_ACTION,WASHINGTON_SCORE,GOLDEN STATE_SCORE
395,4,5:54.0,Turnover by B. Beal (bad pass; steal by K. Thompson),,76,95
396,4,5:51.0,,Turnover by D. Green (bad pass),76,95
397,4,5:51.0,,Golden State full timeout,76,95
398,4,5:51.0,J. Hickson enters the game for B. Beal,,76,95
399,4,5:51.0,,J. McAdoo enters the game for I. Clark,76,95
400,4,5:41.0,M. Thornton misses 3-pt jump shot from 25 ft,,76,95
401,4,5:40.0,,Defensive rebound by S. Curry,76,95
402,4,5:31.0,,Shooting foul by J. Wall (drawn by J. McAdoo),76,95
403,4,5:31.0,,J. McAdoo misses free throw 1 of 2,76,95
404,4,5:31.0,,Offensive rebound by Team,76,95
405,4,5:31.0,,J. McAdoo misses free throw 2 of 2,76,95
406,4,5:31.0,Defensive rebound by J. Hickson,,76,95
407,4,5:12.0,J. Wall misses 2-pt jump shot from 19 ft,,76,95
408,4,5:12.0,,Defensive rebound by D. Green,76,95
409,4,4:54.0,,K. Thompson misses 3-pt jump shot from 23 ft,76,95
410,4,4:53.0,Defensive rebound by O. Porter,,76,95
411,4,4:48.0,J. Dudley enters the game for M. Morris,,76,95
412,4,4:48.0,R. Sessions enters the game for J. Wall,,76,95
413,4,4:48.0,K. Oubre enters the game for O. Porter,,76,95
414,4,4:36.0,J. Hickson misses 2-pt jump shot from 17 ft,,76,95
415,4,4:36.0,,Defensive rebound by D. Green,76,95
416,4,4:28.0,,Turnover by S. Curry (bad pass; steal by R. Sessions),76,95
417,4,4:22.0,J. Dudley makes 2-pt layup from 2 ft (assist by R. Sessions),,78,95
418,4,4:06.0,,J. McAdoo makes 2-pt layup from 2 ft (assist by L. Barbosa),78,97
419,4,3:49.0,J. Hickson makes 2-pt layup from 2 ft (assist by M. Thornton),,80,97
420,4,3:49.0,Shooting foul by D. Green (drawn by J. Hickson),,80,97
421,4,3:49.0,J. Hickson makes free throw 1 of 1,,81,97
422,4,3:33.0,,S. Curry makes 2-pt layup from 2 ft (assist by D. Green),81,99
423,4,3:21.0,K. Oubre makes 2-pt layup from 2 ft (assist by R. Sessions),,83,99
424,4,3:21.0,Shooting foul by D. Green (drawn by K. Oubre),,83,99
425,4,3:21.0,K. Oubre makes free throw 1 of 1,,84,99
426,4,3:08.0,,J. McAdoo misses 2-pt layup from 2 ft,84,99
427,4,3:07.0,Defensive rebound by M. Thornton,,84,99
428,4,3:01.0,J. Hickson makes 2-pt dunk at rim (assist by M. Thornton),,86,99
429,4,3:01.0,,Golden State full timeout,86,99
430,4,2:47.0,,Shooting block foul by K. Oubre (drawn by J. McAdoo),86,99
431,4,2:47.0,,J. McAdoo makes free throw 1 of 2,86,100
432,4,2:47.0,,J. McAdoo misses free throw 2 of 2,86,100
433,4,2:46.0,Defensive rebound by J. Hickson,,86,100
434,4,2:31.0,K. Oubre misses 3-pt jump shot from 26 ft,,86,100
435,4,2:30.0,Offensive rebound by J. Hickson,,86,100
436,4,2:26.0,J. Hickson misses 2-pt jump shot from 3 ft (block by J. McAdoo),,86,100
437,4,2:26.0,Offensive rebound by Team,,86,100
438,4,2:19.0,Personal foul by S. Curry,,86,100
439,4,2:19.0,R. Sessions makes free throw 1 of 2,,87,100
440,4,2:19.0,,I. Clark enters the game for S. Curry,87,100
441,4,2:19.0,R. Sessions misses free throw 2 of 2,,87,100
442,4,2:17.0,,Defensive rebound by D. Green,87,100
443,4,2:02.0,,K. Thompson misses 3-pt jump shot from 23 ft,87,100
444,4,2:02.0,,Offensive rebound by L. Barbosa,87,100
445,4,1:57.0,,L. Barbosa misses 2-pt jump shot from 12 ft,87,100
446,4,1:56.0,Defensive rebound by J. Hickson,,87,100
447,4,1:49.0,J. Hickson makes 2-pt hook shot from 6 ft (assist by M. Thornton),,89,100
448,4,1:49.0,Shooting foul by K. Thompson (drawn by J. Hickson),,89,100
449,4,1:49.0,J. Hickson misses free throw 1 of 1,,89,100
450,4,1:48.0,,Defensive rebound by K. Thompson,89,100
451,4,1:30.0,,I. Clark misses 2-pt jump shot from 19 ft,89,100
452,4,1:30.0,Defensive rebound by M. Thornton,,89,100
453,4,1:19.0,J. Hickson makes 2-pt dunk at rim (assist by M. Thornton),,91,100
454,4,0:53.0,,K. Thompson misses 2-pt jump shot from 18 ft,91,100
455,4,0:53.0,Defensive rebound by M. Thornton,,91,100
456,4,0:47.0,M. Thornton misses 3-pt jump shot from 26 ft (block by D. Green),,91,100
457,4,0:45.0,Offensive rebound by J. Hickson,,91,100
458,4,0:42.0,K. Oubre makes 2-pt dunk at rim,,93,100
459,4,0:42.0,Shooting foul by J. McAdoo (drawn by K. Oubre),,93,100
460,4,0:42.0,,S. Curry enters the game for L. Barbosa,93,100
461,4,0:42.0,,H. Barnes enters the game for J. McAdoo,93,100
462,4,0:42.0,K. Oubre makes free throw 1 of 1,,94,100
463,4,0:21.0,,K. Thompson misses 2-pt jump shot from 3 ft,94,100
464,4,0:20.0,Defensive rebound by K. Oubre,,94,100
465,4,0:15.0,Turnover by R. Sessions (bad pass),,94,100
466,4,0:12.0,,Personal foul by R. Sessions,94,100
467,4,0:12.0,,H. Barnes makes free throw 1 of 2,94,101
468,4,0:12.0,,H. Barnes makes free throw 2 of 2,94,102
469,4,0:12.0,Washington full timeout,,94,102
470,4,0:11.0,M. Thornton misses 3-pt jump shot from 28 ft,,94,102
471,4,0:08.0,,Defensive rebound by S. Curry,94,102
