,QUARTER,TIME_REMAINING,DETROIT_ACTION,LA LAKERS_ACTION,DETROIT_SCORE,LA LAKERS_SCORE
387,4,7:54.0,Loose ball foul by S. Johnson (drawn by K. Bryant),,72,75
388,4,7:42.0,,N. Young makes 3-pt jump shot from 27 ft (assist by L. Williams),72,78
389,4,7:28.0,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),,74,78
390,4,7:08.0,,K. Bryant misses 3-pt jump shot from 25 ft,74,78
391,4,7:08.0,Defensive rebound by Team,,74,78
392,4,7:08.0,,J. Clarkson enters the game for L. Williams,74,78
393,4,6:54.0,A. Tolliver misses 3-pt jump shot from 25 ft,,74,78
394,4,6:54.0,,Defensive rebound by K. Bryant,74,78
395,4,6:44.0,,Turnover by K. Bryant (traveling),74,78
396,4,6:44.0,E. İlyasova enters the game for A. Tolliver,,74,78
397,4,6:33.0,Turnover by R. Jackson (bad pass; steal by K. Bryant),,74,78
398,4,6:29.0,Offensive charge foul by J. Clarkson (drawn by E. İlyasova),,74,78
399,4,6:29.0,,Turnover by J. Clarkson (offensive foul),74,78
400,4,6:29.0,,R. Hibbert enters the game for B. Bass,74,78
401,4,6:18.0,Offensive foul by A. Drummond (drawn by R. Hibbert),,74,78
402,4,6:18.0,Turnover by A. Drummond (offensive foul),,74,78
403,4,6:08.0,,Turnover by J. Clarkson (bad pass; steal by S. Johnson),74,78
404,4,6:04.0,S. Johnson misses 2-pt jump shot from 3 ft,,74,78
405,4,6:03.0,,Defensive rebound by Team,74,78
406,4,6:03.0,Loose ball foul by S. Johnson (drawn by R. Hibbert),,74,78
407,4,5:44.0,,Shooting foul by S. Johnson (drawn by R. Hibbert),74,78
408,4,5:44.0,Official timeout,,74,78
409,4,5:44.0,M. Morris enters the game for S. Johnson,,74,78
410,4,5:44.0,,J. Randle enters the game for L. Nance,74,78
411,4,5:44.0,,R. Hibbert makes free throw 1 of 2,74,79
412,4,5:44.0,,R. Hibbert makes free throw 2 of 2,74,80
413,4,5:25.0,M. Morris misses 2-pt jump shot from 16 ft,,74,80
414,4,5:25.0,Offensive rebound by Team,,74,80
415,4,5:15.0,R. Jackson misses 2-pt jump shot from 14 ft,,74,80
416,4,5:15.0,,Defensive rebound by Team,74,80
417,4,4:55.0,Offensive charge foul by J. Randle (drawn by M. Morris),,74,80
418,4,4:55.0,,Turnover by J. Randle (offensive foul),74,80
419,4,4:55.0,S. Dinwiddie enters the game for R. Jackson,,74,80
420,4,4:40.0,Turnover by Team (5 sec inbounds),,74,80
421,4,4:20.0,,R. Hibbert makes 2-pt jump shot at rim (assist by K. Bryant),74,82
422,4,4:06.0,A. Drummond misses 2-pt hook shot from 12 ft,,74,82
423,4,4:05.0,,Defensive rebound by K. Bryant,74,82
424,4,3:44.0,,K. Bryant makes 3-pt jump shot from 26 ft (assist by R. Hibbert),74,85
425,4,3:44.0,Detroit full timeout,,74,85
426,4,3:25.0,K. Caldwell-Pope misses 2-pt jump shot from 10 ft,,74,85
427,4,3:25.0,Offensive rebound by Team,,74,85
428,4,3:24.0,S. Dinwiddie makes 2-pt jump shot from 17 ft (assist by M. Morris),,76,85
429,4,3:24.0,Shooting foul by J. Clarkson (drawn by S. Dinwiddie),,76,85
430,4,3:24.0,S. Dinwiddie makes free throw 1 of 1,,77,85
431,4,3:04.0,,J. Clarkson makes 2-pt jump shot from 12 ft,77,87
432,4,2:38.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,77,87
433,4,2:38.0,,Defensive rebound by Team,77,87
434,4,2:21.0,,Personal foul by S. Dinwiddie (drawn by R. Hibbert),77,87
435,4,2:21.0,Technical foul by A. Drummond,,77,87
436,4,2:21.0,,K. Bryant makes technical free throw,77,88
437,4,2:21.0,,R. Hibbert makes free throw 1 of 2,77,89
438,4,2:21.0,,R. Hibbert misses free throw 2 of 2,77,89
439,4,2:20.0,Defensive rebound by A. Drummond,,77,89
440,4,2:05.0,Personal foul by N. Young (drawn by E. İlyasova),,77,89
441,4,1:59.0,S. Dinwiddie makes 3-pt jump shot from 24 ft,,80,89
442,4,1:42.0,,Turnover by K. Bryant (lost ball; steal by A. Drummond),80,89
443,4,1:35.0,Shooting foul by R. Hibbert (drawn by S. Dinwiddie),,80,89
444,4,1:35.0,S. Dinwiddie misses free throw 1 of 2,,80,89
445,4,1:35.0,Offensive rebound by Team,,80,89
446,4,1:35.0,S. Dinwiddie makes free throw 2 of 2,,81,89
447,4,1:12.0,,J. Randle misses 2-pt layup from 2 ft,81,89
448,4,1:12.0,,Offensive rebound by J. Randle,81,89
449,4,0:59.0,,Shooting foul by A. Drummond (drawn by J. Clarkson),81,89
450,4,0:59.0,,J. Clarkson misses free throw 1 of 2,81,89
451,4,0:59.0,,Offensive rebound by Team,81,89
452,4,0:59.0,,J. Clarkson makes free throw 2 of 2,81,90
453,4,0:59.0,Detroit full timeout,,81,90
454,4,0:56.0,M. Morris misses 3-pt jump shot from 24 ft,,81,90
455,4,0:56.0,,Defensive rebound by J. Clarkson,81,90
456,4,0:47.0,,Personal take foul by S. Dinwiddie (drawn by J. Clarkson),81,90
457,4,0:47.0,,J. Clarkson misses free throw 1 of 2,81,90
458,4,0:47.0,,Offensive rebound by Team,81,90
459,4,0:47.0,,J. Clarkson makes free throw 2 of 2,81,91
460,4,0:35.0,E. İlyasova makes 2-pt jump shot from 5 ft,,83,91
461,4,0:34.0,,Personal take foul by S. Dinwiddie (drawn by J. Clarkson),83,91
462,4,0:34.0,,J. Clarkson makes free throw 1 of 2,83,92
463,4,0:34.0,,J. Clarkson makes free throw 2 of 2,83,93
464,4,0:24.0,A. Drummond makes 2-pt jump shot at rim (assist by K. Caldwell-Pope),,85,93
465,4,0:23.0,,Personal take foul by E. İlyasova (drawn by K. Bryant),85,93
466,4,0:23.0,,K. Bryant makes free throw 1 of 2,85,94
467,4,0:23.0,,K. Bryant makes free throw 2 of 2,85,95
468,4,0:11.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,85,95
469,4,0:10.0,Offensive rebound by M. Morris,,85,95
470,4,0:08.0,M. Morris misses 3-pt jump shot from 25 ft,,85,95
471,4,0:08.0,,Defensive rebound by Team,85,95
472,4,0:08.0,Loose ball foul by A. Drummond (drawn by R. Hibbert),,85,95
473,4,0:08.0,,R. Hibbert makes free throw 1 of 2,85,96
474,4,0:08.0,,M. World Peace enters the game for K. Bryant,85,96
475,4,0:08.0,,R. Hibbert makes free throw 2 of 2,85,97
