,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DALLAS_ACTION,MILWAUKEE_SCORE,DALLAS_SCORE
379,4,4:25.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by C. Parsons),89,92
380,4,4:07.0,G. Antetokounmpo makes 2-pt hook shot from 7 ft (assist by J. Bayless),,91,92
381,4,3:50.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by R. Felton),91,95
382,4,3:50.0,Milwaukee full timeout,,91,95
383,4,3:37.0,O. Mayo misses 3-pt jump shot from 25 ft,,91,95
384,4,3:34.0,,Defensive rebound by D. Nowitzki,91,95
385,4,3:13.0,,Turnover by D. Nowitzki (bad pass; steal by O. Mayo),91,95
386,4,2:49.0,G. Monroe misses 2-pt hook shot from 5 ft,,91,95
387,4,2:48.0,Offensive rebound by Team,,91,95
388,4,2:48.0,Turnover by Team (shot clock),,91,95
389,4,2:36.0,,R. Felton makes 2-pt jump shot from 4 ft (assist by D. Nowitzki),91,97
390,4,2:18.0,G. Antetokounmpo misses 2-pt jump shot from 19 ft,,91,97
391,4,2:17.0,,Defensive rebound by W. Matthews,91,97
392,4,2:00.0,,R. Felton misses 2-pt jump shot from 20 ft,91,97
393,4,1:59.0,Defensive rebound by G. Antetokounmpo,,91,97
394,4,1:52.0,J. Bayless misses 3-pt jump shot from 25 ft,,91,97
395,4,1:51.0,Offensive rebound by G. Monroe,,91,97
396,4,1:48.0,K. Middleton misses 3-pt jump shot from 24 ft,,91,97
397,4,1:47.0,,Defensive rebound by D. Nowitzki,91,97
398,4,1:29.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,91,97
399,4,1:28.0,Defensive rebound by G. Antetokounmpo,,91,97
400,4,1:13.0,G. Monroe misses 2-pt layup from 1 ft,,91,97
401,4,1:12.0,Offensive rebound by G. Antetokounmpo,,91,97
402,4,1:11.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,93,97
403,4,0:49.0,,Z. Pachulia misses 2-pt layup from 2 ft (block by G. Antetokounmpo),93,97
404,4,0:48.0,Defensive rebound by G. Monroe,,93,97
405,4,0:45.0,,Offensive charge foul by K. Middleton (drawn by C. Parsons),93,97
406,4,0:45.0,Turnover by K. Middleton (offensive foul),,93,97
407,4,0:24.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,93,97
408,4,0:23.0,Defensive rebound by G. Antetokounmpo,,93,97
409,4,0:22.0,Personal foul by C. Parsons (drawn by G. Antetokounmpo),,93,97
410,4,0:22.0,Milwaukee full timeout,,93,97
411,4,0:22.0,,D. Harris enters the game for D. Nowitzki,93,97
412,4,0:16.0,Turnover by G. Monroe (bad pass; steal by C. Parsons),,93,97
413,4,0:11.0,,D. Harris makes 2-pt layup from 1 ft (assist by C. Parsons),93,99
414,4,0:11.0,Milwaukee full timeout,,93,99
415,4,0:09.0,K. Middleton misses 3-pt jump shot from 28 ft,,93,99
416,4,0:08.0,,Defensive rebound by Z. Pachulia,93,99
417,4,0:06.0,,Personal take foul by G. Antetokounmpo (drawn by Z. Pachulia),93,99
418,4,0:06.0,Technical foul by K. Middleton,,93,99
419,4,0:06.0,Technical foul by K. Middleton,,93,99
420,4,0:06.0,R. Vaughn enters the game for K. Middleton,,93,99
421,4,0:06.0,,W. Matthews makes technical free throw,93,100
422,4,0:06.0,,W. Matthews makes technical free throw,93,101
423,4,0:06.0,,Z. Pachulia makes free throw 1 of 2,93,102
424,4,0:06.0,,Z. Pachulia makes free throw 2 of 2,93,103
