,QUARTER,TIME_REMAINING,DALLAS_ACTION,CLEVELAND_ACTION,DALLAS_SCORE,CLEVELAND_SCORE
29,1,7:55.0,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by C. Parsons),,6,7
30,1,7:37.0,,Shooting foul by R. Felton (drawn by K. Love),6,7
31,1,7:37.0,,K. Love misses free throw 1 of 2,6,7
32,1,7:37.0,,Offensive rebound by Team,6,7
33,1,7:37.0,,K. Love makes free throw 2 of 2,6,8
34,1,7:21.0,D. Nowitzki makes 2-pt layup from 1 ft (assist by W. Matthews),,8,8
35,1,7:11.0,,K. Irving makes 2-pt jump shot from 13 ft,8,10
36,1,7:01.0,,Violation by I. Shumpert (kicked ball),8,10
37,1,7:01.0,,R. Jefferson enters the game for K. Love,8,10
38,1,6:49.0,R. Felton misses 3-pt jump shot from 25 ft,,8,10
39,1,6:48.0,,Defensive rebound by R. Jefferson,8,10
40,1,6:33.0,,Turnover by R. Jefferson (lost ball),8,10
41,1,6:24.0,Personal foul by K. Irving,,8,10
42,1,6:09.0,D. Nowitzki makes 2-pt layup at rim (assist by D. Williams),,10,10
43,1,5:51.0,,J. Smith misses 2-pt jump shot from 6 ft,10,10
44,1,5:50.0,,Offensive rebound by J. Smith,10,10
45,1,5:46.0,,R. Jefferson makes 3-pt jump shot from 22 ft (assist by J. Smith),10,13
46,1,5:46.0,Dallas full timeout,,10,13
47,1,5:46.0,D. Lee enters the game for D. Nowitzki,,10,13
48,1,5:31.0,D. Lee makes 2-pt layup from 1 ft (assist by C. Parsons),,12,13
49,1,5:10.0,,K. Irving makes 2-pt jump shot from 18 ft,12,15
50,1,5:00.0,Turnover by D. Williams (bad pass; steal by I. Shumpert),,12,15
51,1,4:54.0,,K. Irving makes 2-pt layup at rim (assist by I. Shumpert),12,17
52,1,4:39.0,D. Lee makes 2-pt layup from 1 ft (assist by C. Parsons),,14,17
53,1,4:39.0,Shooting foul by K. Irving (drawn by D. Lee),,14,17
54,1,4:39.0,,M. Dellavedova enters the game for K. Irving,14,17
55,1,4:39.0,D. Lee makes free throw 1 of 1,,15,17
56,1,4:16.0,,I. Shumpert makes 2-pt layup from 1 ft (assist by M. Dellavedova),15,19
57,1,4:06.0,D. Lee misses 2-pt layup from 2 ft (block by I. Shumpert),,15,19
58,1,4:06.0,Offensive rebound by Team,,15,19
59,1,4:06.0,D. Harris enters the game for R. Felton,,15,19
60,1,4:06.0,,C. Frye enters the game for T. Thompson,15,19
61,1,4:04.0,C. Parsons misses 2-pt layup from 1 ft,,15,19
62,1,4:03.0,,Defensive rebound by C. Frye,15,19
63,1,3:56.0,,R. Jefferson makes 2-pt layup from 1 ft (assist by M. Dellavedova),15,21
64,1,3:56.0,,Shooting foul by D. Lee (drawn by R. Jefferson),15,21
65,1,3:56.0,J. Barea enters the game for D. Williams,,15,21
66,1,3:56.0,,R. Jefferson makes free throw 1 of 1,15,22
67,1,3:39.0,D. Lee makes 2-pt jump shot from 8 ft (assist by C. Parsons),,17,22
68,1,3:29.0,,Turnover by R. Jefferson (lost ball),17,22
69,1,3:17.0,Turnover by C. Parsons (bad pass; steal by J. Smith),,17,22
70,1,3:05.0,,J. Smith misses 3-pt jump shot from 25 ft,17,22
71,1,3:05.0,,Offensive rebound by C. Frye,17,22
72,1,2:56.0,,Offensive foul by C. Frye (drawn by C. Parsons),17,22
73,1,2:56.0,,Turnover by C. Frye (offensive foul),17,22
74,1,2:56.0,,Cleveland full timeout,17,22
75,1,2:43.0,Turnover by C. Parsons (bad pass; steal by J. Smith),,17,22
76,1,2:38.0,,J. Smith makes 2-pt dunk at rim,17,24
77,1,2:26.0,J. Barea makes 2-pt jump shot from 15 ft,,19,24
78,1,2:08.0,,C. Frye makes 2-pt jump shot from 4 ft (assist by J. Smith),19,26
79,1,1:58.0,D. Lee makes 2-pt dunk at rim (assist by J. Barea),,21,26
80,1,1:46.0,,J. Smith misses 3-pt jump shot from 25 ft,21,26
81,1,1:46.0,Defensive rebound by J. Barea,,21,26
82,1,1:36.0,J. Anderson enters the game for C. Parsons,,21,26
83,1,1:36.0,D. Nowitzki enters the game for W. Matthews,,21,26
84,1,1:36.0,,K. Love enters the game for I. Shumpert,21,26
85,1,1:22.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,21,26
86,1,1:22.0,,Defensive rebound by J. Smith,21,26
87,1,1:13.0,,J. Smith misses 2-pt jump shot from 15 ft,21,26
88,1,1:13.0,Defensive rebound by D. Lee,,21,26
89,1,1:05.0,J. Barea makes 3-pt jump shot from 25 ft (assist by D. Lee),,24,26
90,1,0:52.0,,M. Dellavedova makes 2-pt layup from 1 ft,24,28
91,1,0:39.0,J. Barea makes 3-pt jump shot from 24 ft,,27,28
92,1,0:29.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),27,31
93,1,0:05.0,Shooting block foul by R. Jefferson (drawn by D. Nowitzki),,27,31
94,1,0:05.0,D. Nowitzki misses free throw 1 of 2,,27,31
95,1,0:05.0,Offensive rebound by Team,,27,31
96,1,0:05.0,W. Matthews enters the game for D. Lee,,27,31
97,1,0:05.0,D. Nowitzki makes free throw 2 of 2,,28,31
98,1,0:03.0,,Personal foul by J. Barea,28,31
99,1,0:03.0,D. Lee enters the game for D. Nowitzki,,28,31
100,1,0:00.0,,K. Love misses 3-pt jump shot from 24 ft,28,31
101,1,0:00.0,,Offensive rebound by Team,28,31
102,2,11:46.0,D. Harris misses 2-pt jump shot from 8 ft,,28,31
103,2,11:45.0,,Defensive rebound by K. Love,28,31
104,2,11:29.0,,K. Love misses 2-pt jump shot from 5 ft (block by D. Nowitzki),28,31
105,2,11:29.0,,Offensive rebound by Team,28,31
106,2,11:19.0,,R. Jefferson misses 3-pt jump shot from 23 ft,28,31
107,2,11:18.0,Defensive rebound by D. Harris,,28,31
108,2,11:11.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,28,31
109,2,11:10.0,,Defensive rebound by K. Love,28,31
110,2,10:56.0,,K. Love makes 2-pt jump shot from 3 ft (assist by M. Dellavedova),28,33
111,2,10:45.0,Turnover by J. Barea (bad pass; steal by C. Frye),,28,33
112,2,10:35.0,,C. Frye makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),28,36
113,2,10:35.0,Dallas full timeout,,28,36
114,2,10:17.0,J. Anderson misses 3-pt jump shot from 24 ft,,28,36
115,2,10:16.0,,Defensive rebound by K. Irving,28,36
116,2,10:11.0,,C. Frye misses 3-pt jump shot from 24 ft,28,36
117,2,10:10.0,Defensive rebound by D. Harris,,28,36
118,2,10:09.0,Personal foul by K. Love,,28,36
119,2,9:58.0,D. Nowitzki misses 2-pt jump shot from 17 ft,,28,36
120,2,9:58.0,,Defensive rebound by K. Love,28,36
121,2,9:50.0,,K. Irving makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),28,39
122,2,9:31.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,28,39
123,2,9:30.0,,Defensive rebound by K. Love,28,39
124,2,9:16.0,,K. Irving makes 2-pt layup from 1 ft,28,41
125,2,9:16.0,Dallas full timeout,,28,41
126,2,9:16.0,C. Parsons enters the game for D. Nowitzki,,28,41
127,2,9:16.0,D. Powell enters the game for D. Lee,,28,41
128,2,8:56.0,J. Anderson misses 2-pt jump shot from 10 ft,,28,41
129,2,8:55.0,,Defensive rebound by Team,28,41
130,2,8:55.0,W. Matthews enters the game for J. Anderson,,28,41
131,2,8:39.0,,K. Love misses 2-pt jump shot from 4 ft,28,41
132,2,8:37.0,,Offensive rebound by K. Love,28,41
133,2,8:37.0,,K. Love makes 2-pt layup from 1 ft,28,43
134,2,8:26.0,J. Barea misses 2-pt layup at rim (block by K. Love),,28,43
135,2,8:25.0,,Defensive rebound by R. Jefferson,28,43
136,2,8:17.0,,C. Frye makes 2-pt layup at rim (assist by M. Dellavedova),28,45
137,2,8:17.0,,Shooting foul by J. Barea (drawn by C. Frye),28,45
138,2,8:17.0,R. Felton enters the game for J. Barea,,28,45
139,2,8:17.0,D. Williams enters the game for D. Harris,,28,45
140,2,8:17.0,,C. Frye makes free throw 1 of 1,28,46
141,2,8:01.0,W. Matthews misses 2-pt jump shot from 18 ft,,28,46
142,2,7:59.0,Offensive rebound by C. Parsons,,28,46
143,2,7:47.0,R. Felton misses 3-pt jump shot from 25 ft,,28,46
144,2,7:47.0,,Defensive rebound by K. Love,28,46
145,2,7:33.0,,Personal block foul by W. Matthews,28,46
146,2,7:33.0,,J. Smith enters the game for C. Frye,28,46
147,2,7:20.0,,K. Irving misses 2-pt jump shot from 6 ft,28,46
148,2,7:20.0,Defensive rebound by Team,,28,46
149,2,7:11.0,D. Powell makes 2-pt layup at rim (assist by C. Parsons),,30,46
150,2,6:49.0,,K. Irving misses 2-pt jump shot from 11 ft,30,46
151,2,6:48.0,,Offensive rebound by Team,30,46
152,2,6:48.0,,Personal foul by D. Powell,30,46
153,2,6:42.0,,Shooting foul by D. Powell (drawn by K. Love),30,46
154,2,6:42.0,,K. Love makes free throw 1 of 2,30,47
155,2,6:42.0,D. Lee enters the game for D. Powell,,30,47
156,2,6:42.0,,I. Shumpert enters the game for R. Jefferson,30,47
157,2,6:42.0,,K. Love makes free throw 2 of 2,30,48
158,2,6:33.0,D. Williams misses 2-pt jump shot from 17 ft,,30,48
159,2,6:32.0,Offensive rebound by D. Lee,,30,48
160,2,6:26.0,W. Matthews misses 3-pt jump shot from 25 ft,,30,48
161,2,6:26.0,,Defensive rebound by K. Love,30,48
162,2,6:09.0,,K. Love makes 2-pt hook shot from 8 ft,30,50
163,2,6:07.0,Dallas full timeout,,30,50
164,2,6:07.0,D. Nowitzki enters the game for R. Felton,,30,50
165,2,6:07.0,,T. Thompson enters the game for M. Dellavedova,30,50
166,2,5:57.0,Shooting foul by T. Thompson (drawn by D. Nowitzki),,30,50
167,2,5:57.0,D. Nowitzki makes free throw 1 of 2,,31,50
168,2,5:57.0,D. Nowitzki makes free throw 2 of 2,,32,50
169,2,5:46.0,,Turnover by K. Love (traveling),32,50
170,2,5:27.0,C. Parsons makes 2-pt jump shot from 17 ft (assist by D. Williams),,34,50
171,2,4:58.0,,J. Smith makes 2-pt jump shot from 17 ft,34,52
172,2,4:33.0,Turnover by Team (shot clock),,34,52
173,2,4:10.0,,Turnover by K. Irving (lost ball; steal by D. Williams),34,52
174,2,4:04.0,D. Lee makes 2-pt layup at rim (assist by D. Williams),,36,52
175,2,3:58.0,,Cleveland full timeout,36,52
176,2,3:58.0,,C. Frye enters the game for K. Love,36,52
177,2,3:51.0,,K. Irving misses 2-pt jump shot from 16 ft,36,52
178,2,3:50.0,Defensive rebound by C. Parsons,,36,52
179,2,3:33.0,W. Matthews makes 2-pt jump shot from 11 ft (assist by C. Parsons),,38,52
180,2,3:19.0,,J. Smith misses 2-pt jump shot from 17 ft,38,52
181,2,3:19.0,Defensive rebound by D. Nowitzki,,38,52
182,2,3:09.0,D. Nowitzki makes 2-pt jump shot from 11 ft (assist by C. Parsons),,40,52
183,2,2:52.0,,T. Thompson misses 2-pt layup from 1 ft (block by D. Nowitzki),40,52
184,2,2:50.0,Defensive rebound by W. Matthews,,40,52
185,2,2:43.0,Personal foul by J. Smith,,40,52
186,2,2:43.0,W. Matthews makes free throw 1 of 3,,41,52
187,2,2:43.0,W. Matthews makes free throw 2 of 3,,42,52
188,2,2:43.0,,M. Dellavedova enters the game for K. Irving,42,52
189,2,2:43.0,W. Matthews makes free throw 3 of 3,,43,52
190,2,2:23.0,,Turnover by I. Shumpert (bad pass),43,52
191,2,2:12.0,Turnover by D. Williams (bad pass; steal by M. Dellavedova),,43,52
192,2,2:04.0,,C. Frye misses 3-pt jump shot from 24 ft,43,52
193,2,2:02.0,Defensive rebound by C. Parsons,,43,52
194,2,1:48.0,D. Lee makes 2-pt layup from 2 ft (assist by D. Williams),,45,52
195,2,1:48.0,Shooting foul by C. Frye (drawn by D. Lee),,45,52
196,2,1:48.0,,K. Love enters the game for C. Frye,45,52
197,2,1:48.0,D. Lee makes free throw 1 of 1,,46,52
198,2,1:34.0,,Turnover by M. Dellavedova (bad pass; steal by C. Parsons),46,52
199,2,1:21.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by C. Parsons),,49,52
200,2,1:21.0,,Cleveland full timeout,49,52
201,2,0:56.0,,K. Love makes 3-pt jump shot from 25 ft (assist by T. Thompson),49,55
202,2,0:45.0,C. Parsons misses 2-pt jump shot from 5 ft,,49,55
203,2,0:44.0,,Defensive rebound by M. Dellavedova,49,55
204,2,0:40.0,,M. Dellavedova makes 2-pt layup at rim,49,57
205,2,0:40.0,,Shooting foul by D. Williams (drawn by M. Dellavedova),49,57
206,2,0:40.0,,M. Dellavedova misses free throw 1 of 1,49,57
207,2,0:40.0,Defensive rebound by D. Nowitzki,,49,57
208,2,0:32.0,D. Williams misses 2-pt jump shot from 4 ft (block by K. Love),,49,57
209,2,0:30.0,,Defensive rebound by J. Smith,49,57
210,2,0:16.0,,Turnover by M. Dellavedova (bad pass; steal by C. Parsons),49,57
211,2,0:02.0,Shooting foul by K. Love (drawn by D. Nowitzki),,49,57
212,2,0:02.0,D. Nowitzki makes free throw 1 of 2,,50,57
213,2,0:02.0,D. Nowitzki makes free throw 2 of 2,,51,57
214,2,0:00.0,,J. Smith misses 3-pt jump shot from 43 ft,51,57
215,2,0:00.0,,Offensive rebound by Team,51,57
216,3,11:45.0,Turnover by C. Parsons (bad pass; steal by I. Shumpert),,51,57
217,3,11:37.0,,K. Irving makes 2-pt jump shot from 19 ft,51,59
218,3,11:19.0,C. Parsons misses 3-pt jump shot from 23 ft,,51,59
219,3,11:18.0,,Defensive rebound by K. Love,51,59
220,3,11:08.0,,J. Smith makes 2-pt jump shot from 4 ft,51,61
221,3,10:44.0,Shooting foul by I. Shumpert (drawn by D. Lee),,51,61
222,3,10:44.0,D. Lee makes free throw 1 of 2,,52,61
223,3,10:44.0,D. Lee makes free throw 2 of 2,,53,61
224,3,10:29.0,,K. Irving misses 3-pt jump shot from 24 ft,53,61
225,3,10:29.0,Defensive rebound by D. Lee,,53,61
226,3,10:09.0,W. Matthews misses 3-pt jump shot from 24 ft,,53,61
227,3,10:09.0,,Defensive rebound by K. Love,53,61
228,3,10:00.0,,J. Smith makes 2-pt layup at rim,53,63
229,3,10:00.0,Dallas full timeout,,53,63
230,3,9:46.0,D. Lee misses 2-pt jump shot from 7 ft,,53,63
231,3,9:45.0,,Defensive rebound by K. Irving,53,63
232,3,9:32.0,,K. Irving misses 2-pt layup from 1 ft,53,63
233,3,9:32.0,,Offensive rebound by Team,53,63
234,3,9:32.0,Loose ball foul by C. Parsons,,53,63
235,3,9:32.0,R. Felton enters the game for D. Lee,,53,63
236,3,9:10.0,,K. Irving makes 2-pt jump shot from 3 ft,53,65
237,3,9:03.0,Shooting foul by J. Smith (drawn by D. Williams),,53,65
238,3,9:03.0,D. Williams makes free throw 1 of 2,,54,65
239,3,9:03.0,D. Williams misses free throw 2 of 2,,54,65
240,3,9:01.0,,Defensive rebound by K. Love,54,65
241,3,8:46.0,,I. Shumpert misses 2-pt layup from 2 ft (block by D. Nowitzki),54,65
242,3,8:44.0,,Offensive rebound by I. Shumpert,54,65
243,3,8:38.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by I. Shumpert),54,68
244,3,8:27.0,Turnover by W. Matthews (lost ball; steal by I. Shumpert),,54,68
245,3,8:20.0,,K. Irving makes 3-pt jump shot from 24 ft (assist by I. Shumpert),54,71
246,3,8:20.0,Dallas full timeout,,54,71
247,3,8:20.0,D. Harris enters the game for W. Matthews,,54,71
248,3,8:03.0,D. Nowitzki misses 2-pt jump shot from 4 ft,,54,71
249,3,8:01.0,,Defensive rebound by K. Love,54,71
250,3,7:53.0,,K. Irving misses 3-pt jump shot from 25 ft,54,71
251,3,7:52.0,,Offensive rebound by I. Shumpert,54,71
252,3,7:45.0,,K. Love makes 3-pt jump shot from 23 ft (assist by K. Irving),54,74
253,3,7:29.0,C. Parsons makes 2-pt layup at rim (assist by D. Nowitzki),,56,74
254,3,7:14.0,,Personal foul by D. Williams,56,74
255,3,7:05.0,,K. Love makes 2-pt jump shot from 16 ft (assist by J. Smith),56,76
256,3,6:51.0,D. Nowitzki makes 2-pt jump shot from 10 ft (assist by C. Parsons),,58,76
257,3,6:34.0,,Offensive foul by J. Smith (drawn by C. Parsons),58,76
258,3,6:34.0,,Turnover by J. Smith (offensive foul),58,76
259,3,6:20.0,Turnover by D. Nowitzki (bad pass; steal by J. Smith),,58,76
260,3,6:14.0,,K. Love misses 3-pt jump shot from 26 ft,58,76
261,3,6:12.0,,Offensive rebound by T. Thompson,58,76
262,3,6:11.0,,Turnover by I. Shumpert (step out of bounds),58,76
263,3,5:45.0,D. Harris misses 2-pt jump shot from 9 ft,,58,76
264,3,5:43.0,Offensive rebound by R. Felton,,58,76
265,3,5:31.0,C. Parsons misses 3-pt jump shot from 24 ft,,58,76
266,3,5:31.0,,Defensive rebound by I. Shumpert,58,76
267,3,5:24.0,,Cleveland full timeout,58,76
268,3,5:24.0,D. Lee enters the game for D. Nowitzki,,58,76
269,3,5:10.0,,Turnover by K. Irving (lost ball; steal by D. Harris),58,76
270,3,4:55.0,D. Lee makes 2-pt layup from 2 ft (assist by D. Williams),,60,76
271,3,4:41.0,,Offensive foul by K. Love (drawn by D. Lee),60,76
272,3,4:41.0,,Turnover by K. Love (offensive foul),60,76
273,3,4:23.0,D. Williams misses 2-pt jump shot from 9 ft,,60,76
274,3,4:23.0,,Defensive rebound by K. Love,60,76
275,3,4:12.0,,K. Irving makes 2-pt jump shot from 6 ft (assist by J. Smith),60,78
276,3,3:57.0,C. Parsons makes 2-pt jump shot from 19 ft,,62,78
277,3,3:35.0,,K. Love misses 2-pt jump shot from 5 ft (block by D. Williams),62,78
278,3,3:35.0,,Offensive rebound by Team,62,78
279,3,3:35.0,,R. Jefferson enters the game for I. Shumpert,62,78
280,3,3:35.0,,M. Dellavedova enters the game for K. Irving,62,78
281,3,3:35.0,J. Barea enters the game for D. Williams,,62,78
282,3,3:31.0,,J. Smith makes 2-pt jump shot from 17 ft (assist by R. Jefferson),62,80
283,3,3:13.0,R. Felton makes 2-pt layup at rim,,64,80
284,3,3:00.0,,Personal foul by D. Lee,64,80
285,3,3:00.0,,C. Frye enters the game for T. Thompson,64,80
286,3,2:50.0,,K. Love makes 2-pt jump shot from 14 ft,64,82
287,3,2:27.0,D. Lee misses 2-pt jump shot from 9 ft,,64,82
288,3,2:26.0,,Defensive rebound by R. Jefferson,64,82
289,3,2:24.0,,Personal foul by D. Harris,64,82
290,3,2:24.0,J. Anderson enters the game for C. Parsons,,64,82
291,3,2:24.0,,T. Thompson enters the game for K. Love,64,82
292,3,2:24.0,D. Nowitzki enters the game for R. Felton,,64,82
293,3,2:03.0,,J. Smith misses 3-pt jump shot from 25 ft,64,82
294,3,2:03.0,,Offensive rebound by T. Thompson,64,82
295,3,2:00.0,,M. Dellavedova misses 3-pt jump shot from 26 ft,64,82
296,3,1:59.0,,Offensive rebound by T. Thompson,64,82
297,3,1:55.0,,J. Smith misses 3-pt jump shot from 25 ft,64,82
298,3,1:54.0,Defensive rebound by J. Anderson,,64,82
299,3,1:43.0,D. Lee makes 2-pt layup at rim,,66,82
300,3,1:28.0,,Turnover by M. Dellavedova (lost ball; steal by J. Anderson),66,82
301,3,1:28.0,Shooting foul by T. Thompson (drawn by J. Anderson),,66,82
302,3,1:28.0,J. Anderson makes free throw 1 of 2,,67,82
303,3,1:28.0,,K. Irving enters the game for J. Smith,67,82
304,3,1:28.0,Z. Pachulia enters the game for D. Lee,,67,82
305,3,1:28.0,J. Anderson makes free throw 2 of 2,,68,82
306,3,1:10.0,,R. Jefferson misses 3-pt jump shot from 25 ft,68,82
307,3,1:09.0,Defensive rebound by J. Barea,,68,82
308,3,1:01.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,68,82
309,3,1:00.0,,Defensive rebound by K. Irving,68,82
310,3,0:50.0,,M. Dellavedova misses 3-pt jump shot from 26 ft,68,82
311,3,0:49.0,,Offensive rebound by K. Irving,68,82
312,3,0:41.0,Violation by D. Harris (kicked ball),,68,82
313,3,0:27.0,,M. Dellavedova makes 2-pt jump shot from 5 ft,68,84
314,3,0:03.0,J. Anderson misses 2-pt layup from 2 ft,,68,84
315,3,0:00.0,,Defensive rebound by R. Jefferson,68,84
316,4,11:35.0,,K. Irving misses 2-pt layup at rim (block by J. Anderson),68,84
317,4,11:33.0,Defensive rebound by Z. Pachulia,,68,84
318,4,11:21.0,D. Harris makes 3-pt jump shot from 25 ft (assist by J. Barea),,71,84
319,4,11:03.0,,C. Frye makes 3-pt jump shot from 24 ft (assist by T. Thompson),71,87
320,4,10:43.0,D. Harris misses 2-pt layup from 1 ft,,71,87
321,4,10:41.0,,Defensive rebound by T. Thompson,71,87
322,4,10:36.0,,M. Dellavedova misses 3-pt jump shot from 24 ft,71,87
323,4,10:34.0,Defensive rebound by J. Barea,,71,87
324,4,10:20.0,D. Nowitzki misses 2-pt jump shot from 7 ft,,71,87
325,4,10:18.0,,Defensive rebound by R. Jefferson,71,87
326,4,10:04.0,,R. Jefferson misses 3-pt jump shot from 24 ft,71,87
327,4,10:03.0,Defensive rebound by Z. Pachulia,,71,87
328,4,9:55.0,J. Barea misses 2-pt jump shot from 15 ft,,71,87
329,4,9:54.0,,Defensive rebound by T. Thompson,71,87
330,4,9:46.0,,Personal foul by Z. Pachulia,71,87
331,4,9:46.0,,J. Smith enters the game for R. Jefferson,71,87
332,4,9:31.0,,M. Dellavedova makes 2-pt jump shot from 19 ft,71,89
333,4,9:15.0,Z. Pachulia misses 2-pt jump shot from 6 ft,,71,89
334,4,9:15.0,,Defensive rebound by C. Frye,71,89
335,4,9:01.0,,M. Dellavedova misses 3-pt jump shot from 23 ft,71,89
336,4,9:01.0,Defensive rebound by D. Harris,,71,89
337,4,8:39.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,71,89
338,4,8:38.0,Offensive rebound by J. Anderson,,71,89
339,4,8:35.0,J. Anderson makes 2-pt dunk at rim,,73,89
340,4,8:21.0,,K. Irving misses 2-pt jump shot from 4 ft,73,89
341,4,8:21.0,Defensive rebound by Team,,73,89
342,4,8:21.0,,Loose ball foul by T. Thompson,73,89
343,4,8:21.0,Official timeout,,73,89
344,4,8:04.0,J. Barea makes 3-pt jump shot from 26 ft (assist by D. Nowitzki),,76,89
345,4,7:40.0,,J. Smith misses 3-pt jump shot from 22 ft,76,89
346,4,7:39.0,,Offensive rebound by T. Thompson,76,89
347,4,7:38.0,,Offensive foul by T. Thompson (drawn by D. Nowitzki),76,89
348,4,7:38.0,,Turnover by T. Thompson (offensive foul),76,89
349,4,7:38.0,,K. Love enters the game for C. Frye,76,89
350,4,7:27.0,Z. Pachulia makes 2-pt dunk at rim (assist by J. Barea),,78,89
351,4,7:14.0,,Turnover by K. Irving (bad pass; steal by Z. Pachulia),78,89
352,4,7:11.0,Z. Pachulia makes 2-pt dunk at rim,,80,89
353,4,7:11.0,,Cleveland full timeout,80,89
354,4,6:52.0,,K. Irving misses 2-pt jump shot from 17 ft,80,89
355,4,6:51.0,Defensive rebound by Z. Pachulia,,80,89
356,4,6:42.0,J. Barea makes 2-pt layup at rim,,82,89
357,4,6:28.0,,Shooting foul by D. Harris (drawn by K. Irving),82,89
358,4,6:28.0,,K. Irving makes free throw 1 of 2,82,90
359,4,6:28.0,C. Parsons enters the game for D. Nowitzki,,82,90
360,4,6:28.0,,I. Shumpert enters the game for M. Dellavedova,82,90
361,4,6:28.0,,K. Irving makes free throw 2 of 2,82,91
362,4,6:13.0,J. Barea makes 2-pt layup at rim,,84,91
363,4,5:55.0,,K. Irving misses 3-pt jump shot from 25 ft,84,91
364,4,5:55.0,Defensive rebound by Z. Pachulia,,84,91
365,4,5:44.0,Z. Pachulia misses 2-pt layup from 1 ft,,84,91
366,4,5:42.0,,Defensive rebound by K. Love,84,91
367,4,5:25.0,,J. Smith misses 2-pt jump shot from 5 ft (block by D. Harris),84,91
368,4,5:24.0,,Offensive rebound by K. Love,84,91
369,4,5:16.0,,K. Irving misses 3-pt jump shot from 26 ft,84,91
370,4,5:15.0,Defensive rebound by D. Harris,,84,91
371,4,4:55.0,J. Barea makes 2-pt jump shot from 5 ft,,86,91
372,4,4:39.0,,K. Irving makes 2-pt layup at rim,86,93
373,4,4:25.0,J. Barea misses 2-pt jump shot from 13 ft,,86,93
374,4,4:23.0,,Defensive rebound by K. Love,86,93
375,4,4:21.0,,Personal foul by J. Barea,86,93
376,4,4:12.0,,Personal foul by D. Harris,86,93
377,4,4:06.0,,K. Love misses 3-pt jump shot from 24 ft,86,93
378,4,4:05.0,Defensive rebound by C. Parsons,,86,93
379,4,3:54.0,D. Harris makes 3-pt jump shot from 24 ft (assist by J. Barea),,89,93
380,4,3:37.0,,Personal foul by C. Parsons,89,93
381,4,3:37.0,,K. Love makes free throw 1 of 2,89,94
382,4,3:37.0,D. Nowitzki enters the game for J. Anderson,,89,94
383,4,3:37.0,,K. Love makes free throw 2 of 2,89,95
384,4,3:32.0,Shooting foul by I. Shumpert (drawn by Z. Pachulia),,89,95
385,4,3:32.0,Z. Pachulia makes free throw 1 of 2,,90,95
386,4,3:32.0,Z. Pachulia makes free throw 2 of 2,,91,95
387,4,3:17.0,,K. Love misses 3-pt jump shot from 22 ft,91,95
388,4,3:17.0,Defensive rebound by D. Nowitzki,,91,95
389,4,2:59.0,Z. Pachulia makes 2-pt layup at rim (assist by D. Nowitzki),,93,95
390,4,2:35.0,,K. Love misses 2-pt layup from 2 ft,93,95
