,QUARTER,TIME_REMAINING,DALLAS_ACTION,BROOKLYN_ACTION,DALLAS_SCORE,BROOKLYN_SCORE
174,2,3:54.0,,J. Jack misses 2-pt jump shot from 6 ft,57,43
175,2,3:53.0,Defensive rebound by Team,,57,43
176,2,3:42.0,Shooting foul by W. Reed (drawn by Z. Pachulia),,57,43
177,2,3:42.0,Z. Pachulia makes free throw 1 of 2,,58,43
178,2,3:42.0,,B. Bogdanović enters the game for W. Ellington,58,43
179,2,3:42.0,Z. Pachulia makes free throw 2 of 2,,59,43
180,2,3:17.0,,W. Reed misses 2-pt jump shot from 17 ft,59,43
181,2,3:15.0,,Offensive rebound by B. Bogdanović,59,43
182,2,3:13.0,,T. Young makes 2-pt layup from 2 ft (assist by B. Bogdanović),59,45
183,2,2:54.0,D. Nowitzki misses 2-pt jump shot from 18 ft,,59,45
184,2,2:53.0,Offensive rebound by Team,,59,45
185,2,2:53.0,Dallas full timeout,,59,45
186,2,2:46.0,Personal foul by W. Reed (drawn by Z. Pachulia),,59,45
187,2,2:40.0,Turnover by W. Matthews (bad pass; steal by J. Jack),,59,45
188,2,2:34.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by T. Young),59,48
189,2,2:20.0,Turnover by R. Felton (bad pass),,59,48
190,2,2:05.0,,W. Reed makes 2-pt layup from 2 ft,59,50
191,2,1:50.0,Z. Pachulia makes 2-pt hook shot from 6 ft,,61,50
192,2,1:41.0,,Brooklyn full timeout,61,50
193,2,1:41.0,J. Barea enters the game for R. Felton,,61,50
194,2,1:25.0,,T. Young makes 2-pt layup from 1 ft (assist by S. Larkin),61,52
195,2,1:03.0,J. Barea misses 3-pt jump shot from 24 ft,,61,52
196,2,1:01.0,Offensive rebound by Team,,61,52
197,2,1:01.0,Turnover by Team (shot clock),,61,52
198,2,0:45.0,,Turnover by J. Jack (bad pass),61,52
199,2,0:31.0,Turnover by D. Nowitzki (lost ball; steal by T. Young),,61,52
200,2,0:23.0,,Shooting foul by D. Nowitzki (drawn by W. Reed),61,52
201,2,0:23.0,,W. Reed misses free throw 1 of 2,61,52
202,2,0:23.0,,Offensive rebound by Team,61,52
203,2,0:23.0,,W. Reed makes free throw 2 of 2,61,53
204,2,0:01.0,D. Nowitzki makes 3-pt jump shot from 22 ft (assist by C. Parsons),,64,53
205,3,11:45.0,J. Barea misses 2-pt layup from 2 ft,,64,53
206,3,11:44.0,,Defensive rebound by J. Johnson,64,53
207,3,11:35.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Johnson),64,56
208,3,11:19.0,R. Felton makes 2-pt jump shot from 19 ft,,66,56
209,3,10:59.0,,J. Johnson makes 2-pt jump shot from 6 ft,66,58
210,3,10:46.0,D. Nowitzki misses 3-pt jump shot from 27 ft,,66,58
211,3,10:45.0,,Defensive rebound by Team,66,58
212,3,10:24.0,,J. Johnson makes 2-pt jump shot from 13 ft,66,60
213,3,10:08.0,D. Nowitzki misses 2-pt jump shot from 18 ft,,66,60
214,3,10:07.0,,Defensive rebound by B. Bogdanović,66,60
215,3,9:52.0,,Def 3 sec tech foul by J. Barea,66,60
216,3,9:52.0,,J. Jack makes technical free throw,66,61
217,3,9:49.0,,Personal foul by Z. Pachulia (drawn by B. Lopez),66,61
218,3,9:40.0,,T. Young makes 2-pt hook shot from 6 ft (assist by J. Jack),66,63
219,3,9:22.0,R. Felton misses 3-pt jump shot from 24 ft,,66,63
220,3,9:21.0,,Defensive rebound by B. Lopez,66,63
221,3,9:14.0,,J. Johnson misses 3-pt jump shot from 25 ft,66,63
222,3,9:13.0,Defensive rebound by R. Felton,,66,63
223,3,8:54.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by J. Barea),,69,63
224,3,8:45.0,,T. Young makes 2-pt layup from 2 ft,69,65
225,3,8:30.0,Turnover by W. Matthews (lost ball),,69,65
226,3,8:11.0,,T. Young makes 2-pt layup from 2 ft (assist by J. Johnson),69,67
227,3,8:11.0,Dallas full timeout,,69,67
228,3,7:54.0,Personal foul by T. Young (drawn by Z. Pachulia),,69,67
229,3,7:40.0,Z. Pachulia misses 2-pt jump shot from 10 ft,,69,67
230,3,7:39.0,,Defensive rebound by T. Young,69,67
231,3,7:17.0,,J. Jack misses 3-pt jump shot from 25 ft,69,67
232,3,7:16.0,Defensive rebound by Z. Pachulia,,69,67
233,3,7:12.0,Shooting foul by B. Lopez (drawn by Z. Pachulia),,69,67
234,3,7:12.0,Z. Pachulia makes free throw 1 of 2,,70,67
235,3,7:12.0,C. Villanueva enters the game for D. Nowitzki,,70,67
236,3,7:12.0,Z. Pachulia makes free throw 2 of 2,,71,67
237,3,7:00.0,,B. Lopez makes 2-pt jump shot from 13 ft (assist by J. Jack),71,69
238,3,6:42.0,R. Felton makes 2-pt jump shot from 10 ft,,73,69
239,3,6:28.0,,J. Johnson makes 2-pt jump shot from 10 ft,73,71
240,3,6:10.0,W. Matthews misses 3-pt jump shot from 24 ft,,73,71
241,3,6:09.0,,Defensive rebound by T. Young,73,71
242,3,5:55.0,,T. Young makes 2-pt jump shot from 15 ft,73,73
243,3,5:37.0,C. Villanueva misses 3-pt jump shot from 26 ft,,73,73
244,3,5:36.0,,Defensive rebound by T. Young,73,73
245,3,5:24.0,,J. Johnson makes 2-pt jump shot from 14 ft,73,75
246,3,5:24.0,Dallas full timeout,,73,75
247,3,5:24.0,C. Parsons enters the game for J. Barea,,73,75
248,3,5:03.0,R. Felton misses 2-pt jump shot from 19 ft,,73,75
249,3,5:02.0,,Defensive rebound by T. Young,73,75
250,3,4:59.0,,Shooting foul by C. Parsons (drawn by B. Lopez),73,75
251,3,4:59.0,,B. Lopez misses free throw 1 of 2,73,75
252,3,4:59.0,,Offensive rebound by Team,73,75
253,3,4:59.0,J. McGee enters the game for Z. Pachulia,,73,75
254,3,4:59.0,,B. Lopez makes free throw 2 of 2,73,76
255,3,4:48.0,Turnover by W. Matthews (bad pass; steal by J. Johnson),,73,76
256,3,4:43.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Johnson),73,79
257,3,4:12.0,C. Villanueva misses 3-pt jump shot from 24 ft,,73,79
258,3,4:11.0,,Defensive rebound by B. Bogdanović,73,79
259,3,3:55.0,,J. Johnson makes 2-pt jump shot from 10 ft (assist by T. Young),73,81
260,3,3:55.0,Dallas full timeout,,73,81
261,3,3:40.0,J. McGee makes 2-pt dunk at rim (assist by C. Parsons),,75,81
262,3,3:22.0,,B. Lopez misses 2-pt jump shot from 15 ft,75,81
263,3,3:21.0,Defensive rebound by C. Villanueva,,75,81
264,3,3:06.0,Shooting foul by B. Bogdanović (drawn by J. McGee),,75,81
265,3,3:06.0,J. McGee misses free throw 1 of 2,,75,81
266,3,3:06.0,Offensive rebound by Team,,75,81
267,3,3:06.0,,A. Bargnani enters the game for B. Lopez,75,81
268,3,3:06.0,J. McGee misses free throw 2 of 2,,75,81
269,3,3:05.0,,Defensive rebound by A. Bargnani,75,81
270,3,2:51.0,,A. Bargnani makes 2-pt jump shot from 13 ft (assist by J. Jack),75,83
271,3,2:38.0,C. Villanueva misses 3-pt jump shot from 24 ft,,75,83
272,3,2:37.0,,Defensive rebound by B. Bogdanović,75,83
273,3,2:31.0,,Shooting foul by C. Villanueva (drawn by T. Young),75,83
274,3,2:31.0,,T. Young misses free throw 1 of 2,75,83
275,3,2:31.0,,Offensive rebound by Team,75,83
276,3,2:31.0,D. Nowitzki enters the game for J. McGee,,75,83
277,3,2:31.0,J. Barea enters the game for W. Matthews,,75,83
278,3,2:31.0,D. Powell enters the game for C. Villanueva,,75,83
279,3,2:31.0,,S. Larkin enters the game for B. Bogdanović,75,83
280,3,2:31.0,,T. Young misses free throw 2 of 2,75,83
281,3,2:30.0,,Offensive rebound by T. Young,75,83
282,3,2:24.0,,J. Johnson misses 3-pt jump shot from 24 ft,75,83
283,3,2:22.0,Defensive rebound by R. Felton,,75,83
284,3,2:16.0,C. Parsons misses 3-pt jump shot from 25 ft,,75,83
285,3,2:14.0,Offensive rebound by D. Powell,,75,83
286,3,2:08.0,R. Felton misses 2-pt jump shot from 8 ft,,75,83
287,3,2:06.0,,Defensive rebound by A. Bargnani,75,83
288,3,1:58.0,,Brooklyn full timeout,75,83
289,3,1:58.0,J. Jenkins enters the game for R. Felton,,75,83
290,3,1:48.0,,S. Larkin makes 2-pt jump shot from 18 ft (assist by J. Jack),75,85
291,3,1:35.0,C. Parsons makes 2-pt layup from 1 ft (assist by J. Barea),,77,85
292,3,1:22.0,,A. Bargnani misses 2-pt jump shot from 18 ft,77,85
293,3,1:20.0,Defensive rebound by D. Nowitzki,,77,85
294,3,1:09.0,J. Jenkins makes 2-pt layup from 1 ft (assist by J. Barea),,79,85
295,3,0:40.0,,J. Johnson misses 2-pt jump shot from 17 ft,79,85
296,3,0:39.0,,Offensive rebound by Team,79,85
297,3,0:39.0,Loose ball foul by D. Powell (drawn by T. Young),,79,85
298,3,0:39.0,,W. Ellington enters the game for J. Johnson,79,85
299,3,0:36.0,,T. Young makes 2-pt layup from 2 ft (assist by S. Larkin),79,87
300,3,0:28.0,,Offensive charge foul by C. Parsons (drawn by T. Young),79,87
301,3,0:28.0,Turnover by C. Parsons (offensive foul),,79,87
302,3,0:28.0,W. Matthews enters the game for C. Parsons,,79,87
303,3,0:11.0,,J. Jack misses 3-pt jump shot from 24 ft,79,87
304,3,0:10.0,Defensive rebound by Team,,79,87
305,3,0:10.0,,Loose ball foul by A. Bargnani (drawn by D. Nowitzki),79,87
306,3,0:01.0,J. Barea makes 2-pt jump shot from 20 ft,,81,87
307,3,0:00.0,,A. Bargnani misses 3-pt jump shot from 76 ft,81,87
308,3,0:00.0,,Offensive rebound by Team,81,87
309,4,11:38.0,,Turnover by A. Bargnani (bad pass; steal by J. Jenkins),81,87
310,4,11:37.0,,Loose ball foul by A. Bargnani (drawn by D. Powell),81,87
311,4,11:22.0,J. Jenkins misses 2-pt jump shot from 10 ft,,81,87
312,4,11:21.0,,Defensive rebound by W. Ellington,81,87
313,4,11:15.0,,S. Larkin makes 3-pt jump shot from 24 ft (assist by W. Ellington),81,90
314,4,10:56.0,W. Matthews misses 3-pt jump shot from 26 ft,,81,90
315,4,10:55.0,,Defensive rebound by A. Bargnani,81,90
316,4,10:45.0,,A. Bargnani makes 2-pt jump shot from 18 ft (assist by J. Jack),81,92
317,4,10:34.0,J. Barea misses 2-pt layup from 2 ft,,81,92
318,4,10:32.0,Offensive rebound by J. Jenkins,,81,92
319,4,10:22.0,J. Jenkins misses 3-pt jump shot from 25 ft,,81,92
320,4,10:21.0,,Defensive rebound by W. Reed,81,92
321,4,10:21.0,Loose ball foul by D. Powell (drawn by W. Reed),,81,92
322,4,10:21.0,C. Villanueva enters the game for D. Powell,,81,92
323,4,10:12.0,,A. Bargnani misses 2-pt jump shot from 18 ft,81,92
324,4,10:11.0,Defensive rebound by Team,,81,92
325,4,10:02.0,Shooting foul by A. Bargnani (drawn by D. Nowitzki),,81,92
326,4,10:02.0,D. Nowitzki makes free throw 1 of 2,,82,92
327,4,10:02.0,C. Parsons enters the game for J. Jenkins,,82,92
328,4,10:02.0,,B. Lopez enters the game for W. Reed,82,92
329,4,10:02.0,D. Nowitzki makes free throw 2 of 2,,83,92
330,4,9:43.0,,J. Jack misses 2-pt jump shot from 21 ft,83,92
331,4,9:41.0,Defensive rebound by D. Nowitzki,,83,92
332,4,9:32.0,C. Parsons makes 2-pt jump shot from 12 ft,,85,92
333,4,9:18.0,,J. Jack misses 3-pt jump shot from 22 ft,85,92
334,4,9:17.0,Defensive rebound by C. Parsons,,85,92
335,4,9:12.0,J. Barea makes 2-pt jump shot from 17 ft (assist by C. Parsons),,87,92
336,4,8:55.0,,A. Bargnani makes 2-pt layup from 2 ft (assist by J. Jack),87,94
337,4,8:43.0,J. Barea misses 2-pt layup from 1 ft (block by B. Lopez),,87,94
338,4,8:41.0,,Defensive rebound by J. Jack,87,94
339,4,8:32.0,,B. Lopez misses 2-pt jump shot from 8 ft,87,94
340,4,8:31.0,,Offensive rebound by A. Bargnani,87,94
341,4,8:28.0,,Turnover by A. Bargnani (lost ball; steal by C. Villanueva),87,94
342,4,8:09.0,W. Matthews misses 3-pt jump shot from 22 ft,,87,94
343,4,8:08.0,,Defensive rebound by A. Bargnani,87,94
344,4,7:56.0,,B. Lopez misses 2-pt jump shot from 12 ft,87,94
345,4,7:55.0,Defensive rebound by D. Nowitzki,,87,94
346,4,7:54.0,Personal foul by J. Jack (drawn by C. Parsons),,87,94
347,4,7:54.0,Official timeout,,87,94
348,4,7:54.0,,J. Johnson enters the game for J. Jack,87,94
349,4,7:32.0,W. Matthews makes 2-pt jump shot from 17 ft,,89,94
350,4,7:16.0,,B. Lopez makes 2-pt layup from 1 ft (assist by J. Johnson),89,96
351,4,7:02.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by C. Parsons),,92,96
352,4,6:39.0,,J. Johnson misses 3-pt jump shot from 28 ft,92,96
353,4,6:37.0,Defensive rebound by Team,,92,96
354,4,6:28.0,C. Villanueva makes 3-pt jump shot from 26 ft (assist by J. Barea),,95,96
355,4,6:13.0,,W. Ellington misses 2-pt jump shot from 19 ft,95,96
356,4,6:12.0,Defensive rebound by C. Parsons,,95,96
357,4,6:12.0,Personal foul by A. Bargnani (drawn by C. Parsons),,95,96
358,4,6:12.0,,T. Young enters the game for B. Lopez,95,96
359,4,6:12.0,,J. Jack enters the game for W. Ellington,95,96
360,4,5:53.0,C. Villanueva misses 3-pt jump shot from 24 ft,,95,96
361,4,5:52.0,,Defensive rebound by J. Johnson,95,96
362,4,5:36.0,,J. Johnson misses 2-pt jump shot from 19 ft,95,96
363,4,5:35.0,,Offensive rebound by T. Young,95,96
364,4,5:34.0,,Personal foul by C. Villanueva (drawn by T. Young),95,96
365,4,5:34.0,,Brooklyn full timeout,95,96
366,4,5:34.0,,B. Bogdanović enters the game for A. Bargnani,95,96
367,4,5:34.0,Z. Pachulia enters the game for D. Nowitzki,,95,96
368,4,5:19.0,,S. Larkin makes 2-pt jump shot from 9 ft,95,98
369,4,5:06.0,C. Villanueva makes 2-pt layup from 2 ft (assist by C. Parsons),,97,98
370,4,4:49.0,,T. Young misses 2-pt jump shot from 7 ft,97,98
371,4,4:48.0,Defensive rebound by W. Matthews,,97,98
372,4,4:30.0,J. Barea makes 2-pt jump shot from 9 ft,,99,98
373,4,4:30.0,,Brooklyn full timeout,99,98
374,4,4:30.0,,B. Lopez enters the game for B. Bogdanović,99,98
375,4,4:20.0,,Turnover by J. Johnson (traveling),99,98
376,4,4:06.0,C. Parsons misses 3-pt jump shot from 25 ft,,99,98
377,4,4:05.0,,Defensive rebound by Team,99,98
378,4,3:54.0,,J. Johnson misses 3-pt jump shot from 24 ft,99,98
379,4,3:53.0,Defensive rebound by C. Villanueva,,99,98
380,4,3:47.0,C. Parsons makes 2-pt layup from 2 ft (assist by J. Barea),,101,98
381,4,3:26.0,,T. Young makes 2-pt dunk at rim,101,100
