,QUARTER,TIME_REMAINING,ORLANDO_ACTION,UTAH_ACTION,ORLANDO_SCORE,UTAH_SCORE
391,4,2:39.0,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Fournier),,97,91
392,4,2:21.0,,T. Burke misses 2-pt jump shot from 7 ft,97,91
393,4,2:20.0,Defensive rebound by A. Nicholson,,97,91
394,4,1:55.0,N. Vučević misses 2-pt jump shot from 17 ft,,97,91
395,4,1:54.0,,Defensive rebound by G. Hayward,97,91
396,4,1:48.0,,J. Ingles misses 2-pt layup from 2 ft,97,91
397,4,1:45.0,Defensive rebound by N. Vučević,,97,91
398,4,1:42.0,E. Payton makes 2-pt jump shot from 3 ft,,99,91
399,4,1:42.0,,Utah full timeout,99,91
400,4,1:42.0,V. Oladipo enters the game for A. Nicholson,,99,91
401,4,1:36.0,,D. Favors misses 2-pt jump shot from 13 ft,99,91
402,4,1:35.0,Defensive rebound by V. Oladipo,,99,91
403,4,1:15.0,E. Fournier misses 2-pt layup from 2 ft,,99,91
404,4,1:14.0,,Defensive rebound by D. Favors,99,91
405,4,1:08.0,,A. Burks makes 2-pt layup from 2 ft,99,93
406,4,1:02.0,Orlando full timeout,,99,93
407,4,0:46.0,Turnover by N. Vučević (traveling),,99,93
408,4,0:34.0,,Utah full timeout,99,93
409,4,0:34.0,,Away from play foul by E. Fournier (drawn by G. Hayward),99,93
410,4,0:34.0,,G. Hayward makes free throw 1 of 1,99,94
411,4,0:34.0,,Turnover by Team (5 sec inbounds),99,94
412,4,0:33.0,Personal foul by J. Ingles (drawn by E. Payton),,99,94
413,4,0:33.0,Orlando full timeout,,99,94
414,4,0:33.0,Personal foul by A. Burks (drawn by T. Harris),,99,94
415,4,0:33.0,T. Harris makes free throw 1 of 2,,100,94
416,4,0:33.0,T. Harris makes free throw 2 of 2,,101,94
417,4,0:28.0,,A. Burks misses 2-pt layup from 2 ft (block by N. Vučević),101,94
418,4,0:28.0,,Offensive rebound by Team,101,94
419,4,0:22.0,,G. Hayward misses 3-pt jump shot from 23 ft,101,94
420,4,0:21.0,Defensive rebound by V. Oladipo,,101,94
421,4,0:13.0,Personal foul by G. Hayward (drawn by E. Fournier),,101,94
422,4,0:13.0,E. Fournier makes free throw 1 of 2,,102,94
423,4,0:13.0,E. Fournier makes free throw 2 of 2,,103,94
424,4,0:13.0,,Utah full timeout,103,94
425,4,0:09.0,,T. Burke misses 3-pt jump shot from 26 ft,103,94
426,4,0:08.0,Defensive rebound by T. Harris,,103,94
