,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,UTAH_ACTION,LA LAKERS_SCORE,UTAH_SCORE
119,2,10:30.0,M. World Peace makes 2-pt layup from 1 ft,,24,35
120,2,10:11.0,,Shooting foul by M. Huertas (drawn by C. Johnson),24,35
121,2,10:11.0,,C. Johnson makes free throw 1 of 2,24,36
122,2,10:11.0,,C. Johnson makes free throw 2 of 2,24,37
123,2,10:02.0,Shooting foul by G. Hayward (drawn by M. World Peace),,24,37
124,2,10:02.0,M. World Peace misses free throw 1 of 2,,24,37
125,2,10:02.0,Offensive rebound by Team,,24,37
126,2,10:02.0,,R. Hood enters the game for C. Johnson,24,37
127,2,10:02.0,M. World Peace misses free throw 2 of 2,,24,37
128,2,10:01.0,,Defensive rebound by T. Lyles,24,37
129,2,9:39.0,,T. Lyles misses 2-pt jump shot from 18 ft,24,37
130,2,9:39.0,Defensive rebound by B. Bass,,24,37
131,2,9:31.0,Turnover by L. Williams (lost ball; steal by D. Favors),,24,37
132,2,9:21.0,,R. Hood misses 2-pt jump shot from 5 ft,24,37
133,2,9:21.0,,Offensive rebound by R. Hood,24,37
134,2,9:19.0,,R. Hood makes 2-pt layup from 2 ft,24,39
135,2,8:58.0,M. Huertas makes 3-pt jump shot from 24 ft (assist by B. Bass),,27,39
136,2,8:53.0,,Utah full timeout,27,39
137,2,8:53.0,J. Clarkson enters the game for L. Williams,,27,39
138,2,8:53.0,K. Bryant enters the game for M. World Peace,,27,39
139,2,8:53.0,,J. Ingles enters the game for G. Hayward,27,39
140,2,8:53.0,,S. Mack enters the game for R. Neto,27,39
141,2,8:40.0,,R. Hood makes 2-pt jump shot from 5 ft (assist by S. Mack),27,41
142,2,8:23.0,R. Kelly makes 2-pt jump shot from 8 ft,,29,41
143,2,8:08.0,,T. Lyles makes 3-pt jump shot from 24 ft (assist by J. Ingles),29,44
144,2,7:55.0,K. Bryant misses 3-pt jump shot from 23 ft,,29,44
145,2,7:54.0,,Defensive rebound by S. Mack,29,44
146,2,7:53.0,,Personal foul by M. Huertas,29,44
147,2,7:53.0,,R. Gobert enters the game for T. Lyles,29,44
148,2,7:41.0,,Personal foul by B. Bass,29,44
149,2,7:34.0,,D. Favors misses 2-pt jump shot from 17 ft,29,44
150,2,7:34.0,,Offensive rebound by Team,29,44
151,2,7:34.0,Loose ball foul by B. Bass,,29,44
152,2,7:34.0,,R. Gobert makes free throw 1 of 2,29,45
153,2,7:34.0,,R. Gobert misses free throw 2 of 2,29,45
154,2,7:33.0,Defensive rebound by R. Kelly,,29,45
155,2,7:16.0,M. Huertas misses 2-pt jump shot from 3 ft,,29,45
156,2,7:16.0,Offensive rebound by Team,,29,45
157,2,7:16.0,,Loose ball foul by D. Favors,29,45
158,2,7:10.0,M. Huertas misses 2-pt jump shot from 10 ft,,29,45
159,2,7:10.0,,Defensive rebound by J. Ingles,29,45
160,2,7:02.0,,J. Ingles makes 3-pt jump shot from 24 ft,29,48
161,2,6:47.0,J. Clarkson makes 2-pt jump shot from 15 ft,,31,48
162,2,6:26.0,,R. Hood misses 3-pt jump shot from 24 ft,31,48
163,2,6:26.0,,Offensive rebound by D. Favors,31,48
164,2,6:21.0,,S. Mack misses 3-pt jump shot from 23 ft,31,48
165,2,6:20.0,Defensive rebound by Team,,31,48
166,2,6:20.0,R. Hibbert enters the game for M. Huertas,,31,48
167,2,6:20.0,J. Randle enters the game for B. Bass,,31,48
168,2,6:20.0,D. Russell enters the game for R. Kelly,,31,48
169,2,6:00.0,J. Clarkson misses 2-pt layup from 1 ft,,31,48
170,2,5:59.0,,Defensive rebound by J. Ingles,31,48
171,2,5:46.0,,D. Favors misses 2-pt hook shot from 2 ft,31,48
172,2,5:45.0,,Offensive rebound by D. Favors,31,48
173,2,5:35.0,,R. Hood makes 3-pt jump shot from 22 ft (assist by S. Mack),31,51
174,2,5:12.0,J. Clarkson misses 3-pt jump shot from 24 ft,,31,51
175,2,5:11.0,,Defensive rebound by S. Mack,31,51
176,2,4:59.0,,R. Hood makes 3-pt jump shot from 24 ft,31,54
177,2,4:31.0,J. Clarkson misses 2-pt layup from 2 ft,,31,54
178,2,4:31.0,,Defensive rebound by R. Gobert,31,54
179,2,4:27.0,,S. Mack makes 2-pt layup from 1 ft (assist by R. Gobert),31,56
180,2,4:02.0,J. Randle misses 2-pt layup from 1 ft,,31,56
181,2,4:02.0,Offensive rebound by R. Hibbert,,31,56
182,2,3:59.0,R. Hibbert makes 2-pt hook shot from 2 ft,,33,56
183,2,3:47.0,,Turnover by S. Mack (bad pass; steal by J. Clarkson),33,56
184,2,3:42.0,Turnover by D. Russell (bad pass),,33,56
185,2,3:42.0,,Utah full timeout,33,56
186,2,3:42.0,,T. Lyles enters the game for D. Favors,33,56
187,2,3:42.0,,C. Johnson enters the game for J. Ingles,33,56
188,2,3:23.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by T. Lyles),33,59
189,2,2:59.0,D. Russell misses 2-pt jump shot from 14 ft,,33,59
190,2,2:58.0,,Defensive rebound by T. Lyles,33,59
191,2,2:49.0,,R. Hood makes 3-pt jump shot from 24 ft,33,62
192,2,2:36.0,K. Bryant misses 3-pt jump shot from 29 ft,,33,62
193,2,2:36.0,,Defensive rebound by Team,33,62
194,2,2:36.0,LA Lakers full timeout,,33,62
195,2,2:17.0,,T. Lyles misses 2-pt jump shot from 14 ft,33,62
196,2,2:16.0,Defensive rebound by J. Randle,,33,62
197,2,2:03.0,J. Clarkson misses 2-pt jump shot from 12 ft (block by R. Gobert),,33,62
198,2,2:02.0,,Defensive rebound by T. Lyles,33,62
199,2,2:02.0,,Turnover by T. Lyles (traveling),33,62
200,2,1:53.0,Personal foul by C. Johnson,,33,62
201,2,1:53.0,K. Bryant makes free throw 1 of 2,,34,62
202,2,1:53.0,,D. Favors enters the game for T. Lyles,34,62
203,2,1:53.0,K. Bryant makes free throw 2 of 2,,35,62
204,2,1:35.0,,S. Mack makes 2-pt jump shot from 19 ft,35,64
205,2,1:15.0,J. Randle makes 2-pt jump shot from 20 ft,,37,64
206,2,1:03.0,,C. Johnson misses 3-pt jump shot from 24 ft,37,64
207,2,1:02.0,Defensive rebound by J. Clarkson,,37,64
208,2,0:55.0,R. Hibbert misses 2-pt jump shot from 16 ft,,37,64
209,2,0:54.0,,Defensive rebound by R. Gobert,37,64
210,2,0:31.0,,D. Favors misses 3-pt jump shot from 25 ft,37,64
211,2,0:31.0,Defensive rebound by D. Russell,,37,64
212,2,0:24.0,D. Russell misses 2-pt jump shot from 12 ft,,37,64
213,2,0:23.0,,Defensive rebound by D. Favors,37,64
214,2,0:02.0,,C. Johnson misses 3-pt jump shot from 23 ft,37,64
215,2,0:01.0,,Offensive rebound by C. Johnson,37,64
216,3,11:41.0,J. Randle misses 2-pt jump shot from 21 ft,,37,64
217,3,11:40.0,,Defensive rebound by G. Hayward,37,64
218,3,11:18.0,,D. Favors misses 2-pt jump shot from 16 ft,37,64
219,3,11:18.0,Defensive rebound by R. Hibbert,,37,64
220,3,11:17.0,Personal foul by R. Gobert,,37,64
221,3,11:08.0,J. Clarkson misses 2-pt jump shot from 20 ft,,37,64
222,3,11:07.0,,Defensive rebound by R. Gobert,37,64
223,3,10:51.0,,G. Hayward misses 3-pt jump shot from 24 ft,37,64
224,3,10:50.0,,Offensive rebound by R. Gobert,37,64
225,3,10:48.0,,R. Gobert makes 2-pt layup from 2 ft,37,66
226,3,10:37.0,D. Russell misses 2-pt jump shot from 7 ft,,37,66
227,3,10:36.0,,Defensive rebound by R. Gobert,37,66
228,3,10:16.0,,D. Favors makes 2-pt jump shot from 15 ft (assist by G. Hayward),37,68
229,3,9:57.0,K. Bryant misses 2-pt jump shot from 21 ft,,37,68
230,3,9:56.0,,Defensive rebound by R. Gobert,37,68
231,3,9:33.0,,S. Mack misses 2-pt jump shot from 21 ft,37,68
232,3,9:32.0,,Offensive rebound by G. Hayward,37,68
233,3,9:30.0,,G. Hayward misses 2-pt layup from 1 ft,37,68
234,3,9:26.0,Defensive rebound by R. Hibbert,,37,68
235,3,9:12.0,R. Hibbert makes 2-pt jump shot from 9 ft,,39,68
236,3,9:12.0,Shooting foul by G. Hayward (drawn by R. Hibbert),,39,68
237,3,9:12.0,R. Hibbert makes free throw 1 of 1,,40,68
238,3,9:01.0,,Turnover by S. Mack (lost ball; steal by D. Russell),40,68
239,3,8:58.0,Shooting foul by R. Gobert (drawn by J. Clarkson),,40,68
240,3,8:58.0,J. Clarkson misses free throw 1 of 2,,40,68
241,3,8:58.0,Offensive rebound by Team,,40,68
242,3,8:58.0,J. Clarkson makes free throw 2 of 2,,41,68
243,3,8:46.0,,G. Hayward misses 2-pt layup from 1 ft,41,68
244,3,8:46.0,Defensive rebound by R. Hibbert,,41,68
245,3,8:40.0,J. Clarkson misses 2-pt jump shot from 5 ft,,41,68
246,3,8:39.0,,Defensive rebound by D. Favors,41,68
247,3,8:34.0,,Personal foul by R. Hibbert,41,68
248,3,8:34.0,L. Williams enters the game for J. Clarkson,,41,68
249,3,8:27.0,,R. Gobert makes 2-pt jump shot from 18 ft (assist by D. Favors),41,70
250,3,8:12.0,Shooting foul by D. Favors (drawn by L. Williams),,41,70
251,3,8:12.0,L. Williams makes free throw 1 of 2,,42,70
252,3,8:12.0,L. Williams makes free throw 2 of 2,,43,70
253,3,8:05.0,,Personal foul by D. Russell,43,70
254,3,7:55.0,,G. Hayward misses 2-pt jump shot from 7 ft,43,70
255,3,7:54.0,,Offensive rebound by R. Gobert,43,70
256,3,7:44.0,,R. Gobert makes 2-pt dunk at rim (assist by G. Hayward),43,72
257,3,7:28.0,Def 3 sec tech foul by R. Gobert,,43,72
258,3,7:28.0,K. Bryant makes technical free throw,,44,72
259,3,7:23.0,D. Russell misses 2-pt jump shot from 16 ft,,44,72
260,3,7:23.0,,Defensive rebound by D. Favors,44,72
261,3,7:04.0,,S. Mack makes 2-pt jump shot from 13 ft,44,74
262,3,6:49.0,L. Williams makes 3-pt jump shot from 25 ft (assist by K. Bryant),,47,74
263,3,6:32.0,,G. Hayward makes 2-pt dunk at rim (assist by S. Mack),47,76
264,3,6:32.0,,Shooting foul by R. Hibbert (drawn by G. Hayward),47,76
265,3,6:32.0,,G. Hayward makes free throw 1 of 1,47,77
266,3,6:12.0,J. Randle misses 2-pt jump shot from 9 ft,,47,77
267,3,6:11.0,,Defensive rebound by R. Gobert,47,77
268,3,5:57.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by R. Gobert),47,80
269,3,5:29.0,K. Bryant misses 3-pt jump shot from 31 ft,,47,80
270,3,5:29.0,,Defensive rebound by R. Gobert,47,80
271,3,5:25.0,,S. Mack makes 2-pt layup from 1 ft (assist by G. Hayward),47,82
272,3,5:25.0,LA Lakers full timeout,,47,82
273,3,5:25.0,,T. Booker enters the game for D. Favors,47,82
274,3,5:25.0,,J. Ingles enters the game for R. Hood,47,82
275,3,5:13.0,K. Bryant misses 3-pt jump shot from 24 ft,,47,82
276,3,5:12.0,,Defensive rebound by G. Hayward,47,82
277,3,4:58.0,,Personal foul by R. Hibbert,47,82
278,3,4:43.0,,T. Booker makes 3-pt jump shot from 23 ft (assist by S. Mack),47,85
279,3,4:23.0,Shooting foul by G. Hayward (drawn by L. Williams),,47,85
280,3,4:23.0,L. Williams misses free throw 1 of 3,,47,85
281,3,4:23.0,Offensive rebound by Team,,47,85
282,3,4:23.0,L. Williams makes free throw 2 of 3,,48,85
283,3,4:23.0,,R. Hood enters the game for G. Hayward,48,85
284,3,4:23.0,L. Williams makes free throw 3 of 3,,49,85
285,3,4:10.0,,Personal foul by D. Russell,49,85
286,3,4:10.0,,T. Booker makes free throw 1 of 2,49,86
287,3,4:10.0,,G. Hayward enters the game for R. Hood,49,86
288,3,4:10.0,,T. Booker makes free throw 2 of 2,49,87
289,3,3:52.0,D. Russell misses 3-pt jump shot from 22 ft,,49,87
290,3,3:51.0,,Defensive rebound by R. Gobert,49,87
291,3,3:34.0,,Turnover by J. Ingles (bad pass),49,87
292,3,3:16.0,K. Bryant misses 2-pt jump shot from 6 ft,,49,87
293,3,3:15.0,,Defensive rebound by R. Gobert,49,87
294,3,3:12.0,,T. Booker makes 2-pt dunk at rim (assist by G. Hayward),49,89
295,3,2:57.0,Turnover by D. Russell (bad pass; steal by G. Hayward),,49,89
296,3,2:56.0,,Personal foul by D. Russell,49,89
297,3,2:56.0,,Utah full timeout,49,89
298,3,2:56.0,R. Kelly enters the game for K. Bryant,,49,89
299,3,2:56.0,M. Huertas enters the game for J. Randle,,49,89
300,3,2:56.0,B. Bass enters the game for R. Hibbert,,49,89
301,3,2:56.0,M. World Peace enters the game for D. Russell,,49,89
302,3,2:56.0,,R. Neto enters the game for S. Mack,49,89
303,3,2:56.0,,G. Hayward makes free throw 1 of 2,49,90
304,3,2:56.0,,G. Hayward makes free throw 2 of 2,49,91
305,3,2:44.0,L. Williams makes 3-pt jump shot from 25 ft,,52,91
306,3,2:21.0,,Shooting foul by M. World Peace (drawn by T. Booker),52,91
307,3,2:21.0,,T. Booker makes free throw 1 of 2,52,92
308,3,2:21.0,,T. Booker misses free throw 2 of 2,52,92
309,3,2:20.0,Defensive rebound by L. Williams,,52,92
310,3,2:01.0,R. Kelly makes 2-pt jump shot from 16 ft,,54,92
311,3,1:38.0,,T. Booker misses 2-pt jump shot from 21 ft,54,92
312,3,1:38.0,Defensive rebound by Team,,54,92
313,3,1:38.0,,D. Favors enters the game for R. Gobert,54,92
314,3,1:28.0,L. Williams misses 3-pt jump shot from 26 ft,,54,92
315,3,1:28.0,,Defensive rebound by Team,54,92
316,3,1:12.0,,D. Favors makes 2-pt jump shot from 9 ft (assist by J. Ingles),54,94
317,3,1:02.0,M. Huertas makes 2-pt jump shot from 8 ft (assist by M. World Peace),,56,94
318,3,0:42.0,,D. Favors makes 2-pt dunk at rim (assist by G. Hayward),56,96
319,3,0:34.0,R. Kelly makes 2-pt jump shot from 16 ft (assist by M. Huertas),,58,96
320,3,0:13.0,,D. Favors misses 2-pt jump shot from 22 ft,58,96
321,3,0:13.0,Defensive rebound by R. Kelly,,58,96
322,3,0:05.0,R. Kelly misses 2-pt layup from 2 ft,,58,96
323,3,0:04.0,,Defensive rebound by D. Favors,58,96
324,3,0:00.0,,G. Hayward makes 2-pt jump shot from 22 ft (assist by J. Ingles),58,98
325,4,11:40.0,,T. Booker makes 2-pt hook shot from 8 ft,58,100
326,4,11:24.0,R. Kelly misses 2-pt jump shot from 17 ft,,58,100
327,4,11:24.0,,Defensive rebound by T. Lyles,58,100
328,4,11:15.0,,T. Lyles misses 3-pt jump shot from 23 ft,58,100
329,4,11:15.0,Defensive rebound by R. Kelly,,58,100
330,4,11:05.0,T. Black makes 2-pt jump shot from 3 ft (assist by M. Huertas),,60,100
331,4,10:39.0,,C. Johnson misses 2-pt jump shot from 21 ft,60,100
332,4,10:39.0,Defensive rebound by T. Black,,60,100
333,4,10:29.0,J. Clarkson misses 2-pt layup from 2 ft (block by C. Johnson),,60,100
334,4,10:29.0,Offensive rebound by Team,,60,100
335,4,10:29.0,M. World Peace enters the game for K. Bryant,,60,100
336,4,10:29.0,,J. Ingles enters the game for R. Hood,60,100
337,4,10:29.0,,Technical foul by C. Johnson,60,100
338,4,10:29.0,Technical foul by J. Clarkson,,60,100
339,4,10:25.0,R. Kelly misses 2-pt layup from 1 ft,,60,100
340,4,10:24.0,Offensive rebound by R. Kelly,,60,100
341,4,10:24.0,R. Kelly misses 2-pt layup from 1 ft,,60,100
342,4,10:22.0,,Defensive rebound by R. Neto,60,100
343,4,10:16.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by R. Neto),60,103
344,4,9:50.0,J. Clarkson misses 3-pt jump shot from 24 ft,,60,103
345,4,9:50.0,,Defensive rebound by Team,60,103
346,4,9:50.0,,T. Burke enters the game for C. Johnson,60,103
347,4,9:37.0,,R. Neto misses 2-pt layup at rim,60,103
348,4,9:36.0,,Offensive rebound by T. Booker,60,103
349,4,9:36.0,,T. Booker misses 2-pt layup from 2 ft,60,103
350,4,9:34.0,,Offensive rebound by T. Booker,60,103
351,4,9:33.0,,T. Booker makes 2-pt layup from 1 ft,60,105
352,4,9:07.0,T. Black misses 2-pt hook shot from 6 ft,,60,105
353,4,9:06.0,,Defensive rebound by T. Booker,60,105
354,4,8:51.0,,T. Booker makes 2-pt layup from 2 ft (assist by T. Burke),60,107
355,4,8:51.0,,Shooting foul by R. Kelly (drawn by T. Booker),60,107
356,4,8:51.0,,Utah full timeout,60,107
357,4,8:51.0,,T. Booker makes free throw 1 of 1,60,108
358,4,8:42.0,Def 3 sec tech foul by T. Lyles,,60,108
359,4,8:42.0,M. Huertas makes technical free throw,,61,108
360,4,8:34.0,J. Clarkson misses 3-pt jump shot from 25 ft,,61,108
361,4,8:34.0,,Defensive rebound by T. Lyles,61,108
362,4,8:08.0,,T. Lyles makes 2-pt jump shot from 17 ft,61,110
363,4,7:53.0,Turnover by M. Huertas (bad pass),,61,110
364,4,7:53.0,,J. Withey enters the game for T. Booker,61,110
365,4,7:53.0,D. Russell enters the game for M. World Peace,,61,110
366,4,7:38.0,,T. Lyles misses 2-pt jump shot from 18 ft,61,110
367,4,7:37.0,Defensive rebound by J. Clarkson,,61,110
368,4,7:35.0,Turnover by J. Clarkson (bad pass),,61,110
369,4,7:35.0,R. Sacre enters the game for R. Kelly,,61,110
370,4,7:17.0,,T. Lyles makes 3-pt jump shot from 24 ft,61,113
371,4,6:48.0,R. Sacre misses 2-pt jump shot from 3 ft (block by J. Withey),,61,113
372,4,6:47.0,,Defensive rebound by T. Lyles,61,113
373,4,6:32.0,,J. Ingles misses 3-pt jump shot from 23 ft,61,113
374,4,6:32.0,Defensive rebound by T. Black,,61,113
375,4,6:23.0,Personal foul by R. Neto,,61,113
376,4,6:15.0,Personal foul by T. Lyles,,61,113
377,4,6:02.0,T. Black misses 2-pt layup from 1 ft,,61,113
378,4,6:01.0,Offensive rebound by R. Sacre,,61,113
379,4,5:59.0,R. Sacre makes 2-pt layup from 1 ft,,63,113
380,4,5:44.0,,T. Burke misses 2-pt jump shot from 4 ft,63,113
381,4,5:44.0,Defensive rebound by R. Sacre,,63,113
382,4,5:29.0,M. Huertas misses 2-pt jump shot from 7 ft,,63,113
383,4,5:29.0,Offensive rebound by M. Huertas,,63,113
384,4,5:29.0,Turnover by M. Huertas (bad pass),,63,113
385,4,5:29.0,,Utah full timeout,63,113
386,4,5:29.0,LA Lakers full timeout,,63,113
387,4,5:11.0,,T. Burke misses 3-pt jump shot from 24 ft,63,113
388,4,5:10.0,Defensive rebound by D. Russell,,63,113
389,4,4:58.0,Personal foul by T. Lyles,,63,113
390,4,4:58.0,,C. Johnson enters the game for J. Ingles,63,113
391,4,4:45.0,T. Black misses 2-pt layup from 2 ft,,63,113
392,4,4:44.0,,Defensive rebound by T. Lyles,63,113
393,4,4:36.0,,C. Johnson misses 3-pt jump shot from 23 ft,63,113
394,4,4:36.0,Defensive rebound by J. Clarkson,,63,113
395,4,4:22.0,D. Russell makes 2-pt jump shot from 17 ft,,65,113
396,4,4:01.0,,J. Withey makes 2-pt jump shot from 14 ft (assist by T. Lyles),65,115
