,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,DENVER_ACTION,CHARLOTTE_SCORE,DENVER_SCORE
384,4,4:40.0,C. Zeller misses free throw 2 of 2,,85,92
385,4,4:38.0,,Defensive rebound by W. Barton,85,92
386,4,4:17.0,,W. Barton makes 3-pt jump shot from 26 ft,85,95
387,4,3:52.0,C. Zeller misses 2-pt layup from 1 ft,,85,95
388,4,3:52.0,,Defensive rebound by W. Barton,85,95
389,4,3:43.0,,D. Gallinari misses 3-pt jump shot from 25 ft,85,95
390,4,3:42.0,Defensive rebound by Team,,85,95
391,4,3:42.0,,D. Arthur enters the game for J. Nurkić,85,95
392,4,3:23.0,J. Lamb misses 2-pt layup from 1 ft,,85,95
393,4,3:22.0,,Defensive rebound by D. Arthur,85,95
394,4,3:03.0,,E. Mudiay misses 3-pt jump shot from 24 ft,85,95
395,4,3:02.0,,Offensive rebound by W. Barton,85,95
396,4,2:40.0,,D. Gallinari misses 2-pt jump shot from 21 ft,85,95
397,4,2:39.0,Defensive rebound by Team,,85,95
398,4,2:39.0,Charlotte full timeout,,85,95
399,4,2:28.0,N. Batum misses 3-pt jump shot from 24 ft,,85,95
400,4,2:25.0,Offensive rebound by K. Walker,,85,95
401,4,2:19.0,J. Lamb misses 3-pt jump shot from 24 ft,,85,95
402,4,2:19.0,Offensive rebound by C. Zeller,,85,95
403,4,2:08.0,K. Walker makes 2-pt layup from 1 ft,,87,95
404,4,1:57.0,,Turnover by D. Arthur (offensive foul),87,95
405,4,1:57.0,,Offensive foul by D. Arthur (drawn by K. Walker),87,95
406,4,1:47.0,Shooting foul by G. Harris (drawn by C. Zeller),,87,95
407,4,1:47.0,C. Zeller makes free throw 1 of 2,,88,95
408,4,1:47.0,C. Zeller makes free throw 2 of 2,,89,95
409,4,1:22.0,,D. Gallinari misses 3-pt jump shot from 26 ft,89,95
410,4,1:21.0,Defensive rebound by J. Lamb,,89,95
411,4,1:12.0,K. Walker misses 2-pt jump shot from 14 ft,,89,95
412,4,1:11.0,,Defensive rebound by D. Gallinari,89,95
413,4,0:53.0,,G. Harris misses 3-pt jump shot from 23 ft,89,95
414,4,0:51.0,Defensive rebound by K. Walker,,89,95
415,4,0:46.0,M. Williams makes 3-pt jump shot from 24 ft (assist by K. Walker),,92,95
416,4,0:46.0,,Denver full timeout,92,95
417,4,0:19.0,,D. Gallinari misses 2-pt jump shot from 20 ft,92,95
418,4,0:18.0,Defensive rebound by M. Williams,,92,95
419,4,0:12.0,Charlotte full timeout,,92,95
420,4,0:04.0,K. Walker misses 3-pt jump shot from 24 ft,,92,95
421,4,0:03.0,Offensive rebound by M. Williams,,92,95
422,4,0:01.0,N. Batum misses 3-pt jump shot from 28 ft,,92,95
423,4,0:00.0,Offensive rebound by Team,,92,95
