,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,OKLAHOMA CITY_ACTION,MILWAUKEE_SCORE,OKLAHOMA CITY_SCORE
256,3,10:34.0,,Personal foul by K. Middleton (drawn by S. Adams),58,67
257,3,10:24.0,,K. Durant makes 3-pt jump shot from 23 ft (assist by R. Westbrook),58,70
258,3,10:10.0,M. Carter-Williams misses 2-pt layup from 1 ft (block by S. Ibaka),,58,70
259,3,10:08.0,Offensive rebound by J. Parker,,58,70
260,3,10:08.0,J. Parker misses 2-pt layup from 1 ft,,58,70
261,3,10:07.0,,Defensive rebound by S. Adams,58,70
262,3,9:51.0,,A. Roberson misses 2-pt jump shot from 5 ft,58,70
263,3,9:51.0,Defensive rebound by G. Monroe,,58,70
264,3,9:39.0,G. Antetokounmpo makes 2-pt layup at rim (assist by M. Carter-Williams),,60,70
265,3,9:23.0,,A. Roberson misses 3-pt jump shot from 23 ft,60,70
266,3,9:22.0,,Offensive rebound by A. Roberson,60,70
267,3,9:19.0,,Shooting foul by M. Carter-Williams (drawn by A. Roberson),60,70
268,3,9:19.0,,A. Roberson makes free throw 1 of 2,60,71
269,3,9:19.0,,A. Roberson misses free throw 2 of 2,60,71
270,3,9:18.0,Defensive rebound by G. Monroe,,60,71
271,3,9:01.0,G. Antetokounmpo misses 2-pt jump shot from 4 ft (block by K. Durant),,60,71
272,3,9:00.0,Offensive rebound by M. Carter-Williams,,60,71
273,3,8:58.0,Turnover by M. Carter-Williams (lost ball; steal by A. Roberson),,60,71
274,3,8:54.0,,R. Westbrook makes 2-pt layup from 1 ft (assist by K. Durant),60,73
275,3,8:30.0,G. Monroe misses 2-pt jump shot from 5 ft,,60,73
276,3,8:28.0,Offensive rebound by G. Antetokounmpo,,60,73
277,3,8:28.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,60,73
278,3,8:28.0,Offensive rebound by G. Monroe,,60,73
279,3,8:27.0,G. Monroe misses 2-pt layup at rim (block by S. Ibaka),,60,73
280,3,8:25.0,,Defensive rebound by R. Westbrook,60,73
281,3,8:23.0,,K. Durant makes 2-pt layup from 1 ft (assist by R. Westbrook),60,75
282,3,8:23.0,Milwaukee full timeout,,60,75
283,3,8:02.0,J. Parker misses 2-pt jump shot from 16 ft,,60,75
284,3,8:02.0,,Defensive rebound by K. Durant,60,75
285,3,7:46.0,O. Mayo enters the game for J. Parker,,60,75
286,3,7:46.0,J. Henson enters the game for G. Monroe,,60,75
287,3,7:37.0,,Turnover by Team (shot clock),60,75
288,3,7:29.0,K. Middleton misses 2-pt jump shot from 16 ft,,60,75
289,3,7:29.0,,Defensive rebound by S. Ibaka,60,75
290,3,7:20.0,,S. Ibaka makes 2-pt jump shot from 9 ft (assist by R. Westbrook),60,77
291,3,7:01.0,M. Carter-Williams makes 3-pt jump shot from 22 ft (assist by G. Antetokounmpo),,63,77
292,3,6:46.0,,S. Adams misses 2-pt layup from 2 ft,63,77
293,3,6:45.0,Defensive rebound by J. Henson,,63,77
294,3,6:34.0,K. Middleton misses 2-pt jump shot from 3 ft,,63,77
295,3,6:33.0,Offensive rebound by M. Carter-Williams,,63,77
296,3,6:25.0,K. Middleton makes 2-pt jump shot from 20 ft,,65,77
297,3,6:10.0,,S. Ibaka misses 2-pt jump shot from 13 ft,65,77
298,3,6:09.0,,Offensive rebound by R. Westbrook,65,77
299,3,6:06.0,,R. Westbrook misses 2-pt jump shot from 3 ft (block by J. Henson),65,77
300,3,5:59.0,,Offensive rebound by S. Adams,65,77
301,3,5:59.0,,Turnover by K. Durant (bad pass; steal by K. Middleton),65,77
302,3,5:55.0,O. Mayo makes 3-pt jump shot from 25 ft (assist by K. Middleton),,68,77
303,3,5:55.0,,Oklahoma City full timeout,68,77
304,3,5:32.0,,R. Westbrook misses 3-pt jump shot from 26 ft,68,77
305,3,5:32.0,Defensive rebound by G. Antetokounmpo,,68,77
306,3,5:13.0,O. Mayo misses 2-pt layup at rim,,68,77
307,3,5:11.0,Offensive rebound by G. Antetokounmpo,,68,77
308,3,5:11.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,70,77
309,3,4:54.0,,Shooting foul by J. Henson (drawn by K. Durant),70,77
310,3,4:54.0,,K. Durant makes free throw 1 of 2,70,78
311,3,4:54.0,,D. Waiters enters the game for A. Roberson,70,78
312,3,4:54.0,,K. Durant makes free throw 2 of 2,70,79
313,3,4:47.0,M. Carter-Williams makes 2-pt jump shot from 17 ft,,72,79
314,3,4:29.0,,Def 3 sec tech foul by O. Mayo,72,79
315,3,4:29.0,,K. Durant makes technical free throw,72,80
316,3,4:25.0,,R. Westbrook makes 2-pt layup from 1 ft,72,82
317,3,4:15.0,O. Mayo makes 2-pt layup at rim (assist by M. Carter-Williams),,74,82
318,3,4:06.0,,Personal foul by K. Middleton (drawn by K. Durant),74,82
319,3,3:55.0,,Turnover by K. Durant (bad pass),74,82
320,3,3:48.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),,77,82
321,3,3:29.0,,R. Westbrook misses 3-pt jump shot from 23 ft,77,82
322,3,3:28.0,,Offensive rebound by Team,77,82
323,3,3:28.0,Loose ball foul by M. Carter-Williams (drawn by S. Ibaka),,77,82
324,3,3:28.0,,S. Ibaka makes free throw 1 of 2,77,83
325,3,3:28.0,,C. Payne enters the game for R. Westbrook,77,83
326,3,3:28.0,J. Bayless enters the game for M. Carter-Williams,,77,83
327,3,3:28.0,,S. Ibaka makes free throw 2 of 2,77,84
328,3,3:20.0,K. Middleton makes 2-pt jump shot from 18 ft (assist by J. Bayless),,79,84
329,3,3:07.0,,K. Durant misses 3-pt jump shot from 25 ft,79,84
330,3,3:06.0,,Offensive rebound by Team,79,84
331,3,3:06.0,Loose ball foul by O. Mayo (drawn by S. Ibaka),,79,84
332,3,3:06.0,,S. Ibaka makes free throw 1 of 2,79,85
333,3,3:06.0,J. O'Bryant enters the game for G. Antetokounmpo,,79,85
334,3,3:06.0,,E. Freedom enters the game for S. Adams,79,85
335,3,3:06.0,,S. Ibaka makes free throw 2 of 2,79,86
336,3,2:57.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by J. Bayless),,82,86
337,3,2:33.0,,D. Waiters misses 2-pt layup from 1 ft (block by J. Henson),82,86
338,3,2:31.0,Defensive rebound by J. O'Bryant,,82,86
339,3,2:25.0,K. Middleton makes 2-pt layup from 2 ft,,84,86
340,3,2:25.0,,Oklahoma City full timeout,84,86
341,3,2:25.0,,N. Collison enters the game for S. Ibaka,84,86
342,3,2:12.0,,C. Payne makes 2-pt jump shot from 9 ft (assist by K. Durant),84,88
343,3,1:55.0,J. O'Bryant makes 2-pt layup from 2 ft (assist by K. Middleton),,86,88
344,3,1:39.0,,D. Waiters misses 2-pt jump shot from 4 ft,86,88
345,3,1:39.0,Defensive rebound by J. O'Bryant,,86,88
346,3,1:37.0,Turnover by J. O'Bryant (bad pass; steal by C. Payne),,86,88
347,3,1:37.0,,Personal foul by O. Mayo (drawn by C. Payne),86,88
348,3,1:37.0,,C. Payne makes free throw 1 of 2,86,89
349,3,1:37.0,R. Vaughn enters the game for O. Mayo,,86,89
350,3,1:37.0,,C. Payne makes free throw 2 of 2,86,90
351,3,1:22.0,K. Middleton misses 2-pt jump shot from 14 ft,,86,90
352,3,1:22.0,,Defensive rebound by C. Payne,86,90
353,3,1:16.0,,E. Freedom makes 2-pt layup from 1 ft (assist by C. Payne),86,92
354,3,0:51.0,J. Henson makes 2-pt hook shot from 2 ft (assist by K. Middleton),,88,92
355,3,0:35.0,,K. Durant misses 2-pt layup from 2 ft,88,92
356,3,0:34.0,Defensive rebound by J. Bayless,,88,92
357,3,0:12.0,K. Middleton misses 3-pt jump shot from 27 ft,,88,92
358,3,0:10.0,,Defensive rebound by E. Freedom,88,92
359,3,0:03.0,,C. Payne misses 3-pt jump shot from 27 ft,88,92
360,3,0:02.0,Defensive rebound by R. Vaughn,,88,92
361,4,11:43.0,,D. Waiters makes 2-pt layup from 1 ft,88,94
362,4,11:19.0,J. Bayless misses 2-pt jump shot from 18 ft,,88,94
363,4,11:19.0,,Defensive rebound by D. Waiters,88,94
364,4,11:01.0,,E. Freedom misses 2-pt layup at rim (block by J. Henson),88,94
365,4,11:00.0,Defensive rebound by J. Bayless,,88,94
366,4,10:57.0,J. Bayless makes 2-pt layup from 2 ft,,90,94
367,4,10:57.0,Shooting foul by C. Payne (drawn by J. Bayless),,90,94
368,4,10:57.0,,Violation by D. Waiters (lane),90,94
369,4,10:57.0,J. Bayless makes free throw 1 of 1,,91,94
370,4,10:37.0,,A. Morrow makes 3-pt jump shot from 24 ft (assist by D. Waiters),91,97
371,4,10:21.0,Turnover by R. Vaughn (bad pass; steal by E. Freedom),,91,97
372,4,10:15.0,,A. Morrow makes 3-pt jump shot from 24 ft (assist by C. Payne),91,100
373,4,10:14.0,Milwaukee full timeout,,91,100
374,4,10:14.0,O. Mayo enters the game for J. Henson,,91,100
375,4,10:14.0,M. Plumlee enters the game for R. Vaughn,,91,100
