,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,ORLANDO_ACTION,MEMPHIS_SCORE,ORLANDO_SCORE
392,4,7:17.0,L. Stephenson misses 2-pt layup from 1 ft,,91,106
393,4,7:16.0,Offensive rebound by J. Martin,,91,106
394,4,7:16.0,J. Martin misses 2-pt layup from 2 ft,,91,106
395,4,7:14.0,,Defensive rebound by B. Jennings,91,106
396,4,7:09.0,,A. Nicholson makes 3-pt jump shot from 25 ft (assist by V. Oladipo),91,109
397,4,7:08.0,Memphis full timeout,,91,109
398,4,7:08.0,Z. Randolph enters the game for J. Green,,91,109
399,4,6:51.0,L. Stephenson misses 2-pt layup from 2 ft,,91,109
400,4,6:49.0,,Defensive rebound by N. Vučević,91,109
401,4,6:26.0,,N. Vučević misses 2-pt jump shot from 11 ft,91,109
402,4,6:23.0,Defensive rebound by X. Munford,,91,109
403,4,6:12.0,Turnover by J. Martin (lost ball; steal by A. Nicholson),,91,109
404,4,5:53.0,,B. Jennings misses 3-pt jump shot from 25 ft,91,109
405,4,5:51.0,Defensive rebound by L. Stephenson,,91,109
406,4,5:41.0,X. Munford misses 2-pt jump shot from 11 ft,,91,109
407,4,5:40.0,,Defensive rebound by E. Fournier,91,109
408,4,5:20.0,,E. Fournier misses 3-pt jump shot from 23 ft,91,109
409,4,5:19.0,Defensive rebound by Z. Randolph,,91,109
410,4,5:11.0,V. Carter makes 2-pt jump shot from 13 ft,,93,109
411,4,5:11.0,Shooting foul by B. Jennings (drawn by V. Carter),,93,109
412,4,5:11.0,,E. Payton enters the game for B. Jennings,93,109
413,4,5:11.0,M. Barnes enters the game for L. Stephenson,,93,109
414,4,5:11.0,V. Carter misses free throw 1 of 1,,93,109
415,4,5:09.0,,Defensive rebound by N. Vučević,93,109
416,4,4:51.0,,E. Payton misses 3-pt jump shot from 24 ft,93,109
417,4,4:50.0,,Offensive rebound by V. Oladipo,93,109
418,4,4:34.0,,V. Oladipo misses 3-pt jump shot from 24 ft,93,109
419,4,4:33.0,Defensive rebound by J. Martin,,93,109
420,4,4:25.0,Z. Randolph makes 3-pt jump shot from 24 ft (assist by V. Carter),,96,109
421,4,4:09.0,,V. Oladipo misses 2-pt jump shot from 20 ft,96,109
422,4,4:07.0,Defensive rebound by V. Carter,,96,109
423,4,4:03.0,Turnover by V. Carter (bad pass; steal by V. Oladipo),,96,109
424,4,3:46.0,,V. Oladipo misses 3-pt jump shot from 24 ft,96,109
425,4,3:45.0,Defensive rebound by Z. Randolph,,96,109
426,4,3:40.0,M. Barnes misses 3-pt jump shot from 24 ft,,96,109
427,4,3:40.0,,Defensive rebound by Team,96,109
428,4,3:40.0,,A. Gordon enters the game for A. Nicholson,96,109
429,4,3:30.0,,Turnover by N. Vučević (traveling),96,109
430,4,3:18.0,V. Carter makes 3-pt jump shot from 24 ft (assist by Z. Randolph),,99,109
431,4,3:18.0,,Orlando full timeout,99,109
432,4,3:18.0,J. Green enters the game for J. Martin,,99,109
433,4,2:58.0,,N. Vučević misses 2-pt jump shot from 1 ft,99,109
434,4,2:57.0,,Offensive rebound by N. Vučević,99,109
435,4,2:57.0,,N. Vučević misses 2-pt layup from 1 ft,99,109
436,4,2:55.0,,Offensive rebound by A. Gordon,99,109
437,4,2:55.0,,A. Gordon makes 2-pt layup from 1 ft,99,111
438,4,2:40.0,V. Carter makes 2-pt layup from 2 ft (assist by X. Munford),,101,111
439,4,2:24.0,,Turnover by E. Fournier (offensive foul),101,111
440,4,2:24.0,,Offensive foul by E. Fournier (drawn by Z. Randolph),101,111
441,4,2:15.0,Turnover by X. Munford (lost ball; steal by A. Gordon),,101,111
442,4,2:11.0,,V. Oladipo makes 2-pt layup at rim,101,113
443,4,1:51.0,Personal foul by N. Vučević,,101,113
444,4,1:40.0,Z. Randolph misses 2-pt layup from 2 ft,,101,113
445,4,1:38.0,,Defensive rebound by N. Vučević,101,113
446,4,1:38.0,,Personal foul by Z. Randolph,101,113
447,4,1:22.0,,V. Oladipo misses 2-pt jump shot from 11 ft (block by M. Barnes),101,113
448,4,1:21.0,,Offensive rebound by N. Vučević,101,113
449,4,1:20.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by N. Vučević),101,116
450,4,1:02.0,M. Barnes makes 3-pt jump shot from 24 ft,,104,116
451,4,0:46.0,,Turnover by N. Vučević (traveling),104,116
452,4,0:46.0,R. Hollins enters the game for M. Barnes,,104,116
453,4,0:46.0,B. Cotton enters the game for Z. Randolph,,104,116
454,4,0:46.0,J. Martin enters the game for V. Carter,,104,116
455,4,0:40.0,Shooting foul by N. Vučević (drawn by X. Munford),,104,116
456,4,0:40.0,X. Munford misses free throw 1 of 2,,104,116
457,4,0:40.0,Offensive rebound by Team,,104,116
458,4,0:40.0,X. Munford makes free throw 2 of 2,,105,116
459,4,0:17.0,,E. Fournier misses 2-pt layup from 2 ft (block by R. Hollins),105,116
460,4,0:16.0,,Offensive rebound by A. Gordon,105,116
461,4,0:15.0,,A. Gordon makes 3-pt jump shot from 22 ft,105,119
462,4,0:07.0,B. Cotton makes 2-pt jump shot from 17 ft,,107,119
