,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,CHARLOTTE_ACTION,SAN ANTONIO_SCORE,CHARLOTTE_SCORE
78,1,3:09.0,Defensive rebound by L. Aldridge,,24,7
79,1,2:51.0,L. Aldridge misses 2-pt jump shot from 11 ft,,24,7
80,1,2:49.0,,Defensive rebound by K. Walker,24,7
81,1,2:43.0,,Turnover by K. Walker (lost ball; steal by M. Ginóbili),24,7
82,1,2:37.0,K. Leonard misses 2-pt layup at rim,,24,7
83,1,2:37.0,Offensive rebound by Team,,24,7
84,1,2:37.0,K. Anderson enters the game for K. Leonard,,24,7
85,1,2:37.0,D. West enters the game for L. Aldridge,,24,7
86,1,2:37.0,,J. Lamb enters the game for N. Batum,24,7
87,1,2:34.0,D. West makes 2-pt jump shot from 13 ft (assist by B. Diaw),,26,7
88,1,2:11.0,,F. Kaminsky misses 3-pt jump shot from 24 ft,26,7
89,1,2:08.0,Defensive rebound by D. West,,26,7
90,1,1:52.0,D. West makes 2-pt layup from 1 ft (assist by B. Diaw),,28,7
91,1,1:37.0,,K. Walker misses 2-pt jump shot from 16 ft (block by T. Parker),28,7
92,1,1:35.0,Defensive rebound by D. West,,28,7
93,1,1:23.0,T. Parker misses 2-pt jump shot from 20 ft,,28,7
94,1,1:22.0,,Defensive rebound by J. Lamb,28,7
95,1,1:12.0,,A. Jefferson misses 2-pt layup from 1 ft,28,7
96,1,1:11.0,,Offensive rebound by A. Jefferson,28,7
97,1,1:09.0,,A. Jefferson misses 2-pt layup at rim (block by D. West),28,7
98,1,1:09.0,P. Mills enters the game for T. Parker,,28,7
99,1,1:08.0,,Offensive rebound by Team,28,7
100,1,1:03.0,,F. Kaminsky misses 2-pt layup at rim,28,7
101,1,1:02.0,Defensive rebound by K. Anderson,,28,7
102,1,0:51.0,B. Diaw misses 2-pt jump shot from 8 ft,,28,7
103,1,0:50.0,,Defensive rebound by A. Jefferson,28,7
104,1,0:36.0,,A. Jefferson misses 2-pt jump shot from 17 ft,28,7
105,1,0:35.0,Defensive rebound by M. Ginóbili,,28,7
106,1,0:17.0,B. Diaw misses 2-pt jump shot from 15 ft,,28,7
107,1,0:16.0,,Defensive rebound by A. Jefferson,28,7
108,1,0:05.0,,Personal foul by P. Mills,28,7
109,1,0:01.0,,K. Walker misses 3-pt jump shot from 25 ft,28,7
110,1,0:00.0,,Offensive rebound by J. Lamb,28,7
111,2,11:49.0,D. West makes 2-pt layup at rim (assist by M. Ginóbili),,30,7
112,2,11:49.0,,Charlotte full timeout,30,7
113,2,11:29.0,,F. Kaminsky misses 2-pt layup from 2 ft,30,7
114,2,11:28.0,Defensive rebound by P. Mills,,30,7
115,2,11:23.0,K. Anderson misses 2-pt layup from 1 ft (block by J. Lamb),,30,7
116,2,11:21.0,,Defensive rebound by J. Lin,30,7
117,2,11:09.0,,J. Lin makes 3-pt jump shot from 26 ft (assist by A. Jefferson),30,10
118,2,11:09.0,,Shooting foul by D. West (drawn by J. Lin),30,10
119,2,11:09.0,,J. Lin makes free throw 1 of 1,30,11
120,2,10:58.0,D. West misses 2-pt jump shot from 17 ft,,30,11
121,2,10:56.0,,Defensive rebound by F. Kaminsky,30,11
122,2,10:46.0,,J. Lin misses 2-pt jump shot from 10 ft,30,11
123,2,10:45.0,Defensive rebound by B. Diaw,,30,11
124,2,10:31.0,P. Mills makes 2-pt jump shot from 22 ft,,32,11
125,2,10:18.0,,Turnover by J. Lin (bad pass),32,11
126,2,10:01.0,Turnover by M. Ginóbili (bad pass; steal by J. Lamb),,32,11
127,2,9:55.0,,C. Lee makes 2-pt layup at rim (assist by J. Lamb),32,13
128,2,9:46.0,Turnover by P. Mills (bad pass; steal by J. Lin),,32,13
129,2,9:40.0,,C. Lee misses 2-pt jump shot from 10 ft (block by M. Ginóbili),32,13
130,2,9:40.0,,Offensive rebound by Team,32,13
131,2,9:35.0,,J. Lamb misses 2-pt jump shot from 20 ft,32,13
132,2,9:34.0,Defensive rebound by M. Ginóbili,,32,13
133,2,9:18.0,M. Ginóbili misses 2-pt jump shot from 19 ft,,32,13
134,2,9:17.0,,Defensive rebound by J. Lamb,32,13
135,2,9:01.0,,F. Kaminsky misses 3-pt jump shot from 27 ft,32,13
136,2,9:00.0,Defensive rebound by P. Mills,,32,13
137,2,8:52.0,Turnover by D. West (bad pass; steal by F. Kaminsky),,32,13
138,2,8:48.0,,Shooting foul by K. Anderson (drawn by J. Lamb),32,13
139,2,8:48.0,Official timeout,,32,13
140,2,8:48.0,D. Green enters the game for M. Ginóbili,,32,13
141,2,8:48.0,,J. Lamb misses free throw 1 of 2,32,13
142,2,8:48.0,,Offensive rebound by Team,32,13
143,2,8:48.0,,J. Lamb makes free throw 2 of 2,32,14
144,2,8:28.0,P. Mills misses 2-pt jump shot from 18 ft,,32,14
145,2,8:27.0,,Defensive rebound by J. Lamb,32,14
146,2,8:11.0,,J. Lin makes 2-pt layup from 1 ft (assist by A. Jefferson),32,16
147,2,7:58.0,Turnover by P. Mills (bad pass; steal by C. Lee),,32,16
148,2,7:53.0,,C. Lee makes 2-pt layup from 1 ft,32,18
149,2,7:36.0,B. Diaw misses 2-pt hook shot from 4 ft,,32,18
150,2,7:36.0,,Defensive rebound by Team,32,18
151,2,7:36.0,,C. Zeller enters the game for A. Jefferson,32,18
152,2,7:36.0,T. Parker enters the game for B. Diaw,,32,18
153,2,7:36.0,K. Leonard enters the game for K. Anderson,,32,18
154,2,7:36.0,L. Aldridge enters the game for P. Mills,,32,18
155,2,7:26.0,,Personal foul by L. Aldridge,32,18
156,2,7:18.0,,J. Lin makes 2-pt layup at rim,32,20
157,2,6:57.0,K. Leonard misses 2-pt jump shot from 14 ft,,32,20
158,2,6:56.0,,Defensive rebound by J. Lin,32,20
159,2,6:49.0,,J. Lamb misses 2-pt layup at rim,32,20
160,2,6:47.0,Defensive rebound by L. Aldridge,,32,20
161,2,6:30.0,K. Leonard makes 2-pt jump shot from 9 ft,,34,20
162,2,6:16.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,34,20
163,2,6:15.0,Defensive rebound by K. Leonard,,34,20
164,2,6:00.0,D. Green misses 3-pt jump shot from 23 ft,,34,20
165,2,5:58.0,,Defensive rebound by C. Zeller,34,20
166,2,5:53.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by J. Lin),34,22
167,2,5:32.0,,Charlotte full timeout,34,22
168,2,5:32.0,,N. Batum enters the game for J. Lamb,34,22
169,2,5:32.0,T. Duncan enters the game for K. Leonard,,34,22
170,2,5:32.0,K. Martin enters the game for D. West,,34,22
171,2,5:17.0,T. Duncan makes 2-pt hook shot from 9 ft (assist by T. Parker),,36,22
172,2,5:07.0,,J. Lin misses 2-pt jump shot from 21 ft,36,22
173,2,5:06.0,,Offensive rebound by N. Batum,36,22
174,2,5:02.0,,Personal foul by T. Parker,36,22
175,2,4:56.0,,N. Batum makes 2-pt jump shot from 16 ft,36,24
176,2,4:40.0,L. Aldridge makes 2-pt hook shot from 7 ft (assist by T. Parker),,38,24
177,2,4:28.0,,Shooting foul by D. Green (drawn by N. Batum),38,24
178,2,4:28.0,,N. Batum makes free throw 1 of 3,38,25
179,2,4:28.0,M. Ginóbili enters the game for D. Green,,38,25
180,2,4:28.0,,N. Batum makes free throw 2 of 3,38,26
181,2,4:28.0,,K. Walker enters the game for C. Lee,38,26
182,2,4:28.0,,N. Batum makes free throw 3 of 3,38,27
183,2,4:13.0,L. Aldridge makes 2-pt jump shot from 16 ft (assist by T. Parker),,40,27
184,2,3:56.0,,C. Zeller misses 2-pt layup from 1 ft (block by L. Aldridge),40,27
185,2,3:54.0,,Offensive rebound by N. Batum,40,27
186,2,3:48.0,,C. Zeller misses 2-pt jump shot from 11 ft,40,27
187,2,3:46.0,,Offensive rebound by C. Zeller,40,27
188,2,3:46.0,,C. Zeller makes 2-pt layup from 1 ft,40,29
189,2,3:31.0,T. Duncan makes 2-pt layup at rim (assist by L. Aldridge),,42,29
190,2,3:11.0,,Turnover by J. Lin (lost ball; steal by T. Parker),42,29
191,2,2:57.0,T. Parker makes 2-pt layup at rim,,44,29
192,2,2:48.0,,Offensive foul by N. Batum (drawn by M. Ginóbili),44,29
193,2,2:48.0,,Turnover by N. Batum (offensive foul),44,29
194,2,2:48.0,San Antonio full timeout,,44,29
195,2,2:48.0,,M. Williams enters the game for F. Kaminsky,44,29
196,2,2:31.0,K. Martin makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),,47,29
197,2,2:16.0,,N. Batum misses 2-pt jump shot from 18 ft,47,29
198,2,2:15.0,Defensive rebound by T. Duncan,,47,29
199,2,2:13.0,Turnover by T. Duncan (bad pass; steal by K. Walker),,47,29
200,2,2:04.0,,J. Lin misses 2-pt jump shot from 8 ft,47,29
201,2,2:03.0,Defensive rebound by T. Parker,,47,29
202,2,1:48.0,,Violation by M. Williams (kicked ball),47,29
203,2,1:34.0,K. Martin misses 2-pt layup from 2 ft,,47,29
204,2,1:33.0,,Defensive rebound by C. Zeller,47,29
205,2,1:26.0,,Shooting foul by T. Duncan (drawn by K. Walker),47,29
206,2,1:26.0,,K. Walker makes 2-pt layup from 1 ft,47,31
207,2,1:26.0,,K. Walker makes free throw 1 of 1,47,32
208,2,1:16.0,Personal foul by K. Walker,,47,32
209,2,1:16.0,,C. Lee enters the game for K. Walker,47,32
210,2,1:14.0,Personal foul by C. Lee,,47,32
211,2,1:14.0,K. Martin makes free throw 1 of 2,,48,32
212,2,1:14.0,K. Martin makes free throw 2 of 2,,49,32
213,2,0:55.0,,Turnover by N. Batum (bad pass; steal by K. Martin),49,32
214,2,0:40.0,T. Duncan makes 2-pt jump shot from 9 ft,,51,32
215,2,0:40.0,Shooting foul by M. Williams (drawn by T. Duncan),,51,32
216,2,0:40.0,T. Duncan misses free throw 1 of 1,,51,32
217,2,0:39.0,,Defensive rebound by M. Williams,51,32
218,2,0:31.0,,J. Lin makes 2-pt layup from 1 ft,51,34
219,2,0:11.0,T. Parker misses 2-pt layup from 1 ft,,51,34
220,2,0:10.0,,Defensive rebound by C. Zeller,51,34
221,2,0:06.0,,J. Lin makes 2-pt jump shot from 7 ft,51,36
222,2,0:02.0,Turnover by M. Ginóbili (bad pass; steal by C. Lee),,51,36
223,2,0:01.0,,C. Lee misses 3-pt jump shot from 76 ft,51,36
224,2,0:00.0,,Offensive rebound by Team,51,36
225,3,11:36.0,D. Green misses 2-pt jump shot from 20 ft,,51,36
226,3,11:35.0,,Defensive rebound by N. Batum,51,36
227,3,11:30.0,,K. Walker misses 2-pt jump shot from 4 ft (block by T. Duncan),51,36
228,3,11:30.0,,Offensive rebound by Team,51,36
229,3,11:25.0,,C. Zeller makes 2-pt jump shot from 17 ft (assist by M. Williams),51,38
230,3,11:02.0,L. Aldridge makes 2-pt layup from 1 ft,,53,38
231,3,10:48.0,,M. Williams misses 3-pt jump shot from 26 ft,53,38
232,3,10:45.0,Defensive rebound by D. Green,,53,38
233,3,10:42.0,L. Aldridge misses 2-pt layup from 1 ft,,53,38
234,3,10:40.0,Offensive rebound by D. Green,,53,38
235,3,10:40.0,D. Green misses 2-pt layup at rim,,53,38
236,3,10:38.0,,Defensive rebound by N. Batum,53,38
237,3,10:33.0,,N. Batum makes 2-pt jump shot from 14 ft,53,40
238,3,10:15.0,Turnover by T. Parker (lost ball; steal by K. Walker),,53,40
239,3,10:09.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by K. Walker),53,43
240,3,9:49.0,K. Leonard makes 2-pt jump shot from 18 ft (assist by L. Aldridge),,55,43
241,3,9:39.0,,Turnover by K. Walker (traveling),55,43
242,3,9:24.0,,Violation by N. Batum (kicked ball),55,43
243,3,9:15.0,Turnover by L. Aldridge (lost ball; steal by C. Zeller),,55,43
244,3,9:07.0,,C. Lee misses 2-pt jump shot from 21 ft,55,43
245,3,9:05.0,Defensive rebound by L. Aldridge,,55,43
246,3,8:58.0,L. Aldridge makes 2-pt jump shot from 10 ft,,57,43
247,3,8:43.0,,C. Lee makes 2-pt jump shot from 17 ft (assist by K. Walker),57,45
248,3,8:23.0,Turnover by K. Leonard (traveling),,57,45
249,3,8:10.0,,M. Williams misses 2-pt jump shot from 21 ft,57,45
250,3,8:09.0,,Offensive rebound by C. Zeller,57,45
251,3,8:02.0,,N. Batum misses 2-pt jump shot from 17 ft,57,45
252,3,8:00.0,,Offensive rebound by C. Zeller,57,45
253,3,7:58.0,,C. Lee makes 2-pt layup from 1 ft (assist by C. Zeller),57,47
254,3,7:39.0,Shooting foul by C. Zeller (drawn by T. Duncan),,57,47
255,3,7:39.0,T. Duncan misses free throw 1 of 2,,57,47
256,3,7:39.0,Offensive rebound by Team,,57,47
257,3,7:39.0,M. Ginóbili enters the game for D. Green,,57,47
258,3,7:39.0,T. Duncan makes free throw 2 of 2,,58,47
259,3,7:28.0,,K. Walker misses 3-pt jump shot from 25 ft,58,47
260,3,7:26.0,Defensive rebound by T. Duncan,,58,47
261,3,7:20.0,T. Duncan makes 2-pt layup from 2 ft (assist by T. Parker),,60,47
262,3,7:20.0,Shooting foul by N. Batum (drawn by T. Duncan),,60,47
263,3,7:20.0,T. Duncan misses free throw 1 of 1,,60,47
264,3,7:19.0,,Defensive rebound by C. Zeller,60,47
265,3,7:07.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by C. Zeller),60,50
266,3,7:05.0,San Antonio full timeout,,60,50
267,3,6:50.0,K. Leonard makes 2-pt jump shot from 16 ft (assist by T. Duncan),,62,50
268,3,6:35.0,,Turnover by M. Williams (bad pass),62,50
269,3,6:22.0,Turnover by L. Aldridge (lost ball),,62,50
270,3,6:09.0,,K. Walker makes 2-pt layup from 2 ft (assist by C. Zeller),62,52
271,3,5:49.0,K. Leonard misses 2-pt jump shot from 10 ft (block by N. Batum),,62,52
272,3,5:47.0,,Defensive rebound by N. Batum,62,52
273,3,5:42.0,,C. Lee makes 2-pt layup from 1 ft,62,54
274,3,5:26.0,T. Parker misses 2-pt jump shot from 19 ft,,62,54
275,3,5:24.0,,Defensive rebound by M. Williams,62,54
276,3,5:18.0,,K. Walker misses 2-pt layup from 1 ft (block by T. Duncan),62,54
277,3,5:16.0,Defensive rebound by T. Duncan,,62,54
278,3,5:06.0,L. Aldridge misses 2-pt jump shot from 4 ft (block by M. Williams),,62,54
279,3,5:04.0,Offensive rebound by L. Aldridge,,62,54
280,3,5:02.0,Turnover by L. Aldridge (lost ball; steal by N. Batum),,62,54
281,3,4:59.0,,N. Batum makes 2-pt layup at rim (assist by C. Lee),62,56
282,3,4:39.0,T. Parker makes 3-pt jump shot from 23 ft (assist by L. Aldridge),,65,56
283,3,4:20.0,,C. Lee makes 2-pt jump shot from 16 ft,65,58
284,3,3:57.0,T. Parker misses 3-pt jump shot from 23 ft,,65,58
285,3,3:56.0,,Defensive rebound by C. Zeller,65,58
286,3,3:49.0,,C. Lee misses 2-pt jump shot from 19 ft,65,58
287,3,3:46.0,Defensive rebound by L. Aldridge,,65,58
288,3,3:31.0,Turnover by T. Parker (bad pass; steal by C. Lee),,65,58
289,3,3:20.0,,M. Williams makes 3-pt jump shot from 27 ft (assist by N. Batum),65,61
290,3,3:07.0,Shooting block foul by N. Batum (drawn by K. Leonard),,65,61
291,3,3:07.0,K. Leonard makes free throw 1 of 2,,66,61
292,3,3:07.0,B. Diaw enters the game for T. Duncan,,66,61
293,3,3:07.0,P. Mills enters the game for T. Parker,,66,61
294,3,3:07.0,,A. Jefferson enters the game for C. Zeller,66,61
295,3,3:07.0,,J. Lin enters the game for K. Walker,66,61
296,3,3:07.0,K. Leonard makes free throw 2 of 2,,67,61
297,3,2:47.0,,C. Lee makes 2-pt layup at rim (assist by N. Batum),67,63
298,3,2:33.0,M. Ginóbili makes 3-pt jump shot from 26 ft (assist by L. Aldridge),,70,63
299,3,2:13.0,,J. Lin makes 2-pt jump shot from 7 ft,70,65
300,3,1:57.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,70,65
301,3,1:55.0,,Defensive rebound by C. Lee,70,65
302,3,1:48.0,,Shooting foul by K. Leonard (drawn by N. Batum),70,65
303,3,1:48.0,,Charlotte full timeout,70,65
304,3,1:48.0,,F. Kaminsky enters the game for M. Williams,70,65
305,3,1:48.0,,N. Batum makes free throw 1 of 3,70,66
306,3,1:48.0,,N. Batum makes free throw 2 of 3,70,67
307,3,1:48.0,,N. Batum misses free throw 3 of 3,70,67
308,3,1:47.0,Defensive rebound by L. Aldridge,,70,67
309,3,1:33.0,L. Aldridge makes 2-pt dunk at rim (assist by M. Ginóbili),,72,67
310,3,1:15.0,,J. Lin misses 2-pt jump shot from 14 ft,72,67
311,3,1:11.0,Defensive rebound by K. Leonard,,72,67
312,3,1:01.0,Offensive foul by M. Ginóbili (drawn by C. Lee),,72,67
313,3,1:01.0,Turnover by M. Ginóbili (offensive foul),,72,67
314,3,0:39.0,,A. Jefferson misses 2-pt jump shot from 7 ft,72,67
315,3,0:38.0,Defensive rebound by B. Diaw,,72,67
316,3,0:27.0,K. Leonard misses 3-pt jump shot from 24 ft,,72,67
317,3,0:27.0,,Defensive rebound by Team,72,67
318,3,0:04.0,,J. Lin misses 2-pt jump shot from 13 ft,72,67
319,3,0:02.0,Defensive rebound by B. Diaw,,72,67
320,4,11:51.0,,J. Lamb misses 2-pt layup from 1 ft (block by K. Martin),72,67
321,4,11:48.0,,Offensive rebound by A. Jefferson,72,67
322,4,11:48.0,,A. Jefferson misses 2-pt layup from 1 ft,72,67
323,4,11:46.0,Defensive rebound by T. Duncan,,72,67
324,4,11:40.0,B. Diaw misses 2-pt layup from 1 ft,,72,67
325,4,11:39.0,,Defensive rebound by A. Jefferson,72,67
326,4,11:26.0,,A. Jefferson makes 2-pt jump shot from 10 ft,72,69
327,4,11:10.0,K. Martin makes 2-pt layup at rim,,74,69
328,4,10:57.0,,F. Kaminsky misses 2-pt dunk at rim (block by T. Duncan),74,69
329,4,10:57.0,,Offensive rebound by Team,74,69
330,4,10:46.0,,J. Lin makes 3-pt jump shot from 25 ft (assist by C. Lee),74,72
331,4,10:22.0,B. Diaw misses 2-pt jump shot from 11 ft,,74,72
332,4,10:21.0,,Defensive rebound by J. Lamb,74,72
333,4,10:07.0,,J. Lamb misses 2-pt jump shot from 12 ft,74,72
334,4,10:06.0,Defensive rebound by T. Duncan,,74,72
335,4,10:02.0,Personal foul by J. Lamb,,74,72
336,4,10:02.0,T. Parker enters the game for M. Ginóbili,,74,72
337,4,9:48.0,K. Martin misses 3-pt jump shot from 25 ft (block by J. Lamb),,74,72
338,4,9:46.0,Offensive rebound by T. Parker,,74,72
339,4,9:45.0,Turnover by T. Parker (bad pass),,74,72
340,4,9:37.0,,J. Lin misses 2-pt layup from 1 ft (block by T. Duncan),74,72
341,4,9:37.0,,Offensive rebound by Team,74,72
342,4,9:31.0,,Turnover by A. Jefferson (bad pass),74,72
343,4,9:17.0,P. Mills misses 2-pt jump shot from 18 ft,,74,72
344,4,9:16.0,,Defensive rebound by J. Lin,74,72
345,4,9:10.0,,J. Lin makes 3-pt jump shot from 25 ft,74,75
346,4,9:09.0,San Antonio full timeout,,74,75
347,4,8:52.0,T. Duncan makes 2-pt jump shot from 8 ft,,76,75
348,4,8:25.0,,Turnover by Team (shot clock),76,75
349,4,8:25.0,D. West enters the game for B. Diaw,,76,75
350,4,8:07.0,T. Duncan misses 2-pt jump shot from 7 ft (block by A. Jefferson),,76,75
351,4,8:06.0,,Defensive rebound by J. Lamb,76,75
352,4,8:02.0,,Personal foul by K. Martin,76,75
353,4,7:54.0,,J. Lamb makes 3-pt jump shot from 22 ft (assist by J. Lin),76,78
354,4,7:35.0,K. Leonard enters the game for K. Martin,,76,78
355,4,7:35.0,,N. Batum enters the game for C. Lee,76,78
356,4,7:24.0,T. Duncan misses 2-pt jump shot from 16 ft,,76,78
357,4,7:23.0,,Defensive rebound by J. Lamb,76,78
358,4,7:09.0,,A. Jefferson misses 2-pt layup from 2 ft,76,78
359,4,7:08.0,Defensive rebound by K. Leonard,,76,78
360,4,7:01.0,T. Parker makes 2-pt jump shot from 16 ft,,78,78
361,4,6:36.0,,F. Kaminsky makes 2-pt jump shot from 17 ft (assist by J. Lamb),78,80
362,4,6:16.0,T. Parker misses 2-pt jump shot from 11 ft,,78,80
363,4,6:12.0,Offensive rebound by Team,,78,80
364,4,6:12.0,,C. Zeller enters the game for A. Jefferson,78,80
365,4,6:12.0,L. Aldridge enters the game for T. Duncan,,78,80
366,4,6:12.0,D. Green enters the game for P. Mills,,78,80
367,4,6:10.0,K. Leonard makes 2-pt layup from 2 ft (assist by D. West),,80,80
368,4,5:57.0,,J. Lin makes 2-pt jump shot from 9 ft,80,82
369,4,5:33.0,Shooting foul by J. Lamb (drawn by D. Green),,80,82
370,4,5:33.0,Official timeout,,80,82
371,4,5:33.0,,K. Walker enters the game for J. Lamb,80,82
372,4,5:33.0,D. Green makes free throw 1 of 2,,81,82
373,4,5:33.0,D. Green makes free throw 2 of 2,,82,82
374,4,5:18.0,,Turnover by J. Lin (bad pass; steal by D. West),82,82
375,4,5:05.0,L. Aldridge misses 2-pt jump shot from 18 ft,,82,82
376,4,5:04.0,,Defensive rebound by J. Lin,82,82
377,4,4:56.0,,J. Lin makes 3-pt jump shot from 25 ft (assist by N. Batum),82,85
378,4,4:30.0,T. Parker misses 2-pt jump shot from 9 ft,,82,85
379,4,4:28.0,,Defensive rebound by J. Lin,82,85
380,4,4:12.0,,F. Kaminsky misses 2-pt jump shot from 3 ft,82,85
381,4,4:12.0,Defensive rebound by Team,,82,85
382,4,3:59.0,D. Green misses 3-pt jump shot from 24 ft,,82,85
383,4,3:57.0,,Defensive rebound by C. Zeller,82,85
384,4,3:45.0,,Shooting foul by T. Parker (drawn by K. Walker),82,85
385,4,3:45.0,,K. Walker makes free throw 1 of 2,82,86
386,4,3:45.0,P. Mills enters the game for T. Parker,,82,86
387,4,3:45.0,,M. Williams enters the game for F. Kaminsky,82,86
388,4,3:45.0,,K. Walker misses free throw 2 of 2,82,86
389,4,3:44.0,Defensive rebound by K. Leonard,,82,86
