,QUARTER,TIME_REMAINING,TORONTO_ACTION,MEMPHIS_ACTION,TORONTO_SCORE,MEMPHIS_SCORE
66,1,3:03.0,Defensive rebound by N. Powell,,17,19
67,1,2:55.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by N. Powell),,20,19
68,1,2:38.0,,J. Farmar misses 2-pt jump shot from 13 ft,20,19
69,1,2:36.0,Defensive rebound by J. Valančiūnas,,20,19
70,1,2:25.0,Personal foul by C. Andersen,,20,19
71,1,2:25.0,Toronto full timeout,,20,19
72,1,2:25.0,C. Joseph enters the game for J. Thompson,,20,19
73,1,2:25.0,B. Biyombo enters the game for J. Valančiūnas,,20,19
74,1,2:25.0,P. Patterson enters the game for K. Lowry,,20,19
75,1,2:25.0,,J. Green enters the game for C. Andersen,20,19
76,1,2:25.0,,X. Munford enters the game for J. Farmar,20,19
77,1,2:25.0,,Violation by Team (delay of game),20,19
78,1,2:16.0,P. Patterson misses 2-pt jump shot from 1 ft,,20,19
79,1,2:15.0,Offensive rebound by P. Patterson,,20,19
80,1,2:15.0,P. Patterson misses 2-pt layup from 1 ft,,20,19
81,1,2:13.0,Offensive rebound by P. Patterson,,20,19
82,1,2:13.0,P. Patterson misses 2-pt layup from 2 ft (block by J. Green),,20,19
83,1,2:10.0,,Defensive rebound by J. Green,20,19
84,1,1:50.0,,Z. Randolph makes 2-pt jump shot from 18 ft (assist by X. Munford),20,21
85,1,1:25.0,D. DeRozan makes 3-pt jump shot from 23 ft,,23,21
86,1,1:08.0,,Turnover by Z. Randolph (bad pass; steal by D. DeRozan),23,21
87,1,1:03.0,D. DeRozan makes 2-pt dunk at rim,,25,21
88,1,0:46.0,,X. Munford makes 2-pt jump shot from 13 ft (assist by L. Stephenson),25,23
89,1,0:27.0,P. Patterson misses 3-pt jump shot from 23 ft,,25,23
90,1,0:27.0,,Defensive rebound by Team,25,23
91,1,0:27.0,Loose ball foul by B. Biyombo,,25,23
92,1,0:27.0,T. Ross enters the game for N. Powell,,25,23
93,1,0:27.0,,V. Carter enters the game for Z. Randolph,25,23
94,1,0:12.0,,L. Stephenson misses 2-pt layup from 1 ft,25,23
95,1,0:10.0,Defensive rebound by B. Biyombo,,25,23
96,1,0:03.0,P. Patterson makes 2-pt layup from 1 ft,,27,23
97,1,0:00.0,,M. Barnes misses 3-pt jump shot from 51 ft,27,23
98,1,0:00.0,,Offensive rebound by Team,27,23
99,2,11:49.0,Personal foul by J. Martin,,27,23
100,2,11:43.0,Turnover by B. Biyombo (lost ball; steal by J. Green),,27,23
101,2,11:36.0,,X. Munford makes 3-pt jump shot from 24 ft,27,26
102,2,11:20.0,Shooting foul by V. Carter (drawn by K. Lowry),,27,26
103,2,11:20.0,K. Lowry makes free throw 1 of 2,,28,26
104,2,11:20.0,K. Lowry makes free throw 2 of 2,,29,26
105,2,11:04.0,,Personal foul by T. Ross,29,26
106,2,10:51.0,,L. Stephenson makes 2-pt jump shot from 12 ft,29,28
107,2,10:41.0,Turnover by K. Lowry (lost ball; steal by X. Munford),,29,28
108,2,10:29.0,,L. Stephenson makes 2-pt jump shot from 15 ft,29,30
109,2,10:11.0,T. Ross misses 3-pt jump shot from 24 ft,,29,30
110,2,10:11.0,,Defensive rebound by J. Green,29,30
111,2,10:01.0,,Memphis full timeout,29,30
112,2,9:55.0,Violation by K. Lowry (kicked ball),,29,30
113,2,9:47.0,,L. Stephenson makes 2-pt dunk at rim,29,32
114,2,9:32.0,C. Joseph misses 2-pt layup from 2 ft (block by J. Martin),,29,32
115,2,9:30.0,Offensive rebound by T. Ross,,29,32
116,2,9:21.0,K. Lowry makes 3-pt jump shot from 27 ft,,32,32
117,2,8:52.0,,Personal foul by C. Joseph,32,32
118,2,8:47.0,,J. Green makes 2-pt layup from 3 ft (assist by X. Munford),32,34
119,2,8:31.0,Turnover by T. Ross (lost ball; steal by J. Martin),,32,34
120,2,8:22.0,,Turnover by X. Munford (step out of bounds),32,34
121,2,8:08.0,Turnover by K. Lowry (traveling),,32,34
122,2,7:59.0,,J. Green makes 2-pt jump shot from 19 ft (assist by X. Munford),32,36
123,2,7:42.0,T. Ross misses 3-pt jump shot from 23 ft,,32,36
124,2,7:42.0,,Defensive rebound by J. Martin,32,36
125,2,7:33.0,,J. Green makes 2-pt jump shot from 22 ft (assist by L. Stephenson),32,38
126,2,7:30.0,Toronto full timeout,,32,38
127,2,7:17.0,B. Biyombo makes 2-pt dunk at rim (assist by C. Joseph),,34,38
128,2,6:58.0,,Def 3 sec tech foul by B. Biyombo,34,38
129,2,6:58.0,,V. Carter misses technical free throw,34,38
130,2,6:58.0,,Offensive rebound by Team,34,38
131,2,6:53.0,,X. Munford makes 2-pt jump shot from 13 ft,34,40
132,2,6:34.0,Turnover by T. Ross (lost ball; steal by V. Carter),,34,40
133,2,6:31.0,,Personal foul by C. Joseph,34,40
134,2,6:31.0,D. DeRozan enters the game for C. Joseph,,34,40
135,2,6:31.0,N. Powell enters the game for T. Ross,,34,40
136,2,6:20.0,,Turnover by L. Stephenson (offensive goaltending),34,40
137,2,6:06.0,K. Lowry misses 3-pt jump shot from 27 ft,,34,40
138,2,6:06.0,,Defensive rebound by J. Martin,34,40
139,2,5:54.0,,V. Carter makes 3-pt jump shot from 24 ft (assist by L. Stephenson),34,43
140,2,5:38.0,P. Patterson misses 3-pt jump shot from 24 ft,,34,43
141,2,5:36.0,,Defensive rebound by V. Carter,34,43
142,2,5:27.0,,J. Martin makes 2-pt layup from 2 ft (assist by V. Carter),34,45
143,2,5:19.0,Toronto full timeout,,34,45
144,2,5:19.0,J. Valančiūnas enters the game for B. Biyombo,,34,45
145,2,5:09.0,Shooting foul by V. Carter (drawn by D. DeRozan),,34,45
146,2,5:09.0,D. DeRozan makes free throw 1 of 2,,35,45
147,2,5:09.0,D. DeRozan makes free throw 2 of 2,,36,45
148,2,4:52.0,,X. Munford misses 3-pt jump shot from 24 ft,36,45
149,2,4:51.0,Defensive rebound by D. DeRozan,,36,45
150,2,4:41.0,D. DeRozan makes 2-pt jump shot from 4 ft,,38,45
151,2,4:27.0,,X. Munford misses 2-pt layup from 2 ft (block by J. Valančiūnas),38,45
152,2,4:24.0,Defensive rebound by J. Valančiūnas,,38,45
153,2,4:22.0,Offensive foul by K. Lowry (drawn by J. Martin),,38,45
154,2,4:22.0,Turnover by K. Lowry (offensive foul),,38,45
155,2,4:22.0,,C. Andersen enters the game for J. Green,38,45
156,2,4:22.0,,J. Farmar enters the game for X. Munford,38,45
157,2,4:08.0,,Turnover by C. Andersen (bad pass; steal by N. Powell),38,45
158,2,4:01.0,D. DeRozan misses 2-pt dunk at rim (block by J. Farmar),,38,45
159,2,3:56.0,,Defensive rebound by V. Carter,38,45
160,2,3:53.0,,L. Stephenson makes 2-pt dunk at rim (assist by J. Farmar),38,47
161,2,3:40.0,Turnover by K. Lowry (bad pass; steal by J. Martin),,38,47
162,2,3:28.0,,V. Carter misses 3-pt jump shot from 23 ft,38,47
163,2,3:27.0,,Offensive rebound by J. Martin,38,47
164,2,3:26.0,,Shooting foul by K. Lowry (drawn by J. Martin),38,47
165,2,3:26.0,,J. Martin makes free throw 1 of 2,38,48
166,2,3:26.0,J. Thompson enters the game for P. Patterson,,38,48
167,2,3:26.0,C. Joseph enters the game for K. Lowry,,38,48
168,2,3:26.0,,T. Allen enters the game for V. Carter,38,48
169,2,3:26.0,,J. Martin makes free throw 2 of 2,38,49
170,2,3:09.0,J. Thompson makes 2-pt jump shot from 18 ft (assist by D. DeRozan),,40,49
171,2,2:49.0,Violation by D. DeRozan (def goaltending),,40,49
172,2,2:49.0,,T. Allen makes 2-pt layup from 1 ft (assist by J. Farmar),40,51
173,2,2:35.0,D. DeRozan misses 2-pt jump shot from 4 ft (block by T. Allen),,40,51
174,2,2:32.0,Offensive rebound by D. DeRozan,,40,51
175,2,2:32.0,D. DeRozan misses 2-pt layup from 1 ft (block by C. Andersen),,40,51
176,2,2:27.0,Offensive rebound by J. Valančiūnas,,40,51
177,2,2:27.0,J. Valančiūnas misses 2-pt layup from 2 ft,,40,51
178,2,2:26.0,,Defensive rebound by L. Stephenson,40,51
179,2,2:23.0,,L. Stephenson misses 2-pt layup from 3 ft (block by N. Powell),40,51
180,2,2:22.0,Defensive rebound by N. Powell,,40,51
181,2,2:16.0,D. DeRozan makes 2-pt layup from 1 ft (assist by N. Powell),,42,51
182,2,2:00.0,,J. Farmar misses 2-pt jump shot from 19 ft,42,51
183,2,1:58.0,Defensive rebound by D. DeRozan,,42,51
184,2,1:45.0,Personal foul by C. Andersen,,42,51
185,2,1:45.0,Toronto full timeout,,42,51
186,2,1:45.0,,J. Green enters the game for C. Andersen,42,51
187,2,1:45.0,,M. Barnes enters the game for L. Stephenson,42,51
188,2,1:45.0,,Z. Randolph enters the game for J. Martin,42,51
189,2,1:33.0,Turnover by N. Powell (lost ball; steal by T. Allen),,42,51
190,2,1:27.0,,J. Green misses 2-pt dunk from 2 ft,42,51
191,2,1:25.0,,Offensive rebound by T. Allen,42,51
192,2,1:25.0,,T. Allen misses 2-pt layup at rim,42,51
193,2,1:23.0,Defensive rebound by N. Powell,,42,51
194,2,1:17.0,C. Joseph makes 3-pt jump shot from 24 ft (assist by N. Powell),,45,51
195,2,0:56.0,,J. Green misses 2-pt jump shot from 9 ft,45,51
196,2,0:55.0,Defensive rebound by J. Valančiūnas,,45,51
197,2,0:36.0,C. Joseph misses 3-pt jump shot from 23 ft,,45,51
198,2,0:35.0,,Defensive rebound by J. Farmar,45,51
199,2,0:19.0,,Z. Randolph makes 2-pt jump shot from 4 ft,45,53
200,2,0:00.0,D. DeRozan misses 2-pt jump shot from 17 ft,,45,53
201,2,0:00.0,Offensive rebound by Team,,45,53
202,3,11:49.0,Turnover by N. Powell (bad pass; steal by C. Andersen),,45,53
203,3,11:29.0,,Z. Randolph misses 2-pt jump shot from 17 ft,45,53
204,3,11:27.0,,Offensive rebound by M. Barnes,45,53
205,3,11:18.0,,Z. Randolph misses 2-pt layup at rim (block by J. Thompson),45,53
206,3,11:18.0,,Offensive rebound by Team,45,53
207,3,11:15.0,,Turnover by M. Barnes (bad pass; steal by J. Valančiūnas),45,53
208,3,11:06.0,Turnover by D. DeRozan (bad pass; steal by J. Farmar),,45,53
209,3,10:59.0,,M. Barnes misses 2-pt layup from 1 ft,45,53
210,3,10:57.0,Defensive rebound by K. Lowry,,45,53
211,3,10:49.0,Shooting foul by J. Farmar (drawn by K. Lowry),,45,53
212,3,10:49.0,K. Lowry makes free throw 1 of 2,,46,53
213,3,10:49.0,K. Lowry makes free throw 2 of 2,,47,53
214,3,10:25.0,,J. Farmar makes 3-pt jump shot from 22 ft (assist by Z. Randolph),47,56
215,3,10:02.0,K. Lowry makes 2-pt jump shot from 16 ft,,49,56
216,3,9:49.0,,T. Allen misses 2-pt jump shot from 4 ft (block by J. Valančiūnas),49,56
217,3,9:48.0,,Offensive rebound by C. Andersen,49,56
218,3,9:37.0,,Z. Randolph misses 2-pt jump shot from 4 ft,49,56
219,3,9:35.0,Defensive rebound by J. Valančiūnas,,49,56
220,3,9:22.0,K. Lowry misses 2-pt jump shot from 6 ft,,49,56
221,3,9:22.0,,Defensive rebound by Team,49,56
222,3,9:22.0,Loose ball foul by J. Valančiūnas,,49,56
223,3,9:11.0,,T. Allen makes 2-pt layup from 1 ft,49,58
224,3,8:58.0,D. DeRozan makes 2-pt jump shot from 7 ft,,51,58
225,3,8:58.0,Shooting foul by J. Farmar (drawn by D. DeRozan),,51,58
226,3,8:58.0,D. DeRozan makes free throw 1 of 1,,52,58
227,3,8:45.0,Violation by K. Lowry (kicked ball),,52,58
228,3,8:38.0,,Z. Randolph misses 2-pt jump shot from 1 ft (block by J. Valančiūnas),52,58
229,3,8:36.0,,Offensive rebound by Z. Randolph,52,58
230,3,8:36.0,,Z. Randolph misses 2-pt layup from 2 ft,52,58
231,3,8:33.0,Defensive rebound by K. Lowry,,52,58
232,3,8:20.0,Turnover by N. Powell (bad pass; steal by T. Allen),,52,58
233,3,8:14.0,,M. Barnes makes 2-pt layup from 1 ft (assist by T. Allen),52,60
234,3,7:58.0,K. Lowry makes 3-pt jump shot from 23 ft (assist by N. Powell),,55,60
235,3,7:41.0,,Z. Randolph misses 2-pt jump shot from 13 ft,55,60
236,3,7:40.0,,Offensive rebound by T. Allen,55,60
237,3,7:37.0,,Turnover by T. Allen (lost ball; steal by J. Valančiūnas),55,60
238,3,7:36.0,Personal foul by T. Allen,,55,60
239,3,7:22.0,K. Lowry misses 3-pt jump shot from 25 ft,,55,60
240,3,7:20.0,,Defensive rebound by T. Allen,55,60
241,3,7:02.0,,Z. Randolph misses 2-pt jump shot from 19 ft,55,60
242,3,7:01.0,Defensive rebound by J. Thompson,,55,60
243,3,7:00.0,Personal foul by M. Barnes,,55,60
244,3,6:45.0,Personal foul by M. Barnes,,55,60
245,3,6:45.0,D. DeRozan makes free throw 1 of 2,,56,60
246,3,6:45.0,D. DeRozan makes free throw 2 of 2,,57,60
247,3,6:33.0,,T. Allen misses 2-pt jump shot from 3 ft,57,60
248,3,6:32.0,Defensive rebound by J. Thompson,,57,60
249,3,6:19.0,K. Lowry misses 3-pt jump shot from 26 ft,,57,60
250,3,6:17.0,,Defensive rebound by C. Andersen,57,60
251,3,6:05.0,,Personal foul by K. Lowry,57,60
252,3,5:56.0,,Turnover by Z. Randolph (lost ball; steal by J. Valančiūnas),57,60
253,3,5:56.0,Personal foul by Z. Randolph,,57,60
254,3,5:56.0,,Memphis full timeout,57,60
255,3,5:56.0,J. Valančiūnas makes free throw 1 of 2,,58,60
256,3,5:56.0,J. Valančiūnas makes free throw 2 of 2,,59,60
257,3,5:34.0,,J. Farmar misses 3-pt jump shot from 25 ft,59,60
258,3,5:33.0,Defensive rebound by J. Valančiūnas,,59,60
259,3,5:17.0,N. Powell makes 2-pt layup from 1 ft,,61,60
260,3,5:03.0,,Turnover by T. Allen (lost ball; steal by N. Powell),61,60
261,3,4:44.0,Shooting foul by Z. Randolph (drawn by J. Valančiūnas),,61,60
262,3,4:44.0,J. Valančiūnas makes free throw 1 of 2,,62,60
263,3,4:44.0,,J. Green enters the game for J. Farmar,62,60
264,3,4:44.0,,X. Munford enters the game for C. Andersen,62,60
265,3,4:44.0,,L. Stephenson enters the game for T. Allen,62,60
266,3,4:44.0,J. Valančiūnas misses free throw 2 of 2,,62,60
267,3,4:43.0,,Defensive rebound by M. Barnes,62,60
268,3,4:33.0,,X. Munford makes 2-pt jump shot from 20 ft,62,62
269,3,4:05.0,J. Valančiūnas misses 2-pt dunk at rim (block by L. Stephenson),,62,62
270,3,4:03.0,,Defensive rebound by L. Stephenson,62,62
271,3,3:55.0,,J. Green makes 2-pt jump shot from 20 ft (assist by L. Stephenson),62,64
272,3,3:38.0,D. DeRozan misses 2-pt jump shot from 9 ft,,62,64
273,3,3:36.0,,Defensive rebound by J. Green,62,64
274,3,3:32.0,,M. Barnes misses 3-pt jump shot from 24 ft,62,64
275,3,3:30.0,,Offensive rebound by J. Green,62,64
276,3,3:29.0,,J. Green misses 2-pt layup from 1 ft (block by K. Lowry),62,64
277,3,3:29.0,,Offensive rebound by Team,62,64
278,3,3:15.0,,Turnover by L. Stephenson (traveling),62,64
279,3,3:15.0,Toronto full timeout,,62,64
280,3,3:15.0,C. Joseph enters the game for J. Thompson,,62,64
281,3,3:15.0,P. Patterson enters the game for K. Lowry,,62,64
282,3,2:53.0,N. Powell makes 2-pt dunk at rim,,64,64
283,3,2:36.0,,Turnover by X. Munford (lost ball; steal by P. Patterson),64,64
284,3,2:32.0,Personal foul by L. Stephenson,,64,64
285,3,2:32.0,N. Powell makes free throw 1 of 2,,65,64
286,3,2:32.0,N. Powell makes free throw 2 of 2,,66,64
287,3,2:16.0,,L. Stephenson misses 2-pt jump shot from 6 ft,66,64
288,3,2:14.0,,Offensive rebound by J. Green,66,64
289,3,2:09.0,,L. Stephenson misses 2-pt layup from 1 ft (block by J. Valančiūnas),66,64
290,3,2:07.0,Defensive rebound by J. Valančiūnas,,66,64
291,3,2:03.0,Shooting foul by M. Barnes (drawn by N. Powell),,66,64
292,3,2:03.0,N. Powell makes free throw 1 of 2,,67,64
293,3,2:03.0,,V. Carter enters the game for M. Barnes,67,64
294,3,2:03.0,,J. Martin enters the game for Z. Randolph,67,64
295,3,2:03.0,B. Biyombo enters the game for J. Valančiūnas,,67,64
296,3,2:03.0,N. Powell makes free throw 2 of 2,,68,64
297,3,1:51.0,,V. Carter makes 3-pt jump shot from 25 ft,68,67
298,3,1:32.0,D. DeRozan makes 2-pt layup from 1 ft,,70,67
299,3,1:17.0,,Shooting foul by B. Biyombo (drawn by J. Martin),70,67
300,3,1:17.0,,J. Martin misses free throw 1 of 2,70,67
301,3,1:17.0,,Offensive rebound by Team,70,67
302,3,1:17.0,,J. Martin makes free throw 2 of 2,70,68
303,3,1:03.0,D. DeRozan makes 2-pt jump shot from 18 ft (assist by P. Patterson),,72,68
304,3,0:44.0,,Shooting foul by B. Biyombo (drawn by L. Stephenson),72,68
305,3,0:44.0,,L. Stephenson makes free throw 1 of 2,72,69
306,3,0:44.0,,L. Stephenson makes free throw 2 of 2,72,70
307,3,0:32.0,D. DeRozan makes 2-pt jump shot from 18 ft,,74,70
308,3,0:10.0,,L. Stephenson misses 3-pt jump shot from 24 ft,74,70
309,3,0:08.0,,Offensive rebound by V. Carter,74,70
310,3,0:04.0,,L. Stephenson misses 2-pt layup from 2 ft (block by B. Biyombo),74,70
311,3,0:04.0,,Offensive rebound by V. Carter,74,70
312,3,0:04.0,,V. Carter makes 2-pt layup at rim,74,72
313,3,0:00.0,C. Joseph misses 3-pt jump shot from 38 ft,,74,72
314,3,0:00.0,Offensive rebound by Team,,74,72
315,4,11:42.0,,Personal foul by P. Patterson,74,72
316,4,11:35.0,,Turnover by J. Green (bad pass),74,72
317,4,11:35.0,,Loose ball foul by V. Carter,74,72
318,4,11:19.0,Offensive foul by B. Biyombo (drawn by V. Carter),,74,72
319,4,11:19.0,Turnover by B. Biyombo (offensive foul),,74,72
320,4,11:12.0,,Personal foul by B. Biyombo,74,72
321,4,11:12.0,J. Valančiūnas enters the game for B. Biyombo,,74,72
322,4,10:57.0,,V. Carter misses 2-pt layup at rim,74,72
323,4,10:55.0,Defensive rebound by J. Valančiūnas,,74,72
324,4,10:45.0,D. DeRozan misses 2-pt jump shot from 16 ft,,74,72
325,4,10:44.0,,Defensive rebound by L. Stephenson,74,72
326,4,10:23.0,,L. Stephenson makes 2-pt jump shot from 10 ft,74,74
327,4,10:03.0,P. Patterson misses 2-pt jump shot from 16 ft,,74,74
328,4,10:02.0,Offensive rebound by C. Joseph,,74,74
329,4,9:58.0,C. Joseph misses 2-pt layup from 1 ft,,74,74
330,4,9:57.0,Offensive rebound by P. Patterson,,74,74
331,4,9:57.0,P. Patterson misses 2-pt layup at rim,,74,74
332,4,9:55.0,,Defensive rebound by J. Martin,74,74
333,4,9:48.0,,L. Stephenson misses 2-pt jump shot from 18 ft,74,74
334,4,9:47.0,Defensive rebound by T. Ross,,74,74
335,4,9:43.0,Shooting foul by J. Martin (drawn by D. DeRozan),,74,74
336,4,9:43.0,D. DeRozan misses free throw 1 of 2,,74,74
337,4,9:43.0,Offensive rebound by Team,,74,74
338,4,9:43.0,D. DeRozan makes free throw 2 of 2,,75,74
339,4,9:32.0,,Shooting foul by C. Joseph (drawn by J. Martin),75,74
340,4,9:32.0,,J. Martin misses free throw 1 of 2,75,74
341,4,9:32.0,,Offensive rebound by Team,75,74
342,4,9:32.0,K. Lowry enters the game for D. DeRozan,,75,74
343,4,9:32.0,,J. Martin makes free throw 2 of 2,75,75
344,4,9:20.0,T. Ross makes 3-pt jump shot from 25 ft (assist by K. Lowry),,78,75
345,4,9:00.0,,V. Carter misses 2-pt layup from 3 ft (block by J. Valančiūnas),78,75
346,4,9:00.0,,Offensive rebound by Team,78,75
347,4,8:55.0,,L. Stephenson misses 2-pt jump shot from 16 ft,78,75
348,4,8:53.0,,Offensive rebound by V. Carter,78,75
349,4,8:53.0,,V. Carter makes 2-pt layup from 1 ft,78,77
350,4,8:29.0,T. Ross makes 3-pt jump shot from 25 ft (assist by C. Joseph),,81,77
351,4,8:10.0,,X. Munford makes 3-pt jump shot from 25 ft,81,80
352,4,7:45.0,C. Joseph misses 3-pt jump shot from 26 ft,,81,80
353,4,7:44.0,,Defensive rebound by X. Munford,81,80
354,4,7:33.0,,Shooting foul by P. Patterson (drawn by J. Martin),81,80
355,4,7:33.0,,Memphis full timeout,81,80
356,4,7:33.0,,J. Martin makes free throw 1 of 2,81,81
357,4,7:33.0,,J. Martin makes free throw 2 of 2,81,82
358,4,7:18.0,T. Ross makes 3-pt jump shot from 24 ft (assist by C. Joseph),,84,82
359,4,6:58.0,,J. Green makes 2-pt jump shot from 16 ft,84,84
360,4,6:38.0,T. Ross misses 2-pt jump shot from 18 ft,,84,84
361,4,6:35.0,,Defensive rebound by J. Green,84,84
362,4,6:26.0,,V. Carter misses 3-pt jump shot from 28 ft,84,84
363,4,6:25.0,Defensive rebound by T. Ross,,84,84
364,4,6:10.0,Personal foul by J. Martin,,84,84
365,4,6:10.0,,Z. Randolph enters the game for J. Martin,84,84
366,4,6:01.0,P. Patterson misses 3-pt jump shot from 24 ft,,84,84
367,4,6:01.0,,Defensive rebound by X. Munford,84,84
368,4,5:43.0,,L. Stephenson misses 2-pt jump shot from 13 ft,84,84
369,4,5:42.0,,Offensive rebound by J. Green,84,84
370,4,5:39.0,,J. Green misses 2-pt layup from 3 ft (block by J. Valančiūnas),84,84
371,4,5:37.0,,Offensive rebound by Team,84,84
372,4,5:37.0,,Memphis full timeout,84,84
373,4,5:18.0,,L. Stephenson misses 2-pt layup from 2 ft,84,84
374,4,5:16.0,Defensive rebound by J. Valančiūnas,,84,84
375,4,5:06.0,T. Ross makes 3-pt jump shot from 23 ft (assist by P. Patterson),,87,84
376,4,4:47.0,,V. Carter misses 3-pt jump shot from 24 ft,87,84
377,4,4:45.0,Defensive rebound by J. Valančiūnas,,87,84
378,4,4:45.0,Personal foul by Z. Randolph,,87,84
379,4,4:45.0,,T. Allen enters the game for V. Carter,87,84
380,4,4:45.0,,J. Farmar enters the game for X. Munford,87,84
381,4,4:22.0,Turnover by P. Patterson (lost ball; steal by J. Green),,87,84
382,4,4:06.0,,Z. Randolph makes 2-pt layup from 1 ft,87,86
383,4,3:45.0,K. Lowry makes 2-pt jump shot from 17 ft,,89,86
384,4,3:29.0,Violation by P. Patterson (kicked ball),,89,86
385,4,3:29.0,D. DeRozan enters the game for C. Joseph,,89,86
386,4,3:17.0,,Turnover by J. Green (lost ball; steal by K. Lowry),89,86
387,4,3:12.0,K. Lowry misses 2-pt layup from 1 ft (block by J. Green),,89,86
