,QUARTER,TIME_REMAINING,ATLANTA_ACTION,DENVER_ACTION,ATLANTA_SCORE,DENVER_SCORE
383,4,8:05.0,T. Sefolosha makes free throw 1 of 2,,101,87
384,4,8:05.0,K. Korver enters the game for T. Hardaway,,101,87
385,4,8:05.0,T. Splitter enters the game for A. Horford,,101,87
386,4,8:05.0,T. Sefolosha makes free throw 2 of 2,,102,87
387,4,7:49.0,,Shooting foul by T. Splitter (drawn by J. Lauvergne),102,87
388,4,7:49.0,,J. Lauvergne makes free throw 1 of 2,102,88
389,4,7:49.0,T. Hardaway enters the game for T. Sefolosha,,102,88
390,4,7:49.0,,J. Lauvergne makes free throw 2 of 2,102,89
391,4,7:35.0,T. Hardaway misses 2-pt jump shot from 7 ft,,102,89
392,4,7:34.0,,Defensive rebound by J. Lauvergne,102,89
393,4,7:26.0,,W. Barton misses 2-pt jump shot from 20 ft,102,89
394,4,7:25.0,,Offensive rebound by R. Foye,102,89
395,4,7:24.0,,Turnover by R. Foye (lost ball),102,89
396,4,7:06.0,D. Schröder makes 2-pt layup from 2 ft,,104,89
397,4,6:56.0,,Personal foul by T. Hardaway (drawn by W. Barton),104,89
398,4,6:56.0,,W. Barton makes free throw 1 of 2,104,90
399,4,6:56.0,J. Teague enters the game for T. Hardaway,,104,90
400,4,6:56.0,P. Millsap enters the game for M. Scott,,104,90
401,4,6:56.0,,W. Barton makes free throw 2 of 2,104,91
402,4,6:47.0,,Violation by S. Kilpatrick (def goaltending),104,91
403,4,6:47.0,J. Teague makes 2-pt layup from 1 ft,,106,91
404,4,6:27.0,,W. Barton misses 2-pt hook shot from 4 ft,106,91
405,4,6:27.0,Defensive rebound by P. Millsap,,106,91
406,4,6:17.0,P. Millsap makes 2-pt layup from 2 ft (assist by D. Schröder),,108,91
407,4,6:17.0,,Denver full timeout,108,91
408,4,6:17.0,K. Bazemore enters the game for D. Schröder,,108,91
409,4,6:17.0,,E. Mudiay enters the game for J. Lauvergne,108,91
410,4,6:17.0,,D. Gallinari enters the game for R. Foye,108,91
411,4,6:17.0,,G. Harris enters the game for S. Kilpatrick,108,91
412,4,5:56.0,,W. Barton misses 2-pt layup at rim,108,91
413,4,5:55.0,Defensive rebound by P. Millsap,,108,91
414,4,5:44.0,K. Korver makes 3-pt jump shot from 22 ft (assist by J. Teague),,111,91
415,4,5:30.0,,G. Harris misses 3-pt jump shot from 24 ft,111,91
416,4,5:29.0,,Offensive rebound by Team,111,91
417,4,5:29.0,Official timeout,,111,91
418,4,5:23.0,,E. Mudiay misses 2-pt jump shot from 7 ft,111,91
419,4,5:22.0,Defensive rebound by K. Bazemore,,111,91
420,4,5:15.0,Turnover by K. Bazemore (lost ball; steal by G. Harris),,111,91
421,4,5:08.0,,W. Barton makes 2-pt layup from 2 ft (assist by E. Mudiay),111,93
422,4,4:46.0,T. Splitter makes 2-pt dunk at rim (assist by J. Teague),,113,93
423,4,4:23.0,,D. Gallinari misses 3-pt jump shot from 25 ft,113,93
424,4,4:22.0,Defensive rebound by K. Bazemore,,113,93
425,4,4:12.0,J. Teague misses 3-pt jump shot from 25 ft,,113,93
426,4,4:11.0,,Defensive rebound by W. Barton,113,93
427,4,3:58.0,,W. Barton misses 2-pt hook shot from 4 ft,113,93
428,4,3:58.0,Defensive rebound by K. Bazemore,,113,93
429,4,3:42.0,T. Splitter makes 2-pt jump shot from 22 ft (assist by K. Bazemore),,115,93
430,4,3:32.0,,Denver full timeout,115,93
431,4,3:32.0,T. Hardaway enters the game for K. Bazemore,,115,93
432,4,3:32.0,L. Patterson enters the game for P. Millsap,,115,93
433,4,3:32.0,M. Scott enters the game for K. Korver,,115,93
434,4,3:32.0,M. Muscala enters the game for J. Teague,,115,93
435,4,3:32.0,S. Mack enters the game for T. Splitter,,115,93
436,4,3:32.0,,M. Miller enters the game for D. Gallinari,115,93
437,4,3:32.0,,R. Foye enters the game for G. Harris,115,93
438,4,3:32.0,,N. Jokić enters the game for E. Mudiay,115,93
439,4,3:32.0,,S. Kilpatrick enters the game for D. Arthur,115,93
440,4,3:17.0,,N. Jokić makes 2-pt hook shot from 3 ft (assist by W. Barton),115,95
441,4,2:58.0,M. Scott makes 2-pt hook shot from 4 ft (assist by S. Mack),,117,95
442,4,2:44.0,,R. Foye misses 2-pt jump shot from 3 ft,117,95
443,4,2:43.0,,Offensive rebound by M. Miller,117,95
444,4,2:43.0,,M. Miller misses 2-pt jump shot from 3 ft,117,95
445,4,2:42.0,Defensive rebound by M. Muscala,,117,95
446,4,2:29.0,S. Mack misses 2-pt jump shot from 4 ft,,117,95
447,4,2:29.0,,Defensive rebound by N. Jokić,117,95
448,4,2:21.0,,W. Barton makes 2-pt layup from 2 ft,117,97
449,4,2:05.0,L. Patterson misses 3-pt jump shot from 25 ft,,117,97
450,4,2:04.0,,Defensive rebound by S. Kilpatrick,117,97
451,4,1:58.0,,S. Kilpatrick makes 2-pt jump shot from 5 ft,117,99
452,4,1:44.0,M. Muscala misses 2-pt jump shot from 14 ft,,117,99
453,4,1:43.0,,Defensive rebound by M. Miller,117,99
454,4,1:36.0,,N. Jokić makes 2-pt jump shot from 5 ft (assist by M. Miller),117,101
455,4,1:16.0,L. Patterson misses 3-pt jump shot from 23 ft,,117,101
456,4,1:14.0,,Defensive rebound by N. Jokić,117,101
457,4,1:03.0,,Shooting foul by M. Muscala (drawn by N. Jokić),117,101
458,4,1:03.0,,N. Jokić makes free throw 1 of 2,117,102
459,4,1:03.0,,N. Jokić makes free throw 2 of 2,117,103
460,4,0:41.0,Shooting foul by R. Foye (drawn by L. Patterson),,117,103
461,4,0:41.0,L. Patterson makes free throw 1 of 2,,118,103
462,4,0:41.0,L. Patterson makes free throw 2 of 2,,119,103
463,4,0:27.0,,N. Jokić misses 2-pt layup from 2 ft,119,103
464,4,0:26.0,,Offensive rebound by S. Kilpatrick,119,103
465,4,0:25.0,,Shooting foul by M. Scott (drawn by S. Kilpatrick),119,103
466,4,0:25.0,,S. Kilpatrick makes free throw 1 of 2,119,104
467,4,0:25.0,,S. Kilpatrick makes free throw 2 of 2,119,105
468,4,0:05.0,S. Mack misses 3-pt jump shot from 25 ft,,119,105
469,4,0:04.0,,Defensive rebound by R. Foye,119,105
470,4,0:01.0,,R. Foye misses 3-pt jump shot from 24 ft,119,105
471,4,0:00.0,,Offensive rebound by Team,119,105
